Parent - Child Weight Probability Score
Tcfap2c	+	Aqp3	0.739035	0.573066	0.297783
Tcf23	-	Aqp3	-0.067940	0.026773	-0.001279
Utf1	-	Aqp3	-0.032626	0.025362	-0.000582
Tspan8	+	Aqp3	0.029538	0.032666	0.000678
Ahcy	-	Atp12a	-0.403120	0.570767	-0.161780
Aqp3	+	Atp12a	0.050542	0.052216	0.001856
Atp12a	+	Atp12a	0.529877	0.994899	0.370668
Bmp4	+	Atp12a	0.039299	0.028320	0.000783
Cdx2	-	Atp12a	-0.038542	0.021645	-0.000587
Creb312	-	Atp12a	-0.225163	0.204148	-0.032320
Cebpa	+	Atp12a	0.010630	0.011533	0.000086
Dab2	+	Atp12a	0.042446	0.037246	0.001112
DppaI	+	Atp12a	0.033726	0.031848	0.000755
Eomes	+	Atp12a	0.148213	0.096888	0.010097
Esrrb	-	Atp12a	-0.034695	0.032182	-0.000785
Fgf4	+	Atp12a	0.165605	0.142912	0.016641
Fgfr2	+	Atp12a	0.108287	0.075662	0.005761
Fn1	-	Atp12a	-0.011141	0.017933	-0.000140
Gata3	+	Atp12a	0.229829	0.182237	0.029449
Gata4	-	Atp12a	-0.008353	0.036245	-0.000213
Gata6	-	Atp12a	-0.038049	0.034454	-0.000922
Grhl1	+	Atp12a	0.199143	0.179423	0.025123
Grhl2	-	Atp12a	-0.122114	0.072916	-0.006261
Hand1	-	Atp12a	-0.006222	0.022042	-0.000096
Hnf4a	+	Atp12a	0.038244	0.022797	0.000613
Id2	-	Atp12a	-0.042921	0.040874	-0.001234
Klf2	-	Atp12a	-0.239448	0.231707	-0.039011
Klf4	+	Atp12a	0.393822	0.518524	0.143582
Klf5	+	Atp12a	0.076973	0.054848	0.002968
Krt8	+	Atp12a	0.012950	0.011927	0.000109
Lcp1	+	Atp12a	0.053116	0.023289	0.000870
Mbnl3	+	Atp12a	0.027682	0.022063	0.000429
Msc	+	Atp12a	0.031250	0.010680	0.000235
Msx2	+	Atp12a	0.194146	0.140605	0.019194
Nanog	+	Atp12a	0.090545	0.069345	0.004415
Pdgfa	-	Atp12a	-0.015497	0.003957	-0.000043
Pdgfra	+	Atp12a	0.094841	0.083164	0.005546
Pecam1	+	Atp12a	0.094588	0.063671	0.004235
Pou5f1	+	Atp12a	0.326894	0.270939	0.062274
Runx1	+	Atp12a	0.064493	0.050888	0.002308
Sox2	-	Atp12a	-0.191945	0.164076	-0.022144
Sall4	-	Atp12a	-0.018980	0.064405	-0.000860
Sox17	+	Atp12a	0.001625	0.004267	0.000005
Snail	-	Atp12a	-0.024078	0.027876	-0.000472
Sox13	-	Atp12a	-0.076694	0.053720	-0.002897
Tcfap2a	+	Atp12a	0.105424	0.079584	0.005899
Tcfap2c	-	Atp12a	-0.086038	0.082539	-0.004993
Tcf23	-	Atp12a	-0.025112	0.015284	-0.000270
Utf1	+	Atp12a	0.016969	0.024782	0.000296
Tspan8	-	Atp12a	-0.056679	0.052360	-0.002087
Ahcy	-	Bmp4	-0.122058	0.027118	-0.002327
Aqp3	-	Bmp4	-0.170449	0.096285	-0.011539
Atp12a	+	Bmp4	0.152426	0.049839	0.005341
Bmp4	+	Bmp4	0.599232	0.939910	0.396015
Cdx2	-	Bmp4	-0.345297	0.174834	-0.042447
Creb312	+	Bmp4	0.104975	0.058647	0.004329
Cebpa	-	Bmp4	-0.048282	0.021030	-0.000714
Dab2	+	Bmp4	0.064283	0.036305	0.001641
DppaI	+	Bmp4	0.007104	0.020160	0.000101
Eomes	-	Bmp4	-0.045944	0.007113	-0.000230
Esrrb	-	Bmp4	-0.006266	0.023358	-0.000103
Fgf4	+	Bmp4	0.001365	0.043376	0.000042
Fgfr2	+	Bmp4	0.336401	0.174978	0.041388
Fn1	+	Bmp4	0.340657	0.176920	0.042377
Gata3	-	Bmp4	-0.050691	0.030328	-0.001081
Gata4	+	Bmp4	0.003196	0.038433	0.000086
Gata6	-	Bmp4	-0.017871	0.022680	-0.000285
Grhl1	-	Bmp4	-0.011973	0.015580	-0.000131
Grhl2	-	Bmp4	-0.424448	0.250842	-0.074861
Hand1	+	Bmp4	0.034154	0.028594	0.000687
Hnf4a	-	Bmp4	-0.148073	0.070204	-0.007309
Id2	-	Bmp4	-0.027345	0.026132	-0.000502
Klf2	+	Bmp4	0.087695	0.063777	0.003933
Klf4	-	Bmp4	-0.066948	0.040746	-0.001918
Klf5	+	Bmp4	0.043800	0.032451	0.000999
Krt8	-	Bmp4	-0.145647	0.079720	-0.008164
Lcp1	+	Bmp4	0.018109	0.008826	0.000112
Mbnl3	-	Bmp4	-0.172664	0.086522	-0.010504
Msc	+	Bmp4	0.154495	0.065708	0.007138
Msx2	-	Bmp4	-0.070989	0.009408	-0.000470
Nanog	+	Bmp4	0.055906	0.034316	0.001349
Pdgfa	+	Bmp4	0.109054	0.031614	0.002424
Pdgfra	+	Bmp4	0.065155	0.048529	0.002223
Pecam1	+	Bmp4	0.044537	0.022832	0.000715
Pou5f1	+	Bmp4	0.678780	0.685796	0.327307
Runx1	-	Bmp4	-0.025519	0.016624	-0.000298
Sox2	+	Bmp4	0.067553	0.036927	0.001754
Sall4	-	Bmp4	-0.483944	0.275036	-0.093587
Sox17	+	Bmp4	0.160641	0.055436	0.006261
Snail	+	Bmp4	0.123127	0.069936	0.006055
Sox13	+	Bmp4	0.107778	0.049610	0.003760
Tcfap2a	-	Bmp4	-0.079085	0.029174	-0.001622
Tcfap2c	+	Bmp4	0.096543	0.073327	0.004978
Tcf23	+	Bmp4	0.341076	0.238814	0.057272
Utf1	+	Bmp4	0.027516	0.025142	0.000486
Tspan8	+	Bmp4	0.043818	0.036315	0.001119
Ahcy	+	Cdx2	0.070486	0.016700	0.000828
Aqp3	+	Cdx2	0.077740	0.061514	0.003362
Atp12a	+	Cdx2	0.052844	0.018085	0.000672
Bmp4	-	Cdx2	-0.096491	0.058358	-0.003959
Cdx2	+	Cdx2	0.306913	0.203713	0.043961
Creb312	-	Cdx2	-0.010713	0.027243	-0.000205
Cebpa	+	Cdx2	0.024852	0.015264	0.000267
Dab2	+	Cdx2	0.053688	0.039188	0.001479
DppaI	-	Cdx2	-0.197889	0.117289	-0.016320
Eomes	+	Cdx2	0.201929	0.110691	0.015716
Esrrb	-	Cdx2	-0.104066	0.055242	-0.004042
Fgf4	-	Cdx2	-0.020853	0.049144	-0.000721
Fgfr2	+	Cdx2	0.217224	0.121929	0.018623
Fn1	+	Cdx2	0.109092	0.057887	0.004440
Gata3	+	Cdx2	0.159158	0.089278	0.009991
Gata4	-	Cdx2	-0.075295	0.071042	-0.003761
Gata6	-	Cdx2	-0.036892	0.031068	-0.000806
Grhl1	-	Cdx2	-0.103826	0.066286	-0.004839
Grhl2	-	Cdx2	-0.141656	0.067219	-0.006695
Hand1	-	Cdx2	-0.022147	0.026488	-0.000412
Hnf4a	+	Cdx2	0.010081	0.011056	0.000078
Id2	+	Cdx2	0.078922	0.057920	0.003214
Klf2	+	Cdx2	0.017857	0.053250	0.000669
Klf4	+	Cdx2	0.447694	0.421104	0.132557
Klf5	+	Cdx2	0.088120	0.052888	0.003277
Krt8	+	Cdx2	0.182948	0.123583	0.015897
Lcp1	+	Cdx2	0.008904	0.010012	0.000063
Mbnl3	+	Cdx2	0.152691	0.093704	0.010060
Msc	+	Cdx2	0.117346	0.061082	0.005040
Msx2	+	Cdx2	0.194668	0.109132	0.014937
Nanog	-	Cdx2	-0.111407	0.069804	-0.005468
Pdgfa	-	Cdx2	-0.161025	0.080343	-0.009096
Pdgfra	-	Cdx2	-0.158940	0.110435	-0.012342
Pecam1	-	Cdx2	-0.013489	0.019312	-0.000183
Pou5f1	+	Cdx2	0.091811	0.037995	0.002453
Runx1	+	Cdx2	0.076945	0.050262	0.002719
Sox2	-	Cdx2	-0.137081	0.092684	-0.008933
Sall4	-	Cdx2	-0.556043	0.577370	-0.225732
Sox17	+	Cdx2	0.050556	0.011088	0.000394
Snail	-	Cdx2	-0.028857	0.028531	-0.000579
Sox13	+	Cdx2	0.041635	0.019427	0.000569
Tcfap2a	+	Cdx2	0.070708	0.033924	0.001687
Tcfap2c	+	Cdx2	0.802478	0.995661	0.561792
Tcf23	-	Cdx2	-0.077597	0.043173	-0.002356
Utf1	+	Cdx2	0.016615	0.024817	0.000290
Tspan8	+	Cdx2	0.091705	0.065853	0.004246
Ahcy	-	Creb312	-0.113288	0.025398	-0.002023
Aqp3	-	Creb312	-0.056485	0.047851	-0.001900
Atp12a	+	Creb312	0.040979	0.012528	0.000361
Bmp4	-	Creb312	-0.040929	0.022081	-0.000635
Cdx2	-	Creb312	-0.076339	0.027578	-0.001480
Creb312	+	Creb312	0.114635	0.063479	0.005117
Cebpa	-	Creb312	-0.180717	0.093470	-0.011877
Dab2	-	Creb312	-0.036952	0.026484	-0.000688
DppaI	+	Creb312	0.067140	0.037493	0.001770
Eomes	-	Creb312	-0.145308	0.055273	-0.005647
Esrrb	-	Creb312	-0.014253	0.026406	-0.000265
Fgf4	+	Creb312	0.177920	0.104937	0.013128
Fgfr2	-	Creb312	-0.384381	0.225657	-0.060988
Fn1	-	Creb312	-0.044010	0.023766	-0.000735
Gata3	-	Creb312	-0.027182	0.024450	-0.000467
Gata4	-	Creb312	-0.020934	0.042915	-0.000632
Gata6	-	Creb312	-0.068375	0.040791	-0.001961
Grhl1	+	Creb312	0.062645	0.032896	0.001449
Grhl2	-	Creb312	-0.152718	0.062126	-0.006671
Hand1	+	Creb312	0.162824	0.095334	0.010914
Hnf4a	+	Creb312	0.546187	0.849848	0.326372
Id2	-	Creb312	-0.058046	0.038334	-0.001565
Klf2	-	Creb312	-0.317002	0.187823	-0.041864
Klf4	+	Creb312	0.130030	0.056977	0.005209
Klf5	-	Creb312	-0.591343	0.726675	-0.302142
Krt8	-	Creb312	-0.025149	0.013599	-0.000240
Lcp1	+	Creb312	0.081891	0.025150	0.001448
Mbnl3	-	Creb312	-0.165921	0.079086	-0.009226
Msc	+	Creb312	0.070177	0.018475	0.000912
Msx2	+	Creb312	0.122902	0.040489	0.003499
Nanog	+	Creb312	0.068528	0.039134	0.001886
Pdgfa	-	Creb312	-0.322515	0.162607	-0.036874
Pdgfra	+	Creb312	0.180764	0.102503	0.013028
Pecam1	+	Creb312	0.140058	0.065725	0.006472
Pou5f1	-	Creb312	-0.038576	0.026950	-0.000731
Runx1	+	Creb312	0.120889	0.062326	0.005298
Sox2	-	Creb312	-0.065381	0.035471	-0.001631
Sall4	+	Creb312	1.072008	0.999920	0.753693
Sox17	+	Creb312	0.157386	0.053922	0.005967
Snail	-	Creb312	-0.006038	0.024272	-0.000103
Sox13	-	Creb312	-0.285729	0.155790	-0.031299
Tcfap2a	-	Creb312	-0.087810	0.035391	-0.002185
Tcfap2c	-	Creb312	-0.322046	0.147971	-0.033506
Tcf23	-	Creb312	-0.039015	0.015635	-0.000429
Utf1	+	Creb312	0.384057	0.242660	0.065528
Tspan8	-	Creb312	-0.104993	0.063054	-0.004655
Ahcy	-	Cebpa	-0.244695	0.073218	-0.012597
Aqp3	-	Cebpa	-0.061555	0.044735	-0.001936
Atp12a	+	Cebpa	0.160035	0.048898	0.005502
Bmp4	+	Cebpa	0.128113	0.057769	0.005204
Cdx2	-	Cebpa	-0.287630	0.118209	-0.023907
Creb312	-	Cebpa	-0.147455	0.075648	-0.007843
Cebpa	-	Cebpa	-0.091254	0.039122	-0.002510
Dab2	-	Cebpa	-0.008630	0.019278	-0.000117
DppaI	-	Cebpa	-0.345232	0.165625	-0.040204
Eomes	+	Cebpa	0.475365	0.357523	0.119498
Esrrb	+	Cebpa	0.013206	0.027556	0.000256
Fgf4	+	Cebpa	0.155371	0.095101	0.010389
Fgfr2	+	Cebpa	0.110331	0.048522	0.003764
Fn1	-	Cebpa	-0.135132	0.054891	-0.005215
Gata3	-	Cebpa	-0.021201	0.022751	-0.000339
Gata4	+	Cebpa	0.017987	0.038438	0.000486
Gata6	-	Cebpa	-0.038811	0.028369	-0.000774
Grhl1	-	Cebpa	-0.144650	0.069453	-0.007064
Grhl2	+	Cebpa	0.056027	0.031718	0.001249
Hand1	+	Cebpa	0.297748	0.172797	0.036176
Hnf4a	-	Cebpa	-0.011930	0.011829	-0.000099
Id2	+	Cebpa	0.260703	0.128888	0.023626
Klf2	+	Cebpa	0.184556	0.097494	0.012651
Klf4	+	Cebpa	0.241248	0.089105	0.015115
Klf5	+	Cebpa	0.076345	0.041030	0.002203
Krt8	-	Cebpa	-0.038625	0.016738	-0.000455
Lcp1	+	Cebpa	0.146309	0.049644	0.005107
Mbnl3	+	Cebpa	0.407076	0.241967	0.069257
Msc	+	Cebpa	0.063562	0.014088	0.000630
Msx2	-	Cebpa	-0.143061	0.046377	-0.004665
Nanog	+	Cebpa	0.049897	0.032174	0.001129
Pdgfa	-	Cebpa	-0.298660	0.127589	-0.026793
Pdgfra	+	Cebpa	0.011334	0.032927	0.000262
Pecam1	-	Cebpa	-0.040563	0.022401	-0.000639
Pou5f1	+	Cebpa	0.210413	0.063490	0.009393
Runx1	-	Cebpa	-0.068343	0.031388	-0.001508
Sox2	-	Cebpa	-0.370962	0.253558	-0.066136
Sall4	-	Cebpa	-0.498738	0.239675	-0.084048
Sox17	+	Cebpa	0.033935	0.005012	0.000120
Snail	+	Cebpa	0.004048	0.022087	0.000063
Sox13	-	Cebpa	-0.132832	0.057343	-0.005356
Tcfap2a	+	Cebpa	0.052412	0.011763	0.000433
Tcfap2c	+	Cebpa	0.726173	0.695245	0.354984
Tcf23	+	Cebpa	0.247887	0.116038	0.020225
Utf1	-	Cebpa	-0.021511	0.025740	-0.000389
Tspan8	+	Cebpa	0.502477	0.510630	0.180407
Ahcy	+	Dab2	0.221632	0.065825	0.010258
Aqp3	+	Dab2	0.327698	0.168232	0.038763
Atp12a	+	Dab2	0.076860	0.019299	0.001043
Bmp4	+	Dab2	0.064561	0.031611	0.001435
Cdx2	-	Dab2	-0.041085	0.016652	-0.000481
Creb312	-	Dab2	-0.256114	0.118367	-0.021315
Cebpa	+	Dab2	0.045373	0.019655	0.000627
Dab2	+	Dab2	0.605564	0.920111	0.391770
DppaI	-	Dab2	-0.080477	0.040922	-0.002316
Eomes	+	Dab2	0.144570	0.050214	0.005104
Esrrb	-	Dab2	-0.034762	0.030070	-0.000735
Fgf4	+	Dab2	0.047813	0.053996	0.001815
Fgfr2	+	Dab2	0.042308	0.032661	0.000972
Fn1	-	Dab2	-0.193982	0.083390	-0.011374
Gata3	+	Dab2	0.125157	0.054668	0.004811
Gata4	-	Dab2	-0.133808	0.080811	-0.007603
Gata6	-	Dab2	-0.069155	0.038042	-0.001850
Grhl1	+	Dab2	0.013048	0.016835	0.000154
Grhl2	-	Dab2	-0.002093	0.025926	-0.000038
Hand1	+	Dab2	0.050869	0.036422	0.001303
Hnf4a	+	Dab2	0.060332	0.023331	0.000990
Id2	-	Dab2	-0.135307	0.076506	-0.007279
Klf2	-	Dab2	-0.462022	0.364392	-0.118376
Klf4	+	Dab2	0.142218	0.058833	0.005883
Klf5	-	Dab2	-0.083238	0.043540	-0.002548
Krt8	-	Dab2	-0.068942	0.032820	-0.001591
Lcp1	-	Dab2	-0.006432	0.009046	-0.000041
Mbnl3	+	Dab2	0.212341	0.096029	0.014337
Msc	+	Dab2	0.136337	0.053121	0.005092
Msx2	-	Dab2	-0.047466	0.002615	-0.000087
Nanog	+	Dab2	0.150601	0.072681	0.007696
Pdgfa	-	Dab2	-0.197988	0.075370	-0.010492
Pdgfra	-	Dab2	-0.263997	0.136240	-0.025289
Pecam1	-	Dab2	-0.163399	0.070874	-0.008143
Pou5f1	+	Dab2	0.165422	0.054945	0.006391
Runx1	+	Dab2	0.248982	0.119282	0.020882
Sox2	-	Dab2	-0.157866	0.079228	-0.008794
Sall4	+	Dab2	1.142866	0.999365	0.803064
Sox17	+	Dab2	0.058272	0.009626	0.000394
Snail	-	Dab2	-0.276264	0.136680	-0.026550
Sox13	-	Dab2	-0.050041	0.018757	-0.000660
Tcfap2a	-	Dab2	-0.099942	0.039396	-0.002768
Tcfap2c	-	Dab2	-0.549427	0.319036	-0.123248
Tcf23	-	Dab2	-0.062360	0.024336	-0.001067
Utf1	+	Dab2	0.281456	0.131533	0.026030
Tspan8	+	Dab2	0.109704	0.061396	0.004736
Ahcy	-	DppaI	-0.157314	0.060328	-0.006673
Aqp3	-	DppaI	-0.062902	0.056869	-0.002515
Atp12a	-	DppaI	-0.123966	0.055952	-0.004877
Bmp4	-	DppaI	-0.127056	0.081991	-0.007325
Cdx2	-	DppaI	-0.109024	0.057512	-0.004409
Creb312	-	DppaI	-0.046111	0.038767	-0.001257
Cebpa	+	DppaI	0.046245	0.025437	0.000827
Dab2	+	DppaI	0.032162	0.026833	0.000607
DppaI	+	DppaI	0.556324	0.974390	0.381146
Eomes	-	DppaI	-0.025955	0.005854	-0.000107
Esrrb	+	DppaI	0.060270	0.039395	0.001669
Fgf4	+	DppaI	0.004687	0.047727	0.000157
Fgfr2	+	DppaI	0.250663	0.149779	0.026398
Fn1	+	DppaI	0.001097	0.019413	0.000015
Gata3	-	DppaI	-0.092125	0.057836	-0.003746
Gata4	-	DppaI	-0.060024	0.062235	-0.002627
Gata6	+	DppaI	0.000536	0.024563	0.000009
Grhl1	+	DppaI	0.273268	0.169044	0.032480
Grhl2	-	DppaI	-0.235240	0.134684	-0.022277
Hand1	-	DppaI	-0.067336	0.058414	-0.002766
Hnf4a	+	DppaI	0.001882	0.010670	0.000014
Id2	+	DppaI	0.076024	0.055046	0.002942
Klf2	-	DppaI	-0.449209	0.865357	-0.273322
Klf4	+	DppaI	0.356181	0.251575	0.063004
Klf5	-	DppaI	-0.131405	0.075370	-0.006964
Krt8	-	DppaI	-0.033164	0.020348	-0.000474
Lcp1	+	DppaI	0.219839	0.118777	0.018360
Mbnl3	-	DppaI	-0.073898	0.045517	-0.002365
Msc	+	DppaI	0.014930	0.005554	0.000058
Msx2	+	DppaI	0.124252	0.063699	0.005565
Nanog	+	DppaI	0.004823	0.027231	0.000092
Pdgfa	-	DppaI	-0.161106	0.088515	-0.010027
Pdgfra	-	DppaI	-0.267989	0.157954	-0.029763
Pecam1	-	DppaI	-0.003659	0.018019	-0.000046
Pou5f1	+	DppaI	0.281745	0.144871	0.028699
Runx1	-	DppaI	-0.123062	0.082870	-0.007171
Sox2	-	DppaI	-0.018982	0.019527	-0.000261
Sall4	-	DppaI	-0.350370	0.221650	-0.054604
Sox17	-	DppaI	-0.156925	0.074716	-0.008244
Snail	+	DppaI	0.149839	0.101633	0.010707
Sox13	+	DppaI	0.134190	0.081003	0.007643
Tcfap2a	+	DppaI	0.128716	0.078804	0.007132
Tcfap2c	+	DppaI	0.372230	0.253946	0.066464
Tcf23	+	DppaI	0.021006	0.013814	0.000204
Utf1	-	DppaI	-0.116369	0.068730	-0.005624
Tspan8	+	DppaI	0.341806	0.244002	0.058641
Ahcy	-	Eomes	-0.325274	0.150729	-0.034473
Aqp3	-	Eomes	-0.058094	0.048686	-0.001989
Atp12a	+	Eomes	0.060546	0.018905	0.000805
Bmp4	+	Eomes	0.112740	0.061749	0.004895
Cdx2	+	Eomes	0.189326	0.092202	0.012274
Creb312	-	Eomes	-0.114293	0.070955	-0.005702
Cebpa	+	Eomes	0.065242	0.035349	0.001622
Dab2	+	Eomes	0.192665	0.113417	0.015364
DppaI	+	Eomes	0.178332	0.096755	0.012132
Eomes	+	Eomes	0.285437	0.164830	0.033081
Esrrb	-	Eomes	-0.007742	0.026205	-0.000143
Fgf4	+	Eomes	0.071154	0.066068	0.003305
Fgfr2	-	Eomes	-0.009647	0.027715	-0.000188
Fn1	-	Eomes	-0.335574	0.240774	-0.056810
Gata3	+	Eomes	0.014970	0.023198	0.000244
Gata4	-	Eomes	-0.152841	0.110417	-0.011866
Gata6	-	Eomes	-0.056436	0.036930	-0.001465
Grhl1	-	Eomes	-0.078897	0.045759	-0.002538
Grhl2	-	Eomes	-0.106950	0.050440	-0.003793
Hand1	+	Eomes	0.169289	0.111599	0.013284
Hnf4a	+	Eomes	0.026189	0.013254	0.000244
Id2	+	Eomes	0.123473	0.080854	0.007019
Klf2	-	Eomes	-0.368870	0.357793	-0.092797
Klf4	-	Eomes	-0.058024	0.043059	-0.001757
Klf5	-	Eomes	-0.132982	0.067369	-0.006299
Krt8	-	Eomes	-0.039679	0.020678	-0.000577
Lcp1	-	Eomes	-0.128132	0.052532	-0.004733
Mbnl3	+	Eomes	0.115731	0.063041	0.005130
Msc	+	Eomes	0.104371	0.045633	0.003349
Msx2	-	Eomes	-0.093681	0.028954	-0.001907
Nanog	+	Eomes	0.237667	0.133200	0.022259
Pdgfa	-	Eomes	-0.084608	0.025243	-0.001502
Pdgfra	-	Eomes	-0.078340	0.060925	-0.003356
Pecam1	-	Eomes	-0.122106	0.065272	-0.005604
Pou5f1	+	Eomes	0.474369	0.338346	0.112852
Runx1	-	Eomes	-0.147412	0.084891	-0.008799
Sox2	+	Eomes	0.008308	0.017925	0.000105
Sall4	-	Eomes	-0.321006	0.168365	-0.038001
Sox17	+	Eomes	0.016900	0.004594	0.000055
Snail	+	Eomes	0.045144	0.032535	0.001033
Sox13	-	Eomes	-0.083131	0.042334	-0.002475
Tcfap2a	+	Eomes	0.099400	0.051805	0.003621
Tcfap2c	+	Eomes	0.085843	0.076886	0.004641
Tcf23	+	Eomes	0.087218	0.044007	0.002699
Utf1	+	Eomes	0.158981	0.082312	0.009201
Tspan8	+	Eomes	0.127454	0.081055	0.007264
Ahcy	-	Esrrb	-0.119320	0.036861	-0.003093
Aqp3	-	Esrrb	-0.043615	0.043542	-0.001335
Atp12a	-	Esrrb	-0.137863	0.059182	-0.005737
Bmp4	-	Esrrb	-0.024560	0.022314	-0.000385
Cdx2	-	Esrrb	-0.289700	0.185376	-0.037760
Creb312	-	Esrrb	-0.159674	0.102448	-0.011502
Cebpa	+	Esrrb	0.000570	0.010727	0.000004
Dab2	-	Esrrb	-0.089706	0.060869	-0.003839
DppaI	-	Esrrb	-0.114162	0.069801	-0.005603
Eomes	-	Esrrb	-0.084952	0.032164	-0.001921
Esrrb	+	Esrrb	0.155972	0.084637	0.009282
Fgf4	-	Esrrb	-0.054941	0.061903	-0.002391
Fgfr2	+	Esrrb	0.241367	0.144118	0.024458
Fn1	+	Esrrb	0.154159	0.086425	0.009368
Gata3	-	Esrrb	-0.059091	0.037603	-0.001562
Gata4	-	Esrrb	-0.034187	0.046747	-0.001124
Gata6	+	Esrrb	0.022793	0.026431	0.000424
Grhl1	+	Esrrb	0.025969	0.020232	0.000369
