,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E13_2_255,,2.255,,,
E104_1_303,,,,1.303,
E3_3_257,,3.257,,,
E86_2_605,,2.605,,,
E126_4_509,,,,4.509,
E50_3_106,,3.106,,,
E6_0_952,0.952,,,,
E124_2_104,,,,,2.104
E31_3_507,,,,,3.507
E141_3_056,,,,3.056,
E14_3_006,,3.006,,,
E127_1_202,,1.202,,,
E56_4_259,4.259,,,,
E112_0_802,0.802,,,,
E0_0_752,,,,0.752,
E13_2_705,,2.705,,,
E106_0_802,,,0.802,,
E128_2_204,,,,2.204,
E21_4_359,,4.359,,,
E79_0_2,,0.2,,,
E102_1_954,,,,1.954,
E47_4_709,,4.709,,,
E145_1_603,,1.603,,,
E31_4_659,,,,,4.659
E145_4_609,,4.609,,,
E66_0_802,0.802,,,,
E58_4_409,,,,4.409,
E111_1_703,,,1.703,,
E39_2_154,,2.154,,,
E38_4_76,,,,,4.76
E40_2_655,,2.655,,,
E60_3_808,,,,3.808,
E146_0_0,,0.0,,,
E9_1_754,,,,1.754,
E85_3_407,,3.407,,,
E140_1_152,1.152,,,,
E100_0_651,,,,0.651,
E6_3_156,3.156,,,,
E131_1_954,,1.954,,,
E14_1_503,,1.503,,,
E57_0_551,,0.551,,,
E54_4_259,4.259,,,,
E40_1_102,,1.102,,,
E26_1_954,,,,1.954,
E63_2_806,2.806,,,,
E68_1_553,,1.553,,,
E94_2_655,,2.655,,,
E43_3_507,,3.507,,,
E73_2_605,,2.605,,,
E98_0_551,,0.551,,,
E87_1_403,1.403,,,,
E128_2_054,,,,2.054,
E145_3_908,,3.908,,,
E140_4_008,4.008,,,,
E44_3_457,,,3.457,,
E141_3_808,,,,3.808,
E70_1_002,,,,1.002,
E52_1_653,,,,1.653,
E39_3_808,,3.808,,,
E149_3_507,3.507,,,,
E56_4_359,4.359,,,,
E140_2_104,2.104,,,,
E86_4_709,,4.709,,,
E131_2_856,,2.856,,,
E115_2_305,2.305,,,,
E76_0_601,,,,0.601,
E96_1_904,1.904,,,,
E105_0_551,,,,0.551,
E103_0_2,,0.2,,,
E122_3_407,,,,3.407,
E90_3_858,3.858,,,,
E101_3_908,,3.908,,,
E46_4_559,4.559,,,,
E140_4_409,4.409,,,,
E25_3_407,3.407,,,,
E134_1_804,,,1.804,,
E30_2_154,,,,2.154,
E79_4_659,,4.659,,,
E25_4_108,4.108,,,,
E126_1_553,,,,1.553,
E50_0_551,,0.551,,,
E121_3_707,,,,3.707,
E37_3_958,3.958,,,,
E58_2_856,,,,2.856,
E15_2_154,,2.154,,,
E130_4_459,4.459,,,,
E12_4_208,,,,4.208,
E26_3_006,,,,3.006,
E109_2_154,,,,2.154,
E70_2_505,,,,2.505,
E50_2_255,,2.255,,,
E128_4_81,,,,4.81,
E91_3_457,,,,3.457,
E84_4_91,,4.91,,,
E113_1_002,1.002,,,,
E18_1_052,,,,1.052,
E87_1_102,1.102,,,,
E55_4_86,,,,4.86,
E119_4_709,,,,,4.709
E75_0_15,,0.15,,,
E109_1_703,,,,1.703,
E65_3_808,3.808,,,,
E87_2_555,2.555,,,,
E99_1_603,,1.603,,,
E125_1_553,1.553,,,,
E123_2_655,2.655,,,,
E41_4_81,,4.81,,,
E23_3_958,,,3.958,,
E127_4_91,,4.91,,,
E71_0_451,,0.451,,,
E14_4_709,,4.709,,,
E44_2_505,,,2.505,,
E143_3_307,,,,3.307,
E58_4_459,,,,4.459,
E113_0_752,0.752,,,,
E43_0_05,,0.05,,,
E29_0_551,,0.551,,,
E52_3_607,,,,3.607,
E139_4_459,4.459,,,,
E71_3_758,,3.758,,,
E147_1_754,,1.754,,,
E119_4_81,,,,,4.81
E145_0_501,,0.501,,,
E9_1_303,,,,1.303,
E3_2_204,,2.204,,,
E28_2_906,,,,2.906,
E3_0_701,,0.701,,,
E3_1_102,,1.102,,,
E130_4_158,4.158,,,,
E93_1_553,,,,1.553,
E14_3_858,,3.858,,,
E4_4_96,,,,4.96,
E88_4_609,,4.609,,,
E112_3_056,3.056,,,,
E139_2_405,2.405,,,,
E135_0_852,0.852,,,,
E89_2_154,,,,2.154,
E72_1_503,1.503,,,,
E98_2_154,,2.154,,,
E101_0_952,,0.952,,,
E31_3_908,,,,,3.908
E9_4_309,,,,4.309,
E14_0_952,,0.952,,,
E139_3_056,3.056,,,,
E124_2_355,,,,,2.355
E45_1_453,,1.453,,,
E10_2_305,2.305,,,,
E12_4_008,,,,4.008,
E5_0_701,,,,0.701,
E89_3_156,,,,3.156,
E110_4_96,,4.96,,,
E114_3_858,,3.858,,,
E2_2_305,2.305,,,,
E134_2_856,,,2.856,,
E88_0_15,,0.15,,,
E122_3_257,,,,3.257,
E60_2_154,,,,2.154,
E49_2_505,,,,,2.505
E84_3_858,,3.858,,,
E61_4_509,,,,4.509,
E146_1_052,,1.052,,,
E137_2_355,,,,2.355,
E4_1_653,,,,1.653,
E15_0_802,,0.802,,,
E129_3_858,,3.858,,,
E108_4_81,,4.81,,,
E141_1_804,,,,1.804,
E121_0_852,,,,0.852,
E17_4_709,,4.709,,,
E129_0_701,,0.701,,,
E18_1_202,,,,1.202,
E45_4_058,,4.058,,,
E31_0_1,,,,,0.1
E115_0_1,0.1,,,,
E132_3_006,,,,3.006,
E51_0_551,0.551,,,,
E86_2_455,,2.455,,,
E75_4_309,,4.309,,,
E93_4_559,,,,4.559,
E29_0_05,,0.05,,,
E111_0_2,,,0.2,,
E114_0_551,,0.551,,,
E54_4_609,4.609,,,,
E32_0_551,,,0.551,,
E125_4_409,4.409,,,,
E124_4_058,,,,,4.058
E88_1_754,,1.754,,,
E75_0_902,,0.902,,,
E131_4_409,,4.409,,,
E48_2_605,,2.605,,,
E54_4_359,4.359,,,,
E27_2_756,2.756,,,,
E66_1_202,1.202,,,,
E98_3_357,,3.357,,,
E117_0_251,0.251,,,,
E141_1_253,,,,1.253,
E103_0_251,,0.251,,,
E23_1_102,,,1.102,,
E45_1_102,,1.102,,,
E48_0_05,,0.05,,,
E121_4_208,,,,4.208,
E20_3_507,3.507,,,,
E27_1_703,1.703,,,,
E38_1_754,,,,,1.754
E147_2_605,,2.605,,,
E18_4_509,,,,4.509,
E23_2_655,,,2.655,,
E115_0_251,0.251,,,,
E127_4_108,,4.108,,,
E139_0_251,0.251,,,,
E123_3_958,3.958,,,,
E85_4_309,,4.309,,,
E30_4_409,,,,4.409,
E133_3_858,,3.858,,,
E130_0_251,0.251,,,,
E99_2_405,,2.405,,,
E54_2_405,2.405,,,,
E30_1_954,,,,1.954,
E16_1_553,,,,1.553,
E15_3_507,,3.507,,,
E87_4_359,4.359,,,,
E35_3_808,,,,,3.808
E49_1_854,,,,,1.854
E17_1_954,,1.954,,,
E59_4_96,,,,4.96,
E124_0_351,,,,,0.351
E46_3_908,3.908,,,,
E82_0_752,0.752,,,,
E2_1_603,1.603,,,,
E147_1_603,,1.603,,,
E124_1_403,,,,,1.403
E33_4_659,,,,4.659,
E53_2_004,,2.004,,,
E24_1_854,,1.854,,,
E149_0_2,0.2,,,,
E92_0_752,,0.752,,,
E140_2_605,2.605,,,,
E24_3_958,,3.958,,,
E111_2_956,,,2.956,,
E65_1_754,1.754,,,,
E138_0_952,0.952,,,,
E101_0_2,,0.2,,,
E149_4_259,4.259,,,,
E75_0_2,,0.2,,,
E42_3_457,,,,3.457,
E22_0_852,,0.852,,,
E10_4_81,4.81,,,,
E62_3_357,,,,,3.357
E54_0_952,0.952,,,,
E130_4_309,4.309,,,,
E112_3_106,3.106,,,,
E78_3_357,,,,3.357,
E94_3_407,,3.407,,,
E122_2_455,,,,2.455,
E146_0_852,,0.852,,,
E22_0_451,,0.451,,,
E131_3_557,,3.557,,,
E73_4_208,,4.208,,,
E48_4_008,,4.008,,,
E64_1_152,,,,1.152,
E135_1_603,1.603,,,,
E135_0_752,0.752,,,,
E62_0_0,,,,,0.0
E34_3_808,,,3.808,,
E139_0_301,0.301,,,,
E145_3_758,,3.758,,,
E149_4_509,4.509,,,,
E133_3_206,,3.206,,,
E3_0_05,,0.05,,,
E7_3_707,3.707,,,,
E103_4_208,,4.208,,,
E148_3_607,,,3.607,,
E82_0_15,0.15,,,,
E62_0_852,,,,,0.852
E71_4_91,,4.91,,,
E20_4_559,4.559,,,,
E62_2_104,,,,,2.104
E36_2_806,2.806,,,,
E104_0_752,,,,0.752,
E126_1_353,,,,1.353,
E58_1_152,,,,1.152,
E98_2_705,,2.705,,,
E28_2_505,,,,2.505,
E137_2_856,,,,2.856,
E68_3_908,,3.908,,,
E138_1_754,1.754,,,,
E3_2_455,,2.455,,,
E23_0_752,,,0.752,,
E98_0_902,,0.902,,,
E8_2_405,,,,2.405,
E26_1_754,,,,1.754,
E74_0_701,,,,0.701,
E126_4_91,,,,4.91,
E149_3_106,3.106,,,,
E114_4_659,,4.659,,,
E52_0_15,,,,0.15,
E140_4_709,4.709,,,,
E111_0_551,,,0.551,,
E58_0_752,,,,0.752,
E110_1_202,,1.202,,,
E117_1_052,1.052,,,,
E91_4_609,,,,4.609,
E105_0_251,,,,0.251,
E61_1_703,,,,1.703,
E46_0_601,0.601,,,,
E149_1_503,1.503,,,,
E72_2_455,2.455,,,,
E146_4_309,,4.309,,,
E6_3_707,3.707,,,,
E85_2_756,,2.756,,,
E122_0_701,,,,0.701,
E55_1_503,,,,1.503,
E122_3_958,,,,3.958,
E96_2_605,2.605,,,,
E102_3_457,,,,3.457,
E41_2_605,,2.605,,,
E57_0_1,,0.1,,,
E100_3_958,,,,3.958,
E107_3_908,,,,,3.908
E63_0_1,0.1,,,,
E137_2_505,,,,2.505,
E97_3_357,,,,3.357,
E30_3_958,,,,3.958,
E143_3_106,,,,3.106,
E39_3_858,,3.858,,,
E73_4_058,,4.058,,,
E54_3_758,3.758,,,,
E6_4_409,4.409,,,,
E80_4_158,,4.158,,,
E22_2_054,,2.054,,,
E106_4_91,,,4.91,,
E137_1_102,,,,1.102,
