gnai3	ENSMUSG00000000001
bcl11a	ENSMUSG00000000861
il4	ENSMUSG00000000869
pxmp4	ENSMUSG00000000876
dlg3	ENSMUSG00000000881
gnb1l	ENSMUSG00000000884
dbh	ENSMUSG00000000889
mmp11	ENSMUSG00000000901
smarcb1	ENSMUSG00000000902
vpreb3	ENSMUSG00000000903
hip1r	ENSMUSG00000000915
nsun5	ENSMUSG00000000916
top1mt	ENSMUSG00000000934
hoxa10	ENSMUSG00000000938
hoxa4	ENSMUSG00000000942
gm38393	ENSMUSG00000000948
mmp14	ENSMUSG00000000957
slc7a7	ENSMUSG00000000958
oxa1l	ENSMUSG00000000959
heatr6	ENSMUSG00000000976
ccl3	ENSMUSG00000000982
wfdc18	ENSMUSG00000000983
icam4	ENSMUSG00000001014
ilf2	ENSMUSG00000001016
chtop	ENSMUSG00000001017
snapin	ENSMUSG00000001018
s100a4	ENSMUSG00000001020
s100a3	ENSMUSG00000001021
s100a5	ENSMUSG00000001023
s100a6	ENSMUSG00000001025
scn4a	ENSMUSG00000001027
icam2	ENSMUSG00000001029
mapk7	ENSMUSG00000001034
epn2	ENSMUSG00000001036
b9d1	ENSMUSG00000001039
sec24b	ENSMUSG00000001052
n4bp3	ENSMUSG00000001053
rmnd5b	ENSMUSG00000001054
nhp2	ENSMUSG00000001056
vps9d1	ENSMUSG00000001062
zfp276	ENSMUSG00000001065
c1ql4	ENSMUSG00000001076
mfsd10	ENSMUSG00000001082
luzp1	ENSMUSG00000001089
slc13a2	ENSMUSG00000001095
kctd10	ENSMUSG00000001098
poldip2	ENSMUSG00000001100
sebox	ENSMUSG00000001103
ift20	ENSMUSG00000001105
col6a1	ENSMUSG00000001119
pcbp3	ENSMUSG00000001120
lgals9	ENSMUSG00000001123
araf	ENSMUSG00000001127
cfp	ENSMUSG00000001128
timp1	ENSMUSG00000001131
uxt	ENSMUSG00000001134
cnnm3	ENSMUSG00000001138
lman2l	ENSMUSG00000001143
mcm3ap	ENSMUSG00000001150
pcnt	ENSMUSG00000001151
ftcd	ENSMUSG00000001155
mxd1	ENSMUSG00000001156
gmcl1	ENSMUSG00000001157
snrnp27	ENSMUSG00000001158
oas1c	ENSMUSG00000001166
oas1h	ENSMUSG00000001168
ocrl	ENSMUSG00000001173
calm1	ENSMUSG00000001175
agpat3	ENSMUSG00000001211
slc26a3	ENSMUSG00000001225
sema6b	ENSMUSG00000001227
uhrf1	ENSMUSG00000001228
dpp9	ENSMUSG00000001229
ramp2	ENSMUSG00000001240
lsr	ENSMUSG00000001247
gramd1a	ENSMUSG00000001248
hpn	ENSMUSG00000001249
gabrg1	ENSMUSG00000001260
ckb	ENSMUSG00000001270
sp1	ENSMUSG00000001280
itgb7	ENSMUSG00000001281
myg1	ENSMUSG00000001285
rarg	ENSMUSG00000001288
pfdn5	ENSMUSG00000001289
efnb2	ENSMUSG00000001300
rrp15	ENSMUSG00000001305
rnd2	ENSMUSG00000001313
srr	ENSMUSG00000001323
sync	ENSMUSG00000001333
fndc5	ENSMUSG00000001334
acp5	ENSMUSG00000001348
cnn1	ENSMUSG00000001349
fbxo9	ENSMUSG00000001366
vps50	ENSMUSG00000001376
hars	ENSMUSG00000001380
zmat2	ENSMUSG00000001383
ube2c	ENSMUSG00000001403
smg5	ENSMUSG00000001415
cct3	ENSMUSG00000001416
glmp	ENSMUSG00000001418
mef2d	ENSMUSG00000001419
tmem79	ENSMUSG00000001420
snd1	ENSMUSG00000001424
col18a1	ENSMUSG00000001435
slc19a1	ENSMUSG00000001436
kpnb1	ENSMUSG00000001440
npepps	ENSMUSG00000001441
tbx21	ENSMUSG00000001444
mrpl10	ENSMUSG00000001445
cyp51	ENSMUSG00000001467
tcf25	ENSMUSG00000001472
tubb6	ENSMUSG00000001473
def8	ENSMUSG00000001482
meox1	ENSMUSG00000001493
sost	ENSMUSG00000001494
nkx2-1	ENSMUSG00000001496
pax9	ENSMUSG00000001497
irx2	ENSMUSG00000001504
col1a1	ENSMUSG00000001506
itga3	ENSMUSG00000001507
sgca	ENSMUSG00000001508
dlx3	ENSMUSG00000001510
foxm1	ENSMUSG00000001517
itfg2	ENSMUSG00000001518
nrip2	ENSMUSG00000001520
tulp3	ENSMUSG00000001521
gtf2h4	ENSMUSG00000001524
tubb5	ENSMUSG00000001525
ell2	ENSMUSG00000001542
jup	ENSMUSG00000001552
fkbp10	ENSMUSG00000001555
klhl10	ENSMUSG00000001558
mnx1	ENSMUSG00000001566
nom1	ENSMUSG00000001569
ergic1	ENSMUSG00000001576
tnk1	ENSMUSG00000001583
acap1	ENSMUSG00000001588
tcea3	ENSMUSG00000001604
csn3	ENSMUSG00000001622
ifrd1	ENSMUSG00000001627
stk38l	ENSMUSG00000001630
brpf1	ENSMUSG00000001632
akr1b3	ENSMUSG00000001642
hoxc13	ENSMUSG00000001655
hoxc11	ENSMUSG00000001656
hoxc8	ENSMUSG00000001657
hoxc6	ENSMUSG00000001661
gstt1	ENSMUSG00000001663
gstt3	ENSMUSG00000001665
ddt	ENSMUSG00000001666
tat	ENSMUSG00000001670
marveld3	ENSMUSG00000001672
ddx18	ENSMUSG00000001674
ubl3	ENSMUSG00000001687
gramd3	ENSMUSG00000001700
eef1e1	ENSMUSG00000001707
akt1	ENSMUSG00000001729
cldn15	ENSMUSG00000001739
il16	ENSMUSG00000001741
tcirg1	ENSMUSG00000001750
naglu	ENSMUSG00000001751
coasy	ENSMUSG00000001755
smo	ENSMUSG00000001761
tspan33	ENSMUSG00000001763
crnkl1	ENSMUSG00000001767
rin2	ENSMUSG00000001768
folh1	ENSMUSG00000001773
chordc1	ENSMUSG00000001774
rtcb	ENSMUSG00000001783
pwp1	ENSMUSG00000001785
fbxo7	ENSMUSG00000001786
capns1	ENSMUSG00000001794
lrp3	ENSMUSG00000001802
dsg4	ENSMUSG00000001804
evx2	ENSMUSG00000001815
hoxd13	ENSMUSG00000001819
hoxd12	ENSMUSG00000001823
folr1	ENSMUSG00000001827
clpb	ENSMUSG00000001829
sept7	ENSMUSG00000001833
zdhhc4	ENSMUSG00000001844
rac1	ENSMUSG00000001847
nup214	ENSMUSG00000001855
aif1l	ENSMUSG00000001864
cpa3	ENSMUSG00000001865
ltbp1	ENSMUSG00000001870
ugp2	ENSMUSG00000001891
kcnh6	ENSMUSG00000001901
trmt1	ENSMUSG00000001909
nacc1	ENSMUSG00000001910
nfix	ENSMUSG00000001911
slc1a5	ENSMUSG00000001918
uba1	ENSMUSG00000001924
vwf	ENSMUSG00000001930
siae	ENSMUSG00000001942
vsig2	ENSMUSG00000001943
esam	ENSMUSG00000001946
spa17	ENSMUSG00000001948
fam50a	ENSMUSG00000001962
emd	ENSMUSG00000001964
taco1	ENSMUSG00000001983
grik3	ENSMUSG00000001985
gria3	ENSMUSG00000001986
npas1	ENSMUSG00000001988
sipa1l2	ENSMUSG00000001995
ap4e1	ENSMUSG00000001998
blvra	ENSMUSG00000001999
pdzd4	ENSMUSG00000002006
srpk3	ENSMUSG00000002007
idh3g	ENSMUSG00000002010
pnck	ENSMUSG00000002012
ssr4	ENSMUSG00000002014
bcap31	ENSMUSG00000002015
fam98a	ENSMUSG00000002017
ltbp2	ENSMUSG00000002020
kmt2a	ENSMUSG00000002028
ift46	ENSMUSG00000002031
tmem25	ENSMUSG00000002032
cd3g	ENSMUSG00000002033
trappc6a	ENSMUSG00000002043
supt6	ENSMUSG00000002052
spag5	ENSMUSG00000002055
foxn1	ENSMUSG00000002057
unc119	ENSMUSG00000002058
rab34	ENSMUSG00000002059
sdf2	ENSMUSG00000002064
ccne1	ENSMUSG00000002068
hsf2bp	ENSMUSG00000002076
bbc3	ENSMUSG00000002083
mybpc3	ENSMUSG00000002100
psmc3	ENSMUSG00000002102
acp2	ENSMUSG00000002103
rapsn	ENSMUSG00000002104
slc39a13	ENSMUSG00000002105
celf2	ENSMUSG00000002107
nr1h3	ENSMUSG00000002108
ddb2	ENSMUSG00000002109
spi1	ENSMUSG00000002111
sf3a1	ENSMUSG00000002129
stat6	ENSMUSG00000002147
clgn	ENSMUSG00000002190
napsa	ENSMUSG00000002204
vrk3	ENSMUSG00000002205
smg9	ENSMUSG00000002210
paxip1	ENSMUSG00000002221
rmnd5a	ENSMUSG00000002222
mov10	ENSMUSG00000002227
ppm1j	ENSMUSG00000002228
rhoc	ENSMUSG00000002233
prr27	ENSMUSG00000002240
tead3	ENSMUSG00000002249
ppard	ENSMUSG00000002250
def6	ENSMUSG00000002257
peg3	ENSMUSG00000002265
zim1	ENSMUSG00000002266
metrn	ENSMUSG00000002274
lmf1	ENSMUSG00000002279
narfl	ENSMUSG00000002280
angptl4	ENSMUSG00000002289
dbf4	ENSMUSG00000002297
daxx	ENSMUSG00000002307
cd320	ENSMUSG00000002308
ipo4	ENSMUSG00000002319
tm9sf1	ENSMUSG00000002320
rec8	ENSMUSG00000002324
irf9	ENSMUSG00000002325
gmpr2	ENSMUSG00000002326
mdp1	ENSMUSG00000002329
dhrs1	ENSMUSG00000002332
ncan	ENSMUSG00000002341
tmem161a	ENSMUSG00000002342
armc6	ENSMUSG00000002343
borcs8	ENSMUSG00000002345
slc25a42	ENSMUSG00000002346
snx9	ENSMUSG00000002365
ranbp3	ENSMUSG00000002372
ndufa11	ENSMUSG00000002379
bmp8b	ENSMUSG00000002384
nr2f6	ENSMUSG00000002393
use1	ENSMUSG00000002395
ocel1	ENSMUSG00000002396
dyrk1b	ENSMUSG00000002409
braf	ENSMUSG00000002413
ndufb2	ENSMUSG00000002416
hltf	ENSMUSG00000002428
prpf6	ENSMUSG00000002455
rgs19	ENSMUSG00000002458
rgs20	ENSMUSG00000002459
abhd3	ENSMUSG00000002475
snrpd1	ENSMUSG00000002477
tchp	ENSMUSG00000002486
tiam1	ENSMUSG00000002489
tsc2	ENSMUSG00000002496
rpl3l	ENSMUSG00000002500
slc9a3r2	ENSMUSG00000002504
puf60	ENSMUSG00000002524
golga2	ENSMUSG00000002546
uck1	ENSMUSG00000002550
scin	ENSMUSG00000002565
ikzf4	ENSMUSG00000002578
mien1	ENSMUSG00000002580
pon1	ENSMUSG00000002588
axl	ENSMUSG00000002602
tgfb1	ENSMUSG00000002603
ccdc97	ENSMUSG00000002608
zfp40	ENSMUSG00000002617
akap8l	ENSMUSG00000002625
shh	ENSMUSG00000002633
pdcd2l	ENSMUSG00000002635
gtf2f1	ENSMUSG00000002658
clpp	ENSMUSG00000002660
alkbh7	ENSMUSG00000002661
pspn	ENSMUSG00000002664
dennd1c	ENSMUSG00000002668
med6	ENSMUSG00000002679
prkd1	ENSMUSG00000002688
lcp2	ENSMUSG00000002699
cse1l	ENSMUSG00000002718
naa20	ENSMUSG00000002728
prkra	ENSMUSG00000002731
fkbp7	ENSMUSG00000002732
plekha3	ENSMUSG00000002733
ykt6	ENSMUSG00000002741
baz1b	ENSMUSG00000002748
pex6	ENSMUSG00000002763
mrpl2	ENSMUSG00000002767
mea1	ENSMUSG00000002768
gnmt	ENSMUSG00000002769
grin2d	ENSMUSG00000002771
kdelr1	ENSMUSG00000002778
tmem143	ENSMUSG00000002781
pdxk-ps	ENSMUSG00000002791
ggct	ENSMUSG00000002797
jag2	ENSMUSG00000002799
btbd6	ENSMUSG00000002803
nudt14	ENSMUSG00000002804
epdr1	ENSMUSG00000002808
flii	ENSMUSG00000002812
top3a	ENSMUSG00000002814
atg4d	ENSMUSG00000002820
qtrt1	ENSMUSG00000002825
plin4	ENSMUSG00000002831
hdgfl2	ENSMUSG00000002833
chaf1a	ENSMUSG00000002835
adprh	ENSMUSG00000002844
tmem39a	ENSMUSG00000002845
timmdc1	ENSMUSG00000002846
pla1a	ENSMUSG00000002847
mcm2	ENSMUSG00000002870
tpra1	ENSMUSG00000002871
nab1	ENSMUSG00000002881
adgre5	ENSMUSG00000002885
il17ra	ENSMUSG00000002897
lamb1	ENSMUSG00000002900
kcnn1	ENSMUSG00000002908
arrdc2	ENSMUSG00000002910
ppp1r17	ENSMUSG00000002930
cd36	ENSMUSG00000002944
map2k7	ENSMUSG00000002948
timm44	ENSMUSG00000002949
ap2a2	ENSMUSG00000002957
pnkp	ENSMUSG00000002963
med25	ENSMUSG00000002968
bcam	ENSMUSG00000002980
clptm1	ENSMUSG00000002981
relb	ENSMUSG00000002983
tomm40	ENSMUSG00000002984
apoe	ENSMUSG00000002985
apoc2	ENSMUSG00000002992
hbp1	ENSMUSG00000002996
prkar2b	ENSMUSG00000002997
cdkn1b	ENSMUSG00000003031
klf4	ENSMUSG00000003032
ap1m1	ENSMUSG00000003033
rab8a	ENSMUSG00000003037
hmgn2	ENSMUSG00000003038
fam32a	ENSMUSG00000003039
elf3	ENSMUSG00000003051
cyp2c29	ENSMUSG00000003053
stard3nl	ENSMUSG00000003062
stk11	ENSMUSG00000003068
efna2	ENSMUSG00000003070
atp5d	ENSMUSG00000003072
ppp5c	ENSMUSG00000003099
cdk12	ENSMUSG00000003119
lipe	ENSMUSG00000003123
pafah1b2	ENSMUSG00000003131
tbc1d8	ENSMUSG00000003134
cnot11	ENSMUSG00000003135
slc2a3	ENSMUSG00000003153
foxj2	ENSMUSG00000003154
sri	ENSMUSG00000003161
dgcr2	ENSMUSG00000003166
irf3	ENSMUSG00000003184
bcl2l12	ENSMUSG00000003190
zfp959	ENSMUSG00000003198
mpnd	ENSMUSG00000003199
sh3gl1	ENSMUSG00000003200
ebi3	ENSMUSG00000003206
ccdc94	ENSMUSG00000003208
ranbp2	ENSMUSG00000003226
edar	ENSMUSG00000003227
grk5	ENSMUSG00000003228
dvl3	ENSMUSG00000003233
abcf3	ENSMUSG00000003234
eif2b5	ENSMUSG00000003235
cyth2	ENSMUSG00000003269
sult2b1	ENSMUSG00000003271
car11	ENSMUSG00000003273
dlgap1	ENSMUSG00000003279
plag1	ENSMUSG00000003282
hck	ENSMUSG00000003283
mrpl4	ENSMUSG00000003299
keap1	ENSMUSG00000003308
ap1m2	ENSMUSG00000003309
glg1	ENSMUSG00000003316
atp8b3	ENSMUSG00000003341
btbd2	ENSMUSG00000003344
csnk1g2	ENSMUSG00000003345
abhd17a	ENSMUSG00000003346
mob3a	ENSMUSG00000003348
cacnb3	ENSMUSG00000003352
ccdc65	ENSMUSG00000003354
fkbp11	ENSMUSG00000003355
ddx23	ENSMUSG00000003360
pld3	ENSMUSG00000003363
grik5	ENSMUSG00000003378
cd79a	ENSMUSG00000003379
rabac1	ENSMUSG00000003380
etv3	ENSMUSG00000003382
prkcsh	ENSMUSG00000003402
elavl3	ENSMUSG00000003410
rab3b	ENSMUSG00000003411
st8sia6	ENSMUSG00000003418
fcgrt	ENSMUSG00000003420
nosip	ENSMUSG00000003421
pih1d1	ENSMUSG00000003423
rps11	ENSMUSG00000003429
supt5	ENSMUSG00000003435
dll3	ENSMUSG00000003436
paf1	ENSMUSG00000003437
timm50	ENSMUSG00000003438
med29	ENSMUSG00000003444
bicd1	ENSMUSG00000003452
ncstn	ENSMUSG00000003458
pex19	ENSMUSG00000003464
phyhip	ENSMUSG00000003469
crhr2	ENSMUSG00000003476
inmt	ENSMUSG00000003477
cyp4f18	ENSMUSG00000003484
impdh1	ENSMUSG00000003500
psg18	ENSMUSG00000003505
dusp3	ENSMUSG00000003518
prodh	ENSMUSG00000003526
dgcr14	ENSMUSG00000003527
slc25a1	ENSMUSG00000003528
dgcr6	ENSMUSG00000003531
ddr1	ENSMUSG00000003534
ier3	ENSMUSG00000003541
fosb	ENSMUSG00000003545
klc4	ENSMUSG00000003546
ercc1	ENSMUSG00000003549
cyp17a1	ENSMUSG00000003555
as3mt	ENSMUSG00000003559
homer3	ENSMUSG00000003573
crtc1	ENSMUSG00000003575
rnf215	ENSMUSG00000003581
sec14l2	ENSMUSG00000003585
aven	ENSMUSG00000003604
cp	ENSMUSG00000003617
crot	ENSMUSG00000003623
rps6ka1	ENSMUSG00000003644
calb2	ENSMUSG00000003657
snrnp200	ENSMUSG00000003660
ciao1	ENSMUSG00000003662
has1	ENSMUSG00000003665
taf6l	ENSMUSG00000003680
insig2	ENSMUSG00000003721
kpna6	ENSMUSG00000003731
man1a	ENSMUSG00000003746
itpkc	ENSMUSG00000003752
coq8b	ENSMUSG00000003762
brd8	ENSMUSG00000003778
kif20a	ENSMUSG00000003779
farsa	ENSMUSG00000003808
gcdh	ENSMUSG00000003809
mast2	ENSMUSG00000003810
dnase2a	ENSMUSG00000003812
rad23a	ENSMUSG00000003813
calr	ENSMUSG00000003814
syce2	ENSMUSG00000003824
nfat5	ENSMUSG00000003847
nob1	ENSMUSG00000003848
nqo1	ENSMUSG00000003849
ppfia3	ENSMUSG00000003863
gys1	ENSMUSG00000003865
ruvbl2	ENSMUSG00000003868
lin7b	ENSMUSG00000003872
bax	ENSMUSG00000003873
il7r	ENSMUSG00000003882
tfam	ENSMUSG00000003923
zfp81	ENSMUSG00000003929
efnb3	ENSMUSG00000003934
mmd	ENSMUSG00000003948
hlf	ENSMUSG00000003949
fam162a	ENSMUSG00000003955
rpl8	ENSMUSG00000003970
grm3	ENSMUSG00000003974
ssbp2	ENSMUSG00000003992
fancl	ENSMUSG00000004018
brinp2	ENSMUSG00000004031
gstm5	ENSMUSG00000004032
gstm7	ENSMUSG00000004035
gstm3	ENSMUSG00000004038
stat3	ENSMUSG00000004040
stat5a	ENSMUSG00000004043
cavin1	ENSMUSG00000004044
map3k11	ENSMUSG00000004054
akt2	ENSMUSG00000004056
dnaja3	ENSMUSG00000004069
hmox2	ENSMUSG00000004070
cdip1	ENSMUSG00000004071
map3k20	ENSMUSG00000004085
cwc15	ENSMUSG00000004096
col5a3	ENSMUSG00000004098
dnmt1	ENSMUSG00000004099
ppan	ENSMUSG00000004100
angptl2	ENSMUSG00000004105
cacna1e	ENSMUSG00000004110
cacna1b	ENSMUSG00000004113
trmt10a	ENSMUSG00000004127
etv1	ENSMUSG00000004151
kifc2	ENSMUSG00000004187
psap	ENSMUSG00000004207
ikbkg	ENSMUSG00000004221
pax2	ENSMUSG00000004231
wars2	ENSMUSG00000004233
atn1	ENSMUSG00000004263
phb2	ENSMUSG00000004264
ptpn6	ENSMUSG00000004266
eno2	ENSMUSG00000004267
emg1	ENSMUSG00000004268
lpcat3	ENSMUSG00000004270
atp6v1f	ENSMUSG00000004285
il12b	ENSMUSG00000004296
clcn5	ENSMUSG00000004317
clcn3	ENSMUSG00000004319
hif3a	ENSMUSG00000004328
gpx6	ENSMUSG00000004341
gpx5	ENSMUSG00000004344
pde1c	ENSMUSG00000004347
utp20	ENSMUSG00000004356
spic	ENSMUSG00000004359
9330159f19rik	ENSMUSG00000004360
cul3	ENSMUSG00000004364
sst	ENSMUSG00000004366
il11	ENSMUSG00000004371
large1	ENSMUSG00000004383
ddx56	ENSMUSG00000004393
tmed4	ENSMUSG00000004394
col26a1	ENSMUSG00000004415
bid	ENSMUSG00000004446
ralb	ENSMUSG00000004451
ppp1cc	ENSMUSG00000004455
dnajb11	ENSMUSG00000004460
tbccd1	ENSMUSG00000004462
clec11a	ENSMUSG00000004473
zfp324	ENSMUSG00000004500
gab2	ENSMUSG00000004508
coro1c	ENSMUSG00000004530
tax1bp1	ENSMUSG00000004535
psg17	ENSMUSG00000004540
psg19	ENSMUSG00000004542
ctse	ENSMUSG00000004552
ndrg2	ENSMUSG00000004558
mettl17	ENSMUSG00000004561
arhgef40	ENSMUSG00000004562
pnpla6	ENSMUSG00000004565
mcoln1	ENSMUSG00000004567
arhgef18	ENSMUSG00000004568
pkn2	ENSMUSG00000004591
cd33	ENSMUSG00000004609
etfb	ENSMUSG00000004610
nkg7	ENSMUSG00000004612
stxbp2	ENSMUSG00000004626
pcp2	ENSMUSG00000004630
sgce	ENSMUSG00000004631
chn2	ENSMUSG00000004633
wwox	ENSMUSG00000004637
slbp	ENSMUSG00000004642
tyr	ENSMUSG00000004651
ghrhr	ENSMUSG00000004654
aqp1	ENSMUSG00000004655
arid3b	ENSMUSG00000004661
cnn2	ENSMUSG00000004665
polr2e	ENSMUSG00000004667
abca13	ENSMUSG00000004668
myo9b	ENSMUSG00000004677
hdac9	ENSMUSG00000004698
ly9	ENSMUSG00000004707
cd244	ENSMUSG00000004709
adgre1	ENSMUSG00000004730
mtfp1	ENSMUSG00000004748
rab23	ENSMUSG00000004768
rab11a	ENSMUSG00000004771
eif2b2	ENSMUSG00000004788
dlst	ENSMUSG00000004789
pgf	ENSMUSG00000004791
ulk2	ENSMUSG00000004798
ccl24	ENSMUSG00000004814
dgkq	ENSMUSG00000004815
tmed11	ENSMUSG00000004821
grap	ENSMUSG00000004837
pou1f1	ENSMUSG00000004842
chmp2b	ENSMUSG00000004843
plod3	ENSMUSG00000004846
ap1s1	ENSMUSG00000004849
mapk13	ENSMUSG00000004864
srpk1	ENSMUSG00000004865
pax3	ENSMUSG00000004872
lbr	ENSMUSG00000004880
crabp2	ENSMUSG00000004885
nes	ENSMUSG00000004891
bcan	ENSMUSG00000004892
hapln2	ENSMUSG00000004894
prcc	ENSMUSG00000004895
rrnad1	ENSMUSG00000004896
hdgf	ENSMUSG00000004897
slc25a18	ENSMUSG00000004902
thop1	ENSMUSG00000004929
apba3	ENSMUSG00000004931
matk	ENSMUSG00000004933
pias4	ENSMUSG00000004934
map2k1	ENSMUSG00000004936
sgta	ENSMUSG00000004937
nmrk2	ENSMUSG00000004939
tmem242	ENSMUSG00000004945
dtx2	ENSMUSG00000004947
zp3	ENSMUSG00000004948
hspb1	ENSMUSG00000004951
rasa4	ENSMUSG00000004952
syt5	ENSMUSG00000004961
hnrnpa2b1	ENSMUSG00000004980
fxyd4	ENSMUSG00000004988
ccdc130	ENSMUSG00000004994
mri1	ENSMUSG00000004996
prkacb	ENSMUSG00000005034
sgsh	ENSMUSG00000005043
chd5	ENSMUSG00000005045
cstb	ENSMUSG00000005054
sh2b2	ENSMUSG00000005057
pex5	ENSMUSG00000005069
jkamp	ENSMUSG00000005078
cd44	ENSMUSG00000005087
slc1a2	ENSMUSG00000005089
eif2ak4	ENSMUSG00000005102
wdr1	ENSMUSG00000005103
slc2a9	ENSMUSG00000005107
wisp1	ENSMUSG00000005124
ndrg1	ENSMUSG00000005125
4930550c14rik	ENSMUSG00000005131
man2b1	ENSMUSG00000005142
klf5	ENSMUSG00000005148
wdr83	ENSMUSG00000005150
prdx2	ENSMUSG00000005161
polr2a	ENSMUSG00000005198
shbg	ENSMUSG00000005202
senp3	ENSMUSG00000005204
corin	ENSMUSG00000005220
plekha8	ENSMUSG00000005225
g6pc2	ENSMUSG00000005232
spc25	ENSMUSG00000005233
dnah2	ENSMUSG00000005237
ripk4	ENSMUSG00000005251
ufd1	ENSMUSG00000005262
zfp287	ENSMUSG00000005267
prlr	ENSMUSG00000005268
letm1	ENSMUSG00000005299
ubqln1	ENSMUSG00000005312
fgfr4	ENSMUSG00000005320
cadm3	ENSMUSG00000005338
