,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E55_0_551,,,,0.551,
E53_2_355,,2.355,,,
E84_2_505,,2.505,,,
E115_2_455,2.455,,,,
E118_3_307,,3.307,,,
E142_4_058,4.058,,,,
E108_2_906,,2.906,,,
E56_3_858,3.858,,,,
E83_2_255,2.255,,,,
E99_3_156,,3.156,,,
E91_4_86,,,,4.86,
E7_4_409,4.409,,,,
E11_2_806,,,,2.806,
E94_4_96,,4.96,,,
E25_3_457,3.457,,,,
E60_0_501,,,,0.501,
E147_4_008,,4.008,,,
E93_3_908,,,,3.908,
E29_0_1,,0.1,,,
E34_3_908,,,3.908,,
E50_2_956,,2.956,,,
E118_4_108,,4.108,,,
E126_0_651,,,,0.651,
E144_4_158,,4.158,,,
E110_0_501,,0.501,,,
E79_2_154,,2.154,,,
E11_4_359,,,,4.359,
E115_2_956,2.956,,,,
E125_1_854,1.854,,,,
E104_3_257,,,,3.257,
E61_1_303,,,,1.303,
E128_4_359,,,,4.359,
E56_3_707,3.707,,,,
E111_4_158,,,4.158,,
E126_2_154,,,,2.154,
E26_1_703,,,,1.703,
E146_0_601,,0.601,,,
E48_4_108,,4.108,,,
E40_0_451,,0.451,,,
E119_1_804,,,,,1.804
E92_2_505,,2.505,,,
E136_3_206,3.206,,,,
E130_1_854,1.854,,,,
E43_0_601,,0.601,,,
E130_1_102,1.102,,,,
E133_0_802,,0.802,,,
E141_3_006,,,,3.006,
E139_3_758,3.758,,,,
E60_4_509,,,,4.509,
E51_4_509,4.509,,,,
E99_4_709,,4.709,,,
E87_0_351,0.351,,,,
E60_0_852,,,,0.852,
E15_4_108,,4.108,,,
E147_2_004,,2.004,,,
E139_0_651,0.651,,,,
E122_1_904,,,,1.904,
E57_0_802,,0.802,,,
E60_3_808,,,,3.808,
E142_4_008,4.008,,,,
E33_3_607,,,,3.607,
E146_2_906,,2.906,,,
E136_3_808,3.808,,,,
E58_4_76,,,,4.76,
E49_4_058,,,,,4.058
E52_0_351,,,,0.351,
E15_1_553,,1.553,,,
E91_3_707,,,,3.707,
E57_2_856,,2.856,,,
E48_3_507,,3.507,,,
E31_2_255,,,,,2.255
E99_0_802,,0.802,,,
E106_3_457,,,3.457,,
E133_3_257,,3.257,,,
E35_3_958,,,,,3.958
E32_4_309,,,4.309,,
E128_3_156,,,,3.156,
E55_1_202,,,,1.202,
E82_4_509,4.509,,,,
E139_2_154,2.154,,,,
E116_2_405,,2.405,,,
E54_3_457,3.457,,,,
E85_3_206,,3.206,,,
E126_4_81,,,,4.81,
E127_3_156,,3.156,,,
E81_3_056,3.056,,,,
E74_2_154,,,,2.154,
E8_3_758,,,,3.758,
E82_3_808,3.808,,,,
E8_1_854,,,,1.854,
E19_2_255,2.255,,,,
E93_4_359,,,,4.359,
E22_0_902,,0.902,,,
E1_4_509,4.509,,,,
E31_3_457,,,,,3.457
E127_4_359,,4.359,,,
E18_0_0,,,,0.0,
E85_1_353,,1.353,,,
E146_0_451,,0.451,,,
E98_3_758,,3.758,,,
E114_4_81,,4.81,,,
E112_4_659,4.659,,,,
E83_0_05,0.05,,,,
E67_3_156,3.156,,,,
E136_0_601,0.601,,,,
E51_2_054,2.054,,,,
E117_3_156,3.156,,,,
E137_1_553,,,,1.553,
E98_4_058,,4.058,,,
E129_3_707,,3.707,,,
E140_4_158,4.158,,,,
E55_1_653,,,,1.653,
E53_2_455,,2.455,,,
E121_1_954,,,,1.954,
E117_2_305,2.305,,,,
E125_3_006,3.006,,,,
E106_4_509,,,4.509,,
E137_1_202,,,,1.202,
E112_0_501,0.501,,,,
E32_0_501,,,0.501,,
E28_1_653,,,,1.653,
E93_3_808,,,,3.808,
E54_4_309,4.309,,,,
E21_2_705,,2.705,,,
E98_0_902,,0.902,,,
E62_0_2,,,,,0.2
E27_2_054,2.054,,,,
E128_4_459,,,,4.459,
E42_0_902,,,,0.902,
E81_4_96,4.96,,,,
E53_4_459,,4.459,,,
E11_1_002,,,,1.002,
E121_0_251,,,,0.251,
E57_2_405,,2.405,,,
E104_1_202,,,,1.202,
E46_1_804,1.804,,,,
E17_4_008,,4.008,,,
E147_0_15,,0.15,,,
E16_3_607,,,,3.607,
E137_4_709,,,,4.709,
E27_2_605,2.605,,,,
E124_0_0,,,,,0.0
E22_0_2,,0.2,,,
E138_1_253,1.253,,,,
E31_3_808,,,,,3.808
E49_1_653,,,,,1.653
E40_4_459,,4.459,,,
E93_2_154,,,,2.154,
E7_2_355,2.355,,,,
E90_3_056,3.056,,,,
E32_3_607,,,3.607,,
E73_0_251,,0.251,,,
E112_1_353,1.353,,,,
E87_1_653,1.653,,,,
E1_0_651,0.651,,,,
E38_2_956,,,,,2.956
E103_2_104,,2.104,,,
E100_3_056,,,,3.056,
E123_0_301,0.301,,,,
E44_2_555,,,2.555,,
E54_1_152,1.152,,,,
E54_2_856,2.856,,,,
E54_4_208,4.208,,,,
E11_1_503,,,,1.503,
E95_1_653,,,,1.653,
E59_2_455,,,,2.455,
E116_3_808,,3.808,,,
E27_3_858,3.858,,,,
E68_4_86,,4.86,,,
E33_1_804,,,,1.804,
E62_2_505,,,,,2.505
E96_0_802,0.802,,,,
E86_3_958,,3.958,,,
E58_1_954,,,,1.954,
E83_2_856,2.856,,,,
E61_2_004,,,,2.004,
E38_4_609,,,,,4.609
E104_2_756,,,,2.756,
E62_1_503,,,,,1.503
E96_2_305,2.305,,,,
E140_3_507,3.507,,,,
E3_0_651,,0.651,,,
E126_1_754,,,,1.754,
E23_4_96,,,4.96,,
E101_4_108,,4.108,,,
E105_4_81,,,,4.81,
E54_4_058,4.058,,,,
E101_2_956,,2.956,,,
E19_3_958,3.958,,,,
E34_0_551,,,0.551,,
E15_1_453,,1.453,,,
E119_0_401,,,,,0.401
E78_3_707,,,,3.707,
E145_0_902,,0.902,,,
E66_0_0,0.0,,,,
E119_0_1,,,,,0.1
E69_3_006,,,,3.006,
E120_4_86,4.86,,,,
E118_2_806,,2.806,,,
E33_0_2,,,,0.2,
E126_2_505,,,,2.505,
E69_2_405,,,,2.405,
E10_0_852,0.852,,,,
E49_4_76,,,,,4.76
E130_2_705,2.705,,,,
E129_2_204,,2.204,,,
E42_3_156,,,,3.156,
E116_3_257,,3.257,,,
E42_4_659,,,,4.659,
E25_4_058,4.058,,,,
E49_0_15,,,,,0.15
E10_1_202,1.202,,,,
E6_3_758,3.758,,,,
E69_1_703,,,,1.703,
E96_1_002,1.002,,,,
E125_3_657,3.657,,,,
E112_4_208,4.208,,,,
E146_1_703,,1.703,,,
E136_4_259,4.259,,,,
E129_1_703,,1.703,,,
E12_4_81,,,,4.81,
E92_1_403,,1.403,,,
E64_0_752,,,,0.752,
E94_3_457,,3.457,,,
E51_3_357,3.357,,,,
E3_3_507,,3.507,,,
E15_4_509,,4.509,,,
E5_4_108,,,,4.108,
E28_1_253,,,,1.253,
E147_3_156,,3.156,,,
E129_2_806,,2.806,,,
E146_0_301,,0.301,,,
E99_2_856,,2.856,,,
E28_0_852,,,,0.852,
E126_3_257,,,,3.257,
E134_3_307,,,3.307,,
E31_1_052,,,,,1.052
E67_2_004,2.004,,,,
E93_3_307,,,,3.307,
E11_2_705,,,,2.705,
E103_1_703,,1.703,,,
E94_3_257,,3.257,,,
E70_2_455,,,,2.455,
E79_3_156,,3.156,,,
E69_1_603,,,,1.603,
E0_4_008,,,,4.008,
E144_2_355,,2.355,,,
E106_0_0,,,0.0,,
E142_1_202,1.202,,,,
E125_0_651,0.651,,,,
E75_3_106,,3.106,,,
E134_1_754,,,1.754,,
E119_3_056,,,,,3.056
E145_0_1,,0.1,,,
E103_2_906,,2.906,,,
E94_1_303,,1.303,,,
E22_3_006,,3.006,,,
E54_3_958,3.958,,,,
E13_4_158,,4.158,,,
E88_1_904,,1.904,,,
E103_3_557,,3.557,,,
E69_3_106,,,,3.106,
E25_0_301,0.301,,,,
E66_4_559,4.559,,,,
E33_3_507,,,,3.507,
E131_3_808,,3.808,,,
E110_1_152,,1.152,,,
E118_4_158,,4.158,,,
E79_0_802,,0.802,,,
E78_0_802,,,,0.802,
E45_1_453,,1.453,,,
E47_1_403,,1.403,,,
E127_4_76,,4.76,,,
E77_3_006,,,,3.006,
E91_0_15,,,,0.15,
E10_2_204,2.204,,,,
E120_3_407,3.407,,,,
E20_4_86,4.86,,,,
E42_0_501,,,,0.501,
E23_2_305,,,2.305,,
E1_0_752,0.752,,,,
E50_3_156,,3.156,,,
E30_1_102,,,,1.102,
E132_0_501,,,,0.501,
E107_2_705,,,,,2.705
E128_0_952,,,,0.952,
E20_4_259,4.259,,,,
E121_0_451,,,,0.451,
E23_2_605,,,2.605,,
E2_1_002,1.002,,,,
E140_3_307,3.307,,,,
E48_3_707,,3.707,,,
E32_0_802,,,0.802,,
E82_4_108,4.108,,,,
E73_3_056,,3.056,,,
E13_3_808,,3.808,,,
E62_4_459,,,,,4.459
E56_4_108,4.108,,,,
E56_0_752,0.752,,,,
E33_2_705,,,,2.705,
E103_4_208,,4.208,,,
E112_1_603,1.603,,,,
E42_3_206,,,,3.206,
E48_0_601,,0.601,,,
E97_2_756,,,,2.756,
E148_0_251,,,0.251,,
E138_2_154,2.154,,,,
E85_0_651,,0.651,,,
E47_0_952,,0.952,,,
E23_0_0,,,0.0,,
E129_3_006,,3.006,,,
E136_3_657,3.657,,,,
E92_0_251,,0.251,,,
E119_0_251,,,,,0.251
E4_1_152,,,,1.152,
E127_4_158,,4.158,,,
E89_2_305,,,,2.305,
E100_1_603,,,,1.603,
E148_3_457,,,3.457,,
E2_4_559,4.559,,,,
E112_3_206,3.206,,,,
E126_1_503,,,,1.503,
E15_3_858,,3.858,,,
E46_3_357,3.357,,,,
E135_1_603,1.603,,,,
E38_0_852,,,,,0.852
E77_1_253,,,,1.253,
E16_4_409,,,,4.409,
E24_0_05,,0.05,,,
E59_3_206,,,,3.206,
E143_0_451,,,,0.451,
E50_1_954,,1.954,,,
E82_4_008,4.008,,,,
E109_4_609,,,,4.609,
E128_3_858,,,,3.858,
E16_1_804,,,,1.804,
E91_1_754,,,,1.754,
E29_4_76,,4.76,,,
E54_4_158,4.158,,,,
E88_0_752,,0.752,,,
E96_2_505,2.505,,,,
E123_1_303,1.303,,,,
E97_0_752,,,,0.752,
E18_1_303,,,,1.303,
E149_0_551,0.551,,,,
E10_1_854,1.854,,,,
E63_0_05,0.05,,,,
E144_4_609,,4.609,,,
E138_2_756,2.756,,,,
E28_0_651,,,,0.651,
E117_4_91,4.91,,,,
E19_2_004,2.004,,,,
E69_4_76,,,,4.76,
E98_4_208,,4.208,,,
E70_1_403,,,,1.403,
E19_1_052,1.052,,,,
E122_0_05,,,,0.05,
E3_1_503,,1.503,,,
E8_4_76,,,,4.76,
E145_1_052,,1.052,,,
E46_3_156,3.156,,,,
E75_4_008,,4.008,,,
E96_2_906,2.906,,,,
E125_4_008,4.008,,,,
E43_2_154,,2.154,,,
E113_2_255,2.255,,,,
E137_3_908,,,,3.908,
E104_3_357,,,,3.357,
E33_1_303,,,,1.303,
E76_1_854,,,,1.854,
E143_2_856,,,,2.856,
E148_2_956,,,2.956,,
E148_4_509,,,4.509,,
E5_2_605,,,,2.605,
E78_0_0,,,,0.0,
E68_1_303,,1.303,,,
E136_1_804,1.804,,,,
E79_4_158,,4.158,,,
E112_2_154,2.154,,,,
E28_2_104,,,,2.104,
E91_0_752,,,,0.752,
E69_4_158,,,,4.158,
E46_1_102,1.102,,,,
E55_1_603,,,,1.603,
E87_1_854,1.854,,,,
E10_2_705,2.705,,,,
E122_2_104,,,,2.104,
E82_4_559,4.559,,,,
E36_0_701,0.701,,,,
E12_3_106,,,,3.106,
E69_1_854,,,,1.854,
E134_4_259,,,4.259,,
E89_1_603,,,,1.603,
E135_0_351,0.351,,,,
E95_1_052,,,,1.052,
E27_0_401,0.401,,,,
E104_2_004,,,,2.004,
E67_2_054,2.054,,,,
E118_2_054,,2.054,,,
E110_1_052,,1.052,,,
E27_1_002,1.002,,,,
E108_0_05,,0.05,,,
E103_2_154,,2.154,,,
E71_4_158,,4.158,,,
E128_4_86,,,,4.86,
E147_2_856,,2.856,,,
E70_1_002,,,,1.002,
E132_1_703,,,,1.703,
E113_1_703,1.703,,,,
E137_3_407,,,,3.407,
E53_4_309,,4.309,,,
E15_4_309,,4.309,,,
E88_2_956,,2.956,,,
E27_4_208,4.208,,,,
E118_1_854,,1.854,,,
E6_1_804,1.804,,,,
E58_0_551,,,,0.551,
E101_1_353,,1.353,,,
E138_3_357,3.357,,,,
E22_0_701,,0.701,,,
E11_3_607,,,,3.607,
E73_0_902,,0.902,,,
E86_0_05,,0.05,,,
E137_2_906,,,,2.906,
E145_1_904,,1.904,,,
E124_1_002,,,,,1.002
E105_4_509,,,,4.509,
E104_0_752,,,,0.752,
E124_0_551,,,,,0.551
E51_0_301,0.301,,,,
E118_2_355,,2.355,,,
E83_1_253,1.253,,,,
E126_2_255,,,,2.255,
E20_0_05,0.05,,,,
E75_1_854,,1.854,,,
E74_0_301,,,,0.301,
E91_0_952,,,,0.952,
E61_0_15,,,,0.15,
E139_4_659,4.659,,,,
E101_3_106,,3.106,,,
E100_2_756,,,,2.756,
E143_1_102,,,,1.102,
E34_0_351,,,0.351,,
E36_1_102,1.102,,,,
E100_2_906,,,,2.906,
E69_4_91,,,,4.91,
E18_4_158,,,,4.158,
E58_2_154,,,,2.154,
E79_1_904,,1.904,,,
E91_3_357,,,,3.357,
E55_1_553,,,,1.553,
E94_1_253,,1.253,,,
E115_0_15,0.15,,,,
E112_4_359,4.359,,,,
E89_0_852,,,,0.852,
E53_3_257,,3.257,,,
E90_4_359,4.359,,,,
E97_1_804,,,,1.804,
E53_3_607,,3.607,,,
E91_1_152,,,,1.152,
E19_0_0,0.0,,,,
E17_2_204,,2.204,,,
E81_3_407,3.407,,,,
E35_4_359,,,,,4.359
E3_2_104,,2.104,,,
E1_3_507,3.507,,,,
E115_1_453,1.453,,,,
E60_3_507,,,,3.507,
E0_4_309,,,,4.309,
E52_0_852,,,,0.852,
E143_1_603,,,,1.603,
E121_2_405,,,,2.405,
E106_2_455,,,2.455,,
E104_3_457,,,,3.457,
E130_2_505,2.505,,,,
E80_4_309,,4.309,,,
E44_2_806,,,2.806,,
E97_2_956,,,,2.956,
E23_3_056,,,3.056,,
E135_0_601,0.601,,,,
E94_2_555,,2.555,,,
E62_4_96,,,,,4.96
E118_2_255,,2.255,,,
E132_4_459,,,,4.459,
E118_3_257,,3.257,,,
E12_3_607,,,,3.607,
E19_3_507,3.507,,,,
E77_3_657,,,,3.657,
E58_0_401,,,,0.401,
E43_4_91,,4.91,,,
E27_1_403,1.403,,,,
E29_2_305,,2.305,,,
E39_1_052,,1.052,,,
E86_1_954,,1.954,,,
E115_4_359,4.359,,,,
E23_4_459,,,4.459,,
E109_1_202,,,,1.202,
E82_2_054,2.054,,,,
E85_3_557,,3.557,,,
E56_2_204,2.204,,,,
E72_0_902,0.902,,,,
E62_3_958,,,,,3.958
E82_2_605,2.605,,,,
E7_4_81,4.81,,,,
E20_3_357,3.357,,,,
E7_3_407,3.407,,,,
E117_1_703,1.703,,,,
E87_1_703,1.703,,,,
E126_1_002,,,,1.002,
E14_3_156,,3.156,,,
E51_1_854,1.854,,,,
E16_3_407,,,,3.407,
E116_4_509,,4.509,,,
E83_3_958,3.958,,,,
E80_1_002,,1.002,,,
E56_0_351,0.351,,,,
E82_1_202,1.202,,,,
E41_1_754,,1.754,,,
E53_2_054,,2.054,,,
E85_1_954,,1.954,,,
E105_3_958,,,,3.958,
E122_1_553,,,,1.553,
E7_4_659,4.659,,,,
E87_3_156,3.156,,,,
E117_4_96,4.96,,,,
E1_2_355,2.355,,,,
E64_4_058,,,,4.058,
E106_1_603,,,1.603,,
E112_2_906,2.906,,,,
E2_4_459,4.459,,,,
E89_0_601,,,,0.601,
E7_3_707,3.707,,,,
E7_3_106,3.106,,,,
E135_3_206,3.206,,,,
E65_1_603,1.603,,,,
E123_0_501,0.501,,,,
E9_0_1,,,,0.1,
E75_1_453,,1.453,,,
E125_0_501,0.501,,,,
E76_0_05,,,,0.05,
E76_3_607,,,,3.607,
E7_1_854,1.854,,,,
E145_1_152,,1.152,,,
E149_0_0,0.0,,,,
E37_3_707,3.707,,,,
E132_0_802,,,,0.802,
E124_0_802,,,,,0.802
E119_4_86,,,,,4.86
E63_0_251,0.251,,,,
E5_3_106,,,,3.106,
E26_0_701,,,,0.701,
E50_4_86,,4.86,,,
E98_4_609,,4.609,,,
E58_0_752,,,,0.752,
E22_0_0,,0.0,,,
E101_3_407,,3.407,,,
E2_4_208,4.208,,,,
E137_0_451,,,,0.451,
E31_0_351,,,,,0.351
E32_1_804,,,1.804,,
E89_0_251,,,,0.251,
E39_3_858,,3.858,,,
E61_0_952,,,,0.952,
E71_2_856,,2.856,,,
E86_4_659,,4.659,,,
E35_1_854,,,,,1.854
E85_1_052,,1.052,,,
E53_4_96,,4.96,,,
E102_3_156,,,,3.156,
E43_1_703,,1.703,,,
E104_2_104,,,,2.104,
E2_4_259,4.259,,,,
E32_3_206,,,3.206,,
E137_3_056,,,,3.056,
E102_1_653,,,,1.653,
E33_0_752,,,,0.752,
E89_4_108,,,,4.108,
E0_1_453,,,,1.453,
E37_1_403,1.403,,,,
E143_1_353,,,,1.353,
E140_1_403,1.403,,,,
E45_2_505,,2.505,,,
E4_1_653,,,,1.653,
E110_2_605,,2.605,,,
E137_0_651,,,,0.651,
E84_4_259,,4.259,,,
E31_0_301,,,,,0.301
E79_4_81,,4.81,,,
E36_1_453,1.453,,,,
E58_1_202,,,,1.202,
E55_4_108,,,,4.108,
E125_4_91,4.91,,,,
E23_0_451,,,0.451,,
E54_3_106,3.106,,,,
E82_4_659,4.659,,,,
E129_1_904,,1.904,,,
E19_3_808,3.808,,,,
E3_3_557,,3.557,,,
E18_4_409,,,,4.409,
E138_3_257,3.257,,,,
E33_2_655,,,,2.655,
E88_3_156,,3.156,,,
E46_1_353,1.353,,,,
E51_0_601,0.601,,,,
E16_2_505,,,,2.505,
E39_3_357,,3.357,,,
E139_0_501,0.501,,,,
E45_0_251,,0.251,,,
E26_0_2,,,,0.2,
E47_2_455,,2.455,,,
E104_2_806,,,,2.806,
E45_4_008,,4.008,,,
E56_3_908,3.908,,,,
E46_0_401,0.401,,,,
E101_0_752,,0.752,,,
E28_4_709,,,,4.709,
E99_4_158,,4.158,,,
E50_0_2,,0.2,,,
E76_2_956,,,,2.956,
E113_0_401,0.401,,,,
E40_4_108,,4.108,,,
E104_3_607,,,,3.607,
E17_4_559,,4.559,,,
E138_4_359,4.359,,,,
E118_4_659,,4.659,,,
E121_3_206,,,,3.206,
E98_2_455,,2.455,,,
E35_3_257,,,,,3.257
E5_2_405,,,,2.405,
E28_4_359,,,,4.359,
E132_2_004,,,,2.004,
E56_2_054,2.054,,,,
E57_4_76,,4.76,,,
E34_3_808,,,3.808,,
E126_0_2,,,,0.2,
E50_2_255,,2.255,,,
E11_0_551,,,,0.551,
E92_3_858,,3.858,,,
E145_4_96,,4.96,,,
E133_4_409,,4.409,,,
E24_4_108,,4.108,,,
E89_3_657,,,,3.657,
E16_0_301,,,,0.301,
E10_0_451,0.451,,,,
E16_4_86,,,,4.86,
E115_4_108,4.108,,,,
E87_3_707,3.707,,,,
E87_2_355,2.355,,,,
E75_3_357,,3.357,,,
E46_2_605,2.605,,,,
E103_4_96,,4.96,,,
E56_2_605,2.605,,,,
E89_0_701,,,,0.701,
E101_4_309,,4.309,,,
E33_1_102,,,,1.102,
E94_3_657,,3.657,,,
E33_1_052,,,,1.052,
E119_0_2,,,,,0.2
E37_4_359,4.359,,,,
E65_3_006,3.006,,,,
E124_4_96,,,,,4.96
E26_4_91,,,,4.91,
E58_2_355,,,,2.355,
E102_4_76,,,,4.76,
E75_3_407,,3.407,,,
E62_3_407,,,,,3.407
E112_0_852,0.852,,,,
E13_1_703,,1.703,,,
E34_4_008,,,4.008,,
E77_2_756,,,,2.756,
E142_1_954,1.954,,,,
E28_0_802,,,,0.802,
E20_4_709,4.709,,,,
E76_3_357,,,,3.357,
E5_4_76,,,,4.76,
E123_1_152,1.152,,,,
E116_0_05,,0.05,,,
E147_1_553,,1.553,,,
E41_3_858,,3.858,,,
E104_0_451,,,,0.451,
E4_4_058,,,,4.058,
E70_1_703,,,,1.703,
E83_1_503,1.503,,,,
E143_0_501,,,,0.501,
E110_2_756,,2.756,,,
E134_3_507,,,3.507,,
E29_2_004,,2.004,,,
E64_2_054,,,,2.054,
E43_1_002,,1.002,,,
E10_2_806,2.806,,,,
E0_1_703,,,,1.703,
E28_1_754,,,,1.754,
E56_0_852,0.852,,,,
E98_4_158,,4.158,,,
E35_4_259,,,,,4.259
E122_1_653,,,,1.653,
E40_2_655,,2.655,,,
E12_3_056,,,,3.056,
E92_3_657,,3.657,,,
E57_2_505,,2.505,,,
E91_3_156,,,,3.156,
E148_1_353,,,1.353,,
E117_2_054,2.054,,,,
E19_2_756,2.756,,,,
E94_0_902,,0.902,,,
E128_4_309,,,,4.309,
E148_2_756,,,2.756,,
E67_4_96,4.96,,,,
E107_0_0,,,,,0.0
E90_3_607,3.607,,,,
E18_1_653,,,,1.653,
E127_3_457,,3.457,,,
E101_0_601,,0.601,,,
E135_1_253,1.253,,,,
E14_3_307,,3.307,,,
E148_2_305,,,2.305,,
E91_1_653,,,,1.653,
E95_0_15,,,,0.15,
E22_2_605,,2.605,,,
E10_3_357,3.357,,,,
E22_1_102,,1.102,,,
E82_3_557,3.557,,,,
E143_2_906,,,,2.906,
E143_2_956,,,,2.956,
E34_3_607,,,3.607,,
E86_0_601,,0.601,,,
E40_1_403,,1.403,,,
E118_3_507,,3.507,,,
E147_0_1,,0.1,,,
E62_4_259,,,,,4.259
E52_4_108,,,,4.108,
E98_1_553,,1.553,,,
E78_2_605,,,,2.605,
E98_4_86,,4.86,,,
E92_4_158,,4.158,,,
E128_3_407,,,,3.407,
E49_0_752,,,,,0.752
E8_3_357,,,,3.357,
E127_4_91,,4.91,,,
E40_3_006,,3.006,,,
E55_1_954,,,,1.954,
E12_3_006,,,,3.006,
E136_4_008,4.008,,,,
E129_4_259,,4.259,,,
E83_0_802,0.802,,,,
E146_3_407,,3.407,,,
E83_0_401,0.401,,,,
E76_2_806,,,,2.806,
E91_1_804,,,,1.804,
E77_0_1,,,,0.1,
E119_3_507,,,,,3.507
E11_1_303,,,,1.303,
E53_4_108,,4.108,,,
E135_3_006,3.006,,,,
E34_2_054,,,2.054,,
E82_2_756,2.756,,,,
E141_3_056,,,,3.056,
E130_3_407,3.407,,,,
E38_4_509,,,,,4.509
E31_2_505,,,,,2.505
E3_0_05,,0.05,,,
E134_4_008,,,4.008,,
E30_0_651,,,,0.651,
E85_0_601,,0.601,,,
E3_2_054,,2.054,,,
E93_4_259,,,,4.259,
E13_2_956,,2.956,,,
E83_2_305,2.305,,,,
E70_3_307,,,,3.307,
E133_3_307,,3.307,,,
E40_2_756,,2.756,,,
E117_3_206,3.206,,,,
E135_1_553,1.553,,,,
E106_4_91,,,4.91,,
E105_4_86,,,,4.86,
E61_2_856,,,,2.856,
E27_2_705,2.705,,,,
E78_4_81,,,,4.81,
E110_0_551,,0.551,,,
E39_1_954,,1.954,,,
E121_3_257,,,,3.257,
E14_3_607,,3.607,,,
E70_2_355,,,,2.355,
E40_1_303,,1.303,,,
E66_0_752,0.752,,,,
E112_0_601,0.601,,,,
E85_0_701,,0.701,,,
E9_3_257,,,,3.257,
E8_4_259,,,,4.259,
E58_1_152,,,,1.152,
E74_2_455,,,,2.455,
E70_4_559,,,,4.559,
E35_2_004,,,,,2.004
E93_3_006,,,,3.006,
