,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E110_3_908,,3.908,,,
E59_3_457,,,,3.457,
E144_3_758,,3.758,,,
E19_4_208,4.208,,,,
E50_1_653,,1.653,,,
E46_4_359,4.359,,,,
E96_1_703,1.703,,,,
E125_1_453,1.453,,,,
E29_1_854,,1.854,,,
E84_2_555,,2.555,,,
E19_2_154,2.154,,,,
E80_3_106,,3.106,,,
E87_1_703,1.703,,,,
E139_2_605,2.605,,,,
E23_4_659,,,4.659,,
E26_0_351,,,,0.351,
E139_4_459,4.459,,,,
E92_3_908,,3.908,,,
E16_3_507,,,,3.507,
E136_3_507,3.507,,,,
E93_3_156,,,,3.156,
E48_2_054,,2.054,,,
E27_2_956,2.956,,,,
E60_3_006,,,,3.006,
E59_1_303,,,,1.303,
E39_2_154,,2.154,,,
E39_1_152,,1.152,,,
E81_4_208,4.208,,,,
E64_4_359,,,,4.359,
E105_2_455,,,,2.455,
E37_2_956,2.956,,,,
E36_3_557,3.557,,,,
E72_3_707,3.707,,,,
E119_0_251,,,,,0.251
E18_4_709,,,,4.709,
E70_2_605,,,,2.605,
E55_3_858,,,,3.858,
E119_3_758,,,,,3.758
E28_0_902,,,,0.902,
E83_1_854,1.854,,,,
E76_4_158,,,,4.158,
E31_2_856,,,,,2.856
E73_2_355,,2.355,,,
E80_4_91,,4.91,,,
E70_4_559,,,,4.559,
E99_1_403,,1.403,,,
E143_3_657,,,,3.657,
E99_3_657,,3.657,,,
E65_1_002,1.002,,,,
E135_3_657,3.657,,,,
E99_3_106,,3.106,,,
E72_3_257,3.257,,,,
E81_1_904,1.904,,,,
E97_0_902,,,,0.902,
E35_1_754,,,,,1.754
E98_0_351,,0.351,,,
E9_3_707,,,,3.707,
E70_2_204,,,,2.204,
E48_4_509,,4.509,,,
E117_2_956,2.956,,,,
E84_3_707,,3.707,,,
E75_1_754,,1.754,,,
E133_4_309,,4.309,,,
E62_3_707,,,,,3.707
E27_4_559,4.559,,,,
E61_2_906,,,,2.906,
E124_4_008,,,,,4.008
E32_2_255,,,2.255,,
E97_4_158,,,,4.158,
E14_0_902,,0.902,,,
E66_4_058,4.058,,,,
E140_1_303,1.303,,,,
E98_0_701,,0.701,,,
E16_1_904,,,,1.904,
E98_0_651,,0.651,,,
E138_4_058,4.058,,,,
E97_0_852,,,,0.852,
E130_4_108,4.108,,,,
E15_1_202,,1.202,,,
E120_2_705,2.705,,,,
E92_0_15,,0.15,,,
E1_0_952,0.952,,,,
E0_2_204,,,,2.204,
E71_0_301,,0.301,,,
E103_0_601,,0.601,,,
E31_1_303,,,,,1.303
E51_0_701,0.701,,,,
E105_0_0,,,,0.0,
E74_4_158,,,,4.158,
E122_2_956,,,,2.956,
E3_2_004,,2.004,,,
E140_4_409,4.409,,,,
E123_2_906,2.906,,,,
E20_2_154,2.154,,,,
E146_3_908,,3.908,,,
E103_1_553,,1.553,,,
E53_4_309,,4.309,,,
E21_4_659,,4.659,,,
E38_4_108,,,,,4.108
E9_2_605,,,,2.605,
E79_3_407,,3.407,,,
E2_3_607,3.607,,,,
E37_0_701,0.701,,,,
E92_2_555,,2.555,,,
E121_2_104,,,,2.104,
E82_4_659,4.659,,,,
E59_2_104,,,,2.104,
E50_3_657,,3.657,,,
E31_2_355,,,,,2.355
E120_4_309,4.309,,,,
E131_3_557,,3.557,,,
E100_1_603,,,,1.603,
E62_2_806,,,,,2.806
E85_1_152,,1.152,,,
E89_3_006,,,,3.006,
E41_4_409,,4.409,,,
E90_2_255,2.255,,,,
E81_0_701,0.701,,,,
E52_0_251,,,,0.251,
E70_2_806,,,,2.806,
E68_3_557,,3.557,,,
E60_2_154,,,,2.154,
E21_0_902,,0.902,,,
E96_0_802,0.802,,,,
E144_0_752,,0.752,,,
E140_4_86,4.86,,,,
E109_3_557,,,,3.557,
E137_2_255,,,,2.255,
E146_3_307,,3.307,,,
E62_1_503,,,,,1.503
E49_4_76,,,,,4.76
E105_1_804,,,,1.804,
E72_0_752,0.752,,,,
E36_1_904,1.904,,,,
E117_2_605,2.605,,,,
E89_3_056,,,,3.056,
E7_0_952,0.952,,,,
E84_0_351,,0.351,,,
E11_1_202,,,,1.202,
E45_3_808,,3.808,,,
E89_2_405,,,,2.405,
E29_0_802,,0.802,,,
E148_0_501,,,0.501,,
E142_3_958,3.958,,,,
E82_1_503,1.503,,,,
E137_3_858,,,,3.858,
E51_2_154,2.154,,,,
E132_4_509,,,,4.509,
E47_1_353,,1.353,,,
E55_2_405,,,,2.405,
E71_0_401,,0.401,,,
E124_3_858,,,,,3.858
E108_0_551,,0.551,,,
E74_4_058,,,,4.058,
E47_4_96,,4.96,,,
E72_2_605,2.605,,,,
E76_0_701,,,,0.701,
E51_3_908,3.908,,,,
E37_2_455,2.455,,,,
E95_2_004,,,,2.004,
E57_3_607,,3.607,,,
E83_0_701,0.701,,,,
E107_3_758,,,,,3.758
E78_4_259,,,,4.259,
E141_1_653,,,,1.653,
E82_1_253,1.253,,,,
E33_0_952,,,,0.952,
E142_0_15,0.15,,,,
E87_3_106,3.106,,,,
E66_1_603,1.603,,,,
E122_4_108,,,,4.108,
E90_2_806,2.806,,,,
E40_2_756,,2.756,,,
E135_0_902,0.902,,,,
E23_1_854,,,1.854,,
E74_2_655,,,,2.655,
E146_0_902,,0.902,,,
E58_2_455,,,,2.455,
E67_1_954,1.954,,,,
E95_3_908,,,,3.908,
E66_0_802,0.802,,,,
E46_2_906,2.906,,,,
E136_0_501,0.501,,,,
E7_4_559,4.559,,,,
E98_4_409,,4.409,,,
E95_0_601,,,,0.601,
E69_3_206,,,,3.206,
E8_4_409,,,,4.409,
E52_2_204,,,,2.204,
E66_0_451,0.451,,,,
E119_4_81,,,,,4.81
E136_1_653,1.653,,,,
E46_1_152,1.152,,,,
E5_0_952,,,,0.952,
E77_1_453,,,,1.453,
E125_4_108,4.108,,,,
E2_0_701,0.701,,,,
E46_4_259,4.259,,,,
E34_4_709,,,4.709,,
E85_0_251,,0.251,,,
E108_0_451,,0.451,,,
E100_1_954,,,,1.954,
E64_3_707,,,,3.707,
E43_4_208,,4.208,,,
E10_4_81,4.81,,,,
E149_0_05,0.05,,,,
E123_3_307,3.307,,,,
E28_4_158,,,,4.158,
E62_3_958,,,,,3.958
E2_4_008,4.008,,,,
E40_0_301,,0.301,,,
E90_4_76,4.76,,,,
E102_4_208,,,,4.208,
E105_2_956,,,,2.956,
E34_4_409,,,4.409,,
E64_4_158,,,,4.158,
E74_2_856,,,,2.856,
E138_1_854,1.854,,,,
E38_4_208,,,,,4.208
E113_3_507,3.507,,,,
E74_2_104,,,,2.104,
E49_2_405,,,,,2.405
E124_3_958,,,,,3.958
E110_4_158,,4.158,,,
E16_2_255,,,,2.255,
E42_4_559,,,,4.559,
E112_3_407,3.407,,,,
E100_0_2,,,,0.2,
E36_4_96,4.96,,,,
E21_1_403,,1.403,,,
E136_4_91,4.91,,,,
E78_3_206,,,,3.206,
E53_1_002,,1.002,,,
E82_2_104,2.104,,,,
E37_1_653,1.653,,,,
E105_4_559,,,,4.559,
E104_0_351,,,,0.351,
E96_1_152,1.152,,,,
E149_3_657,3.657,,,,
E11_1_804,,,,1.804,
E110_4_91,,4.91,,,
E42_0_1,,,,0.1,
E129_3_507,,3.507,,,
E43_1_152,,1.152,,,
E129_0_2,,0.2,,,
E82_4_459,4.459,,,,
E73_4_058,,4.058,,,
E77_4_81,,,,4.81,
E87_1_453,1.453,,,,
E10_1_754,1.754,,,,
E48_2_555,,2.555,,,
E52_4_158,,,,4.158,
E30_4_659,,,,4.659,
E20_0_2,0.2,,,,
E76_0_251,,,,0.251,
E141_4_208,,,,4.208,
E97_4_108,,,,4.108,
E50_0_1,,0.1,,,
E113_2_705,2.705,,,,
E38_2_856,,,,,2.856
E32_3_307,,,3.307,,
E130_1_653,1.653,,,,
E57_2_655,,2.655,,,
E124_1_503,,,,,1.503
E41_1_703,,1.703,,,
E92_0_301,,0.301,,,
E82_0_752,0.752,,,,
E134_1_553,,,1.553,,
E45_4_81,,4.81,,,
E4_4_459,,,,4.459,
E94_2_605,,2.605,,,
E145_2_255,,2.255,,,
E73_0_501,,0.501,,,
E137_2_655,,,,2.655,
E69_2_154,,,,2.154,
E115_2_104,2.104,,,,
E53_0_1,,0.1,,,
E68_4_409,,4.409,,,
E3_1_253,,1.253,,,
E114_0_301,,0.301,,,
E147_3_707,,3.707,,,
E91_4_158,,,,4.158,
E148_0_752,,,0.752,,
E138_0_952,0.952,,,,
E111_0_351,,,0.351,,
E24_0_852,,0.852,,,
E148_1_253,,,1.253,,
E20_1_553,1.553,,,,
E33_3_457,,,,3.457,
E28_3_257,,,,3.257,
E19_0_752,0.752,,,,
E148_0_952,,,0.952,,
E25_3_908,3.908,,,,
E16_4_359,,,,4.359,
E129_1_052,,1.052,,,
E36_2_255,2.255,,,,
E17_2_054,,2.054,,,
E28_0_251,,,,0.251,
E5_3_056,,,,3.056,
E32_1_152,,,1.152,,
E2_1_002,1.002,,,,
E31_2_405,,,,,2.405
E23_4_259,,,4.259,,
E105_1_453,,,,1.453,
E84_4_559,,4.559,,,
E37_4_208,4.208,,,,
E144_0_15,,0.15,,,
E128_2_705,,,,2.705,
E0_0_601,,,,0.601,
E35_1_954,,,,,1.954
E62_1_303,,,,,1.303
E54_3_056,3.056,,,,
E27_2_455,2.455,,,,
E19_0_952,0.952,,,,
E16_0_15,,,,0.15,
E88_0_752,,0.752,,,
E6_2_054,2.054,,,,
E124_4_509,,,,,4.509
E139_1_804,1.804,,,,
E118_4_008,,4.008,,,
E143_0_902,,,,0.902,
E97_0_0,,,,0.0,
E108_1_754,,1.754,,,
E35_3_607,,,,,3.607
E7_4_359,4.359,,,,
E114_3_808,,3.808,,,
E51_2_756,2.756,,,,
E140_2_054,2.054,,,,
E92_4_509,,4.509,,,
E89_1_403,,,,1.403,
E6_2_154,2.154,,,,
E30_1_754,,,,1.754,
E97_2_154,,,,2.154,
E96_4_108,4.108,,,,
E54_3_808,3.808,,,,
E122_2_806,,,,2.806,
E126_4_208,,,,4.208,
E112_2_956,2.956,,,,
E13_4_609,,4.609,,,
E11_4_359,,,,4.359,
E56_4_108,4.108,,,,
E117_4_659,4.659,,,,
E55_3_657,,,,3.657,
E104_1_152,,,,1.152,
E1_2_104,2.104,,,,
E36_2_856,2.856,,,,
E30_1_253,,,,1.253,
E110_1_102,,1.102,,,
E145_3_908,,3.908,,,
E109_1_453,,,,1.453,
E96_0_701,0.701,,,,
E133_3_507,,3.507,,,
E136_0_551,0.551,,,,
E59_2_405,,,,2.405,
E6_3_758,3.758,,,,
E76_0_15,,,,0.15,
E59_3_507,,,,3.507,
E36_1_703,1.703,,,,
E55_3_156,,,,3.156,
E69_3_707,,,,3.707,
E142_0_651,0.651,,,,
E92_1_754,,1.754,,,
E74_1_002,,,,1.002,
E92_2_255,,2.255,,,
E101_2_655,,2.655,,,
E14_3_557,,3.557,,,
E110_4_108,,4.108,,,
E82_0_651,0.651,,,,
E69_1_954,,,,1.954,
E30_1_503,,,,1.503,
E106_2_705,,,2.705,,
E60_1_603,,,,1.603,
E107_0_501,,,,,0.501
E140_2_505,2.505,,,,
E93_0_05,,,,0.05,
E46_2_856,2.856,,,,
E102_0_05,,,,0.05,
E24_2_204,,2.204,,,
E64_2_956,,,,2.956,
E72_3_106,3.106,,,,
E52_3_507,,,,3.507,
E124_4_309,,,,,4.309
E21_4_208,,4.208,,,
E83_0_2,0.2,,,,
E4_4_76,,,,4.76,
E146_4_509,,4.509,,,
E66_0_351,0.351,,,,
E5_0_15,,,,0.15,
E144_0_852,,0.852,,,
E25_0_15,0.15,,,,
E121_3_006,,,,3.006,
E133_2_455,,2.455,,,
E8_2_605,,,,2.605,
E146_3_357,,3.357,,,
E99_4_96,,4.96,,,
E109_2_856,,,,2.856,
E146_2_756,,2.756,,,
E0_2_255,,,,2.255,
E73_0_301,,0.301,,,
E135_2_956,2.956,,,,
E121_2_756,,,,2.756,
E27_1_503,1.503,,,,
E11_4_008,,,,4.008,
E4_1_553,,,,1.553,
E44_0_1,,,0.1,,
E87_0_802,0.802,,,,
E149_3_106,3.106,,,,
E105_3_056,,,,3.056,
E110_2_655,,2.655,,,
E42_4_409,,,,4.409,
E51_1_804,1.804,,,,
E130_0_551,0.551,,,,
E139_4_058,4.058,,,,
E135_3_557,3.557,,,,
E71_0_952,,0.952,,,
E67_0_0,0.0,,,,
E106_4_659,,,4.659,,
E23_3_257,,,3.257,,
E24_3_657,,3.657,,,
E63_2_305,2.305,,,,
E86_2_505,,2.505,,,
E109_4_108,,,,4.108,
E118_3_257,,3.257,,,
E143_0_0,,,,0.0,
E39_4_509,,4.509,,,
E89_2_605,,,,2.605,
E17_3_758,,3.758,,,
E56_4_86,4.86,,,,
E2_2_605,2.605,,,,
E106_2_405,,,2.405,,
E52_1_253,,,,1.253,
E5_3_758,,,,3.758,
E20_0_351,0.351,,,,
E2_3_908,3.908,,,,
E123_3_507,3.507,,,,
E88_3_457,,3.457,,,
E147_2_555,,2.555,,,
E113_3_307,3.307,,,,
E114_3_056,,3.056,,,
E111_3_106,,,3.106,,
E55_3_457,,,,3.457,
E3_4_96,,4.96,,,
E128_1_804,,,,1.804,
E79_0_05,,0.05,,,
E68_0_15,,0.15,,,
E136_2_004,2.004,,,,
E101_0_301,,0.301,,,
E70_0_852,,,,0.852,
E146_0_501,,0.501,,,
E122_0_651,,,,0.651,
E40_0_551,,0.551,,,
E34_1_954,,,1.954,,
E5_3_858,,,,3.858,
E124_2_906,,,,,2.906
E137_3_908,,,,3.908,
E20_1_503,1.503,,,,
E108_4_91,,4.91,,,
E112_2_255,2.255,,,,
E66_0_952,0.952,,,,
E108_0_2,,0.2,,,
E76_2_505,,,,2.505,
E62_0_451,,,,,0.451
E103_1_403,,1.403,,,
E70_0_1,,,,0.1,
E53_2_856,,2.856,,,
E120_1_603,1.603,,,,
E127_2_856,,2.856,,,
E79_3_357,,3.357,,,
E117_3_657,3.657,,,,
E144_4_208,,4.208,,,
E125_2_806,2.806,,,,
E41_1_152,,1.152,,,
E56_4_459,4.459,,,,
E121_4_208,,,,4.208,
E7_0_601,0.601,,,,
E44_1_503,,,1.503,,
E53_2_605,,2.605,,,
E111_1_202,,,1.202,,
E75_3_457,,3.457,,,
E147_0_1,,0.1,,,
E97_0_251,,,,0.251,
E94_4_91,,4.91,,,
E138_4_509,4.509,,,,
E76_4_008,,,,4.008,
E113_0_0,0.0,,,,
E124_1_152,,,,,1.152
E107_4_559,,,,,4.559
E41_0_451,,0.451,,,
E128_0_0,,,,0.0,
E74_1_754,,,,1.754,
E147_0_351,,0.351,,,
E134_2_305,,,2.305,,
E35_2_305,,,,,2.305
E34_3_607,,,3.607,,
E41_2_104,,2.104,,,
E128_3_808,,,,3.808,
E93_4_058,,,,4.058,
E131_0_301,,0.301,,,
E137_2_104,,,,2.104,
E64_3_908,,,,3.908,
E89_4_309,,,,4.309,
E144_2_405,,2.405,,,
E144_2_605,,2.605,,,
E65_4_86,4.86,,,,
E24_4_559,,4.559,,,
E123_4_359,4.359,,,,
E136_2_204,2.204,,,,
E131_0_451,,0.451,,,
E60_1_002,,,,1.002,
E20_3_006,3.006,,,,
E26_2_906,,,,2.906,
E88_2_906,,2.906,,,
E12_3_457,,,,3.457,
E108_3_507,,3.507,,,
E5_2_355,,,,2.355,
E8_1_403,,,,1.403,
E54_4_259,4.259,,,,
E42_2_204,,,,2.204,
E147_2_355,,2.355,,,
E57_3_507,,3.507,,,
E121_1_954,,,,1.954,
E146_4_459,,4.459,,,
E51_3_958,3.958,,,,
E50_3_908,,3.908,,,
E121_1_503,,,,1.503,
E46_0_401,0.401,,,,
E112_4_81,4.81,,,,
E62_3_858,,,,,3.858
E118_4_509,,4.509,,,
E135_2_806,2.806,,,,
E67_4_609,4.609,,,,
E67_1_353,1.353,,,,
E115_4_108,4.108,,,,
E105_0_301,,,,0.301,
E96_0_05,0.05,,,,
E119_3_156,,,,,3.156
E48_2_004,,2.004,,,
E48_4_709,,4.709,,,
E1_1_052,1.052,,,,
E20_4_76,4.76,,,,
E65_4_559,4.559,,,,
E113_1_603,1.603,,,,
E37_2_756,2.756,,,,
E81_0_651,0.651,,,,
E120_4_259,4.259,,,,
E56_1_453,1.453,,,,
E71_2_455,,2.455,,,
E82_3_407,3.407,,,,
E123_2_405,2.405,,,,
E74_1_152,,,,1.152,
E139_2_204,2.204,,,,
E140_0_0,0.0,,,,
E36_3_006,3.006,,,,
E122_2_555,,,,2.555,
E117_4_86,4.86,,,,
E149_0_852,0.852,,,,
E55_4_509,,,,4.509,
E15_2_054,,2.054,,,
E93_3_056,,,,3.056,
E115_2_756,2.756,,,,
E114_4_96,,4.96,,,
E147_2_455,,2.455,,,
E20_0_301,0.301,,,,
E73_1_253,,1.253,,,
E135_4_008,4.008,,,,
E114_4_058,,4.058,,,
E17_4_158,,4.158,,,
E108_0_15,,0.15,,,
E40_4_86,,4.86,,,
E116_4_259,,4.259,,,
E28_3_006,,,,3.006,
E65_3_557,3.557,,,,
E15_4_76,,4.76,,,
E13_4_559,,4.559,,,
E4_4_409,,,,4.409,
E22_4_008,,4.008,,,
E83_1_754,1.754,,,,
E37_2_705,2.705,,,,
E10_0_05,0.05,,,,
E52_4_008,,,,4.008,
E38_4_96,,,,,4.96
E31_2_204,,,,,2.204
E15_4_158,,4.158,,,
E132_1_453,,,,1.453,
E102_0_351,,,,0.351,
E36_3_758,3.758,,,,
E106_3_206,,,3.206,,
E56_0_351,0.351,,,,
E2_1_052,1.052,,,,
E49_4_559,,,,,4.559
E26_0_952,,,,0.952,
E143_0_301,,,,0.301,
E7_3_808,3.808,,,,
E11_1_453,,,,1.453,
E94_3_257,,3.257,,,
E146_1_102,,1.102,,,
E142_0_05,0.05,,,,
E60_2_405,,,,2.405,
E134_1_653,,,1.653,,
E19_3_908,3.908,,,,
E92_1_303,,1.303,,,
E141_4_309,,,,4.309,
E80_0_15,,0.15,,,
E116_2_154,,2.154,,,
E63_0_2,0.2,,,,
E72_4_609,4.609,,,,
E0_4_709,,,,4.709,
E53_4_058,,4.058,,,
E65_0_501,0.501,,,,
E141_1_854,,,,1.854,
E149_3_958,3.958,,,,
E89_3_958,,,,3.958,
E108_3_156,,3.156,,,
E117_0_15,0.15,,,,
E142_3_357,3.357,,,,
E146_3_257,,3.257,,,
E148_1_804,,,1.804,,
E75_3_858,,3.858,,,
E74_3_858,,,,3.858,
E47_1_052,,1.052,,,
E13_3_657,,3.657,,,
E134_3_808,,,3.808,,
E4_4_96,,,,4.96,
E40_3_457,,3.457,,,
E9_2_505,,,,2.505,
E34_4_058,,,4.058,,
E20_4_208,4.208,,,,
E48_0_802,,0.802,,,
E70_3_557,,,,3.557,
E134_2_004,,,2.004,,
E106_1_052,,,1.052,,
E114_1_804,,1.804,,,
E6_1_002,1.002,,,,
E138_0_902,0.902,,,,
E86_3_407,,3.407,,,
E109_0_752,,,,0.752,
E5_3_908,,,,3.908,
E74_3_307,,,,3.307,
E140_0_15,0.15,,,,
E9_1_353,,,,1.353,
E75_1_353,,1.353,,,
E114_0_501,,0.501,,,
E133_4_459,,4.459,,,
E22_0_0,,0.0,,,
E93_0_601,,,,0.601,
E12_3_707,,,,3.707,
E96_3_958,3.958,,,,
E133_3_206,,3.206,,,
E15_3_457,,3.457,,,
E49_2_856,,,,,2.856
E31_2_906,,,,,2.906
E112_4_309,4.309,,,,
E114_1_754,,1.754,,,
E135_4_459,4.459,,,,
E87_4_008,4.008,,,,
E9_1_002,,,,1.002,
E61_4_96,,,,4.96,
E100_1_854,,,,1.854,
E124_4_409,,,,,4.409
E92_1_403,,1.403,,,
E11_0_15,,,,0.15,
E19_4_409,4.409,,,,
E145_1_152,,1.152,,,
E134_0_15,,,0.15,,
E3_1_052,,1.052,,,
E117_0_852,0.852,,,,
E112_0_05,0.05,,,,
E104_3_106,,,,3.106,
E81_0_451,0.451,,,,
E70_3_457,,,,3.457,
E68_3_958,,3.958,,,
E21_0_401,,0.401,,,
E129_1_253,,1.253,,,
E139_4_509,4.509,,,,
E70_0_501,,,,0.501,
E92_1_202,,1.202,,,
E30_0_401,,,,0.401,
E40_1_353,,1.353,,,
E117_0_05,0.05,,,,
E58_1_002,,,,1.002,
E102_2_956,,,,2.956,
E15_1_002,,1.002,,,
E4_1_202,,,,1.202,
E49_4_208,,,,,4.208
E94_0_401,,0.401,,,
E69_3_908,,,,3.908,
E112_2_605,2.605,,,,
E97_0_2,,,,0.2,
E89_0_251,,,,0.251,
E101_4_459,,4.459,,,
E49_3_607,,,,,3.607
E86_4_259,,4.259,,,
E81_0_05,0.05,,,,
E33_3_657,,,,3.657,
E4_3_307,,,,3.307,
E73_0_2,,0.2,,,
E48_2_756,,2.756,,,
E128_2_054,,,,2.054,
E130_4_659,4.659,,,,
E43_4_559,,4.559,,,
E124_3_307,,,,,3.307
E51_3_206,3.206,,,,
E143_4_359,,,,4.359,
E58_2_906,,,,2.906,
E19_4_259,4.259,,,,
E118_2_555,,2.555,,,
E43_2_305,,2.305,,,
E149_3_808,3.808,,,,
E70_1_403,,,,1.403,
E83_1_453,1.453,,,,
E28_0_952,,,,0.952,
E46_2_756,2.756,,,,
E94_3_958,,3.958,,,
E118_2_305,,2.305,,,
E124_1_303,,,,,1.303
E50_1_152,,1.152,,,
E61_2_355,,,,2.355,
E47_1_703,,1.703,,,
E25_4_259,4.259,,,,
E13_2_605,,2.605,,,
E144_4_509,,4.509,,,
E105_3_858,,,,3.858,
E58_2_806,,,,2.806,
E85_4_259,,4.259,,,
E109_2_154,,,,2.154,
E63_3_307,3.307,,,,
E109_3_707,,,,3.707,
E140_4_108,4.108,,,,
E76_2_255,,,,2.255,
E47_0_0,,0.0,,,
E40_3_307,,3.307,,,
E10_3_908,3.908,,,,
