,PseudoTime0,PseudoTime1,PseudoTime2
E49_7_289,7.289,,
E2_6_008,6.008,,
E70_1_602,1.602,,
E6_5_207,,,5.207
E10_4_165,,,4.165
E65_6_248,6.248,,
E22_4_726,,,4.726
E86_4_406,4.406,,
E2_7_529,7.529,,
E5_6_809,6.809,,
E20_6_568,,,6.568
E53_7_209,,7.209,
E71_6_889,,6.889,
E5_3_685,3.685,,
E5_5_767,5.767,,
E66_3_845,,,3.845
E88_4_406,4.406,,
E2_1_202,1.202,,
E51_3_124,,3.124,
E147_6_969,,,6.969
E113_5_447,,,5.447
E33_1_842,,1.842,
E87_7_61,7.61,,
E126_5_767,,5.767,
E92_6_328,,,6.328
E52_1_121,,,1.121
E2_1_041,1.041,,
E118_0_481,0.481,,
E18_0_0,0.0,,
E140_3_765,,,3.765
E143_0_481,,,0.481
E33_7_77,,7.77,
E1_5_687,,,5.687
E5_0_641,0.641,,
E118_6_088,6.088,,
E3_4_726,,4.726,
E34_5_126,5.126,,
E96_4_566,4.566,,
E79_7_209,7.209,,
E144_1_602,1.602,,
E118_4_325,4.325,,
E58_0_801,,,0.801
E98_2_243,,,2.243
E104_3_685,,3.685,
E124_3_925,3.925,,
E93_3_364,3.364,,
E136_3_765,,,3.765
E75_7_289,7.289,,
E37_0_481,0.481,,
E16_6_248,6.248,,
E84_1_442,,,1.442
E93_4_566,4.566,,
E60_0_401,,0.401,
E22_2_643,,,2.643
E103_5_687,,5.687,
E4_6_008,,,6.008
E147_1_362,,,1.362
E78_0_401,,,0.401
E18_6_328,6.328,,
E29_3_765,,,3.765
E79_6_408,6.408,,
E100_7_69,,7.69,
E67_1_041,,1.041,
E10_3_044,,,3.044
E86_0_561,0.561,,
E145_5_927,,,5.927
E0_2_964,,2.964,
E76_7_129,7.129,,
E87_6_248,6.248,,
E6_5_287,,,5.287
E74_5_207,,5.207,
E98_7_69,,,7.69
E103_0_801,,0.801,
E98_7_449,,,7.449
E125_0_24,0.24,,
E88_6_568,6.568,,
E15_0_641,,0.641,
E126_5_687,,5.687,
E73_3_044,,3.044,
E33_2_483,,2.483,
E128_7_77,,7.77,
E20_3_204,,,3.204
E26_6_408,6.408,,
E26_1_442,1.442,,
E78_2_483,,,2.483
E29_6_248,,,6.248
E76_5_847,5.847,,
E142_5_767,,,5.767
E107_6_408,,6.408,
E147_6_889,,,6.889
E42_3_284,,,3.284
E4_4_566,,,4.566
E45_6_648,,6.648,
E77_7_209,7.209,,
E15_3_685,,3.685,
E68_7_289,,,7.289
E1_2_083,,,2.083
E6_7_69,,,7.69
E78_1_442,,,1.442
E105_5_126,5.126,,
E70_0_401,0.401,,
E85_7_529,,7.529,
E76_6_728,6.728,,
E104_7_529,,7.529,
E39_1_522,,1.522,
E34_2_403,2.403,,
E89_0_24,0.24,,
E136_7_289,,,7.289
E33_5_207,,5.207,
E17_0_401,,0.401,
E9_0_08,,0.08,
E145_7_129,,,7.129
E102_3_925,,,3.925
E3_6_408,,6.408,
E95_4_566,,,4.566
E12_5_927,5.927,,
E134_0_16,0.16,,
E88_5_367,5.367,,
E147_2_804,,,2.804
E56_3_845,,,3.845
E126_3_685,,3.685,
E123_0_401,,0.401,
E92_2_804,,,2.804
E75_0_0,0.0,,
E111_3_444,3.444,,
E145_4_245,,,4.245
E12_0_561,0.561,,
E86_6_728,6.728,,
E51_4_085,,4.085,
E101_4_486,,4.486,
E49_7_049,7.049,,
E111_4_646,4.646,,
E11_2_163,,2.163,
E7_2_243,2.243,,
E107_7_209,,7.209,
E148_7_369,,7.369,
E14_3_845,,,3.845
E101_4_886,,4.886,
E94_4_085,,4.085,
E42_0_561,,,0.561
E133_6_889,,6.889,
E114_0_08,0.08,,
E44_7_369,7.369,,
E13_7_85,,,7.85
E56_4_566,,,4.566
E20_5_447,,,5.447
E35_6_168,,6.168,
E124_0_561,0.561,,
E1_6_728,,,6.728
E56_3_605,,,3.605
E49_5_687,5.687,,
E103_3_605,,3.605,
E9_5_527,,5.527,
E67_6_008,,6.008,
E114_5_767,5.767,,
E47_0_0,,,0.0
E45_0_961,,0.961,
E51_0_961,,0.961,
E94_3_845,,3.845,
E56_2_643,,,2.643
E87_5_607,5.607,,
E20_0_481,,,0.481
E31_5_607,,5.607,
E11_1_041,,1.041,
E1_7_61,,,7.61
E58_5_687,,,5.687
E98_0_0,,,0.0
E147_0_08,,,0.08
E117_2_643,,2.643,
E96_7_289,7.289,,
E67_1_522,,1.522,
E47_4_966,,,4.966
E6_4_966,,,4.966
E11_4_406,,4.406,
E1_6_488,,,6.488
E83_3_124,,,3.124
E122_1_682,,,1.682
E40_6_809,6.809,,
E142_3_044,,,3.044
E28_1_121,,1.121,
E104_1_121,,1.121,
E20_3_845,,,3.845
E18_4_486,4.486,,
E114_1_041,1.041,,
E110_7_129,,7.129,
E76_0_16,0.16,,
E80_0_0,,0.0,
E126_3_524,,3.524,
E73_4_406,,4.406,
E29_1_922,,,1.922
E16_6_648,6.648,,
E123_3_765,,3.765,
E110_4_966,,4.966,
E123_5_607,,5.607,
E136_2_243,,,2.243
E125_4_566,4.566,,
E76_4_646,4.646,,
E104_1_442,,1.442,
E134_4_566,4.566,,
E144_7_449,7.449,,
E10_3_685,,,3.685
E104_2_323,,2.323,
E79_5_207,5.207,,
E145_5_126,,,5.126
E0_1_041,,1.041,
E105_6_809,6.809,,
E15_2_723,,2.723,
E123_0_641,,0.641,
E140_2_723,,,2.723
E1_3_925,,,3.925
E123_2_563,,2.563,
E136_2_964,,,2.964
E12_2_643,2.643,,
E20_4_406,,,4.406
E62_5_927,,5.927,
E53_0_641,,0.641,
E46_4_406,,,4.406
E60_4_566,,4.566,
E45_0_881,,0.881,
E3_5_847,,5.847,
E75_0_401,0.401,,
E107_4_005,,4.005,
E68_4_806,,,4.806
E89_4_165,4.165,,
E83_7_61,,,7.61
E96_3_605,3.605,,
E4_2_403,,,2.403
E139_5_447,,,5.447
E103_5_527,,5.527,
E102_2_964,,,2.964
E20_0_801,,,0.801
E42_2_483,,,2.483
E140_7_69,,,7.69
E117_2_163,,2.163,
E73_7_209,,7.209,
E129_5_447,,,5.447
E16_2_964,2.964,,
E95_7_93,,,7.93
E100_0_561,,0.561,
E107_4_165,,4.165,
E52_5_126,,,5.126
E5_2_483,2.483,,
E39_3_204,,3.204,
E46_3_925,,,3.925
E2_7_61,7.61,,
E18_0_16,0.16,,
E63_7_449,,,7.449
E71_4_566,,4.566,
E110_1_762,,1.762,
E100_1_202,,1.202,
E42_0_32,,,0.32
E29_3_044,,,3.044
E79_7_85,7.85,,
E117_4_486,,4.486,
E18_2_483,2.483,,
E101_3_444,,3.444,
E142_4_406,,,4.406
E122_4_726,,,4.726
E2_5_447,5.447,,
E71_5_607,,5.607,
E148_5_527,,5.527,
E21_2_964,2.964,,
E79_0_32,0.32,,
E105_3_284,3.284,,
E140_1_362,,,1.362
E106_2_964,2.964,,
E83_2_723,,,2.723
E93_1_842,1.842,,
E134_6_889,6.889,,
E5_4_566,4.566,,
E105_7_61,7.61,,
E128_7_129,,7.129,
E123_2_884,,2.884,
E13_0_881,,,0.881
E35_3_364,,3.364,
E5_6_969,6.969,,
E79_2_804,2.804,,
E16_7_449,7.449,,
E12_3_524,3.524,,
E142_1_762,,,1.762
E87_5_847,5.847,,
E147_0_16,,,0.16
E89_0_961,0.961,,
E80_4_566,,4.566,
E102_7_529,,,7.529
E49_3_685,3.685,,
E111_7_449,7.449,,
E148_4_325,,4.325,
E111_2_083,2.083,,
E56_6_088,,,6.088
E39_3_364,,3.364,
E44_3_845,3.845,,
E46_2_483,,,2.483
E26_6_969,6.969,,
E140_3_925,,,3.925
E44_1_682,1.682,,
E145_4_646,,,4.646
E29_5_927,,,5.927
E106_3_444,3.444,,
E56_6_248,,,6.248
E125_5_287,5.287,,
E2_0_08,0.08,,
E144_4_806,4.806,,
E29_1_522,,,1.522
E117_5_287,,5.287,
E15_2_003,,2.003,
E105_0_721,0.721,,
E58_5_046,,,5.046
E81_1_202,1.202,,
E107_0_24,,0.24,
E66_0_481,,,0.481
E80_5_687,,5.687,
E16_4_005,4.005,,
E4_7_209,,,7.209
E145_3_444,,,3.444
E80_6_728,,6.728,
E80_5_927,,5.927,
E83_5_767,,,5.767
E124_7_049,7.049,,
E73_4_245,,4.245,
E113_4_566,,,4.566
E11_0_801,,0.801,
E143_1_202,,,1.202
E5_3_044,3.044,,
E101_4_325,,4.325,
E121_4_886,,,4.886
E56_2_003,,,2.003
E3_1_522,,1.522,
E102_5_767,,,5.767
E139_7_449,,,7.449
E35_6_889,,6.889,
E68_2_804,,,2.804
E77_6_248,6.248,,
E80_0_32,,0.32,
E105_1_762,1.762,,
E49_4_566,4.566,,
E20_3_524,,,3.524
E56_3_925,,,3.925
E12_7_61,7.61,,
E20_0_881,,,0.881
E84_6_248,,,6.248
E126_5_607,,5.607,
E76_5_767,5.767,,
E7_7_93,7.93,,
E103_4_806,,4.806,
E100_0_801,,0.801,
E65_0_401,0.401,,
E2_0_801,0.801,,
E106_0_32,0.32,,
E54_2_884,2.884,,
E0_5_847,,5.847,
E44_0_961,0.961,,
E37_5_927,5.927,,
E10_5_847,,,5.847
E111_5_607,5.607,,
E84_6_168,,,6.168
E18_2_884,2.884,,
E66_3_605,,,3.605
E96_1_442,1.442,,
E68_4_486,,,4.486
E0_2_163,,2.163,
E49_5_126,5.126,,
E130_4_886,,4.886,
E56_4_005,,,4.005
E139_1_041,,,1.041
E105_1_041,1.041,,
E111_1_282,1.282,,
E29_2_323,,,2.323
E128_5_207,,5.207,
E130_7_69,,7.69,
E31_1_602,,1.602,
E140_5_607,,,5.607
E33_1_282,,1.282,
E121_2_643,,,2.643
E130_5_527,,5.527,
E15_2_563,,2.563,
E114_7_289,7.289,,
E81_0_641,0.641,,
E11_4_886,,4.886,
E12_1_041,1.041,,
E12_6_408,6.408,,
E5_6_088,6.088,,
E136_1_762,,,1.762
E136_0_24,,,0.24
E22_5_207,,,5.207
E144_7_85,7.85,,
E73_1_762,,1.762,
E21_1_522,1.522,,
E1_3_685,,,3.685
E52_3_765,,,3.765
E122_5_607,,,5.607
E117_2_483,,2.483,
E76_0_32,0.32,,
E60_5_046,,5.046,
E76_5_687,5.687,,
E58_5_927,,,5.927
E113_2_003,,,2.003
E54_2_003,2.003,,
E99_7_449,,,7.449
E75_5_767,5.767,,
E66_7_049,,,7.049
E2_5_607,5.607,,
E63_2_003,,,2.003
E95_2_003,,,2.003
E104_5_847,,5.847,
E95_6_328,,,6.328
E130_2_884,,2.884,
E42_5_287,,,5.287
E122_2_804,,,2.804
E18_5_447,5.447,,
E3_5_607,,5.607,
E65_4_486,4.486,,
E77_5_687,5.687,,
E139_7_049,,,7.049
E121_1_041,,,1.041
E128_1_362,,1.362,
E18_2_243,2.243,,
E20_7_61,,,7.61
E128_7_449,,7.449,
E1_5_607,,,5.607
E85_5_046,,5.046,
E128_0_401,,0.401,
E47_6_889,,,6.889
E18_0_961,0.961,,
E75_6_328,6.328,,
E77_7_93,7.93,,
E47_6_969,,,6.969
E53_4_085,,4.085,
E6_5_367,,,5.367
E12_4_406,4.406,,
E54_5_927,5.927,,
E86_7_529,7.529,,
E86_3_284,3.284,,
E70_6_408,6.408,,
E99_6_248,,,6.248
E66_5_046,,,5.046
E11_0_481,,0.481,
E124_3_765,3.765,,
E147_0_561,,,0.561
E81_3_124,3.124,,
E22_3_765,,,3.765
E70_2_083,2.083,,
E53_2_723,,2.723,
E63_7_049,,,7.049
E117_7_129,,7.129,
E12_0_24,0.24,,
E100_3_444,,3.444,
E16_7_69,7.69,,
E22_2_723,,,2.723
E88_4_085,4.085,,
E58_4_646,,,4.646
E145_0_16,,,0.16
E145_7_61,,,7.61
E29_6_728,,,6.728
E88_4_726,4.726,,
E104_2_243,,2.243,
E33_1_442,,1.442,
E10_5_367,,,5.367
E107_1_922,,1.922,
E78_6_809,,,6.809
E148_3_925,,3.925,
E3_6_008,,6.008,
E12_0_721,0.721,,
E35_7_85,,7.85,
E44_6_969,6.969,,
E4_3_605,,,3.605
E113_0_721,,,0.721
E73_2_083,,2.083,
E106_4_646,4.646,,
E20_4_165,,,4.165
E123_5_767,,5.767,
E140_5_287,,,5.287
E1_0_08,,,0.08
E22_6_328,,,6.328
E35_7_289,,7.289,
E85_5_767,,5.767,
E124_0_881,0.881,,
E129_7_129,,,7.129
E14_2_403,,,2.403
E75_0_16,0.16,,
E92_4_566,,,4.566
E60_3_364,,3.364,
E140_3_204,,,3.204
E118_2_723,2.723,,
E5_1_362,1.362,,
E20_0_961,,,0.961
E66_0_401,,,0.401
E2_6_488,6.488,,
E118_2_323,2.323,,
E5_3_204,3.204,,
E1_3_204,,,3.204
E1_4_726,,,4.726
E81_7_69,7.69,,
E15_0_0,,0.0,
E51_6_809,,6.809,
E42_4_325,,,4.325
E71_1_362,,1.362,
E84_5_767,,,5.767
E17_1_202,,1.202,
E34_4_726,4.726,,
E125_5_767,5.767,,
E11_3_204,,3.204,
E89_0_801,0.801,,
E51_3_925,,3.925,
E15_0_08,,0.08,
E144_5_607,5.607,,
E60_4_005,,4.005,
E104_1_842,,1.842,
E56_0_881,,,0.881
E115_1_442,,1.442,
E74_2_884,,2.884,
E87_1_442,1.442,,
E3_7_129,,7.129,
E80_2_563,,2.563,
E83_2_643,,,2.643
E106_3_524,3.524,,
E67_3_204,,3.204,
E20_4_646,,,4.646
E80_2_403,,2.403,
E98_2_003,,,2.003
E56_3_284,,,3.284
E92_5_527,,,5.527
E66_0_561,,,0.561
E142_6_809,,,6.809
E29_5_126,,,5.126
E100_2_243,,2.243,
E17_1_762,,1.762,
E60_2_163,,2.163,
E129_6_008,,,6.008
E66_2_964,,,2.964
E81_5_046,5.046,,
E111_6_168,6.168,,
E106_7_61,7.61,,
E88_2_964,2.964,,
E52_0_08,,,0.08
E68_3_444,,,3.444
E16_0_08,0.08,,
E92_3_765,,,3.765
E114_7_209,7.209,,
E83_5_367,,,5.367
E101_6_889,,6.889,
E7_2_163,2.163,,
E16_3_925,3.925,,
E121_3_925,,,3.925
E100_6_648,,6.648,
E81_4_566,4.566,,
E15_7_61,,7.61,
E107_2_884,,2.884,
E147_5_207,,,5.207
E54_7_129,7.129,,
E100_5_126,,5.126,
E143_2_003,,,2.003
E70_3_204,3.204,,
E0_6_168,,6.168,
E83_1_362,,,1.362
E31_6_568,,6.568,
E58_0_641,,,0.641
E128_1_682,,1.682,
E2_2_964,2.964,,
E68_1_282,,,1.282
E107_0_08,,0.08,
E52_6_088,,,6.088
E126_3_284,,3.284,
E106_7_77,7.77,,
E22_2_323,,,2.323
E115_7_529,,7.529,
E107_3_925,,3.925,
E77_1_842,1.842,,
E103_0_08,,0.08,
E86_6_168,6.168,,
E83_1_922,,,1.922
E85_4_806,,4.806,
E139_0_561,,,0.561
E49_2_723,2.723,,
E52_7_69,,,7.69
E5_3_284,3.284,,
E84_1_682,,,1.682
E46_6_648,,,6.648
E148_1_121,,1.121,
E136_3_444,,,3.444
E6_2_323,,,2.323
E10_4_245,,,4.245
E45_3_204,,3.204,
E46_5_767,,,5.767
E84_6_408,,,6.408
E0_5_687,,5.687,
E111_2_643,2.643,,
E145_4_085,,,4.085
E34_6_889,6.889,,
E148_2_483,,2.483,
E47_3_284,,,3.284
E104_6_809,,6.809,
E117_3_685,,3.685,
E9_5_287,,5.287,
E125_3_685,3.685,,
E11_4_566,,4.566,
E13_3_925,,,3.925
E7_2_483,2.483,,
E62_2_483,,2.483,
E145_7_449,,,7.449
E118_0_561,0.561,,
E2_7_93,7.93,,
E67_7_93,,7.93,
E124_6_008,6.008,,
E15_4_085,,4.085,
E51_6_488,,6.488,
E89_5_607,5.607,,
E88_2_643,2.643,,
E6_4_806,,,4.806
E7_1_362,1.362,,
E76_5_046,5.046,,
E111_3_685,3.685,,
E92_5_847,,,5.847
E16_0_24,0.24,,
E49_5_447,5.447,,
E54_4_406,4.406,,
E98_4_406,,,4.406
E53_3_524,,3.524,
E81_4_005,4.005,,
E128_5_527,,5.527,
E148_0_401,,0.401,
E117_6_248,,6.248,
E105_5_767,5.767,,
E78_5_207,,,5.207
E64_0_401,0.401,,
E100_2_163,,2.163,
E105_6_969,6.969,,
E77_4_806,4.806,,
E45_1_922,,1.922,
E33_4_165,,4.165,
E145_4_806,,,4.806
E11_4_806,,4.806,
E22_6_168,,,6.168
E17_5_126,,5.126,
E47_2_083,,,2.083
E14_5_607,,,5.607
E89_0_481,0.481,,
E7_4_005,4.005,,
E21_6_328,6.328,,
E129_4_325,,,4.325
E133_2_403,,2.403,
E67_3_524,,3.524,
E46_5_046,,,5.046
E54_1_041,1.041,,
E67_0_16,,0.16,
E45_3_444,,3.444,
E85_4_005,,4.005,
E1_0_24,,,0.24
E85_0_0,,0.0,
E71_5_126,,5.126,
E144_5_447,5.447,,
E11_0_401,,0.401,
E66_6_889,,,6.889
E58_3_605,,,3.605
E121_4_245,,,4.245
E83_3_284,,,3.284
E126_1_762,,1.762,
E0_4_085,,4.085,
E96_4_966,4.966,,
E16_5_607,5.607,,
E100_5_527,,5.527,
E147_2_243,,,2.243
E68_2_083,,,2.083
E89_1_041,1.041,,
E39_1_202,,1.202,
E147_0_481,,,0.481
E34_1_682,1.682,,
E63_4_245,,,4.245
E16_6_969,6.969,,
E16_0_801,0.801,,
E3_3_685,,3.685,
E107_0_961,,0.961,
E53_4_245,,4.245,
E123_6_168,,6.168,
E106_1_442,1.442,,
E83_4_165,,,4.165
E51_0_401,,0.401,
E122_7_129,,,7.129
E12_5_607,5.607,,
E78_7_93,,,7.93
E110_2_723,,2.723,
E133_5_367,,5.367,
E11_4_165,,4.165,
E56_1_842,,,1.842
E16_4_486,4.486,,
E71_4_886,,4.886,
E68_6_408,,,6.408
E47_4_325,,,4.325
E33_2_643,,2.643,
E130_0_32,,0.32,
E31_1_762,,1.762,
E118_2_884,2.884,,
E53_2_563,,2.563,
E70_4_406,4.406,,
E139_2_003,,,2.003
E33_2_563,,2.563,
E53_3_204,,3.204,
E15_6_408,,6.408,
E129_3_845,,,3.845
E31_6_328,,6.328,
E31_1_442,,1.442,
E58_6_488,,,6.488
E113_0_881,,,0.881
E100_7_369,,7.369,
E22_7_449,,,7.449
E118_7_289,7.289,,
E54_6_488,6.488,,
E89_0_401,0.401,,
E18_7_369,7.369,,
E3_7_209,,7.209,
E54_3_605,3.605,,
E122_2_964,,,2.964
E104_1_362,,1.362,
E35_6_809,,6.809,
E64_4_005,4.005,,
E10_7_369,,,7.369
E66_4_486,,,4.486
E123_1_842,,1.842,
E14_1_362,,,1.362
E96_0_24,0.24,,
E28_1_442,,1.442,
E3_7_289,,7.289,
E103_4_486,,4.486,
E123_2_243,,2.243,
E71_2_884,,2.884,
E84_0_561,,,0.561
E123_2_723,,2.723,
E140_0_961,,,0.961
E139_3_925,,,3.925
E133_1_842,,1.842,
E143_4_486,,,4.486
E0_4_646,,4.646,
E122_3_364,,,3.364
E10_2_964,,,2.964
E2_2_243,2.243,,
E140_3_605,,,3.605
E75_6_648,6.648,,
E134_6_969,6.969,,
E13_2_083,,,2.083
E81_6_728,6.728,,
E103_6_328,,6.328,
E125_3_444,3.444,,
E78_5_847,,,5.847
E52_1_842,,,1.842
E102_4_806,,,4.806
E130_6_488,,6.488,
E66_1_762,,,1.762
E9_0_481,,0.481,
E67_2_643,,2.643,
E62_4_325,,4.325,
E11_1_682,,1.682,
E128_1_282,,1.282,
E62_7_129,,7.129,
E117_5_207,,5.207,
E40_4_646,4.646,,
E28_0_32,,0.32,
E71_0_641,,0.641,
E92_0_0,,,0.0
E122_7_77,,,7.77
E113_6_969,,,6.969
E29_3_524,,,3.524
E28_2_884,,2.884,
E88_3_124,3.124,,
E64_6_088,6.088,,
E86_4_165,4.165,,
E130_7_369,,7.369,
E81_1_682,1.682,,
E12_6_008,6.008,,
E103_2_323,,2.323,
E134_3_284,3.284,,
E10_6_809,,,6.809
E110_0_801,,0.801,
E15_5_847,,5.847,
E7_2_323,2.323,,
E22_2_163,,,2.163
E139_3_444,,,3.444
E45_1_602,,1.602,
E20_3_364,,,3.364
E81_3_524,3.524,,
E80_0_641,,0.641,
E85_5_847,,5.847,
E13_4_486,,,4.486
E134_5_207,5.207,,
E62_7_77,,7.77,
E2_0_481,0.481,,
E9_3_925,,3.925,
E142_5_527,,,5.527
E129_1_922,,,1.922
E133_1_282,,1.282,
E60_1_442,,1.442,
E98_0_481,,,0.481
E134_6_008,6.008,,
E10_6_408,,,6.408
E76_3_204,3.204,,
E95_3_765,,,3.765
E95_3_284,,,3.284
E104_2_563,,2.563,
E139_5_847,,,5.847
E5_2_563,2.563,,
E75_4_325,4.325,,
E53_4_726,,4.726,
E6_3_044,,,3.044
E56_2_563,,,2.563
E47_5_126,,,5.126
E93_5_687,5.687,,
E60_6_648,,6.648,
E88_0_08,0.08,,
E29_5_767,,,5.767
E93_5_126,5.126,,
E37_0_16,0.16,,
E101_4_165,,4.165,
E142_0_721,,,0.721
E37_6_889,6.889,,
E11_6_088,,6.088,
E70_4_566,4.566,,
E47_0_721,,,0.721
E5_4_085,4.085,,
E46_5_447,,,5.447
E118_1_282,1.282,,
E111_2_884,2.884,,
E71_5_527,,5.527,
E75_5_287,5.287,,
E143_0_32,,,0.32
E101_7_85,,7.85,
E4_3_364,,,3.364
E130_6_408,,6.408,
E6_0_801,,,0.801
E0_0_481,,0.481,
E52_3_925,,,3.925
E88_6_889,6.889,,
E78_0_08,,,0.08
E71_7_449,,7.449,
E10_4_085,,,4.085
E45_0_561,,0.561,
E95_4_646,,,4.646
E100_6_088,,6.088,
E139_4_406,,,4.406
E75_5_207,5.207,,
E103_7_61,,7.61,
E102_0_561,,,0.561
E7_0_481,0.481,,
E21_5_767,5.767,,
E85_2_884,,2.884,
E67_3_364,,3.364,
E47_6_328,,,6.328
E2_1_282,1.282,,
E85_1_041,,1.041,
E92_3_444,,,3.444
E118_7_209,7.209,,
E42_5_847,,,5.847
E11_7_209,,7.209,
E139_6_809,,,6.809
E17_6_568,,6.568,
E142_1_682,,,1.682
E96_4_165,4.165,,
E144_7_93,7.93,,
E102_5_527,,,5.527
E114_0_961,0.961,,
E118_2_243,2.243,,
E103_1_202,,1.202,
E148_7_529,,7.529,
E134_1_922,1.922,,
E16_4_406,4.406,,
E68_5_367,,,5.367
E107_3_605,,3.605,
E16_6_488,6.488,,
E0_0_401,,0.401,
E47_1_362,,,1.362
E58_0_0,,,0.0
E13_0_08,,,0.08
E128_4_566,,4.566,
E35_3_444,,3.444,
E16_1_682,1.682,,
E110_3_605,,3.605,
E45_2_003,,2.003,
E9_4_486,,4.486,
E100_6_408,,6.408,
E85_6_728,,6.728,
E134_4_325,4.325,,
E64_0_641,0.641,,
E106_2_323,2.323,,
E31_4_966,,4.966,
E105_0_08,0.08,,
E44_7_289,7.289,,
E64_3_044,3.044,,
E143_2_723,,,2.723
E39_3_685,,3.685,
E121_0_801,,,0.801
E130_1_442,,1.442,
E123_2_804,,2.804,
E29_5_527,,,5.527
E94_4_486,,4.486,
E96_6_648,6.648,,
E64_6_889,6.889,,
E122_5_767,,,5.767
E101_0_24,,0.24,
E106_2_804,2.804,,
E26_6_488,6.488,,
E106_2_003,2.003,,
E84_5_607,,,5.607
E12_0_0,0.0,,
E73_2_403,,2.403,
E2_4_486,4.486,,
E2_5_367,5.367,,
E86_1_362,1.362,,
E77_7_289,7.289,,
E115_5_927,,5.927,
E13_5_447,,,5.447
E87_3_925,3.925,,
E76_1_522,1.522,,
E110_2_964,,2.964,
E13_1_121,,,1.121
E134_0_401,0.401,,
E86_0_401,0.401,,
E92_3_524,,,3.524
E122_6_809,,,6.809
E99_7_369,,,7.369
E88_3_605,3.605,,
E11_2_483,,2.483,
E118_2_403,2.403,,
E54_6_168,6.168,,
E66_5_287,,,5.287
E3_0_16,,0.16,
E103_3_765,,3.765,
E89_4_245,4.245,,
E3_2_323,,2.323,
E86_1_602,1.602,,
E81_5_207,5.207,,
E78_7_129,,,7.129
E18_1_362,1.362,,
E121_6_568,,,6.568
E115_7_129,,7.129,
E107_1_121,,1.121,
E118_6_488,6.488,,
E18_7_85,7.85,,
E35_3_925,,3.925,
E47_6_168,,,6.168
E29_6_408,,,6.408
E33_7_129,,7.129,
E52_4_646,,,4.646
E53_0_801,,0.801,
E39_7_449,,7.449,
E106_2_083,2.083,,
E10_4_966,,,4.966
E63_5_927,,,5.927
E92_1_121,,,1.121
E7_0_561,0.561,,
E78_3_124,,,3.124
E9_1_121,,1.121,
E86_0_16,0.16,,
E16_7_93,7.93,,
E101_0_561,,0.561,
E60_2_323,,2.323,
E143_4_566,,,4.566
E52_7_369,,,7.369
E106_7_129,7.129,,
E28_7_209,,7.209,
E107_3_765,,3.765,
E86_4_245,4.245,,
E103_5_847,,5.847,
E129_2_243,,,2.243
E67_4_085,,4.085,
E14_5_046,,,5.046
E128_3_364,,3.364,
E12_6_088,6.088,,
E2_0_961,0.961,,
E3_4_646,,4.646,
E6_0_481,,,0.481
E106_0_24,0.24,,
E128_2_643,,2.643,
E143_1_682,,,1.682
E71_6_168,,6.168,
E42_4_806,,,4.806
E3_6_969,,6.969,
E52_7_77,,,7.77
E102_4_085,,,4.085
E96_2_403,2.403,,
E44_0_0,0.0,,
E81_2_964,2.964,,
E110_6_328,,6.328,
E34_1_762,1.762,,
E39_6_648,,6.648,
E104_3_524,,3.524,
