,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E88_2_104,,2.104,,,
E22_3_156,,3.156,,,
E67_2_906,2.906,,,,
E115_1_303,1.303,,,,
E70_2_856,,,,2.856,
E62_3_507,,,,,3.507
E6_4_058,4.058,,,,
E139_3_657,3.657,,,,
E29_1_002,,1.002,,,
E82_0_05,0.05,,,,
E87_4_609,4.609,,,,
E6_2_756,2.756,,,,
E90_0_501,0.501,,,,
E148_0_351,,,0.351,,
E9_2_004,,,,2.004,
E50_1_002,,1.002,,,
E91_2_204,,,,2.204,
E42_2_806,,,,2.806,
E37_2_756,2.756,,,,
E16_4_91,,,,4.91,
E125_3_758,3.758,,,,
E96_0_0,0.0,,,,
E68_0_601,,0.601,,,
E109_2_204,,,,2.204,
E35_4_058,,,,,4.058
E135_1_152,1.152,,,,
E3_1_954,,1.954,,,
E76_1_954,,,,1.954,
E143_0_902,,,,0.902,
E116_4_609,,4.609,,,
E80_1_102,,1.102,,,
E97_4_91,,,,4.91,
E2_1_653,1.653,,,,
E54_4_96,4.96,,,,
E121_3_257,,,,3.257,
E109_2_405,,,,2.405,
E96_1_653,1.653,,,,
E147_0_601,,0.601,,,
E73_3_858,,3.858,,,
E86_1_303,,1.303,,,
E42_2_756,,,,2.756,
E58_4_509,,,,4.509,
E10_2_856,2.856,,,,
E112_2_054,2.054,,,,
E118_2_405,,2.405,,,
E101_1_403,,1.403,,,
E22_4_259,,4.259,,,
E2_3_056,3.056,,,,
E113_2_856,2.856,,,,
E108_0_701,,0.701,,,
E118_4_108,,4.108,,,
E82_2_605,2.605,,,,
E68_2_154,,2.154,,,
E147_1_152,,1.152,,,
E137_3_206,,,,3.206,
E77_2_204,,,,2.204,
E88_4_409,,4.409,,,
E20_3_858,3.858,,,,
E131_0_401,,0.401,,,
E5_0_351,,,,0.351,
E4_3_357,,,,3.357,
E91_0_15,,,,0.15,
E96_2_655,2.655,,,,
E34_1_002,,,1.002,,
E84_4_359,,4.359,,,
E97_0_251,,,,0.251,
E8_3_457,,,,3.457,
E133_3_056,,3.056,,,
E120_0_401,0.401,,,,
E71_1_102,,1.102,,,
E87_1_603,1.603,,,,
E23_1_854,,,1.854,,
E100_0_301,,,,0.301,
E135_2_204,2.204,,,,
E39_2_505,,2.505,,,
E136_1_102,1.102,,,,
E125_2_906,2.906,,,,
E122_4_058,,,,4.058,
E39_1_102,,1.102,,,
E106_3_557,,,3.557,,
E131_3_357,,3.357,,,
E80_0_802,,0.802,,,
E137_1_002,,,,1.002,
E112_4_509,4.509,,,,
E82_2_756,2.756,,,,
E29_0_15,,0.15,,,
E43_1_303,,1.303,,,
E43_3_056,,3.056,,,
E42_1_653,,,,1.653,
E144_2_355,,2.355,,,
E98_0_2,,0.2,,,
E79_1_653,,1.653,,,
E112_0_451,0.451,,,,
E108_0_852,,0.852,,,
E30_0_852,,,,0.852,
E32_2_856,,,2.856,,
E144_1_202,,1.202,,,
E51_0_752,0.752,,,,
E43_0_501,,0.501,,,
E124_3_357,,,,,3.357
E23_2_806,,,2.806,,
E92_1_603,,1.603,,,
E128_2_806,,,,2.806,
E144_1_353,,1.353,,,
E31_0_401,,,,,0.401
E142_3_808,3.808,,,,
E89_0_752,,,,0.752,
E121_0_852,,,,0.852,
E146_3_808,,3.808,,,
E73_3_457,,3.457,,,
E80_2_355,,2.355,,,
E52_1_754,,,,1.754,
E77_4_76,,,,4.76,
E141_4_559,,,,4.559,
E75_0_802,,0.802,,,
E83_2_756,2.756,,,,
E18_3_758,,,,3.758,
E125_0_0,0.0,,,,
E147_3_958,,3.958,,,
E25_0_551,0.551,,,,
E66_0_551,0.551,,,,
E9_1_253,,,,1.253,
E30_4_609,,,,4.609,
E75_3_056,,3.056,,,
E21_4_91,,4.91,,,
E54_0_15,0.15,,,,
E106_1_503,,,1.503,,
E70_2_956,,,,2.956,
E39_4_008,,4.008,,,
E73_0_852,,0.852,,,
E81_2_806,2.806,,,,
E32_1_253,,,1.253,,
E97_3_156,,,,3.156,
E97_3_958,,,,3.958,
E8_4_96,,,,4.96,
E37_1_653,1.653,,,,
E129_2_655,,2.655,,,
E15_4_91,,4.91,,,
E18_0_551,,,,0.551,
E42_3_557,,,,3.557,
E149_4_108,4.108,,,,
E136_3_908,3.908,,,,
E46_0_551,0.551,,,,
E49_4_208,,,,,4.208
E45_3_006,,3.006,,,
E101_2_004,,2.004,,,
E65_1_453,1.453,,,,
E21_0_852,,0.852,,,
E98_0_05,,0.05,,,
E96_3_206,3.206,,,,
E118_0_902,,0.902,,,
E147_2_555,,2.555,,,
E71_2_906,,2.906,,,
E138_1_202,1.202,,,,
E106_2_104,,,2.104,,
E70_0_752,,,,0.752,
E127_4_509,,4.509,,,
E131_4_86,,4.86,,,
E21_4_309,,4.309,,,
E80_4_008,,4.008,,,
E1_3_056,3.056,,,,
E24_2_405,,2.405,,,
E113_3_156,3.156,,,,
E75_4_91,,4.91,,,
E9_1_854,,,,1.854,
E68_3_758,,3.758,,,
E88_2_054,,2.054,,,
E42_4_659,,,,4.659,
E16_0_501,,,,0.501,
E39_0_0,,0.0,,,
E46_1_353,1.353,,,,
E126_2_004,,,,2.004,
E130_3_407,3.407,,,,
E0_3_758,,,,3.758,
E78_1_503,,,,1.503,
E6_2_806,2.806,,,,
E72_3_156,3.156,,,,
E13_2_455,,2.455,,,
E90_0_15,0.15,,,,
E135_0_651,0.651,,,,
E121_1_503,,,,1.503,
E127_1_303,,1.303,,,
E55_2_355,,,,2.355,
E97_1_253,,,,1.253,
E41_2_705,,2.705,,,
E88_3_557,,3.557,,,
E117_1_152,1.152,,,,
E19_3_257,3.257,,,,
E64_0_15,,,,0.15,
E22_3_557,,3.557,,,
E10_0_351,0.351,,,,
E0_2_605,,,,2.605,
E121_2_956,,,,2.956,
E136_3_557,3.557,,,,
E130_4_058,4.058,,,,
E143_0_551,,,,0.551,
E33_2_355,,,,2.355,
E48_1_703,,1.703,,,
E138_0_301,0.301,,,,
E140_4_259,4.259,,,,
E12_0_301,,,,0.301,
E9_0_802,,,,0.802,
E132_4_058,,,,4.058,
E38_4_509,,,,,4.509
E3_4_158,,4.158,,,
E96_3_257,3.257,,,,
E57_0_15,,0.15,,,
E34_3_707,,,3.707,,
E25_1_904,1.904,,,,
E117_4_76,4.76,,,,
E143_3_106,,,,3.106,
E76_0_802,,,,0.802,
E127_2_255,,2.255,,,
E80_3_106,,3.106,,,
E145_1_503,,1.503,,,
E53_4_108,,4.108,,,
E83_3_557,3.557,,,,
E36_3_657,3.657,,,,
E99_4_359,,4.359,,,
E10_4_359,4.359,,,,
E73_0_551,,0.551,,,
E130_3_758,3.758,,,,
E77_1_904,,,,1.904,
E98_0_651,,0.651,,,
E43_2_555,,2.555,,,
E143_3_657,,,,3.657,
E53_3_858,,3.858,,,
E70_1_804,,,,1.804,
E102_0_05,,,,0.05,
E71_1_653,,1.653,,,
E9_4_259,,,,4.259,
E3_3_557,,3.557,,,
E95_2_204,,,,2.204,
E110_3_808,,3.808,,,
E45_4_509,,4.509,,,
E133_3_858,,3.858,,,
E100_0_952,,,,0.952,
E149_0_651,0.651,,,,
E126_2_405,,,,2.405,
E7_1_102,1.102,,,,
E127_1_453,,1.453,,,
E18_1_353,,,,1.353,
E125_3_407,3.407,,,,
E144_2_204,,2.204,,,
E113_0_301,0.301,,,,
E146_2_355,,2.355,,,
E9_2_605,,,,2.605,
E35_0_601,,,,,0.601
E67_2_154,2.154,,,,
E127_4_208,,4.208,,,
E2_2_305,2.305,,,,
E62_4_459,,,,,4.459
E50_3_607,,3.607,,,
E4_0_301,,,,0.301,
E61_1_904,,,,1.904,
E36_3_257,3.257,,,,
E44_0_0,,,0.0,,
E92_0_05,,0.05,,,
E118_1_002,,1.002,,,
E29_1_603,,1.603,,,
E99_4_409,,4.409,,,
E72_2_655,2.655,,,,
E68_3_206,,3.206,,,
E27_3_858,3.858,,,,
E123_4_359,4.359,,,,
E116_4_359,,4.359,,,
E11_0_15,,,,0.15,
E15_3_607,,3.607,,,
E127_2_355,,2.355,,,
E93_2_305,,,,2.305,
E95_1_102,,,,1.102,
E93_1_052,,,,1.052,
E88_3_357,,3.357,,,
E42_2_154,,,,2.154,
E88_3_156,,3.156,,,
E47_1_303,,1.303,,,
E74_4_659,,,,4.659,
E83_1_202,1.202,,,,
E46_2_555,2.555,,,,
E21_3_006,,3.006,,,
E125_0_701,0.701,,,,
E87_2_255,2.255,,,,
E39_0_2,,0.2,,,
E145_3_357,,3.357,,,
E64_0_852,,,,0.852,
E46_0_05,0.05,,,,
E37_2_705,2.705,,,,
E110_4_91,,4.91,,,
E84_2_455,,2.455,,,
E94_4_609,,4.609,,,
E15_3_707,,3.707,,,
E106_1_102,,,1.102,,
E44_0_2,,,0.2,,
E47_4_459,,4.459,,,
E63_1_603,1.603,,,,
E17_2_355,,2.355,,,
E59_4_459,,,,4.459,
E137_1_102,,,,1.102,
E40_4_559,,4.559,,,
E132_1_553,,,,1.553,
E114_0_351,,0.351,,,
E141_1_804,,,,1.804,
E38_0_451,,,,,0.451
E57_0_852,,0.852,,,
E2_3_507,3.507,,,,
E127_3_657,,3.657,,,
E65_1_703,1.703,,,,
E13_0_601,,0.601,,,
E106_3_056,,,3.056,,
E15_4_108,,4.108,,,
E77_4_559,,,,4.559,
E143_4_659,,,,4.659,
E43_3_507,,3.507,,,
E45_2_154,,2.154,,,
E39_2_405,,2.405,,,
E106_3_106,,,3.106,,
E2_4_96,4.96,,,,
E93_4_359,,,,4.359,
E104_0_752,,,,0.752,
E32_1_653,,,1.653,,
E52_1_403,,,,1.403,
E29_2_054,,2.054,,,
E11_1_503,,,,1.503,
E27_0_401,0.401,,,,
E96_4_309,4.309,,,,
E97_0_852,,,,0.852,
E107_2_154,,,,,2.154
E89_0_952,,,,0.952,
E143_0_701,,,,0.701,
E32_1_503,,,1.503,,
E135_4_86,4.86,,,,
E36_1_804,1.804,,,,
E71_4_359,,4.359,,,
E144_1_703,,1.703,,,
E112_0_0,0.0,,,,
E90_3_808,3.808,,,,
E65_2_455,2.455,,,,
E95_4_259,,,,4.259,
E13_0_2,,0.2,,,
E132_4_709,,,,4.709,
E19_1_503,1.503,,,,
E47_0_952,,0.952,,,
E10_1_353,1.353,,,,
E60_3_858,,,,3.858,
E116_4_058,,4.058,,,
E117_1_854,1.854,,,,
E132_0_651,,,,0.651,
E133_4_509,,4.509,,,
E57_0_451,,0.451,,,
E15_2_355,,2.355,,,
E6_2_255,2.255,,,,
E47_0_501,,0.501,,,
E69_1_553,,,,1.553,
E47_1_603,,1.603,,,
E117_2_856,2.856,,,,
E48_3_958,,3.958,,,
E56_2_305,2.305,,,,
E47_2_154,,2.154,,,
E28_4_709,,,,4.709,
E61_2_705,,,,2.705,
E146_4_058,,4.058,,,
E52_1_152,,,,1.152,
E45_2_004,,2.004,,,
E110_2_555,,2.555,,,
E69_4_559,,,,4.559,
E57_2_405,,2.405,,,
E123_1_854,1.854,,,,
E133_2_956,,2.956,,,
E26_2_305,,,,2.305,
E145_1_202,,1.202,,,
E132_1_303,,,,1.303,
E27_0_1,0.1,,,,
E145_0_351,,0.351,,,
E103_1_002,,1.002,,,
E144_3_908,,3.908,,,
E77_4_81,,,,4.81,
E85_0_05,,0.05,,,
E75_3_457,,3.457,,,
E30_4_409,,,,4.409,
E86_2_355,,2.355,,,
E46_0_902,0.902,,,,
E93_2_405,,,,2.405,
E49_1_102,,,,,1.102
E76_4_058,,,,4.058,
E35_1_854,,,,,1.854
E86_2_956,,2.956,,,
E148_3_507,,,3.507,,
E139_3_106,3.106,,,,
E97_0_1,,,,0.1,
E8_2_255,,,,2.255,
E21_0_902,,0.902,,,
E143_4_91,,,,4.91,
E15_0_15,,0.15,,,
E67_3_106,3.106,,,,
E32_1_804,,,1.804,,
E113_1_653,1.653,,,,
E71_0_401,,0.401,,,
E39_2_004,,2.004,,,
E111_4_96,,,4.96,,
E125_1_904,1.904,,,,
E92_2_605,,2.605,,,
E149_2_154,2.154,,,,
E40_1_703,,1.703,,,
E39_3_357,,3.357,,,
E76_1_603,,,,1.603,
E109_4_659,,,,4.659,
E23_1_754,,,1.754,,
E69_4_058,,,,4.058,
E9_1_954,,,,1.954,
E24_2_705,,2.705,,,
E108_2_956,,2.956,,,
E6_1_854,1.854,,,,
E41_2_154,,2.154,,,
E143_3_156,,,,3.156,
E118_1_553,,1.553,,,
E100_1_503,,,,1.503,
E8_2_305,,,,2.305,
E61_1_052,,,,1.052,
E17_1_002,,1.002,,,
E95_2_104,,,,2.104,
E4_4_609,,,,4.609,
E39_1_453,,1.453,,,
E139_3_006,3.006,,,,
E120_4_659,4.659,,,,
E85_3_457,,3.457,,,
E86_2_004,,2.004,,,
E49_2_806,,,,,2.806
E26_4_709,,,,4.709,
E118_0_601,,0.601,,,
E39_1_603,,1.603,,,
E143_3_758,,,,3.758,
E100_0_551,,,,0.551,
E60_0_401,,,,0.401,
E98_3_106,,3.106,,,
E86_3_607,,3.607,,,
E86_1_553,,1.553,,,
E96_3_006,3.006,,,,
E147_2_004,,2.004,,,
E147_1_353,,1.353,,,
E11_3_357,,,,3.357,
E103_0_601,,0.601,,,
E44_3_106,,,3.106,,
E8_0_05,,,,0.05,
E23_1_303,,,1.303,,
E125_4_259,4.259,,,,
E37_3_206,3.206,,,,
E62_1_703,,,,,1.703
E83_2_605,2.605,,,,
E121_1_954,,,,1.954,
E34_4_709,,,4.709,,
E116_1_653,,1.653,,,
E7_0_1,0.1,,,,
E33_0_0,,,,0.0,
E107_3_758,,,,,3.758
E135_0_15,0.15,,,,
E21_2_104,,2.104,,,
E144_3_657,,3.657,,,
E25_1_754,1.754,,,,
E10_3_557,3.557,,,,
E5_1_754,,,,1.754,
E37_2_906,2.906,,,,
E85_2_655,,2.655,,,
E68_1_052,,1.052,,,
E101_1_653,,1.653,,,
E77_1_553,,,,1.553,
E125_4_659,4.659,,,,
E2_0_601,0.601,,,,
E132_2_004,,,,2.004,
E83_2_405,2.405,,,,
E55_0_05,,,,0.05,
E120_3_908,3.908,,,,
E57_2_906,,2.906,,,
E131_3_156,,3.156,,,
E34_0_501,,,0.501,,
E23_4_058,,,4.058,,
E50_4_81,,4.81,,,
E13_0_752,,0.752,,,
E56_0_952,0.952,,,,
E105_1_703,,,,1.703,
E127_4_659,,4.659,,,
E47_4_559,,4.559,,,
E140_3_006,3.006,,,,
E89_4_609,,,,4.609,
E28_4_309,,,,4.309,
E142_0_401,0.401,,,,
E82_3_657,3.657,,,,
E70_3_357,,,,3.357,
E6_3_808,3.808,,,,
E20_2_655,2.655,,,,
E99_2_305,,2.305,,,
E31_1_653,,,,,1.653
E127_1_152,,1.152,,,
E59_3_607,,,,3.607,
E57_4_76,,4.76,,,
E69_0_05,,,,0.05,
E143_3_457,,,,3.457,
E3_0_802,,0.802,,,
E58_4_359,,,,4.359,
E13_4_81,,4.81,,,
E149_2_204,2.204,,,,
E32_2_455,,,2.455,,
E35_4_96,,,,,4.96
E41_3_206,,3.206,,,
E49_3_908,,,,,3.908
E51_2_004,2.004,,,,
E23_3_808,,,3.808,,
E51_3_457,3.457,,,,
E72_0_451,0.451,,,,
E144_0_0,,0.0,,,
E62_4_76,,,,,4.76
E113_4_96,4.96,,,,
E141_3_407,,,,3.407,
E32_0_05,,,0.05,,
E50_4_76,,4.76,,,
E23_1_403,,,1.403,,
E123_0_601,0.601,,,,
E32_2_054,,,2.054,,
E60_1_653,,,,1.653,
E58_1_703,,,,1.703,
E17_4_559,,4.559,,,
E142_0_752,0.752,,,,
E36_4_208,4.208,,,,
E52_0_601,,,,0.601,
E61_3_457,,,,3.457,
E82_1_353,1.353,,,,
E80_0_1,,0.1,,,
E140_1_353,1.353,,,,
E71_1_904,,1.904,,,
E86_2_856,,2.856,,,
E116_1_553,,1.553,,,
E7_3_357,3.357,,,,
E26_3_808,,,,3.808,
E4_3_006,,,,3.006,
E44_3_006,,,3.006,,
E137_4_158,,,,4.158,
E63_3_056,3.056,,,,
E6_2_455,2.455,,,,
E43_4_559,,4.559,,,
E63_2_054,2.054,,,,
E122_3_056,,,,3.056,
E127_0_1,,0.1,,,
