Gene1,Gene2
AES,EPAS1
AES,EPHB1
AES,ERV3
AES,EVX1
AES,FABP7
AES,FAM101B
AES,FAM169B
AES,FAM183B
AES,FAM189A2
AES,FAM65B
AES,FAM89A
AES,FAR2
AES,FBXW16
AES,FGF20
AES,FOXD4
AES,FRMD4A
AES,G930045G22RIK
AES,GABRA1
AES,GABRA2
AES,GABRP
AES,GABRR1
AES,GABRR3
AES,GAST
AES,GATA6
AES,GBP6
AES,GCNT3
AES,GJD2
AES,GLRA2
AES,GM10488
AES,GM12866
AES,GM13344
AES,GM1338
AES,GM1419
AES,GM14492
AES,GM16489
AES,GM239
AES,GM257
AES,GM459
AES,GM4840
AES,GM5258
AES,GM5301
AES,GM5577
AES,GM5872
AES,GM5919
AES,GM609
AES,GM6894
AES,GM7898
AES,GM8978
AES,GM904
AES,GM9338
AES,GM94
AES,GPR171
AES,GPR27
AES,GPRIN1
AES,GPX2-PS1
AES,GUCY1B3
AES,GZMN
AES,HAPLN1
AES,HAUS6
AES,HBB-BH1
AES,HEATR7B2
AES,HGD
AES,HIGD1B
AES,HIST1H1B
AES,HIST2H2AA2
AES,HIST2H3B
AES,HMCN1
AES,HOXA3
AES,HOXA9
AES,HOXB5
AES,HOXB8
AES,HSPB3
AES,IDO2
AES,IFNG
AES,IGFBP1
AES,IGFBP5
AES,IGK-C
AES,IKZF2
AES,IL20RA
AES,IL7R
AES,IRX3
AES,IRX5
AES,ISM1
AES,ITIH5L
AES,JAZF1
AES,KANK4
AES,KCNG3
AES,KCNH5
AES,KCNMB2
AES,KCNQ1OT1
AES,KCNT1
AES,KCTD11
AES,KCTD18
AES,KCTD19
AES,KHDC1C
AES,KLB
AES,KLK13
AES,KRT16
AES,KRT17
AES,KRTAP6-1
AES,LCP2
AES,LIMK1
AES,LINGO4
AES,LMBRD2
AES,LOC100040223
AES,LOC14210
AES,LOC382131
AES,LOC56304
AES,LOC639968
AES,LOC665276
AES,LOC665918
AES,LRRC15
AES,LRRC31
AES,LRRC48
AES,LRRC67
AES,LRRIQ1
AES,LRRN1
AES,LSAMP
AES,LSM14B
AES,LTB
AES,MACROD2
AES,MALL
AES,MAP3K8
AES,MATN2
AES,MBNL3
AES,MCC
AES,MDFI
AES,MEGF11
AES,MEIS2
AES,MMD
AES,MMP16
AES,MOXD2
AES,MPST
AES,MT4
AES,MTMR11
AES,MTNR1B
AES,MUC19
AES,MYBL2
AES,MYL10
AES,MYO3A
AES,MYOCD
AES,MYOZ1
AES,NAP1L5
AES,NBEAL1
AES,NCF2
AES,NEBL
AES,NEUROG2
AES,NFE2
AES,NKX2-2
AES,NKX6-3
AES,NPM3
AES,NPPA
AES,NPPB
AES,NR2F1
AES,NXPH1
AES,OAS2
AES,OCM
AES,OLFR120
AES,OLFR1208
AES,OLFR1271
AES,OLFR1333
AES,OLFR161
AES,OLFR18
AES,OLFR304
AES,OLFR315
AES,OLFR351
AES,OLFR449
AES,OLFR482
AES,OLFR503
AES,OLFR53
AES,OLFR58
AES,OLFR661
AES,OLFR954
AES,OLFR967
AES,OLFR983
AES,OLIG3
AES,OTOR
AES,OTX2OS1
AES,PAX2
AES,PAX3
AES,PBX1
AES,PCDH15
AES,PCDH8
AES,PCK1
AES,PDGFC
AES,PDZD3
AES,PHACTR3
AES,PIGT
AES,PIWIL1
AES,PKD2L2
AES,PKLR
AES,PLA2G12B
AES,PLA2G3
AES,PLAC1
AES,PLB1
AES,PLCD4
AES,PLEKHN1
AES,POU4F2
AES,POU5F1
AES,PRAMEL4
AES,PRKCQ
AES,PRL2C3
AES,PRL8A2
AES,PRPF19
AES,PRR7
AES,PRSS46
AES,PRTN3
AES,PSAP
AES,PTAFR
AES,PTPN20
AES,PTPN5
AES,PTPRZ1
AES,PVALB
AES,PYCARD
AES,RAB5C
AES,RAD51AP2
AES,RALY
AES,RASD1
AES,RAX
AES,RBM41
AES,RBM46
AES,RFX6
AES,RIAN
AES,RIT2
AES,RNF151
AES,RNF180
AES,RNF212
AES,ROR1
AES,RUSC2
AES,SCN2B
AES,SCN9A
AES,SEMA7A
AES,SERPINA5
AES,SFXN5
AES,SGCG
AES,SH3RF2
AES,SIX3
AES,SLC16A5
AES,SLC1A1
AES,SLC25A18
AES,SLC25A21
AES,SLC28A3
AES,SLC6A4
AES,SLC6A7
AES,SLCO6B1
AES,SLITRK4
AES,SOCS4
AES,SOX17
AES,SOX30
AES,SPACA3
AES,SPACA4
AES,SPHKAP
AES,SPOCK3
AES,SPRR4
AES,SRGN
AES,SRRM4
AES,SSTY1
AES,SSTY2
AES,SSXB2
AES,ST6GALNAC5
AES,STK32C
AES,STMN4
AES,SULT1B1
AES,SYNPO2L
AES,SYT6
AES,TAAR2
AES,TAAR8B
AES,TAS2R110
AES,TATDN2
AES,TBC1D21
AES,TBX18
AES,TCFAP2D
AES,TCFEC
AES,TDPOZ4
AES,TDRD6
AES,THEMIS
AES,TLE3
AES,TLX1
AES,TM6SF1
AES,TMEM116
AES,TMPRSS11BNL
AES,TNFRSF8
AES,TNRC4
AES,TRIM68
AES,TRPC1
AES,TRPT1
AES,UGT1A5
AES,USH1C
AES,USP17L5
AES,USP9Y
AES,V1RB10
AES,V1RC15
AES,V1RE12
AES,V1RH18
AES,V1RH9
AES,VMN2R30
AES,VMN2R43
AES,VMN2R89
AES,VSX2
AES,VWDE
AES,WFDC6A
AES,WNT16
AES,WNT7A
AES,ZFP109
AES,ZFP318
AES,ZFP353
AES,ZFP520-PS
AES,ZFP608
AES,ZFP711
AES,ZFY2
AES,ZMAT1
AES,ZYG11A
ASCL1,0610009L18RIK
ASCL1,1110002L01RIK
ASCL1,1110007C09RIK
ASCL1,1110017F19RIK
ASCL1,1110021L09RIK
ASCL1,1110036O03RIK
ASCL1,1190002H23RIK
ASCL1,1190003J15RIK
ASCL1,1190005I06RIK
ASCL1,1200009I06RIK
ASCL1,1200009O22RIK
ASCL1,1300002K09RIK
ASCL1,1300003B13RIK
ASCL1,1300014I06RIK
ASCL1,1600014C10RIK
ASCL1,1600014C23RIK
ASCL1,1600029D21RIK
ASCL1,1700001C19RIK
ASCL1,1700001L05RIK
ASCL1,1700001P01RIK
ASCL1,1700003F12RIK
ASCL1,1700003G18RIK
ASCL1,1700007G11RIK
ASCL1,1700007K13RIK
ASCL1,1700008H02RIK
ASCL1,1700008I05RIK
ASCL1,1700010N08RIK
ASCL1,1700011H14RIK
ASCL1,1700011M02RIK
ASCL1,1700013B16RIK
ASCL1,1700013F07RIK
ASCL1,1700013H16RIK
ASCL1,1700015G11RIK
ASCL1,1700016A09RIK
ASCL1,1700016D02RIK
ASCL1,1700016M24RIK
ASCL1,1700018G05RIK
ASCL1,1700019E19RIK
ASCL1,1700019N12RIK
ASCL1,1700020N01RIK
ASCL1,1700022C21RIK
ASCL1,1700022F17RIK
ASCL1,1700023D19RIK
ASCL1,1700024B18RIK
ASCL1,1700024F20RIK
ASCL1,1700024G13RIK
ASCL1,1700024P16RIK
ASCL1,1700025E21RIK
ASCL1,1700026D08RIK
ASCL1,1700026J14RIK
ASCL1,1700027A23RIK
ASCL1,1700027J07RIK
ASCL1,1700027L20RIK
ASCL1,1700028I16RIK
ASCL1,1700029F12RIK
ASCL1,1700029I01RIK
ASCL1,1700029I15RIK
ASCL1,1700029P11RIK
ASCL1,1700030C10RIK
ASCL1,1700030J22RIK
ASCL1,1700042O10RIK
ASCL1,1700045I19RIK
ASCL1,1700048O20RIK
ASCL1,1700049E22RIK
ASCL1,1700063H04RIK
ASCL1,1700071A11RIK
ASCL1,1700072H12RIK
ASCL1,1700100L14RIK
ASCL1,1700109G15RIK
ASCL1,1700113A16RIK
ASCL1,1700113I22RIK
ASCL1,1700126G02RIK
ASCL1,1810024B03RIK
ASCL1,1810041L15RIK
ASCL1,1810062G17RIK
ASCL1,1810062O18RIK
ASCL1,2010002M12RIK
ASCL1,2010012P19RIK
ASCL1,2010106G01RIK
ASCL1,2010110P09RIK
ASCL1,2010111I01RIK
ASCL1,2200001I15RIK
ASCL1,2200001K16RIK
ASCL1,2200002D01RIK
ASCL1,2200002J24RIK
ASCL1,2200002K05RIK
ASCL1,2210011C24RIK
ASCL1,2210016H18RIK
ASCL1,2210020M01RIK
ASCL1,2210404O07RIK
ASCL1,2210406O10RIK
ASCL1,2210409E12RIK
ASCL1,2210415I11RIK
ASCL1,2210416O15RIK
ASCL1,2210418O10RIK
ASCL1,2310002J15RIK
ASCL1,2310007B03RIK
ASCL1,2310030A07RIK
ASCL1,2310030G06RIK
ASCL1,2310031A07RIK
ASCL1,2310034G01RIK
ASCL1,2310042E22RIK
ASCL1,2310043J07RIK
ASCL1,2310043M15RIK
ASCL1,2310065F04RIK
ASCL1,2310067E19RIK
ASCL1,2410004A20RIK
ASCL1,2410076I21RIK
ASCL1,2410080I02RIK
ASCL1,2410114N07RIK
ASCL1,2410124H12RIK
ASCL1,2410137M14RIK
ASCL1,2410141K09RIK
ASCL1,2410152P15RIK
ASCL1,2500002B13RIK
ASCL1,2510003D18RIK
ASCL1,2510009E07RIK
ASCL1,2510049J12RIK
ASCL1,2610008E11RIK
ASCL1,2610017I09RIK
ASCL1,2610021K21RIK
ASCL1,2610028E06RIK
ASCL1,2610034B18RIK
ASCL1,2610034M16RIK
ASCL1,2610100L16RIK
ASCL1,2610300M13RIK
ASCL1,2810011L19RIK
ASCL1,2810046L04RIK
ASCL1,2810403G07RIK
ASCL1,2810417H13RIK
ASCL1,2810474C18RIK
ASCL1,3110009F21RIK
ASCL1,3110079O15RIK
ASCL1,3830417A13RIK
ASCL1,4631416L12RIK
ASCL1,4632428N05RIK
ASCL1,4732457N14
ASCL1,4831440E17RIK
ASCL1,4833413E03RIK
ASCL1,4833418N02RIK
ASCL1,4833424O15RIK
ASCL1,4833445I07RIK
ASCL1,4921517L17RIK
ASCL1,4921533I20RIK
ASCL1,4921536K21RIK
ASCL1,4930402H24RIK
ASCL1,4930405J17RIK
ASCL1,4930405N21RIK
ASCL1,4930412L05RIK
ASCL1,4930412M03RIK
ASCL1,4930415O20RIK
ASCL1,4930421P05RIK
ASCL1,4930423K06RIK
ASCL1,4930426D05RIK
ASCL1,4930428D18RIK
ASCL1,4930429B21RIK
ASCL1,4930430J02RIK
ASCL1,4930432E11RIK
ASCL1,4930432K21RIK
ASCL1,4930432N10RIK
ASCL1,4930434E21RIK
ASCL1,4930448I18RIK
ASCL1,4930448N21RIK
ASCL1,4930449E01RIK
ASCL1,4930452G13RIK
ASCL1,4930453H23RIK
ASCL1,4930455B14RIK
ASCL1,4930471E15RIK
ASCL1,4930486L24RIK
ASCL1,4930502E18RIK
ASCL1,4930509E16RIK
ASCL1,4930515G01RIK
ASCL1,4930515G13RIK
ASCL1,4930519F16RIK
ASCL1,4930523C07RIK
ASCL1,4930525M21RIK
ASCL1,4930528F23RIK
ASCL1,4930532I03RIK
ASCL1,4930539E08RIK
ASCL1,4930539N22RIK
ASCL1,4930542N07RIK
ASCL1,4930546K05RIK
ASCL1,4930547E08RIK
ASCL1,4930550C14RIK
ASCL1,4930555I21RIK
ASCL1,4930558C23RIK
ASCL1,4930565O14
ASCL1,4930583H14RIK
ASCL1,4930588N13RIK
ASCL1,4930599N23RIK
ASCL1,4931406H21RIK
ASCL1,4931407G18RIK
ASCL1,4931417G12RIK
ASCL1,4931423N10RIK
ASCL1,4931432E15RIK
ASCL1,4932412D23RIK
ASCL1,4932416J16RIK
ASCL1,4932425I24RIK
ASCL1,4933404M02RIK
ASCL1,4933405D12RIK
ASCL1,4933405E24RIK
ASCL1,4933408N05RIK
ASCL1,4933412E12RIK
ASCL1,4933431E20RIK
ASCL1,4933432G23RIK
ASCL1,5031425E22RIK
ASCL1,5033404E19RIK
ASCL1,5033426E14RIK
ASCL1,5133401N09RIK
ASCL1,5330413P13RIK
ASCL1,5330417C22RIK
ASCL1,5330437I02RIK
ASCL1,5430402P08RIK
ASCL1,5430421B17
ASCL1,5530400B01RIK
ASCL1,5730409E04RIK
ASCL1,5730410E15RIK
ASCL1,5730416O20RIK
ASCL1,5730457N03RIK
ASCL1,5730469M10RIK
ASCL1,5730510P18RIK
ASCL1,5830411K21RIK
ASCL1,5830416P10RIK
ASCL1,6030405A18RIK
ASCL1,6030443J06RIK
ASCL1,6030445D17RIK
ASCL1,6230427J02RIK
ASCL1,6330403K07RIK
ASCL1,6330403M23RIK
ASCL1,6330407J23RIK
ASCL1,6330439K17RIK
ASCL1,6330444E15RIK
ASCL1,6330509M05RIK
ASCL1,6430527G18RIK
ASCL1,6430531B16RIK
ASCL1,6430548M08RIK
ASCL1,6430573F11RIK
ASCL1,6720457D02RIK
ASCL1,6720467L15RIK
ASCL1,6720468P15RIK
ASCL1,8430410A17RIK
ASCL1,8430423G03RIK
ASCL1,8430430B14RIK
ASCL1,9030201C23RIK
ASCL1,9030208C03RIK
ASCL1,9030425E11RIK
ASCL1,9030617O03RIK
ASCL1,9130017N09RIK
ASCL1,9230105E10RIK
ASCL1,9230110C19RIK
ASCL1,9230110I02RIK
ASCL1,9330133O14RIK
ASCL1,9330159F19RIK
ASCL1,9330182L06RIK
ASCL1,9430020K01RIK
ASCL1,9430021M05RIK
ASCL1,9430069I07RIK
ASCL1,9430076G02RIK
ASCL1,9430085M18RIK
ASCL1,9530082P21RIK
ASCL1,9530091C08RIK
ASCL1,9930014A18RIK
ASCL1,9930023K05RIK
ASCL1,A130078K24RIK
ASCL1,A230083N12RIK
ASCL1,A230084N10
ASCL1,A2M
ASCL1,A330021E22RIK
ASCL1,A330048O09RIK
ASCL1,A330094K24RIK
ASCL1,A430010J10RIK
ASCL1,A430075N02
ASCL1,A430107P09RIK
ASCL1,A530032D15RIK
ASCL1,A530088H08RIK
ASCL1,A630089N07RIK
ASCL1,A730060N03RIK
ASCL1,A730089K16RIK
ASCL1,A830018L16RIK
ASCL1,A830049F12RIK
ASCL1,A830052D11RIK
ASCL1,A830082K12RIK
ASCL1,A830092I05RIK
ASCL1,A930001N09RIK
ASCL1,A930007A09RIK
ASCL1,A930007I19RIK
ASCL1,A930009E05RIK
ASCL1,A930012O16RIK
ASCL1,A930024E05RIK
ASCL1,AA987161
ASCL1,AADAT
ASCL1,AASS
ASCL1,AB010352
ASCL1,AB041803
ASCL1,ABAT
ASCL1,ABCA1
ASCL1,ABCA13
ASCL1,ABCA4
ASCL1,ABCB1A
ASCL1,ABCB5
ASCL1,ABCC12
ASCL1,ABCC4
ASCL1,ABCC8
ASCL1,ABCD2
ASCL1,ABCG1
ASCL1,ABCG4
ASCL1,ABCG5
ASCL1,ABHD14B
ASCL1,ABHD15
ASCL1,ABHD3
ASCL1,ABI3
ASCL1,ABL2
ASCL1,ACAA2
ASCL1,ACCSL
ASCL1,ACP6
ASCL1,ACPL2
ASCL1,ACPP
ASCL1,ACSBG2
ASCL1,ACSL3
ASCL1,ACSL5
ASCL1,ACSS1
ASCL1,ACTA1
ASCL1,ACTA2
ASCL1,ACTG2
ASCL1,ACTL7B
ASCL1,ADAM22
ASCL1,ADAM23
ASCL1,ADAM4
ASCL1,ADAMTS12
ASCL1,ADAMTS16
ASCL1,ADAMTS17
ASCL1,ADAMTS2
ASCL1,ADAMTS5
ASCL1,ADAMTS7
ASCL1,ADAMTSL1
ASCL1,ADAMTSL5
ASCL1,ADAP1
ASCL1,ADCY10
ASCL1,ADH6A
ASCL1,ADHFE1
ASCL1,ADIPOQ
ASCL1,ADM2
ASCL1,ADORA1
ASCL1,ADRA2B
ASCL1,ADRBK2
ASCL1,ADSSL1
ASCL1,AEBP2
ASCL1,AF529169
ASCL1,AFAP1
ASCL1,AFAP1L2
ASCL1,AGGF1
ASCL1,AGPAT9
ASCL1,AHR
ASCL1,AHRR
ASCL1,AI317395
ASCL1,AI413194
ASCL1,AIFM3
ASCL1,AIRE
ASCL1,AIRN
ASCL1,AK7
ASCL1,AKAP14
ASCL1,AKAP2
ASCL1,AKAP5
ASCL1,AKAP6
ASCL1,AKR1B8
ASCL1,AKR1C13
ASCL1,AKR1C18
ASCL1,AKR1C21
ASCL1,AKR1C6
ASCL1,ALCAM
ASCL1,ALDH1A7
ASCL1,ALOX12E
ASCL1,ALOX15
ASCL1,ALPK1
ASCL1,ALPPL2
ASCL1,ALS2CR12
ASCL1,AMFR
ASCL1,AMIGO2
ASCL1,AMOT
ASCL1,AMPD3
ASCL1,AMY2B
ASCL1,ANG
ASCL1,ANG2
ASCL1,ANGPT1
ASCL1,ANK3
ASCL1,ANKK1
ASCL1,ANKRD1
ASCL1,ANKRD2
ASCL1,ANKRD33B
ASCL1,ANKRD34A
ASCL1,ANKRD50
ASCL1,ANKS1B
ASCL1,ANKS6
ASCL1,ANO2
ASCL1,ANO5
ASCL1,ANPEP
ASCL1,ANTXR1
ASCL1,ANTXR2
ASCL1,ANUBL1
ASCL1,ANXA1
ASCL1,ANXA10
ASCL1,ANXA11
ASCL1,ANXA4
ASCL1,ANXA5
ASCL1,AOAH
ASCL1,AP1S2
ASCL1,AP3B2
ASCL1,APBA3
ASCL1,APBB1
ASCL1,APH1B
ASCL1,APLN
ASCL1,APLP1
ASCL1,APOBEC2
ASCL1,APOD
ASCL1,APOL6
ASCL1,APOL8
ASCL1,APOM
ASCL1,APP
ASCL1,AQP3
ASCL1,AQP9
ASCL1,ARC
ASCL1,AREG
ASCL1,ARHGAP18
ASCL1,ARHGAP24
ASCL1,ARHGAP29
ASCL1,ARHGAP6
ASCL1,ARHGEF16
ASCL1,ARHGEF6
ASCL1,ARID3A
ASCL1,ARID5B
ASCL1,ARL4A
ASCL1,ARL4C
ASCL1,ARMC2
ASCL1,ARMCX3
ASCL1,ARMCX6
ASCL1,ARPP21
ASCL1,ARRB1
ASCL1,ARSB
ASCL1,ARSI
ASCL1,ARSJ
ASCL1,ASB10
ASCL1,ASB16
ASCL1,ASB4
ASCL1,ASCL1
ASCL1,ASCL2
ASCL1,ASGR1
ASCL1,ASPA
ASCL1,ASPRV1
ASCL1,ASXL3
ASCL1,ASZ1
ASCL1,ATG10
ASCL1,ATOH1
ASCL1,ATOH8
ASCL1,ATP12A
ASCL1,ATP13A4
ASCL1,ATP1A2
ASCL1,ATP1A4
ASCL1,ATP2A1
ASCL1,ATP2B2
ASCL1,ATP2B3
ASCL1,ATP2C2
ASCL1,ATP4A
ASCL1,ATP6V0A4
ASCL1,ATP8A1
ASCL1,AU015228
ASCL1,AU018797
ASCL1,AU022751
ASCL1,AURKC
ASCL1,AVPI1
ASCL1,AVPR1A
ASCL1,AW011738
ASCL1,AWAT2
ASCL1,AY761184
ASCL1,B130020M22RIK
ASCL1,B230209K01RIK
ASCL1,B230311B06RIK
ASCL1,B230317F23RIK
ASCL1,B230362B09RIK
ASCL1,B2M
ASCL1,B3GALT1
ASCL1,B3GNT8
ASCL1,B4GALNT4
ASCL1,B4GALT4
ASCL1,B630019K06RIK
ASCL1,B830004H01RIK
ASCL1,B930001P03RIK
ASCL1,B930041F14RIK
ASCL1,B930049P21RIK
ASCL1,B930099G20
ASCL1,BACE2
ASCL1,BACH2
ASCL1,BAG3
ASCL1,BAHD1
ASCL1,BAIAP2L1
ASCL1,BANF2
ASCL1,BARX1
ASCL1,BB166591
ASCL1,BC016201
ASCL1,BC016579
ASCL1,BC020535
ASCL1,BC021614
ASCL1,BC024137
ASCL1,BC032203
ASCL1,BC033916
ASCL1,BC040756
ASCL1,BC043934
ASCL1,BC046404
ASCL1,BC048679
ASCL1,BC049762
ASCL1,BC051019
ASCL1,BC051142
ASCL1,BC052688
ASCL1,BC055111
ASCL1,BC057022
ASCL1,BC063263
ASCL1,BC065403
ASCL1,BC089491
ASCL1,BCAM
ASCL1,BCAN
ASCL1,BCL11A
ASCL1,BCL2L1
ASCL1,BCL2L15
ASCL1,BCL3
ASCL1,BCL7C
ASCL1,BDH2
ASCL1,BGLAP-RS1
ASCL1,BHLHE23
ASCL1,BHMT2
ASCL1,BIK
ASCL1,BIN1
ASCL1,BMP7
ASCL1,BMP8A
ASCL1,BMP8B
ASCL1,BNIP3
ASCL1,BRDT
ASCL1,BRSK2
ASCL1,BSN
ASCL1,BST1
ASCL1,BTBD11
ASCL1,BTBD17
ASCL1,BTBD19
ASCL1,BTG1
ASCL1,BTG2
ASCL1,BTLA
ASCL1,BTN1A1
ASCL1,BTRC
ASCL1,C030018P15RIK
ASCL1,C030027H14RIK
ASCL1,C130021I20RIK
ASCL1,C130022M03RIK
ASCL1,C130026I21RIK
ASCL1,C130036L24RIK
ASCL1,C130089K02RIK
ASCL1,C1QL2
ASCL1,C1QL3
ASCL1,C1QTNF9
ASCL1,C1RA
ASCL1,C230012O17RIK
ASCL1,C230037E05RIK
ASCL1,C230040D14
ASCL1,C230066G23RIK
ASCL1,C2CD4A
ASCL1,C2CD4C
ASCL1,C2CD4D
ASCL1,C330002G04RIK
ASCL1,C330013F16RIK
ASCL1,C330019L16RIK
ASCL1,C330020E22RIK
ASCL1,C330026H20RIK
ASCL1,C330046G13RIK
ASCL1,C3AR1
ASCL1,C430039J16RIK
ASCL1,C430049B03RIK
ASCL1,C4A
ASCL1,C4B
ASCL1,C530008M17RIK
ASCL1,C630004H02RIK
ASCL1,C730029A08RIK
ASCL1,C77370
ASCL1,C78283
ASCL1,C79589
ASCL1,C86695
ASCL1,C8A
ASCL1,CABP1
ASCL1,CABP2
ASCL1,CACNA1G
ASCL1,CACNA1H
ASCL1,CACNA2D3
ASCL1,CACNG4
ASCL1,CACNG6
ASCL1,CACNG8
ASCL1,CADPS
ASCL1,CAGE1
ASCL1,CALCR
ASCL1,CALCRL
ASCL1,CALD1
ASCL1,CALML3
ASCL1,CALR3
ASCL1,CALR4
ASCL1,CAMK2D
ASCL1,CAMK2N1
ASCL1,CAMKK1
ASCL1,CAMKV
ASCL1,CAP2
ASCL1,CAR2
ASCL1,CAR7
ASCL1,CAR8
ASCL1,CARD11
ASCL1,CASP4
ASCL1,CASP6
ASCL1,CASP7
ASCL1,CASQ1
ASCL1,CASQ2
ASCL1,CASR
ASCL1,CAV1
ASCL1,CBFA2T2
ASCL1,CBFA2T3
ASCL1,CBLC
ASCL1,CBLN2
ASCL1,CBX2
ASCL1,CCBP2
ASCL1,CCDC103
ASCL1,CCDC112
ASCL1,CCDC116
ASCL1,CCDC136
ASCL1,CCDC151
ASCL1,CCDC160
ASCL1,CCDC19
ASCL1,CCDC36
ASCL1,CCDC38
ASCL1,CCDC39
ASCL1,CCDC46
ASCL1,CCDC65
ASCL1,CCDC68
ASCL1,CCDC70
ASCL1,CCDC82
ASCL1,CCDC87
ASCL1,CCDC96
ASCL1,CCDC97
ASCL1,CCL12
ASCL1,CCL20
ASCL1,CCL9
ASCL1,CCND2
ASCL1,CCNG2
ASCL1,CCNO
ASCL1,CCR6
ASCL1,CCR7
ASCL1,CCRL1
ASCL1,CD164L2
ASCL1,CD200R2
ASCL1,CD207
ASCL1,CD24A
ASCL1,CD27
ASCL1,CD274
ASCL1,CD37
ASCL1,CD38
ASCL1,CD40
ASCL1,CD44
ASCL1,CD68
ASCL1,CD82
ASCL1,CD96
ASCL1,CD99L2
ASCL1,CDA
ASCL1,CDC14A
