Gene1,Gene2
HAND2,CCL2
MMP9,CCL2
NFKB1,CCL2
TNF,CCL2
TGFB1,CCL2
IFNG,CCL2
TRP53,CCL2
TLR4,CCL2
MAPK8,CCL2
AKT1,CCL2
IL4,CCL2
HGF,CCL2
MYD88,CCL2
STAT3,CCL2
JUN,CCL2
STAT1,CCL2
RELA,CCL2
MAPK14,CCL2
CSF2,CCL2
IL17A,CCL2
CSF1,CCL2
JUN,CCL12
JUN,LOC102641905
RELA,CCL12
RELA,LOC102641905
NFKB1,CCL12
NFKB1,LOC102641905
FOS,TH
PCBD1,TH
SHH,TH
PITX3,TH
PCBD2,TH
NR4A2,TH
PHOX2B,TH
LMX1A,TH
TSC22D3,SCNN1G
RAF1,SCNN1G
WWP1,SCNN1G
LHX2,SIX6
SIX6,LHX2
LHX2,LEF1
LEF1,LHX2
LHX2,SSBP3
SSBP3,LHX2
LHX2,ROBO2
LHX2,SHH
SHH,LHX2
LHX2,DLX1
DLX1,LHX2
LHX2,SIX3
SIX3,LHX2
LHX2,ROBO1
LHX2,LDB1
LDB1,LHX2
LHX2,SSBP2
SSBP2,LHX2
LHX2,LDB2
LDB2,LHX2
LHX2,FOXG1
FOXG1,LHX2
MNT,SIN3B
SIN3B,MNT
MNT,DUT
MNT,GAPDH
MNT,GM20899
MNT,SIN3A
SIN3A,MNT
MNT,MXD4
MXD4,MNT
RGS14,ITGB2
SPI1,ITGB2
DNMT1,CDH1
GLI1,CDH1
TWIST2,CDH1
SOX2,CDH1
MMP9,CDH1
SMAD4,CDH1
SNAI1,CDH1
MYC,CDH1
T,CDH1
EZH2,CDH1
WT1,CDH1
ZEB2,CDH1
APC,CDH1
TRP53,CDH1
BMP4,CDH1
KLF4,CDH1
FOXA1,CDH1
AKT1,CDH1
HGF,CDH1
SMAD7,CDH1
POU5F1,CDH1
TWIST1,CDH1
ZEB1,CDH1
STAT3,CDH1
CTNNB1,CDH1
MAPK14,CDH1
CCND1,CDH1
BMI1,CDH1
AR,CDH1
SNAI2,CDH1
SMAD3,CDH1
RUNX3,CDH1
NOTCH1,CDH1
FOXA2,CDH1
TGFB1,CDH1
JUP,CDH1
NANOG,CDH1
SMAD2,CDH1
WNT5A,CDH1
ILK,CDH1
MAPK3,CDH1
FOXM1,CDH1
MAPK12,CDH4
JUP,CDH4
MEF2A,CDH4
MEF2D,CDH4
CTNNB1,CDH4
MAPK11,CDH4
ABL1,CDH4
MAPK14,CDH4
MEF2C,CDH4
ASB9,CKMT1
BCL6B,ETV5
ETV5,BCL6B
BCL6B,GDNF
IL10,CCL11
TNF,CCL11
IL4,CCL11
CSF2,CCL11
IL17A,CCL11
PDCD11,RTCA
AATF,RTCA
DAZAP2,SLAIN1
DAZAP2,DAZAP1
CREB1,REM1
MAPK3,REM1
MAPK8,REM1
MAPK1,REM1
SOS1,REM1
CCND1,REM1
MAPK14,REM1
JUN,REM1
STAT3,REM1
HGF,REM1
AKT1,REM1
NF1,REM1
TRP53,REM1
ZHX2,REM1
RAF1,REM1
MYC,REM1
FOS,REM1
MYCN,REM1
BRWD1,CCM2
ETV1,TMPRSS2
NKX3-1,TMPRSS2
ETV4,TMPRSS2
ERG,TMPRSS2
AR,TMPRSS2
CDC5L,GALNT1
MYF5,MSTN
MYF5,TCF12
TCF12,MYF5
MYF5,MEF2B
MYF5,TCF4
TCF4,MYF5
MYF5,PAX7
PAX7,MYF5
MYF5,MEF2A
MEF2A,MYF5
MYF5,MEF2D
MEF2D,MYF5
MYF5,MAPK11
MAPK11,MYF5
MYF5,CDH15
MYF5,MAPK14
MAPK14,MYF5
MYF5,CCND1
CCND1,MYF5
MYF5,MEF2C
MEF2C,MYF5
MYF5,MAPK12
MAPK12,MYF5
MYF5,MYRF
MYF5,PRDM16
PRDM16,MYF5
MYF5,PAX3
PAX3,MYF5
MYF5,TCF3
TCF3,MYF5
MYF5,DMD
PPARG,SIRT1
SIRT1,PPARG
PPARG,CREB1
CREB1,PPARG
PPARG,RXRG
RXRG,PPARG
PPARG,ABCG1
PPARG,CDK5
PPARG,ZFP423
ZFP423,PPARG
PPARG,CAV1
PPARG,ADIPOQ
PPARG,KDM3B
PPARG,AKT1S1
PPARG,STAT6
STAT6,PPARG
PPARG,AGT
PPARG,KDM3A
PPARG,SERPINE1
PPARG,ACTB
PPARG,IL1B
PPARG,SLC2A4
PPARG,DECR1
PPARG,LOC102641751
PPARG,UBE2I
PPARG,FOXO1
FOXO1,PPARG
PPARG,RETN
PPARG,ABCA1
PPARG,SUMO1
PPARG,LEP
PPARG,HPS3
PPARG,LPIN1
PPARG,UCP2
PPARG,PTGS2
PPARG,SP1
SP1,PPARG
PPARG,RXRA
RXRA,PPARG
PPARG,CIDEC
PPARG,PRDM16
PRDM16,PPARG
PPARG,UCP1
PPARG,MED1
MED1,PPARG
PPARG,CCND1
CCND1,PPARG
PPARG,MAPK14
MAPK14,PPARG
PPARG,NCOA2
NCOA2,PPARG
PPARG,RUNX2
RUNX2,PPARG
PPARG,PNPLA2
PPARG,CTNNB1
CTNNB1,PPARG
PPARG,CEBPB
CEBPB,PPARG
PPARG,SREBF1
SREBF1,PPARG
PPARG,SMARCA4
SMARCA4,PPARG
PPARG,RXRB
RXRB,PPARG
PPARG,PIAS1
PIAS1,PPARG
PPARG,FGF21
PPARG,PAX8
PAX8,PPARG
PPARG,AKT1
AKT1,PPARG
PPARG,BGLAP2
PPARG,NCOR2
NCOR2,PPARG
PPARG,LPL
PPARG,SCAND1
PPARG,IL6
PPARG,TGFB1I1
TGFB1I1,PPARG
PPARG,RPTOR
PPARG,TFAM
PPARG,PTEN
PPARG,LIPE
PPARG,PLIN2
PPARG,FOXP3
FOXP3,PPARG
PPARG,EP300
EP300,PPARG
PPARG,TNF
TNF,PPARG
PPARG,PPARGC1A
PPARGC1A,PPARG
PPARG,SCD1
PPARG,CEBPA
CEBPA,PPARG
PPARG,APOE
PPARG,PLIN1
PPARG,INS2
PPARG,MTOR
PPARG,CIDEA
PPARG,FABP4
PPARG,BGLAP
PPARG,FASN
PPARG,NCOA1
NCOA1,PPARG
PPARG,CREBBP
CREBBP,PPARG
PPARG,ITPKB
RAF1,PPP2R5D
RAF1,LAMTOR2
RAF1,PRKCB
RAF1,PPP2R1B
RAF1,JAK2
RAF1,IQGAP1
RAF1,GP1BA
RAF1,YWHAB
RAF1,PRKCA
RAF1,CNKSR1
RAF1,ARRB1
RAF1,ITGA2B
RAF1,AKT3
RAF1,PRKCH
RAF1,FGG
RAF1,FGA
RAF1,REM1
RAF1,PAK2
RAF1,NFKB1
NFKB1,RAF1
RAF1,MAP2K2
RAF1,PLK3
RAF1,MARK3
RAF1,CNKSR2
RAF1,RAP1B
RAF1,YWHAZ
RAF1,LOC102641764
RAF1,PHB
RAF1,1700071K01RIK
RAF1,LSP1
RAF1,UBC
RAF1,GP1BB
RAF1,ARAF
RAF1,SHOC2
RAF1,VWF
RAF1,CSK
RAF1,ITPKB
RAF1,FYN
RAF1,AKT2
RAF1,4930544G11RIK
RAF1,MAPK3
MAPK3,RAF1
RAF1,PAK7
RAF1,NEDD4L
RAF1,HRAS
RAF1,MAP3K11
RAF1,RRAS
RAF1,BRAF
RAF1,PIK3CB
RAF1,GP5
RAF1,RAPGEF4
RAF1,PPP2CA
RAF1,MAP2K1
RAF1,PAK3
RAF1,PEBP1
RAF1,PIK3CD
RAF1,PPP2R1A
RAF1,PRKCD
RAF1,TLN1
RAF1,LYN
RAF1,GM11787
RAF1,KRAS
RAF1,PIK3R3
RAF1,PRKACA
RAF1,PIK3R2
RAF1,PPP5C
RAF1,GRB2
RAF1,GP9
RAF1,SCNN1B
RAF1,MAPK1
MAPK1,RAF1
RAF1,PIK3CA
RAF1,BRAP
RAF1,PRKG2
RAF1,RHOA
RAF1,RRAS2
RAF1,PRKG1
RAF1,RAPGEF3
RAPGEF3,RAF1
RAF1,FN1
RAF1,PRKACB
RAF1,PPP2R5C
RAF1,APBB1IP
RAF1,KSR2
RAF1,TSC22D3
TSC22D3,RAF1
RAF1,SCNN1G
RAF1,KSR1
RAF1,IL17RD
RAF1,PPP2CB
RAF1,HSP90AB1
RAF1,MRAS
RAF1,PAK1
RAF1,PBP2
RAF1,YWHAG
RAF1,PIK3R1
RAF1,SGK2
RAF1,ITGB3
RAF1,VCL
RAF1,PAK6
RAF1,GM8430
RAF1,RPS27A
RAF1,PRKCE
RAF1,RELA
RELA,RAF1
RAF1,WDR83
RAF1,ARRB2
RAF1,YWHAE
RAF1,HSP90AA1
RAF1,PPP2R5A
RAF1,WWP1
WWP1,RAF1
RAF1,SRC
RAF1,SGK3
RAF1,SCNN1A
RAF1,SGK1
RAF1,BAD
RAF1,PPP2R5B
RAF1,AKT1
AKT1,RAF1
RAF1,PPP2R5E
RAF1,PAQR3
RAF1,MDK
RAF1,NRAS
RAF1,RAP1A
RAF1,FGB
PPARG,PLIN2
PPARD,PLIN2
MCM7,MCMBP
MCM7,CLSPN
MCM7,PLK2
MCM7,BUB1B
MCM7,CHAF1B
MCM7,SMC2
MCM7,SMC4
MCM7,MAPRE2
MCM7,RPA3
MCM7,CHEK1
MCM7,PLK1
MCM7,NASP
MCM7,CDC7
MCM7,OBFC1
MCM7,NCAPH
MCM7,RACGAP1
MCM7,TSR1
MCM7,CDT1
MCM7,INCENP
MCM7,RRM2B
MCM7,NUF2
MCM7,GINS3
MCM7,POLE3
MCM7,RPA2
MCM7,MCMDC2
MCM7,POLD1
MCM7,RIF1
MCM7,HELLS
MCM7,CCNB3
MCM7,ASF1B
MCM7,TIMELESS
TIMELESS,MCM7
MCM7,GINS4
MCM7,KIF23
MCM7,CCNA2
MCM7,PRC1
MCM7,ORC6
MCM7,TOPBP1
MCM7,RFC2
MCM7,CCNA1
MCM7,MCM8
MCM7,CDCA8
MCM7,CCNB2
MCM7,CDKN1B
MCM7,RBL1
RBL1,MCM7
MCM7,DSCC1
MCM7,AURKA
MCM7,CDC20
MCM7,CHAF1A
CHAF1A,MCM7
MCM7,UHRF1
MCM7,PRIM2
MCM7,MCM5
MCM5,MCM7
MCM7,MKI67
MCM7,GMNN
MCM7,DUT
MCM7,MEIOB
MCM7,MSH2
MCM7,GEN1
MCM7,BIRC5
MCM7,ATRIP
MCM7,POLR2B
POLR2B,MCM7
MCM7,GINS2
MCM7,GINS1
MCM7,CDCA5
MCM7,MCM10
MCM7,CDCA7
MCM7,CHTF18
MCM7,NCAPG2
MCM7,PBK
MCM7,HAT1
MCM7,CCND1
CCND1,MCM7
MCM7,DNAJC9
MCM7,LOC102641469
MCM7,CDK4
MCM7,GM8430
MCM7,RPS27A
MCM7,TRIP13
TRIP13,MCM7
MCM7,CCNE1
MCM7,ESPL1
ESPL1,MCM7
MCM7,CDC27
MCM7,KIF4
MCM7,ASF1A
MCM7,RFC5
MCM7,POLA2
MCM7,RAD51
RAD51,MCM7
MCM7,SLBP
MCM7,NDC80
MCM7,DBF4
MCM7,CDC45
MCM7,WDHD1
MCM7,TIPIN
MCM7,RFC3
MCM7,BUB1
MCM7,PCNA
MCM7,POLE2
MCM7,SSRP1
SSRP1,MCM7
MCM7,ORC1
MCM7,SMC3
MCM7,SMC5
MCM7,LIG1
MCM7,NCAPG
MCM7,POLE4
MCM7,NCAPD2
MCM7,ATR
MCM7,RPA1
MCM7,ORC3
MCM7,MCM2
MCM2,MCM7
MCM7,MAD2L1
MCM7,LOC102641123
MCM7,KIF20B
MCM7,CDK1
MCM7,RFC4
MCM7,ORC5
MCM7,MCM9
MCM7,ORC4
MCM7,H2AFX
MCM7,KIF20A
MCM7,TTK
MCM7,MCM4
MCM4,MCM7
MCM7,POLA1
MCM7,CDK2
MCM7,CCNB1
MCM7,GM5593
MCM7,LOC102643276
MCM7,CHEK2
MCM7,FEN1
MCM7,RRM2
MCM7,KIF11
MCM7,TYMS
MCM7,UBC
MCM7,POLE
MCM7,MSH6
MCM7,TOP2A
MCM7,CDC6
MCM7,POLD2
MCM7,RNASEH2A
MCM7,AURKB
MCM7,PRIM1
MCM7,KNTC1
KNTC1,MCM7
MCM7,DNMT1
DNMT1,MCM7
MCM7,ORC2
ORC2,MCM7
MCM7,MCM3
MCM3,MCM7
MCM7,RRM1
MCM7,MCM6
MCM6,MCM7
SMAD1,ACVRL1
SMAD9,ACVRL1
SMAD4,ACVR1B
SMAD2,ACVR1B
TGFB1,ACVR1B
SMAD3,ACVR1B
SMAD5,ACVR1B
SMAD7,ACVR1B
BMP4,ACVR1B
SOX9,RSPO1
SOX9,FGF10
SOX9,ONECUT1
ONECUT1,SOX9
SOX9,WT1
WT1,SOX9
SOX9,MSX1
MSX1,SOX9
SOX9,QSOX1
SOX9,COL10A1
SOX9,LGR5
SOX9,SMAD4
SMAD4,SOX9
SOX9,BGLAP
SOX9,HAPLN1
SOX9,EGFR
SOX9,SOX2
SOX2,SOX9
SOX9,ESR1
ESR1,SOX9
SOX9,KRT19
SOX9,CYP19A1
SOX9,WNT1
WNT1,SOX9
SOX9,DMRT1
DMRT1,SOX9
SOX9,CREB1
CREB1,SOX9
SOX9,SOX6
SOX6,SOX9
SOX9,WNT5A
WNT5A,SOX9
SOX9,NEUROG3
NEUROG3,SOX9
SOX9,SMAD2
SMAD2,SOX9
SOX9,AMH
SOX9,PRKACA
SOX9,CTGF
SOX9,PAX6
PAX6,SOX9
SOX9,KLF4
KLF4,SOX9
SOX9,IHH
SOX9,BMP2
SOX9,BGLAP2
SOX9,POU5F1
POU5F1,SOX9
SOX9,TWIST1
TWIST1,SOX9
SOX9,CTNNB1
CTNNB1,SOX9
SOX9,RUNX2
RUNX2,SOX9
SOX9,SHH
SHH,SOX9
SOX9,NR0B1
NR0B1,SOX9
SOX9,SOX7
SOX7,SOX9
SOX9,SPP1
SOX9,JAG1
SOX9,FOXD3
FOXD3,SOX9
SOX9,SNAI2
SNAI2,SOX9
SOX9,PTHLH
PTHLH,SOX9
SOX9,SMAD3
SMAD3,SOX9
SOX9,FGF9
SOX9,COL2A1
SOX9,IGF1
SOX9,SOX17
SOX17,SOX9
SOX9,PTF1A
PTF1A,SOX9
SOX9,PRKACB
SOX9,SP7
SP7,SOX9
SOX9,NR5A1
NR5A1,SOX9
SOX9,NKX3-2
NKX3-2,SOX9
SOX9,NOTCH1
NOTCH1,SOX9
SOX9,FOXA2
FOXA2,SOX9
SOX9,FOXL2
FOXL2,SOX9
SOX9,PRKG2
SOX9,ACAN
SOX9,SOX3
SOX3,SOX9
SOX9,FGFR2
SOX9,CEACAM1
SOX9,BMP4
BMP4,SOX9
SOX9,FGF18
SOX9,SCX
SCX,SOX9
SOX9,SOX4
SOX4,SOX9
SOX9,WNT4
SOX9,HNF1B
HNF1B,SOX9
SOX9,SRY
SRY,SOX9
SOX9,MMP13
AKT1,RDX
PDCD11,C1D
PA2G4,GM2A
MAPK1,GM2A
AKT1,HK2
TRP53,HK2
SNAI1,LOXL3
KAT2B,GATA3
GATA3,KAT2B
KAT2B,ESR1
ESR1,KAT2B
KAT2B,MAML3
MAML3,KAT2B
KAT2B,BMYC
KAT2B,HDAC2
HDAC2,KAT2B
KAT2B,SIN3A
SIN3A,KAT2B
KAT2B,KAT5
KAT5,KAT2B
KAT2B,KMT2B
KAT2B,CREBBP
CREBBP,KAT2B
KAT2B,CCDC101
KAT2B,TAF6
TAF6,KAT2B
KAT2B,TWISTNB
KAT2B,HIST1H2BK
KAT2B,POLR1A
POLR1A,KAT2B
KAT2B,TADA2B
KAT2B,WDR38
KAT2B,TBX5
TBX5,KAT2B
KAT2B,NCOA1
NCOA1,KAT2B
KAT2B,HIST3H2A
KAT2B,UBC
KAT2B,ATXN7L3
KAT2B,THRB
THRB,KAT2B
KAT2B,TSTD1
KAT2B,USF1
USF1,KAT2B
KAT2B,RUVBL2
RUVBL2,KAT2B
KAT2B,MYC
MYC,KAT2B
KAT2B,DEK
DEK,KAT2B
KAT2B,H2AFX
KAT2B,HIST2H2AB
KAT2B,MYOD1
MYOD1,KAT2B
KAT2B,KAT6A
KAT2B,POLR2F
POLR2F,KAT2B
KAT2B,NOTCH4
NOTCH4,KAT2B
KAT2B,MED17
MED17,KAT2B
KAT2B,POLR1E
POLR1E,KAT2B
KAT2B,KMT2D
KAT2B,GATA1
GATA1,KAT2B
KAT2B,TAF1B
TAF1B,KAT2B
KAT2B,TAF1A
TAF1A,KAT2B
KAT2B,MYBBP1A
MYBBP1A,KAT2B
KAT2B,CBFB
CBFB,KAT2B
KAT2B,TADA3
TADA3,KAT2B
KAT2B,EP300
EP300,KAT2B
KAT2B,HDAC5
HDAC5,KAT2B
KAT2B,CSRP2BP
KAT2B,POLR2L
KAT2B,CD3EAP
KAT2B,RUNX1
RUNX1,KAT2B
KAT2B,NCOA3
NCOA3,KAT2B
KAT2B,SETD1A
KAT2B,TRP53
TRP53,KAT2B
KAT2B,SUPT3
KAT2B,MRGBP
KAT2B,NOTCH2
NOTCH2,KAT2B
KAT2B,MSL1
KAT2B,POLE4
KAT2B,FOXA1
FOXA1,KAT2B
KAT2B,ERCC6
ERCC6,KAT2B
KAT2B,DMAP1
DMAP1,KAT2B
KAT2B,ING3
ING3,KAT2B
KAT2B,RUVBL1
RUVBL1,KAT2B
KAT2B,HEY2
HEY2,KAT2B
KAT2B,SMARCA4
SMARCA4,KAT2B
KAT2B,TRRAP
TRRAP,KAT2B
KAT2B,HEY1
HEY1,KAT2B
KAT2B,HIST1H2BM
KAT2B,ELP3
ELP3,KAT2B
KAT2B,SUPT7L
KAT2B,HIST2H2AA1
KAT2B,HIST1H2AL
KAT2B,HIST2H2AA2
KAT2B,POLR2E
POLR2E,KAT2B
KAT2B,ZNRD1
ZNRD1,KAT2B
KAT2B,H2AFB3
KAT2B,MEAF6
KAT2B,DDX21
KAT2B,HIST2H4
KAT2B,HIST1H4B
KAT2B,HIST1H4C
KAT2B,HIST1H4D
KAT2B,HIST4H4
KAT2B,HIST1H4J
KAT2B,HIST1H4A
KAT2B,HIST1H4I
KAT2B,HIST1H4M
KAT2B,HIST1H4F
KAT2B,LOC102641229
KAT2B,HIST1H4K
KAT2B,HIST1H4N
KAT2B,HIST1H4H
KAT2B,LOC102641086
KAT2B,LOC100862456
KAT2B,POLR2K
POLR2K,KAT2B
KAT2B,SUPT20
KAT2B,MAML2
KAT2B,KAT2A
KAT2B,TADA1
KAT2B,ZZZ3
ZZZ3,KAT2B
KAT2B,SETD1B
KAT2B,ZFPM1
ZFPM1,KAT2B
KAT2B,NCOA2
NCOA2,KAT2B
KAT2B,GM8430
KAT2B,RPS27A
KAT2B,YEATS2
YEATS2,KAT2B
KAT2B,BAZ1B
BAZ1B,KAT2B
KAT2B,YEATS4
YEATS4,KAT2B
KAT2B,PTCRA
KAT2B,BRD8
KAT2B,MYO1C
KAT2B,H2AFJ
KAT2B,H2AFZ
KAT2B,MED1
MED1,KAT2B
KAT2B,DDX5
DDX5,KAT2B
KAT2B,TAF1D
KAT2B,MSL3
KAT2B,RBBP5
KAT2B,HDAC1
HDAC1,KAT2B
KAT2B,HIST1H2BB
HIST1H2BB,KAT2B
KAT2B,EPC1
EPC1,KAT2B
KAT2B,H2AFV
KAT2B,WDR5
KAT2B,MYSM1
KAT2B,PRMT1
KAT2B,TAF1C
TAF1C,KAT2B
KAT2B,KMT2A
KAT2B,POLR1C
POLR1C,KAT2B
KAT2B,MAMLD1
KAT2B,HIST2H3B
KAT2B,HIST1H3F
KAT2B,HIST1H3E
KAT2B,HIST1H3D
KAT2B,HIST1H3C
KAT2B,HIST1H3B
KAT2B,HIST2H3C2
KAT2B,HIST2H3C1
KAT2B,POLR1B
POLR1B,KAT2B
KAT2B,KMT2C
KAT2B,HEYL
HEYL,KAT2B
KAT2B,RUNX3
RUNX3,KAT2B
KAT2B,EP400
EP400,KAT2B
KAT2B,KMT2E
KAT2B,GM6747
KAT2B,MORF4L1
KAT2B,LOC102642697
KAT2B,GTF2A2
GTF2A2,KAT2B
KAT2B,CARM1
KAT2B,ASH2L
ASH2L,KAT2B
KAT2B,NOTCH1
NOTCH1,KAT2B
KAT2B,MBIP
KAT2B,HIST2H2BE
KAT2B,TBP
TBP,KAT2B
KAT2B,NOTCH3
NOTCH3,KAT2B
KAT2B,ACTB
KAT2B,SMARCA5
SMARCA5,KAT2B
KAT2B,HDAC6
KAT2B,KAT8
KAT2B,RBPJ
RBPJ,KAT2B
KAT2B,HIST1H2BA
KAT2B,TADA2A
KAT2B,GTF2A1
GTF2A1,KAT2B
KAT2B,SF3B1
KAT2B,DR1
DR1,KAT2B
KAT2B,MAML1
MAML1,KAT2B
KAT2B,POLE3
KAT2B,WWTR1
WWTR1,KAT2B
KAT2B,SNW1
KAT2B,MSL2
KAT2B,FABP7
KAT2B,DPY30
KAT2B,LOC102640226
KAT2B,POLR2H
POLR2H,KAT2B
KAT2B,HIST1H2AA
KAT2B,LOC102642045
KAT2B,H3F3C
KAT2B,H3F3B
KAT2B,GM12657
KAT2B,H3F3A
KAT2B,GM10257
KAT2B,ACTL6A
KAT2B,H2AFB2
KAT2B,GM14920
KAT2B,SIRT1
SIRT1,KAT2B
SYT1,RAB5B
WNT5A,RAB5B
DAB2,RAB5B
BIN1,RAB5B
PA2G4,RPL13
PA2G4,GM10071
RNPS1,RPL13
RNPS1,GM10071
CDC5L,RPL13
CDC5L,GM10071
DCP1A,RPL13
DCP1A,GM10071
UPF1,RPL13
UPF1,GM10071
TSG101,LOC102642050
TSG101,CHMP1A
XRCC3,RPA1
RAD51,RPA1
GTF2H4,RPA1
POLR2B,RPA1
MCM5,RPA1
ERCC2,RPA1
XRCC6,RPA1
BRCA1,RPA1
ERCC8,RPA1
BRCA2,RPA1
GTF2H1,RPA1
ATM,RPA1
TIMELESS,RPA1
RFC1,RPA1
BRIP1,RPA1
DDB2,RPA1
PARP1,RPA1
POLR2J,RPA1
POLR2G,RPA1
POLR2H,RPA1
HSF1,RPA1
E2F6,RPA1
POLR2I,RPA1
PURA,RPA1
MCM6,RPA1
MCM3,RPA1
ORC2,RPA1
DDB1,RPA1
GTF2H2,RPA1
POLR2C,RPA1
KAT5,RPA1
CDC5L,RPA1
ERCC3,RPA1
MCM4,RPA1
POLR2D,RPA1
POLR2F,RPA1
TRIM25,RPA1
TCEA1,RPA1
EP300,RPA1
BARD1,RPA1
MCM2,RPA1
XAB2,RPA1
GTF2H3,RPA1
TRP53,RPA1
ERCC6,RPA1
MCM7,RPA1
SSRP1,RPA1
APEX1,RPA1
POLR2E,RPA1
POLR2K,RPA1
CDC5L,TUBGCP3
TUBA1A,TUBGCP3
POLR3D,POLR3F
POLR3F,POLR3D
POLR3D,BRF2
POLR3D,NOL10
POLR3D,PNPT1
POLR3D,GTF3C5
GTF3C5,POLR3D
POLR3D,CRCP
POLR3D,GTF3C6
POLR3D,POLR2C
POLR2C,POLR3D
POLR3D,SNAPC1
SNAPC1,POLR3D
POLR3D,POLR2B
POLR2B,POLR3D
POLR3D,POLR1A
POLR1A,POLR3D
POLR3D,POLR1D
POLR1D,POLR3D
POLR3D,NGDN
POLR3D,ZFP143
ZFP143,POLR3D
POLR3D,POLR1C
POLR1C,POLR3D
POLR3D,ENTPD8
POLR3D,CTPS
POLR3D,POLR1B
POLR1B,POLR3D
POLR3D,POLR3A
POLR3A,POLR3D
POLR3D,POLR2F
POLR2F,POLR3D
POLR3D,DIEXF
POLR3D,GTF3C3
GTF3C3,POLR3D
POLR3D,GTF3C1
GTF3C1,POLR3D
POLR3D,ITPA
POLR3D,POLR3K
POLR3K,POLR3D
POLR3D,POLR3G
POLR3D,BRF1
BRF1,POLR3D
POLR3D,POLR3H
POLR3H,POLR3D
POLR3D,TBP
TBP,POLR3D
POLR3D,DCAF13
POLR3D,NME4
POLR3D,GTF3C4
GTF3C4,POLR3D
POLR3D,POLR2L
POLR3D,CTPS2
POLR3D,SNAPC2
SNAPC2,POLR3D
POLR3D,SNAPC3
SNAPC3,POLR3D
POLR3D,POLR3C
POLR3C,POLR3D
POLR3D,HSPA8
POLR3D,POLR3E
POLR3E,POLR3D
POLR3D,NME7
POLR3D,SNAPC4
SNAPC4,POLR3D
POLR3D,NOC4L
POLR3D,BDP1
BDP1,POLR3D
POLR3D,POLR3GL
POLR3D,TSR1
POLR3D,POLR2J
POLR2J,POLR3D
POLR3D,POLR2G
POLR2G,POLR3D
POLR3D,POLR2E
POLR2E,POLR3D
POLR3D,LOC102640226
POLR3D,POLR2H
POLR2H,POLR3D
POLR3D,WDR12
POLR3D,LOC102641086
POLR3D,LOC100862456
POLR3D,POLR2K
POLR2K,POLR3D
POLR3D,NME6
POLR3D,FTSJ3
POLR3D,ENTPD3
POLR3D,GTF3A
POLR3D,GTF3C2
GTF3C2,POLR3D
POLR3D,SNAPC5
SNAPC5,POLR3D
POLR3D,RRP9
POLR3D,SDAD1
POLR3D,POLR3B
POLR3B,POLR3D
CDC5L,DDX3X
IL10,IL12RB1
IL4,IL12RB1
STAT3,IL12RB1
IFNG,IL12RB1
STAT4,IL12RB1
FOXO4,FASL
IFNG,FASL
BCL11A,RBBP4
RBBP4,BCL11A
BCL11A,GATA1
GATA1,BCL11A
BCL11A,MTA1
MTA1,BCL11A
BCL11A,MBD3L1
BCL11A,HBS1L
BCL11A,PHF20L1
BCL11A,RBBP7
RBBP7,BCL11A
BCL11A,KLF1
KLF1,BCL11A
IL4,CSF1
CSF1,IL4
IL4,MUC5AC
IL4,IL12B
IL4,CSF2
CSF2,IL4
IL4,IL3RA
IL4,CD69
IL4,IRF4
IRF4,IL4
IL4,PRF1
IL4,LGALS3
IL4,IRF8
IRF8,IL4
IL4,STAT1
STAT1,IL4
IL4,IL7
IL4,RRAGD
IL4,CSF2RB2
IL4,EMR1
