,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E39_0_551,,0.551,,,
E54_2_956,2.956,,,,
E77_1_954,,,,1.954,
E26_3_758,,,,3.758,
E100_1_403,,,,1.403,
E90_3_858,3.858,,,,
E84_2_255,,2.255,,,
E0_4_058,,,,4.058,
E60_2_906,,,,2.906,
E44_3_407,,,3.407,,
E30_3_758,,,,3.758,
E39_4_509,,4.509,,,
E145_1_503,,1.503,,,
E112_4_459,4.459,,,,
E24_4_86,,4.86,,,
E0_3_707,,,,3.707,
E67_2_305,2.305,,,,
E125_3_457,3.457,,,,
E146_1_002,,1.002,,,
E96_2_054,2.054,,,,
E57_4_158,,4.158,,,
E1_0_651,0.651,,,,
E46_3_257,3.257,,,,
E52_3_657,,,,3.657,
E63_2_555,2.555,,,,
E37_2_555,2.555,,,,
E127_0_752,,0.752,,,
E55_1_603,,,,1.603,
E101_3_257,,3.257,,,
E80_3_006,,3.006,,,
E120_1_303,1.303,,,,
E69_1_303,,,,1.303,
E111_4_709,,,4.709,,
E140_1_804,1.804,,,,
E8_1_453,,,,1.453,
E41_3_307,,3.307,,,
E33_4_96,,,,4.96,
E144_3_908,,3.908,,,
E8_2_455,,,,2.455,
E100_0_852,,,,0.852,
E120_2_455,2.455,,,,
E137_3_156,,,,3.156,
E41_2_154,,2.154,,,
E28_4_96,,,,4.96,
E103_2_154,,2.154,,,
E99_0_15,,0.15,,,
E42_4_559,,,,4.559,
E20_2_054,2.054,,,,
E64_1_904,,,,1.904,
E12_3_858,,,,3.858,
E67_3_657,3.657,,,,
E11_4_76,,,,4.76,
E69_0_301,,,,0.301,
E128_3_156,,,,3.156,
E122_1_603,,,,1.603,
E129_0_651,,0.651,,,
E62_3_958,,,,,3.958
E32_1_052,,,1.052,,
E76_4_008,,,,4.008,
E22_1_102,,1.102,,,
E119_3_106,,,,,3.106
E86_0_351,,0.351,,,
E50_2_756,,2.756,,,
E0_1_754,,,,1.754,
E44_1_603,,,1.603,,
E148_1_954,,,1.954,,
E83_3_156,3.156,,,,
E144_1_954,,1.954,,,
E129_1_503,,1.503,,,
E127_0_551,,0.551,,,
E42_4_158,,,,4.158,
E52_0_902,,,,0.902,
E115_2_505,2.505,,,,
E31_2_204,,,,,2.204
E74_4_91,,,,4.91,
E101_4_91,,4.91,,,
E147_1_353,,1.353,,,
E133_3_607,,3.607,,,
E65_1_152,1.152,,,,
E2_0_902,0.902,,,,
E78_3_357,,,,3.357,
E1_4_96,4.96,,,,
E16_0_451,,,,0.451,
E47_1_052,,1.052,,,
E41_3_657,,3.657,,,
E144_0_601,,0.601,,,
E32_3_908,,,3.908,,
E148_1_403,,,1.403,,
E127_2_856,,2.856,,,
E7_0_0,0.0,,,,
E0_1_653,,,,1.653,
E117_2_655,2.655,,,,
E124_0_351,,,,,0.351
E71_2_004,,2.004,,,
E23_2_856,,,2.856,,
E86_4_709,,4.709,,,
E43_3_307,,3.307,,,
E38_2_004,,,,,2.004
E34_2_906,,,2.906,,
E33_1_603,,,,1.603,
E129_2_655,,2.655,,,
E62_4_86,,,,,4.86
E95_4_309,,,,4.309,
E51_4_86,4.86,,,,
E38_1_002,,,,,1.002
E35_0_902,,,,,0.902
E8_1_703,,,,1.703,
E95_0_501,,,,0.501,
E19_1_253,1.253,,,,
E136_0_401,0.401,,,,
E147_1_653,,1.653,,,
E37_0_401,0.401,,,,
E22_3_056,,3.056,,,
E44_3_307,,,3.307,,
E13_0_752,,0.752,,,
E35_4_359,,,,,4.359
E114_2_154,,2.154,,,
E34_3_257,,,3.257,,
E20_3_407,3.407,,,,
E75_2_906,,2.906,,,
E17_2_104,,2.104,,,
E49_3_657,,,,,3.657
E102_2_455,,,,2.455,
E85_1_102,,1.102,,,
E28_4_259,,,,4.259,
E84_3_808,,3.808,,,
E115_1_202,1.202,,,,
E114_1_353,,1.353,,,
E16_0_651,,,,0.651,
E107_1_603,,,,,1.603
E24_4_108,,4.108,,,
E45_2_655,,2.655,,,
E65_2_204,2.204,,,,
E13_2_104,,2.104,,,
E40_0_451,,0.451,,,
E18_0_15,,,,0.15,
E6_0_601,0.601,,,,
E10_1_253,1.253,,,,
E93_1_754,,,,1.754,
E63_2_054,2.054,,,,
E4_3_607,,,,3.607,
E26_0_501,,,,0.501,
E44_2_956,,,2.956,,
E55_2_956,,,,2.956,
E125_4_409,4.409,,,,
E74_0_952,,,,0.952,
E61_2_705,,,,2.705,
E35_1_152,,,,,1.152
E27_2_856,2.856,,,,
E18_1_703,,,,1.703,
E113_0_852,0.852,,,,
E19_4_259,4.259,,,,
E15_0_802,,0.802,,,
E7_4_309,4.309,,,,
E52_0_701,,,,0.701,
E4_0_802,,,,0.802,
E132_2_555,,,,2.555,
E3_3_758,,3.758,,,
E38_2_505,,,,,2.505
E97_0_701,,,,0.701,
E71_3_958,,3.958,,,
E59_0_852,,,,0.852,
E45_1_353,,1.353,,,
E79_3_257,,3.257,,,
E66_3_908,3.908,,,,
E120_0_752,0.752,,,,
E85_3_156,,3.156,,,
E82_2_505,2.505,,,,
E93_1_152,,,,1.152,
E7_4_709,4.709,,,,
E124_4_158,,,,,4.158
E83_1_353,1.353,,,,
E91_4_108,,,,4.108,
E110_0_251,,0.251,,,
E60_3_908,,,,3.908,
E50_2_104,,2.104,,,
E76_3_707,,,,3.707,
E145_2_405,,2.405,,,
E118_1_653,,1.653,,,
E76_4_81,,,,4.81,
E77_3_307,,,,3.307,
E145_3_056,,3.056,,,
E76_0_551,,,,0.551,
E98_0_601,,0.601,,,
E30_4_509,,,,4.509,
E109_0_2,,,,0.2,
E87_2_204,2.204,,,,
E112_2_756,2.756,,,,
E97_0_451,,,,0.451,
E48_2_505,,2.505,,,
E61_0_451,,,,0.451,
E86_4_409,,4.409,,,
E135_2_405,2.405,,,,
E75_2_455,,2.455,,,
E74_4_81,,,,4.81,
E17_4_81,,4.81,,,
E111_3_808,,,3.808,,
E2_4_459,4.459,,,,
E140_2_204,2.204,,,,
E42_1_403,,,,1.403,
E49_1_403,,,,,1.403
E52_2_405,,,,2.405,
E70_0_05,,,,0.05,
E75_2_705,,2.705,,,
E80_2_255,,2.255,,,
E139_2_204,2.204,,,,
E120_2_255,2.255,,,,
E92_3_958,,3.958,,,
E34_3_657,,,3.657,,
E36_1_453,1.453,,,,
E29_3_908,,3.908,,,
E17_1_954,,1.954,,,
E109_4_058,,,,4.058,
E146_3_607,,3.607,,,
E63_4_259,4.259,,,,
E25_2_505,2.505,,,,
E8_4_259,,,,4.259,
E43_0_05,,0.05,,,
E91_4_459,,,,4.459,
E129_0_401,,0.401,,,
E14_3_707,,3.707,,,
E114_2_104,,2.104,,,
E11_2_655,,,,2.655,
E129_4_709,,4.709,,,
E75_1_703,,1.703,,,
E16_3_507,,,,3.507,
E130_3_457,3.457,,,,
E74_2_204,,,,2.204,
E149_4_208,4.208,,,,
E131_3_908,,3.908,,,
E16_3_006,,,,3.006,
E133_3_206,,3.206,,,
E87_2_956,2.956,,,,
E61_2_555,,,,2.555,
E49_3_407,,,,,3.407
E139_3_808,3.808,,,,
E18_2_154,,,,2.154,
E50_1_253,,1.253,,,
E85_0_05,,0.05,,,
E86_2_355,,2.355,,,
E26_2_555,,,,2.555,
E22_3_307,,3.307,,,
E79_1_503,,1.503,,,
E107_0_501,,,,,0.501
E149_3_457,3.457,,,,
E45_0_701,,0.701,,,
E36_2_856,2.856,,,,
E103_3_056,,3.056,,,
E18_4_309,,,,4.309,
E67_4_459,4.459,,,,
E3_0_451,,0.451,,,
E74_0_2,,,,0.2,
E102_1_102,,,,1.102,
E41_2_305,,2.305,,,
E49_0_301,,,,,0.301
E6_0_301,0.301,,,,
E131_3_006,,3.006,,,
E86_0_601,,0.601,,,
E145_0_852,,0.852,,,
E114_0_451,,0.451,,,
E98_2_255,,2.255,,,
E21_1_954,,1.954,,,
E91_3_908,,,,3.908,
E145_1_403,,1.403,,,
E34_2_956,,,2.956,,
E92_1_754,,1.754,,,
E65_3_858,3.858,,,,
E43_2_605,,2.605,,,
E148_2_305,,,2.305,,
E126_3_958,,,,3.958,
E147_0_902,,0.902,,,
E22_0_301,,0.301,,,
E145_1_603,,1.603,,,
E15_1_253,,1.253,,,
E130_2_605,2.605,,,,
E49_2_756,,,,,2.756
E108_4_659,,4.659,,,
E61_1_102,,,,1.102,
E29_4_008,,4.008,,,
E43_4_559,,4.559,,,
E147_1_202,,1.202,,,
E12_0_301,,,,0.301,
E5_2_255,,,,2.255,
E92_2_405,,2.405,,,
E137_2_705,,,,2.705,
E119_3_858,,,,,3.858
E53_2_154,,2.154,,,
E132_0_301,,,,0.301,
E66_2_856,2.856,,,,
E15_2_204,,2.204,,,
E123_1_503,1.503,,,,
E8_1_002,,,,1.002,
E24_1_202,,1.202,,,
E101_3_707,,3.707,,,
E135_4_259,4.259,,,,
E72_2_856,2.856,,,,
E95_1_152,,,,1.152,
E108_2_255,,2.255,,,
E105_2_605,,,,2.605,
E144_3_357,,3.357,,,
E57_3_156,,3.156,,,
E9_2_555,,,,2.555,
E28_3_908,,,,3.908,
E21_3_858,,3.858,,,
E60_3_758,,,,3.758,
E14_4_86,,4.86,,,
E12_0_451,,,,0.451,
E120_1_253,1.253,,,,
E114_3_006,,3.006,,,
E46_1_754,1.754,,,,
E5_1_253,,,,1.253,
E88_0_15,,0.15,,,
E61_4_609,,,,4.609,
E43_1_403,,1.403,,,
E57_3_707,,3.707,,,
E63_3_858,3.858,,,,
E42_1_603,,,,1.603,
E137_3_958,,,,3.958,
E42_2_455,,,,2.455,
E95_0_802,,,,0.802,
E115_2_605,2.605,,,,
E77_0_401,,,,0.401,
E75_0_601,,0.601,,,
E72_3_557,3.557,,,,
E117_3_507,3.507,,,,
E9_2_305,,,,2.305,
E51_3_958,3.958,,,,
E37_0_902,0.902,,,,
E41_0_15,,0.15,,,
E10_2_605,2.605,,,,
E74_0_802,,,,0.802,
E59_1_202,,,,1.202,
E31_3_758,,,,,3.758
E111_2_004,,,2.004,,
E118_1_152,,1.152,,,
E108_3_507,,3.507,,,
E146_2_455,,2.455,,,
E55_3_758,,,,3.758,
E42_4_709,,,,4.709,
E66_3_106,3.106,,,,
E96_3_557,3.557,,,,
E134_3_056,,,3.056,,
E107_1_904,,,,,1.904
E76_2_655,,,,2.655,
E141_4_208,,,,4.208,
E88_3_056,,3.056,,,
E77_2_004,,,,2.004,
E21_2_204,,2.204,,,
E53_3_206,,3.206,,,
E137_1_052,,,,1.052,
E58_0_601,,,,0.601,
E45_0_852,,0.852,,,
E54_3_908,3.908,,,,
E48_4_208,,4.208,,,
E39_4_459,,4.459,,,
E76_2_204,,,,2.204,
E118_0_551,,0.551,,,
E137_1_854,,,,1.854,
E79_2_705,,2.705,,,
E48_0_752,,0.752,,,
E122_3_056,,,,3.056,
E90_0_952,0.952,,,,
E5_4_81,,,,4.81,
E145_3_557,,3.557,,,
E93_1_253,,,,1.253,
E49_0_902,,,,,0.902
E110_3_858,,3.858,,,
E70_4_96,,,,4.96,
E86_2_104,,2.104,,,
E97_3_507,,,,3.507,
E99_2_305,,2.305,,,
E128_1_002,,,,1.002,
E31_1_503,,,,,1.503
E6_1_503,1.503,,,,
E110_2_756,,2.756,,,
E142_2_555,2.555,,,,
E95_1_653,,,,1.653,
E136_2_756,2.756,,,,
E42_4_81,,,,4.81,
E0_1_603,,,,1.603,
E83_4_208,4.208,,,,
E36_1_253,1.253,,,,
E149_2_756,2.756,,,,
E53_3_908,,3.908,,,
E24_4_709,,4.709,,,
E51_3_507,3.507,,,,
E132_4_208,,,,4.208,
E60_0_701,,,,0.701,
E13_0_351,,0.351,,,
E53_3_457,,3.457,,,
E40_1_353,,1.353,,,
E13_2_555,,2.555,,,
E58_0_351,,,,0.351,
E12_2_705,,,,2.705,
E78_4_86,,,,4.86,
E65_3_206,3.206,,,,
E65_0_802,0.802,,,,
E111_2_856,,,2.856,,
E148_1_804,,,1.804,,
E69_1_052,,,,1.052,
E39_0_05,,0.05,,,
E129_0_501,,0.501,,,
E142_0_802,0.802,,,,
E96_3_156,3.156,,,,
E120_4_008,4.008,,,,
E149_1_804,1.804,,,,
E42_1_754,,,,1.754,
E143_1_804,,,,1.804,
E8_1_553,,,,1.553,
E91_4_709,,,,4.709,
E78_2_806,,,,2.806,
E11_3_307,,,,3.307,
E5_4_208,,,,4.208,
E119_4_008,,,,,4.008
E126_0_651,,,,0.651,
E68_1_904,,1.904,,,
E124_1_503,,,,,1.503
E17_1_804,,1.804,,,
E88_4_96,,4.96,,,
E22_4_459,,4.459,,,
E89_2_555,,,,2.555,
E9_4_058,,,,4.058,
E14_4_259,,4.259,,,
E129_0_952,,0.952,,,
E121_0_2,,,,0.2,
E130_0_351,0.351,,,,
E90_3_156,3.156,,,,
E49_0_852,,,,,0.852
E80_4_259,,4.259,,,
E20_3_457,3.457,,,,
E101_2_405,,2.405,,,
E131_0_301,,0.301,,,
E116_3_858,,3.858,,,
E58_1_253,,,,1.253,
E16_1_703,,,,1.703,
E34_1_403,,,1.403,,
E44_3_858,,,3.858,,
E111_4_81,,,4.81,,
E37_1_553,1.553,,,,
E141_2_054,,,,2.054,
E12_4_208,,,,4.208,
E115_4_359,4.359,,,,
E42_2_956,,,,2.956,
E55_1_854,,,,1.854,
E91_2_455,,,,2.455,
E40_3_908,,3.908,,,
E124_3_808,,,,,3.808
E61_3_808,,,,3.808,
E138_3_307,3.307,,,,
E121_4_559,,,,4.559,
E119_0_952,,,,,0.952
E65_4_108,4.108,,,,
E48_0_701,,0.701,,,
E77_1_202,,,,1.202,
E141_1_002,,,,1.002,
E43_0_802,,0.802,,,
E31_4_86,,,,,4.86
E57_1_653,,1.653,,,
E120_3_507,3.507,,,,
E125_4_259,4.259,,,,
E65_1_403,1.403,,,,
E25_4_459,4.459,,,,
E123_0_551,0.551,,,,
E103_4_008,,4.008,,,
E4_1_253,,,,1.253,
E148_4_459,,,4.459,,
E18_2_305,,,,2.305,
E79_0_802,,0.802,,,
E145_4_86,,4.86,,,
E53_4_609,,4.609,,,
E109_2_204,,,,2.204,
E133_0_0,,0.0,,,
E133_1_253,,1.253,,,
E147_1_152,,1.152,,,
E24_0_501,,0.501,,,
E100_0_551,,,,0.551,
E132_4_158,,,,4.158,
E86_4_108,,4.108,,,
E127_4_96,,4.96,,,
E16_0_601,,,,0.601,
E109_4_96,,,,4.96,
E124_4_76,,,,,4.76
E36_0_501,0.501,,,,
E47_3_056,,3.056,,,
E125_1_202,1.202,,,,
E57_1_102,,1.102,,,
E42_2_605,,,,2.605,
E27_0_15,0.15,,,,
E72_1_854,1.854,,,,
E29_4_86,,4.86,,,
E68_2_054,,2.054,,,
E139_3_257,3.257,,,,
E105_0_501,,,,0.501,
E102_3_808,,,,3.808,
E20_1_954,1.954,,,,
E39_0_451,,0.451,,,
E135_0_05,0.05,,,,
E100_3_106,,,,3.106,
E15_2_355,,2.355,,,
E110_2_355,,2.355,,,
E19_1_453,1.453,,,,
E8_4_058,,,,4.058,
E57_0_251,,0.251,,,
E100_2_455,,,,2.455,
E99_3_056,,3.056,,,
E54_4_158,4.158,,,,
E94_0_0,,0.0,,,
E141_2_104,,,,2.104,
E135_0_501,0.501,,,,
E140_1_703,1.703,,,,
E36_1_202,1.202,,,,
E17_3_056,,3.056,,,
E94_3_156,,3.156,,,
E130_3_758,3.758,,,,
E80_4_91,,4.91,,,
E32_4_609,,,4.609,,
E26_1_854,,,,1.854,
E91_2_355,,,,2.355,
E71_0_301,,0.301,,,
E111_4_459,,,4.459,,
E4_0_451,,,,0.451,
E47_4_359,,4.359,,,
E73_1_202,,1.202,,,
E39_1_202,,1.202,,,
E60_1_453,,,,1.453,
E111_3_056,,,3.056,,
E118_4_659,,4.659,,,
E31_4_609,,,,,4.609
E99_4_609,,4.609,,,
E111_0_2,,,0.2,,
E11_3_156,,,,3.156,
E76_4_359,,,,4.359,
E57_0_802,,0.802,,,
E54_1_102,1.102,,,,
E23_4_108,,,4.108,,
E92_1_102,,1.102,,,
E119_2_004,,,,,2.004
E93_3_858,,,,3.858,
E9_2_004,,,,2.004,
E58_1_353,,,,1.353,
E83_1_703,1.703,,,,
E11_2_204,,,,2.204,
E103_3_407,,3.407,,,
E100_0_451,,,,0.451,
E130_4_058,4.058,,,,
E37_0_2,0.2,,,,
E110_1_854,,1.854,,,
E57_4_709,,4.709,,,
E5_3_307,,,,3.307,
E122_1_703,,,,1.703,
E146_3_507,,3.507,,,
E41_0_0,,0.0,,,
E66_4_058,4.058,,,,
E27_0_802,0.802,,,,
E108_2_154,,2.154,,,
E119_1_854,,,,,1.854
E88_3_858,,3.858,,,
E99_3_257,,3.257,,,
E61_0_05,,,,0.05,
E32_0_2,,,0.2,,
E50_1_804,,1.804,,,
E96_2_255,2.255,,,,
E94_3_958,,3.958,,,
E69_1_403,,,,1.403,
E130_1_353,1.353,,,,
E31_0_401,,,,,0.401
E106_3_457,,,3.457,,
E85_4_158,,4.158,,,
E14_1_804,,1.804,,,
E131_1_503,,1.503,,,
E144_0_0,,0.0,,,
E52_3_808,,,,3.808,
E107_2_705,,,,,2.705
E92_0_551,,0.551,,,
E65_4_709,4.709,,,,
E2_0_802,0.802,,,,
E54_3_808,3.808,,,,
E75_0_15,,0.15,,,
E63_4_609,4.609,,,,
E149_2_104,2.104,,,,
E24_1_703,,1.703,,,
E81_2_756,2.756,,,,
E13_3_056,,3.056,,,
E148_3_006,,,3.006,,
E110_2_655,,2.655,,,
E129_1_403,,1.403,,,
E1_0_802,0.802,,,,
E41_0_701,,0.701,,,
E80_0_1,,0.1,,,
E35_4_96,,,,,4.96
E104_1_653,,,,1.653,
E15_2_004,,2.004,,,
E132_3_557,,,,3.557,
E60_2_505,,,,2.505,
E89_0_701,,,,0.701,
E116_1_353,,1.353,,,
E138_2_555,2.555,,,,
E80_1_553,,1.553,,,
E22_4_709,,4.709,,,
E38_4_81,,,,,4.81
E96_4_108,4.108,,,,
E5_0_952,,,,0.952,
E84_1_854,,1.854,,,
E88_1_002,,1.002,,,
E117_4_208,4.208,,,,
E7_4_81,4.81,,,,
E38_1_453,,,,,1.453
E81_0_0,0.0,,,,
E117_3_257,3.257,,,,
E5_0_802,,,,0.802,
E4_1_653,,,,1.653,
E28_3_457,,,,3.457,
E51_2_655,2.655,,,,
E80_2_505,,2.505,,,
E53_2_104,,2.104,,,
E48_0_401,,0.401,,,
E36_4_008,4.008,,,,
E57_4_309,,4.309,,,
E128_2_555,,,,2.555,
E84_0_651,,0.651,,,
E105_0_0,,,,0.0,
E26_0_902,,,,0.902,
E120_0_0,0.0,,,,
E41_1_002,,1.002,,,
E41_3_457,,3.457,,,
E79_4_91,,4.91,,,
E82_2_255,2.255,,,,
E97_2_956,,,,2.956,
E35_2_405,,,,,2.405
E40_2_956,,2.956,,,
E121_4_359,,,,4.359,
E111_4_008,,,4.008,,
E60_0_0,,,,0.0,
E78_1_703,,,,1.703,
E128_1_503,,,,1.503,
E24_0_852,,0.852,,,
E50_0_401,,0.401,,,
E122_0_451,,,,0.451,
E61_1_152,,,,1.152,
E126_0_301,,,,0.301,
E16_1_002,,,,1.002,
E143_1_253,,,,1.253,
E66_4_459,4.459,,,,
E28_0_0,,,,0.0,
E5_1_854,,,,1.854,
E104_1_904,,,,1.904,
E58_0_2,,,,0.2,
E19_0_351,0.351,,,,
E124_2_305,,,,,2.305
E66_2_104,2.104,,,,
E121_3_056,,,,3.056,
E5_3_958,,,,3.958,
E116_4_058,,4.058,,,
E86_2_204,,2.204,,,
E135_0_451,0.451,,,,
E78_0_952,,,,0.952,
E64_4_76,,,,4.76,
E115_4_81,4.81,,,,
E75_3_407,,3.407,,,
E31_0_2,,,,,0.2
E64_2_906,,,,2.906,
E143_0_601,,,,0.601,
E36_4_309,4.309,,,,
E43_4_158,,4.158,,,
E74_4_96,,,,4.96,
E67_2_505,2.505,,,,
E4_3_958,,,,3.958,
E120_2_505,2.505,,,,
E90_3_908,3.908,,,,
E17_3_307,,3.307,,,
E7_0_451,0.451,,,,
E9_0_301,,,,0.301,
E11_4_659,,,,4.659,
E88_3_607,,3.607,,,
E129_2_355,,2.355,,,
E43_2_555,,2.555,,,
E86_3_958,,3.958,,,
E44_4_76,,,4.76,,
E54_1_703,1.703,,,,
E89_2_154,,,,2.154,
E80_3_457,,3.457,,,
E138_1_102,1.102,,,,
E108_1_653,,1.653,,,
E7_4_359,4.359,,,,
E143_0_902,,,,0.902,
E128_1_403,,,,1.403,
E25_3_307,3.307,,,,
E11_3_858,,,,3.858,
E99_2_455,,2.455,,,
E54_4_309,4.309,,,,
E46_0_802,0.802,,,,
E54_2_405,2.405,,,,
E37_0_351,0.351,,,,
E144_4_91,,4.91,,,
E8_1_954,,,,1.954,
E136_0_2,0.2,,,,
E133_3_858,,3.858,,,
E15_1_553,,1.553,,,
E98_1_553,,1.553,,,
E58_2_355,,,,2.355,
E45_2_906,,2.906,,,
E120_3_657,3.657,,,,
E14_3_908,,3.908,,,
E79_2_004,,2.004,,,
E60_3_257,,,,3.257,
E18_4_659,,,,4.659,
E31_3_457,,,,,3.457
E120_0_1,0.1,,,,
E74_3_808,,,,3.808,
E101_1_854,,1.854,,,
E0_1_253,,,,1.253,
E72_2_455,2.455,,,,
E102_0_351,,,,0.351,
E122_2_154,,,,2.154,
E122_0_15,,,,0.15,
E126_4_359,,,,4.359,
E148_4_008,,,4.008,,
E140_2_705,2.705,,,,
E45_0_551,,0.551,,,
E109_0_451,,,,0.451,
E106_1_854,,,1.854,,
E66_2_555,2.555,,,,
E126_1_403,,,,1.403,
E137_2_154,,,,2.154,
E146_4_108,,4.108,,,
E14_0_05,,0.05,,,
E133_1_202,,1.202,,,
E56_0_952,0.952,,,,
E116_3_557,,3.557,,,
E52_2_505,,,,2.505,
E74_0_501,,,,0.501,
E137_4_709,,,,4.709,
E140_3_557,3.557,,,,
E130_0_05,0.05,,,,
E95_3_958,,,,3.958,
E59_3_507,,,,3.507,
E138_3_006,3.006,,,,
E55_3_908,,,,3.908,
E76_0_802,,,,0.802,
E43_0_251,,0.251,,,
E16_4_509,,,,4.509,
E53_1_152,,1.152,,,
E71_3_707,,3.707,,,
E135_3_607,3.607,,,,
E34_4_359,,,4.359,,
E14_2_405,,2.405,,,
E104_1_253,,,,1.253,
E90_0_852,0.852,,,,
E60_0_251,,,,0.251,
E114_0_15,,0.15,,,
E32_0_752,,,0.752,,
E64_3_607,,,,3.607,
E27_2_154,2.154,,,,
E147_0_752,,0.752,,,
E63_2_956,2.956,,,,
E13_3_307,,3.307,,,
E121_3_808,,,,3.808,
E34_4_409,,,4.409,,
E122_0_501,,,,0.501,
E74_3_707,,,,3.707,
E136_3_507,3.507,,,,
E137_3_257,,,,3.257,
E86_3_407,,3.407,,,
E94_1_152,,1.152,,,
E32_3_707,,,3.707,,
E71_3_407,,3.407,,,
E41_4_058,,4.058,,,
E16_3_758,,,,3.758,
E143_3_407,,,,3.407,
E94_0_501,,0.501,,,
E15_1_002,,1.002,,,
E149_1_754,1.754,,,,
E28_2_655,,,,2.655,
E27_4_709,4.709,,,,
E90_0_651,0.651,,,,
E127_2_255,,2.255,,,
E68_4_509,,4.509,,,
E132_1_002,,,,1.002,
E148_2_455,,,2.455,,
E18_3_607,,,,3.607,
E64_3_958,,,,3.958,
E130_2_405,2.405,,,,
E1_0_852,0.852,,,,
E5_4_459,,,,4.459,
E113_4_359,4.359,,,,
E85_2_405,,2.405,,,
E81_4_609,4.609,,,,
E15_3_808,,3.808,,,
E47_2_655,,2.655,,,
E33_2_305,,,,2.305,
E114_2_756,,2.756,,,
E33_2_906,,,,2.906,
E102_4_309,,,,4.309,
E54_2_705,2.705,,,,
E110_1_052,,1.052,,,
E55_2_204,,,,2.204,
E22_3_457,,3.457,,,
E93_4_81,,,,4.81,
E30_1_052,,,,1.052,
E44_2_655,,,2.655,,
E67_4_409,4.409,,,,
E92_4_509,,4.509,,,
E28_3_657,,,,3.657,
E120_1_002,1.002,,,,
E92_1_904,,1.904,,,
E76_4_609,,,,4.609,
E79_0_701,,0.701,,,
E143_2_906,,,,2.906,
E125_3_507,3.507,,,,
E134_1_102,,,1.102,,
E117_1_403,1.403,,,,
E71_2_956,,2.956,,,
E79_2_455,,2.455,,,
E60_1_202,,,,1.202,
E23_1_804,,,1.804,,
E108_2_305,,2.305,,,
E149_3_557,3.557,,,,
E2_0_2,0.2,,,,
E35_1_603,,,,,1.603
E35_1_052,,,,,1.052
E6_2_204,2.204,,,,
E83_4_008,4.008,,,,
E94_0_2,,0.2,,,
E60_3_707,,,,3.707,
E17_2_655,,2.655,,,
E35_4_76,,,,,4.76
E6_0_1,0.1,,,,
E135_1_353,1.353,,,,
E128_3_557,,,,3.557,
E73_3_808,,3.808,,,
E27_4_86,4.86,,,,
E77_4_158,,,,4.158,
E121_3_407,,,,3.407,
E145_4_609,,4.609,,,
E43_1_804,,1.804,,,
E84_4_459,,4.459,,,
E14_0_601,,0.601,,,
E84_1_152,,1.152,,,
E109_1_253,,,,1.253,
E106_0_351,,,0.351,,
E106_0_05,,,0.05,,
E75_1_904,,1.904,,,
E141_4_509,,,,4.509,
E28_1_954,,,,1.954,
