,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E66_2_964,,,2.964,
E74_7_129,7.129,,,
E74_5_126,5.126,,,
E16_6_008,6.008,,,
E85_6_648,,,6.648,
E3_4_325,,,4.325,
E127_3_685,,,3.685,
E90_7_209,,,7.209,
E27_3_124,,,3.124,
E17_7_449,7.449,,,
E88_7_61,,7.61,,
E6_0_881,0.881,,,
E121_2_403,,2.403,,
E25_0_881,0.881,,,
E129_5_847,,,5.847,
E17_1_282,1.282,,,
E77_4_966,,,4.966,
E35_0_401,,,,0.401
E92_5_607,,,5.607,
E20_1_041,1.041,,,
E26_7_369,,,,7.369
E137_3_524,,,3.524,
E146_3_524,3.524,,,
E29_7_209,7.209,,,
E83_1_282,,,1.282,
E14_1_202,,1.202,,
E7_4_325,,,,4.325
E23_2_884,,,2.884,
E107_2_483,,,2.483,
E62_1_442,,,,1.442
E46_5_447,,,5.447,
E75_2_804,,,2.804,
E119_7_61,,7.61,,
E37_2_243,,,2.243,
E72_3_284,,,3.284,
E93_7_049,7.049,,,
E92_4_726,,,4.726,
E78_7_93,,,7.93,
E29_7_61,7.61,,,
E21_2_643,2.643,,,
E146_6_248,6.248,,,
E1_5_847,,,5.847,
E14_4_325,,4.325,,
E21_0_961,0.961,,,
E91_2_884,,,2.884,
E81_1_282,1.282,,,
E78_3_765,,,3.765,
E91_1_522,,,1.522,
E73_5_126,,,5.126,
E84_6_328,,,,6.328
E90_7_61,,,7.61,
E119_6_088,,6.088,,
E14_6_408,,6.408,,
E92_4_966,,,4.966,
E26_2_083,,,,2.083
E132_7_129,,7.129,,
E106_5_687,5.687,,,
E121_0_801,,0.801,,
E45_5_126,,,,5.126
E80_0_401,,0.401,,
E38_0_881,,,,0.881
E129_7_85,,,7.85,
E112_2_884,,,2.884,
E138_4_165,,,4.165,
E121_7_049,,7.049,,
E7_7_85,,,,7.85
E55_3_765,,,3.765,
E2_3_364,,,,3.364
E4_7_209,,,7.209,
E2_4_486,,,,4.486
E129_3_124,,,3.124,
E3_7_129,,,7.129,
E57_0_401,0.401,,,
E144_7_77,,,7.77,
E129_2_323,,,2.323,
E146_4_245,4.245,,,
E136_3_605,3.605,,,
E93_4_646,4.646,,,
E41_3_605,,3.605,,
E47_7_61,,,7.61,
E16_2_964,2.964,,,
E108_7_69,7.69,,,
E84_0_16,,,,0.16
E102_2_964,,2.964,,
E48_5_767,,,5.767,
E60_1_202,,,1.202,
E22_6_568,6.568,,,
E48_3_605,,,3.605,
E77_2_083,,,2.083,
E30_3_685,,,3.685,
E98_2_323,,,2.323,
E1_7_369,,,7.369,
E86_2_083,,,2.083,
E85_6_088,,,6.088,
E123_3_124,,,3.124,
E50_0_08,,,0.08,
E46_0_481,,,0.481,
E85_5_126,,,5.126,
E33_1_522,,,1.522,
E95_1_762,1.762,,,
E45_1_282,,,,1.282
E120_6_168,,,6.168,
E98_5_367,,,5.367,
E2_1_442,,,,1.442
E47_1_041,,,1.041,
E138_4_245,,,4.245,
E145_7_449,,,7.449,
E32_0_481,,0.481,,
E7_6_809,,,,6.809
E114_7_85,7.85,,,
E105_0_641,,,0.641,
E126_7_289,,,7.289,
E105_3_524,,,3.524,
E50_5_287,,,5.287,
E17_2_323,2.323,,,
E48_1_922,,,1.922,
E93_2_403,2.403,,,
E32_6_248,,6.248,,
E50_4_245,,,4.245,
E84_3_364,,,,3.364
E77_2_563,,,2.563,
E8_7_289,,,7.289,
E11_4_566,,,4.566,
E62_6_408,,,,6.408
E35_7_049,,,,7.049
E80_4_726,,4.726,,
E93_6_889,6.889,,,
E26_4_886,,,,4.886
E145_4_966,,,4.966,
E50_1_842,,,1.842,
E95_6_889,6.889,,,
E98_3_284,,,3.284,
E21_1_202,1.202,,,
E138_7_129,,,7.129,
E41_2_163,,2.163,,
E25_2_723,2.723,,,
E46_2_483,,,2.483,
E132_1_922,,1.922,,
E108_7_049,7.049,,,
E41_4_085,,4.085,,
E35_1_602,,,,1.602
E146_4_325,4.325,,,
E117_6_648,6.648,,,
E72_5_607,,,5.607,
E95_2_804,2.804,,,
E132_7_209,,7.209,,
E93_4_245,4.245,,,
E13_7_69,7.69,,,
E86_1_121,,,1.121,
E14_4_806,,4.806,,
E140_3_765,,,3.765,
E84_0_801,,,,0.801
E146_5_207,5.207,,,
E137_1_202,,,1.202,
E62_7_69,,,,7.69
E139_7_61,7.61,,,
E71_6_248,6.248,,,
E46_6_088,,,6.088,
E80_4_325,,4.325,,
E34_0_32,,,0.32,
E53_2_323,2.323,,,
E104_3_124,,,3.124,
E41_5_767,,5.767,,
E110_4_005,,,4.005,
E4_5_126,,,5.126,
E23_4_486,,,4.486,
E49_6_648,,,6.648,
E66_4_005,,,4.005,
E146_1_602,1.602,,,
E85_0_08,,,0.08,
E8_4_005,,,4.005,
E34_1_842,,,1.842,
E20_4_726,4.726,,,
E134_3_605,,,3.605,
E33_0_16,,,0.16,
E102_2_723,,2.723,,
E57_7_449,7.449,,,
E25_6_568,6.568,,,
E80_1_121,,1.121,,
E60_1_682,,,1.682,
E88_0_24,,0.24,,
E65_1_362,,,,1.362
E55_3_444,,,3.444,
E148_4_646,,,4.646,
E110_4_566,,,4.566,
E72_1_602,,,1.602,
E85_4_806,,,4.806,
E129_4_245,,,4.245,
E24_0_801,,,0.801,
E38_4_325,,,,4.325
E20_3_284,3.284,,,
E30_6_328,,,6.328,
E110_4_325,,,4.325,
E41_7_449,,7.449,,
E66_7_529,,,7.529,
E49_4_085,,,4.085,
E10_0_401,,,0.401,
E134_3_524,,,3.524,
E95_2_003,2.003,,,
E136_1_762,1.762,,,
E3_0_08,,,0.08,
E47_4_886,,,4.886,
E72_5_126,,,5.126,
E96_7_69,7.69,,,
E123_1_362,,,1.362,
E115_2_964,2.964,,,
E83_3_284,,,3.284,
E13_2_243,2.243,,,
E136_7_69,7.69,,,
E120_6_969,,,6.969,
E86_6_648,,,6.648,
E107_1_121,,,1.121,
E20_4_646,4.646,,,
E23_6_008,,,6.008,
E10_2_884,,,2.884,
E133_3_605,3.605,,,
E106_0_881,0.881,,,
E3_5_927,,,5.927,
E46_1_282,,,1.282,
E112_3_845,,,3.845,
E106_6_648,6.648,,,
E84_2_083,,,,2.083
E35_1_041,,,,1.041
E132_6_969,,6.969,,
E30_4_566,,,4.566,
E25_1_121,1.121,,,
E107_0_561,,,0.561,
E4_4_886,,,4.886,
E91_3_845,,,3.845,
E55_4_886,,,4.886,
E115_0_881,0.881,,,
E141_2_563,2.563,,,
E78_1_682,,,1.682,
E32_7_289,,7.289,,
E148_1_842,,,1.842,
E33_6_889,,,6.889,
E65_3_284,,,,3.284
E25_0_721,0.721,,,
E133_3_524,3.524,,,
E92_3_765,,,3.765,
E89_5_367,,,5.367,
E78_6_248,,,6.248,
E146_1_041,1.041,,,
E113_3_044,,,3.044,
E89_3_685,,,3.685,
E114_4_085,4.085,,,
E83_3_044,,,3.044,
E53_2_163,2.163,,,
E21_3_204,3.204,,,
E114_2_884,2.884,,,
E136_6_488,6.488,,,
E129_1_762,,,1.762,
E136_0_32,0.32,,,
E108_2_884,2.884,,,
E26_5_607,,,,5.607
E65_5_687,,,,5.687
E68_0_24,,0.24,,
E44_6_568,,,6.568,
E23_2_403,,,2.403,
E138_0_961,,,0.961,
E66_3_364,,,3.364,
E114_5_046,5.046,,,
E23_0_881,,,0.881,
E30_7_369,,,7.369,
E26_0_641,,,,0.641
E146_6_969,6.969,,,
E123_5_767,,,5.767,
E47_1_602,,,1.602,
E94_1_442,,,1.442,
E74_5_527,5.527,,,
E78_6_088,,,6.088,
E44_0_481,,,0.481,
E108_1_922,1.922,,,
E20_1_282,1.282,,,
E24_4_325,,,4.325,
E66_3_124,,,3.124,
E53_0_641,0.641,,,
E71_2_964,2.964,,,
E62_2_723,,,,2.723
E30_5_607,,,5.607,
E123_6_168,,,6.168,
E140_5_927,,,5.927,
E45_5_447,,,,5.447
E58_0_801,0.801,,,
E82_1_842,,1.842,,
E16_7_85,7.85,,,
E108_0_16,0.16,,,
E22_3_925,3.925,,,
E119_6_488,,6.488,,
E34_6_488,,,6.488,
E6_2_163,2.163,,,
E105_6_889,,,6.889,
E120_2_804,,,2.804,
E77_7_93,,,7.93,
E25_1_522,1.522,,,
E115_5_207,5.207,,,
E33_1_202,,,1.202,
E21_6_168,6.168,,,
E123_3_044,,,3.044,
E45_7_369,,,,7.369
E119_1_762,,1.762,,
E7_4_646,,,,4.646
E115_5_687,5.687,,,
E45_3_444,,,,3.444
E144_4_966,,,4.966,
E26_0_24,,,,0.24
E49_5_687,,,5.687,
E124_7_93,7.93,,,
E86_4_886,,,4.886,
E1_4_005,,,4.005,
E88_0_801,,0.801,,
E146_5_447,5.447,,,
E134_7_289,,,7.289,
E98_4_566,,,4.566,
E30_7_93,,,7.93,
E98_3_605,,,3.605,
E91_3_204,,,3.204,
E30_2_083,,,2.083,
E104_5_927,,,5.927,
E19_1_922,,,1.922,
E38_6_889,,,,6.889
E11_3_044,,,3.044,
E49_1_041,,,1.041,
E137_4_325,,,4.325,
E55_0_32,,,0.32,
E65_5_207,,,,5.207
E132_1_442,,1.442,,
E14_7_129,,7.129,,
E10_2_003,,,2.003,
E138_6_889,,,6.889,
E115_3_364,3.364,,,
E144_2_323,,,2.323,
E4_0_481,,,0.481,
E113_6_088,,,6.088,
E83_7_529,,,7.529,
E48_0_0,,,0.0,
E17_5_767,5.767,,,
E91_0_721,,,0.721,
E79_3_845,,,,3.845
E85_1_121,,,1.121,
E47_4_005,,,4.005,
E60_0_961,,,0.961,
E92_5_687,,,5.687,
E3_3_685,,,3.685,
E79_6_088,,,,6.088
E14_5_767,,5.767,,
E37_3_444,,,3.444,
E46_7_369,,,7.369,
E119_1_922,,1.922,,
E31_5_767,,,5.767,
E86_0_481,,,0.481,
E66_3_765,,,3.765,
E1_5_447,,,5.447,
E82_2_163,,2.163,,
E26_7_61,,,,7.61
E28_2_884,,,2.884,
E113_6_969,,,6.969,
E31_6_408,,,6.408,
E126_0_08,,,0.08,
E119_3_765,,3.765,,
E84_7_85,,,,7.85
E78_5_527,,,5.527,
E89_5_847,,,5.847,
E127_4_245,,,4.245,
E134_0_32,,,0.32,
E28_1_282,,,1.282,
E37_6_408,,,6.408,
E21_2_323,2.323,,,
E112_4_325,,,4.325,
E49_0_0,,,0.0,
E45_7_93,,,,7.93
E7_4_085,,,,4.085
E124_4_646,4.646,,,
E65_6_889,,,,6.889
E137_7_129,,,7.129,
E13_1_602,1.602,,,
E79_2_323,,,,2.323
E34_4_806,,,4.806,
E4_1_282,,,1.282,
E93_7_129,7.129,,,
E114_6_568,6.568,,,
E48_6_088,,,6.088,
E7_4_486,,,,4.486
E48_7_77,,,7.77,
E139_2_483,2.483,,,
E35_4_726,,,,4.726
E123_0_24,,,0.24,
E99_4_726,,,4.726,
E35_2_323,,,,2.323
E3_0_641,,,0.641,
E61_4_245,,4.245,,
E28_7_129,,,7.129,
E3_7_93,,,7.93,
E33_4_005,,,4.005,
E84_3_925,,,,3.925
E121_5_687,,5.687,,
E140_1_762,,,1.762,
E58_3_284,3.284,,,
E47_2_403,,,2.403,
E37_2_804,,,2.804,
E17_6_328,6.328,,,
E16_5_126,5.126,,,
E140_4_566,,,4.566,
E53_6_328,6.328,,,
E30_5_847,,,5.847,
E18_1_362,1.362,,,
E95_6_648,6.648,,,
E53_5_607,5.607,,,
E104_7_93,,,7.93,
E11_6_889,,,6.889,
E126_0_481,,,0.481,
E2_1_362,,,,1.362
E77_5_607,,,5.607,
E72_1_121,,,1.121,
E26_3_524,,,,3.524
E96_5_767,5.767,,,
E33_6_408,,,6.408,
E92_6_008,,,6.008,
E30_5_287,,,5.287,
E123_3_444,,,3.444,
E62_2_083,,,,2.083
E98_3_204,,,3.204,
E71_2_243,2.243,,,
E37_0_16,,,0.16,
E10_1_522,,,1.522,
E62_2_243,,,,2.243
E92_3_364,,,3.364,
E24_0_561,,,0.561,
E53_1_041,1.041,,,
E95_3_765,3.765,,,
E102_1_922,,1.922,,
E136_4_966,4.966,,,
E14_7_85,,7.85,,
E112_6_889,,,6.889,
E66_5_687,,,5.687,
E21_1_442,1.442,,,
E89_4_886,,,4.886,
E102_6_889,,6.889,,
E138_2_403,,,2.403,
E98_7_369,,,7.369,
E107_4_726,,,4.726,
E46_2_083,,,2.083,
E95_1_282,1.282,,,
E6_2_563,2.563,,,
E129_0_801,,,0.801,
E126_0_561,,,0.561,
E122_1_762,1.762,,,
E3_7_289,,,7.289,
E129_5_527,,,5.527,
E83_2_083,,,2.083,
E132_4_406,,4.406,,
E4_2_003,,,2.003,
E123_0_641,,,0.641,
E138_5_367,,,5.367,
E24_5_927,,,5.927,
E1_2_243,,,2.243,
E23_7_61,,,7.61,
E132_3_925,,3.925,,
E1_4_886,,,4.886,
E55_1_522,,,1.522,
E20_3_845,3.845,,,
E53_4_646,4.646,,,
E75_3_845,,,3.845,
E123_7_449,,,7.449,
E124_7_529,7.529,,,
E79_1_682,,,,1.682
E20_0_561,0.561,,,
E14_0_961,,0.961,,
E121_4_406,,4.406,,
E85_4_085,,,4.085,
E37_4_646,,,4.646,
E14_6_568,,6.568,,
E22_3_204,3.204,,,
E19_4_806,,,4.806,
E31_3_044,,,3.044,
E115_7_61,7.61,,,
E126_2_003,,,2.003,
E139_4_085,4.085,,,
E14_3_124,,3.124,,
E68_2_483,,2.483,,
E37_3_845,,,3.845,
E58_7_129,7.129,,,
E16_0_24,0.24,,,
E88_1_522,,1.522,,
E81_2_643,2.643,,,
E95_6_969,6.969,,,
E45_6_889,,,,6.889
E124_1_442,1.442,,,
E127_1_762,,,1.762,
E86_3_364,,,3.364,
E72_2_323,,,2.323,
E137_0_24,,,0.24,
E2_2_163,,,,2.163
E2_2_243,,,,2.243
E68_3_284,,3.284,,
E21_0_0,0.0,,,
E11_7_69,,,7.69,
E49_6_568,,,6.568,
E119_0_24,,0.24,,
E68_3_204,,3.204,,
E108_3_605,3.605,,,
E61_2_163,,2.163,,
E123_0_721,,,0.721,
E110_7_049,,,7.049,
E137_6_889,,,6.889,
E124_2_884,2.884,,,
E53_6_648,6.648,,,
E110_6_568,,,6.568,
E138_7_77,,,7.77,
E83_7_129,,,7.129,
E80_5_207,,5.207,,
E89_4_085,,,4.085,
E8_2_643,,,2.643,
E96_0_16,0.16,,,
E58_2_163,2.163,,,
E79_0_401,,,,0.401
E120_6_728,,,6.728,
E26_4_646,,,,4.646
E133_4_406,4.406,,,
E140_0_801,,,0.801,
E72_1_522,,,1.522,
E115_7_209,7.209,,,
E21_5_207,5.207,,,
E130_1_442,1.442,,,
E98_5_527,,,5.527,
E53_6_168,6.168,,,
E120_2_723,,,2.723,
E19_4_886,,,4.886,
E145_7_69,,,7.69,
E68_2_563,,2.563,,
E112_4_406,,,4.406,
E75_5_607,,,5.607,
E28_0_561,,,0.561,
E57_4_406,4.406,,,
E29_3_444,3.444,,,
E29_5_126,5.126,,,
E48_2_723,,,2.723,
E141_2_884,2.884,,,
E46_7_289,,,7.289,
E7_0_0,,,,0.0
E72_0_16,,,0.16,
E20_5_847,5.847,,,
E1_4_966,,,4.966,
E81_7_209,7.209,,,
E19_3_124,,,3.124,
E65_4_005,,,,4.005
E44_2_003,,,2.003,
E95_7_369,7.369,,,
E45_1_121,,,,1.121
E45_0_0,,,,0.0
E84_0_32,,,,0.32
E6_1_602,1.602,,,
E66_1_202,,,1.202,
E114_4_245,4.245,,,
E22_6_088,6.088,,,
E146_3_204,3.204,,,
E127_4_325,,,4.325,
E137_1_442,,,1.442,
E7_2_163,,,,2.163
E93_5_367,5.367,,,
E107_5_447,,,5.447,
E90_1_522,,,1.522,
E107_4_406,,,4.406,
E25_2_804,2.804,,,
E62_4_966,,,,4.966
E130_3_765,3.765,,,
E6_4_646,4.646,,,
E6_6_408,6.408,,,
E86_4_566,,,4.566,
E78_4_005,,,4.005,
E8_5_607,,,5.607,
E62_4_886,,,,4.886
E44_2_563,,,2.563,
E14_3_204,,3.204,,
E31_7_69,,,7.69,
E2_3_925,,,,3.925
E108_1_282,1.282,,,
E29_6_088,6.088,,,
E84_4_806,,,,4.806
E34_4_325,,,4.325,
E107_0_961,,,0.961,
E126_3_444,,,3.444,
E38_5_687,,,,5.687
E113_3_124,,,3.124,
E50_6_728,,,6.728,
E107_1_522,,,1.522,
E26_6_088,,,,6.088
E136_3_284,3.284,,,
E82_6_008,,6.008,,
E113_0_801,,,0.801,
E27_1_602,,,1.602,
E33_6_969,,,6.969,
E41_1_041,,1.041,,
E30_3_284,,,3.284,
E80_1_362,,1.362,,
E14_3_444,,3.444,,
E106_7_129,7.129,,,
E114_6_648,6.648,,,
E126_2_723,,,2.723,
E65_1_682,,,,1.682
E20_1_762,1.762,,,
E35_5_287,,,,5.287
E107_5_927,,,5.927,
E38_6_488,,,,6.488
E102_4_966,,4.966,,
E121_4_165,,4.165,,
E124_1_121,1.121,,,
E24_5_126,,,5.126,
E55_1_922,,,1.922,
E41_1_442,,1.442,,
E17_7_529,7.529,,,
E89_7_369,,,7.369,
E22_0_801,0.801,,,
E145_1_202,,,1.202,
E58_1_442,1.442,,,
E2_3_284,,,,3.284
E1_0_24,,,0.24,
E45_2_163,,,,2.163
E1_2_884,,,2.884,
E106_6_809,6.809,,,
E78_6_488,,,6.488,
E139_3_124,3.124,,,
E98_7_449,,,7.449,
E117_1_762,1.762,,,
E47_4_806,,,4.806,
E127_1_442,,,1.442,
E37_4_165,,,4.165,
E126_7_129,,,7.129,
E93_0_641,0.641,,,
E8_4_886,,,4.886,
E13_6_168,6.168,,,
E126_7_93,,,7.93,
E130_4_406,4.406,,,
E104_0_801,,,0.801,
E23_3_204,,,3.204,
E114_6_969,6.969,,,
E22_6_889,6.889,,,
E90_2_643,,,2.643,
E10_2_483,,,2.483,
E66_3_685,,,3.685,
E104_6_168,,,6.168,
E137_0_0,,,0.0,
E132_6_648,,6.648,,
E74_6_969,6.969,,,
E1_5_927,,,5.927,
E41_4_566,,4.566,,
E20_0_08,0.08,,,
E132_1_682,,1.682,,
E68_4_245,,4.245,,
E78_2_323,,,2.323,
E28_0_32,,,0.32,
E140_5_207,,,5.207,
E68_1_442,,1.442,,
E72_7_85,,,7.85,
E66_4_486,,,4.486,
E89_4_966,,,4.966,
E28_0_0,,,0.0,
E141_7_209,7.209,,,
E4_6_889,,,6.889,
E139_0_961,0.961,,,
E114_1_682,1.682,,,
E79_4_165,,,,4.165
E10_1_041,,,1.041,
E1_6_568,,,6.568,
E134_2_083,,,2.083,
E20_1_442,1.442,,,
E124_4_886,4.886,,,
E114_3_845,3.845,,,
E20_5_447,5.447,,,
E41_3_685,,3.685,,
E55_1_362,,,1.362,
E107_5_607,,,5.607,
E127_1_282,,,1.282,
E148_5_847,,,5.847,
E88_5_447,,5.447,,
E127_6_809,,,6.809,
E32_0_32,,0.32,,
E49_4_566,,,4.566,
E106_3_204,3.204,,,
E32_6_889,,6.889,,
E106_1_602,1.602,,,
E80_2_003,,2.003,,
E124_2_083,2.083,,,
E90_0_481,,,0.481,
E88_0_481,,0.481,,
E35_6_168,,,,6.168
E20_2_563,2.563,,,
E108_3_444,3.444,,,
E139_0_16,0.16,,,
E68_0_481,,0.481,,
E14_2_083,,2.083,,
E79_1_842,,,,1.842
E91_1_362,,,1.362,
E16_4_085,4.085,,,
E19_5_287,,,5.287,
E21_1_362,1.362,,,
E91_6_088,,,6.088,
E17_6_889,6.889,,,
E84_5_287,,,,5.287
E90_6_568,,,6.568,
E4_4_646,,,4.646,
E78_7_85,,,7.85,
E112_2_243,,,2.243,
E107_6_008,,,6.008,
E93_3_444,3.444,,,
E91_0_401,,,0.401,
E57_4_566,4.566,,,
E46_7_129,,,7.129,
E18_1_442,1.442,,,
E11_0_16,,,0.16,
E134_1_602,,,1.602,
E119_2_804,,2.804,,
E94_6_088,,,6.088,
E138_6_728,,,6.728,
E17_2_243,2.243,,,
E57_2_083,2.083,,,
E94_1_922,,,1.922,
E38_7_85,,,,7.85
E124_5_607,5.607,,,
E126_3_925,,,3.925,
