,PseudoTime0,PseudoTime1,PseudoTime2
E125_7_529,7.529,,
E11_6_728,,6.728,
E26_3_124,3.124,,
E136_3_845,,,3.845
E4_6_168,,,6.168
E140_1_602,,,1.602
E106_0_721,0.721,,
E47_0_0,,,0.0
E142_1_842,,,1.842
E133_0_561,,0.561,
E74_1_522,,1.522,
E16_1_121,1.121,,
E3_5_927,,5.927,
E96_0_641,0.641,,
E75_5_046,5.046,,
E65_6_728,6.728,,
E17_5_046,,5.046,
E11_3_124,,3.124,
E84_3_845,,,3.845
E98_2_804,,,2.804
E29_0_481,,,0.481
E74_2_563,,2.563,
E56_3_685,,,3.685
E130_5_126,,5.126,
E66_0_881,,,0.881
E103_4_165,,4.165,
E125_6_568,6.568,,
E34_7_529,7.529,,
E53_5_847,,5.847,
E66_4_165,,,4.165
E106_2_243,2.243,,
E47_4_406,,,4.406
E115_5_767,,5.767,
E6_6_248,,,6.248
E1_3_925,,,3.925
E126_1_922,,1.922,
E125_1_362,1.362,,
E110_5_367,,5.367,
E18_6_809,6.809,,
E20_2_723,,,2.723
E40_0_16,0.16,,
E4_5_767,,,5.767
E14_7_129,,,7.129
E124_3_685,3.685,,
E83_6_168,,,6.168
E123_1_362,,1.362,
E126_4_406,,4.406,
E95_2_804,,,2.804
E122_1_522,,,1.522
E20_7_85,,,7.85
E86_4_486,4.486,,
E104_4_245,,4.245,
E74_0_881,,0.881,
E34_0_0,0.0,,
E147_5_607,,,5.607
E39_5_287,,5.287,
E28_5_207,,5.207,
E88_4_886,4.886,,
E70_4_806,4.806,,
E107_0_481,,0.481,
E75_4_085,4.085,,
E144_4_726,4.726,,
E44_2_003,2.003,,
E80_0_0,,0.0,
E128_3_044,,3.044,
E81_7_69,7.69,,
E60_6_328,,6.328,
E92_6_648,,,6.648
E136_4_085,,,4.085
E78_1_842,,,1.842
E101_1_922,,1.922,
E122_7_529,,,7.529
E110_4_726,,4.726,
E26_1_121,1.121,,
E107_0_801,,0.801,
E145_0_32,,,0.32
E9_2_003,,2.003,
E53_1_041,,1.041,
E65_5_607,5.607,,
E63_0_401,,,0.401
E101_6_088,,6.088,
E96_6_088,6.088,,
E113_6_889,,,6.889
E136_5_207,,,5.207
E74_2_884,,2.884,
E20_6_008,,,6.008
E29_0_721,,,0.721
E83_3_284,,,3.284
E95_1_362,,,1.362
E18_0_721,0.721,,
E142_4_966,,,4.966
E115_3_925,,3.925,
E92_4_646,,,4.646
E107_4_806,,4.806,
E105_3_204,3.204,,
E78_4_886,,,4.886
E2_6_889,6.889,,
E65_3_845,3.845,,
E66_2_163,,,2.163
E51_5_607,,5.607,
E45_7_129,,7.129,
E111_1_842,1.842,,
E13_6_088,,,6.088
E11_3_925,,3.925,
E110_2_804,,2.804,
E47_3_444,,,3.444
E12_5_207,5.207,,
E28_6_568,,6.568,
E4_6_648,,,6.648
E104_5_126,,5.126,
E54_6_728,6.728,,
E106_4_726,4.726,,
E99_2_483,,,2.483
E114_2_964,2.964,,
E139_3_605,,,3.605
E121_6_088,,,6.088
E51_1_602,,1.602,
E121_4_726,,,4.726
E85_7_69,,7.69,
E122_4_726,,,4.726
E75_2_163,2.163,,
E105_1_842,1.842,,
E49_7_61,7.61,,
E26_3_765,3.765,,
E106_6_568,6.568,,
E139_4_245,,,4.245
E52_1_202,,,1.202
E77_7_77,7.77,,
E53_1_762,,1.762,
E67_1_682,,1.682,
E44_3_124,3.124,,
E147_7_449,,,7.449
