,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E106_3_124,3.124,,,
E60_6_488,,,6.488,
E20_3_444,3.444,,,
E148_6_889,,,6.889,
E145_5_687,,,5.687,
E82_7_369,,7.369,,
E138_3_524,,,3.524,
E81_7_77,7.77,,,
E106_2_643,2.643,,,
E144_0_401,,,0.401,
E62_2_563,,,,2.563
E60_6_008,,,6.008,
E48_5_046,,,5.046,
E140_5_767,,,5.767,
E113_4_486,,,4.486,
E23_4_005,,,4.005,
E107_1_602,,,1.602,
E114_1_442,1.442,,,
E117_5_687,5.687,,,
E13_3_685,3.685,,,
E130_6_248,6.248,,,
E24_4_486,,,4.486,
E31_0_721,,,0.721,
E4_4_406,,,4.406,
E23_3_845,,,3.845,
E115_6_889,6.889,,,
E91_7_93,,,7.93,
E77_4_245,,,4.245,
E134_5_927,,,5.927,
E112_7_369,,,7.369,
E45_1_282,,,,1.282
E65_2_083,,,,2.083
E38_5_767,,,,5.767
E68_2_403,,2.403,,
E28_3_124,,,3.124,
E44_0_721,,,0.721,
E117_6_889,6.889,,,
E79_3_605,,,,3.605
E106_7_369,7.369,,,
E26_1_602,,,,1.602
E119_4_245,,4.245,,
E58_5_687,5.687,,,
E31_7_85,,,7.85,
E30_5_126,,,5.126,
E115_4_245,4.245,,,
E60_4_566,,,4.566,
E89_3_524,,,3.524,
E66_0_561,,,0.561,
E32_7_129,,7.129,,
E29_0_481,0.481,,,
E31_6_088,,,6.088,
E68_4_646,,4.646,,
E98_0_721,,,0.721,
E83_1_362,,,1.362,
E41_3_925,,3.925,,
E102_6_488,,6.488,,
E104_2_403,,,2.403,
E47_6_248,,,6.248,
E105_3_204,,,3.204,
E81_5_367,5.367,,,
E114_7_049,7.049,,,
E119_7_77,,7.77,,
E1_2_243,,,2.243,
E145_6_889,,,6.889,
E141_7_289,7.289,,,
E4_2_884,,,2.884,
E41_1_442,,1.442,,
E90_3_124,,,3.124,
E141_5_607,5.607,,,
E48_5_847,,,5.847,
E47_0_481,,,0.481,
E22_6_568,6.568,,,
E122_4_165,4.165,,,
E99_3_685,,,3.685,
E145_2_483,,,2.483,
E30_0_08,,,0.08,
E85_4_566,,,4.566,
E61_0_16,,0.16,,
E136_0_721,0.721,,,
E65_5_126,,,,5.126
E18_4_005,4.005,,,
E14_7_289,,7.289,,
E89_2_643,,,2.643,
E148_7_85,,,7.85,
E31_0_24,,,0.24,
E31_0_08,,,0.08,
E48_6_969,,,6.969,
E2_5_126,,,,5.126
E90_2_403,,,2.403,
E105_5_767,,,5.767,
E18_4_085,4.085,,,
E137_4_726,,,4.726,
E94_0_641,,,0.641,
E136_6_408,6.408,,,
E77_5_207,,,5.207,
E107_5_367,,,5.367,
E110_6_488,,,6.488,
E37_7_529,,,7.529,
E85_0_0,,,0.0,
E61_7_049,,7.049,,
E146_6_809,6.809,,,
E94_7_69,,,7.69,
E55_6_168,,,6.168,
E47_0_24,,,0.24,
E106_4_726,4.726,,,
E71_3_524,3.524,,,
E20_2_964,2.964,,,
E11_7_289,,,7.289,
E1_2_083,,,2.083,
E99_2_163,,,2.163,
E130_1_282,1.282,,,
E61_3_765,,3.765,,
E60_7_449,,,7.449,
E130_7_61,7.61,,,
E95_4_726,4.726,,,
E78_2_403,,,2.403,
E27_6_248,,,6.248,
E34_2_003,,,2.003,
E92_7_129,,,7.129,
E1_7_449,,,7.449,
E119_7_209,,7.209,,
E136_1_602,1.602,,,
E139_6_408,6.408,,,
E115_1_121,1.121,,,
E124_7_93,7.93,,,
E6_4_486,4.486,,,
E136_2_243,2.243,,,
E127_6_568,,,6.568,
E99_0_16,,,0.16,
E106_1_682,1.682,,,
E146_3_765,3.765,,,
E61_6_248,,6.248,,
E133_1_682,1.682,,,
E73_4_085,,,4.085,
E126_2_483,,,2.483,
E62_4_085,,,,4.085
E119_6_328,,6.328,,
E22_6_408,6.408,,,
E104_6_328,,,6.328,
E18_2_083,2.083,,,
E119_6_408,,6.408,,
E140_3_685,,,3.685,
E8_5_847,,,5.847,
E136_5_126,5.126,,,
E107_1_121,,,1.121,
E92_5_367,,,5.367,
E20_2_163,2.163,,,
E91_0_961,,,0.961,
E127_6_648,,,6.648,
E138_6_248,,,6.248,
E86_6_728,,,6.728,
E34_6_008,,,6.008,
E25_2_003,2.003,,,
E68_0_801,,0.801,,
E145_3_204,,,3.204,
E37_1_842,,,1.842,
E28_2_483,,,2.483,
E78_3_925,,,3.925,
E18_6_969,6.969,,,
E139_0_08,0.08,,,
E73_2_563,,,2.563,
E58_0_32,0.32,,,
E146_1_202,1.202,,,
E95_0_801,0.801,,,
E2_7_61,,,,7.61
E14_0_24,,0.24,,
E106_1_041,1.041,,,
E78_1_442,,,1.442,
E123_4_726,,,4.726,
E139_3_765,3.765,,,
E23_4_726,,,4.726,
E140_4_245,,,4.245,
E31_0_801,,,0.801,
E126_3_044,,,3.044,
E139_4_245,4.245,,,
E65_4_245,,,,4.245
E8_4_325,,,4.325,
E37_3_605,,,3.605,
E89_4_165,,,4.165,
E102_2_563,,2.563,,
E112_2_643,,,2.643,
E132_7_529,,7.529,,
E83_2_243,,,2.243,
E148_1_602,,,1.602,
E22_2_163,2.163,,,
E144_1_522,,,1.522,
E89_7_049,,,7.049,
E33_3_364,,,3.364,
E120_5_607,,,5.607,
E25_5_287,5.287,,,
E89_2_003,,,2.003,
E77_5_367,,,5.367,
E130_4_245,4.245,,,
E121_0_08,,0.08,,
E129_5_287,,,5.287,
E35_5_207,,,,5.207
E106_3_605,3.605,,,
E21_7_77,7.77,,,
E127_2_884,,,2.884,
E122_3_524,3.524,,,
E145_1_922,,,1.922,
E148_6_969,,,6.969,
E72_3_685,,,3.685,
E2_3_124,,,,3.124
E34_0_961,,,0.961,
E10_5_687,,,5.687,
E82_7_85,,7.85,,
E117_1_762,1.762,,,
E28_1_282,,,1.282,
E105_4_966,,,4.966,
E145_5_847,,,5.847,
E93_6_488,6.488,,,
E141_6_088,6.088,,,
E2_7_209,,,,7.209
E55_7_049,,,7.049,
E141_5_046,5.046,,,
E138_5_527,,,5.527,
E77_6_088,,,6.088,
E95_2_163,2.163,,,
E17_2_163,2.163,,,
E68_7_85,,7.85,,
E33_3_204,,,3.204,
E122_3_685,3.685,,,
E30_4_566,,,4.566,
E75_0_0,,,0.0,
E72_4_325,,,4.325,
E112_7_69,,,7.69,
E115_6_488,6.488,,,
E120_7_61,,,7.61,
E4_5_527,,,5.527,
E88_7_77,,7.77,,
E119_0_16,,0.16,,
E25_0_881,0.881,,,
E119_2_243,,2.243,,
E104_7_93,,,7.93,
E61_3_124,,3.124,,
E38_3_124,,,,3.124
E3_7_209,,,7.209,
E98_6_008,,,6.008,
E50_7_61,,,7.61,
E26_6_568,,,,6.568
E37_1_762,,,1.762,
E106_6_969,6.969,,,
E144_6_728,,,6.728,
E89_2_723,,,2.723,
E41_7_85,,7.85,,
E65_0_881,,,,0.881
E44_1_682,,,1.682,
E14_1_041,,1.041,,
E60_0_0,,,0.0,
E41_3_605,,3.605,,
E130_1_522,1.522,,,
E8_4_966,,,4.966,
E75_0_32,,,0.32,
E46_4_325,,,4.325,
E77_3_925,,,3.925,
E21_7_61,7.61,,,
E105_6_568,,,6.568,
E117_0_641,0.641,,,
E126_5_126,,,5.126,
E13_5_447,5.447,,,
E139_0_561,0.561,,,
E138_6_408,,,6.408,
E44_1_202,,,1.202,
E65_4_646,,,,4.646
E8_2_243,,,2.243,
E107_6_408,,,6.408,
E130_6_488,6.488,,,
E38_2_884,,,,2.884
E33_0_32,,,0.32,
E74_5_527,5.527,,,
E146_5_687,5.687,,,
E94_7_209,,,7.209,
E62_1_362,,,,1.362
E146_4_726,4.726,,,
E3_6_088,,,6.088,
E66_0_16,,,0.16,
E73_7_129,,,7.129,
E77_0_0,,,0.0,
E99_5_847,,,5.847,
E139_4_486,4.486,,,
E27_2_563,,,2.563,
E104_2_083,,,2.083,
E41_6_008,,6.008,,
E29_4_005,4.005,,,
E113_1_362,,,1.362,
E45_0_32,,,,0.32
E73_7_77,,,7.77,
E138_4_806,,,4.806,
E108_0_721,0.721,,,
E146_0_16,0.16,,,
E113_1_041,,,1.041,
E23_6_408,,,6.408,
E91_4_726,,,4.726,
E81_1_121,1.121,,,
E30_6_809,,,6.809,
E91_5_767,,,5.767,
E110_3_044,,,3.044,
E98_3_444,,,3.444,
E98_7_85,,,7.85,
E47_4_085,,,4.085,
E138_6_809,,,6.809,
E30_2_643,,,2.643,
E74_2_964,2.964,,,
E48_2_804,,,2.804,
E138_6_969,,,6.969,
E106_5_367,5.367,,,
E41_4_726,,4.726,,
E83_3_124,,,3.124,
E126_5_527,,,5.527,
E45_3_925,,,,3.925
E124_1_121,1.121,,,
E96_6_088,6.088,,,
E82_6_728,,6.728,,
E114_7_209,7.209,,,
E119_7_369,,7.369,,
E19_6_728,,,6.728,
E33_1_682,,,1.682,
E83_6_248,,,6.248,
E132_2_243,,2.243,,
E60_1_922,,,1.922,
E138_4_005,,,4.005,
E49_7_209,,,7.209,
E21_5_367,5.367,,,
E48_0_16,,,0.16,
E93_6_168,6.168,,,
E49_7_61,,,7.61,
E115_2_804,2.804,,,
E71_1_041,1.041,,,
E138_3_845,,,3.845,
E144_5_847,,,5.847,
E91_7_449,,,7.449,
E25_6_408,6.408,,,
E32_5_767,,5.767,,
E115_6_088,6.088,,,
E53_3_284,3.284,,,
E49_1_842,,,1.842,
E93_6_648,6.648,,,
E45_3_124,,,,3.124
E120_4_005,,,4.005,
E132_7_369,,7.369,,
E27_0_641,,,0.641,
E10_5_527,,,5.527,
E86_7_77,,,7.77,
E68_5_527,,5.527,,
E80_5_527,,5.527,,
E108_4_726,4.726,,,
E46_5_287,,,5.287,
E85_1_282,,,1.282,
E73_2_804,,,2.804,
E19_2_884,,,2.884,
E1_6_488,,,6.488,
E55_0_641,,,0.641,
E99_6_889,,,6.889,
E106_2_243,2.243,,,
E53_7_289,7.289,,,
E73_0_24,,,0.24,
E31_5_527,,,5.527,
E92_2_804,,,2.804,
E115_3_284,3.284,,,
E46_0_0,,,0.0,
E126_4_005,,,4.005,
E14_7_129,,7.129,,
E31_7_93,,,7.93,
E23_1_682,,,1.682,
E79_6_328,,,,6.328
E57_2_163,2.163,,,
E72_7_449,,,7.449,
E105_1_362,,,1.362,
E8_6_328,,,6.328,
E146_5_367,5.367,,,
E108_2_083,2.083,,,
E38_6_648,,,,6.648
E68_7_369,,7.369,,
E105_7_93,,,7.93,
E45_6_648,,,,6.648
E16_3_444,3.444,,,
E53_3_605,3.605,,,
E53_3_685,3.685,,,
E72_6_728,,,6.728,
E21_5_046,5.046,,,
E102_1_602,,1.602,,
E144_7_85,,,7.85,
E84_1_362,,,,1.362
E27_2_083,,,2.083,
E18_7_049,7.049,,,
E41_1_682,,1.682,,
E16_4_165,4.165,,,
E134_5_207,,,5.207,
E112_6_008,,,6.008,
E31_6_488,,,6.488,
E18_1_522,1.522,,,
E119_0_961,,0.961,,
E44_6_728,,,6.728,
E98_0_16,,,0.16,
E106_1_442,1.442,,,
E108_5_847,5.847,,,
E137_6_488,,,6.488,
E85_4_486,,,4.486,
E55_0_16,,,0.16,
E3_2_563,,,2.563,
E112_5_126,,,5.126,
E7_0_0,,,,0.0
E107_6_248,,,6.248,
E121_2_723,,2.723,,
E83_1_522,,,1.522,
E29_7_449,7.449,,,
E83_3_524,,,3.524,
E22_6_328,6.328,,,
E46_4_966,,,4.966,
E11_1_442,,,1.442,
E119_0_561,,0.561,,
E81_7_61,7.61,,,
E93_0_32,0.32,,,
E137_4_085,,,4.085,
E14_6_088,,6.088,,
E30_5_367,,,5.367,
E60_7_529,,,7.529,
E148_0_32,,,0.32,
E68_0_32,,0.32,,
E21_3_845,3.845,,,
E19_7_209,,,7.209,
E119_4_486,,4.486,,
E2_1_842,,,,1.842
E28_3_685,,,3.685,
E31_6_328,,,6.328,
E99_2_884,,,2.884,
E44_4_966,,,4.966,
E32_7_69,,7.69,,
E58_7_129,7.129,,,
E75_1_442,,,1.442,
E46_3_044,,,3.044,
E38_2_083,,,,2.083
E145_6_488,,,6.488,
E34_7_129,,,7.129,
E90_6_889,,,6.889,
E107_5_046,,,5.046,
E104_5_126,,,5.126,
E24_4_406,,,4.406,
E137_4_966,,,4.966,
E45_7_61,,,,7.61
E88_0_481,,0.481,,
E112_7_529,,,7.529,
E47_2_804,,,2.804,
E8_7_85,,,7.85,
E72_1_041,,,1.041,
E130_4_165,4.165,,,
E105_6_168,,,6.168,
E112_6_568,,,6.568,
E62_4_726,,,,4.726
E124_5_287,5.287,,,
E127_5_367,,,5.367,
E75_6_969,,,6.969,
E47_7_69,,,7.69,
E21_4_886,4.886,,,
E45_4_245,,,,4.245
E99_0_32,,,0.32,
E85_1_602,,,1.602,
E85_3_284,,,3.284,
E107_6_809,,,6.809,
E126_7_69,,,7.69,
E66_1_362,,,1.362,
E77_6_809,,,6.809,
E148_1_522,,,1.522,
E148_5_126,,,5.126,
E3_7_129,,,7.129,
E13_4_646,4.646,,,
E84_4_726,,,,4.726
E22_0_801,0.801,,,
E113_0_24,,,0.24,
E23_2_643,,,2.643,
E78_6_488,,,6.488,
E14_2_884,,2.884,,
E86_3_124,,,3.124,
E18_2_323,2.323,,,
E47_2_163,,,2.163,
E32_2_243,,2.243,,
E113_4_245,,,4.245,
E44_4_085,,,4.085,
E60_0_801,,,0.801,
E34_6_568,,,6.568,
E121_5_046,,5.046,,
E1_1_202,,,1.202,
E3_0_08,,,0.08,
E57_5_687,5.687,,,
E136_2_403,2.403,,,
E27_3_284,,,3.284,
E138_2_403,,,2.403,
E61_7_85,,7.85,,
E60_2_003,,,2.003,
E112_7_289,,,7.289,
E46_5_767,,,5.767,
