	dim1	dim2
E71_1	1.2011942	-52.69849
E72_1	-17.28367	-26.208738
E73_1	-5.5174212	-38.92445
E74_1	-25.847168	-25.139862
E75_1	-22.968657	-6.0528812
E76_1	-23.096466	-20.347366
E77_1	-7.2787743	-49.163807
E78_1	-19.554863	-32.999687
E79_1	33.31499	-64.45276
E80_1	-6.6069183	-26.369608
E81_1	-19.26312	-3.672225
E82_1	-15.799692	-34.97442
E83_1	-8.124025	-33.780697
E84_1	-21.484455	-31.092087
E85_1	-29.683731	8.466959
E86_1	-14.652622	-24.083992
E87_1	13.41992	-40.27467
E88_1	9.539983	-47.96367
E89_1	-14.398487	-13.9563675
E90_1	-2.7770476	-50.14057
E91_1	11.800008	-58.51008
E92_1	-4.5551805	-53.921677
E93_1	2.409561	-53.320324
E94_1	-15.562562	-35.27994
E95_1	-20.06737	-22.970654
E96_1	-12.817703	-25.88447
E97_1	-21.844406	7.7519493
E98_1	-1.2121894	-48.744484
E99_1	-15.509682	33.548832
E100_1	-15.487711	-38.7751
E101_1	6.865599	-55.79951
E102_1	-15.291755	-38.687588
E103_1	-17.043861	-34.375187
E104_1	-5.983617	-51.61721
E105_1	24.968302	-61.185825
E106_1	-2.9252026	-48.76672
E107_1	-17.941105	21.239922
E108_1	-7.7127886	-33.94466
E109_1	-5.940787	-25.206818
E110_1	-24.359306	-12.679225
E111_1	-7.607145	-43.45896
E112_1	-17.335611	2.9161391
E113_1	-29.703505	-7.664234
E114_1	-22.905832	-18.970284
E115_1	-19.362453	-33.274563
E116_1	-3.749682	-47.762726
E117_1	-22.154854	-19.400623
E118_1	-12.396358	-16.286499
E119_1	-24.03994	15.492812
E120_1	-19.810461	4.8403077
E121_1	-12.098172	-15.298975
E122_1	2.1430202	-53.051403
E123_1	-28.446161	8.551656
E124_1	-21.715178	-28.441286
E125_1	6.215317	-52.79457
E126_1	-19.652214	44.519985
E127_1	-23.194424	-31.314331
E128_1	-13.647437	-34.093994
E129_1	-25.75767	-10.226764
E130_1	-31.144405	-7.3902364
E131_1	5.5468297	-52.13751
E132_1	-14.056473	55.157692
E133_1	-19.426817	-34.304302
E134_1	-30.053938	-10.558007
E135_1	-25.761951	-15.515481
E136_1	28.192432	-62.0404
E137_1	-11.526606	-26.63499
E138_1	-2.374096	-51.15709
E139_1	-6.0492635	-10.520596
E140_1	-31.463402	16.850939
E141_1	-16.360962	-13.214345
E142_1	-12.77068	23.229929
E143_1	9.579261	-54.150158
E144_1	-21.634594	-13.863364
E145_1	-21.997507	-17.180153
E146_1	8.786504	-20.553057
E147_1	-18.200483	-32.829933
E148_1	-15.715587	-29.72271
E149_1	-16.175072	-6.981015
E150_1	-17.21563	3.3034565
E151_1	-30.331947	11.770325
E152_1	-29.72491	9.824469
E153_1	-19.202654	28.11474
E154_1	6.7210402	-54.126526
E155_1	-32.492516	1.431982
E156_1	-12.796715	-35.128162
E157_1	-3.4369597	-52.185677
E158_1	7.463774	-49.316433
E159_1	-12.938905	-22.80435
E160_1	-1.4639598	-53.545547
E161_1	19.861172	-54.83704
E162_1	-29.011925	-3.0692856
E163_1	-6.272779	-42.16769
E164_1	-1.7582266	14.036201
E165_1	-13.407403	55.70789
E166_1	-22.24674	1.9787314
E167_1	-28.499279	-9.56997
E168_1	-7.825316	-49.72836
E169_1	-3.5395691	-50.66382
E170_1	27.017166	-63.398792
E171_1	-19.266212	-13.820301
E172_1	-5.551578	37.242954
E173_1	-23.289906	10.604431
E174_1	-3.6743853	-48.660786
E175_1	-20.1994	-32.56164
E176_1	-24.956806	28.094587
E177_1	-2.9411	-52.61894
E178_1	-9.708945	-45.60207
E179_1	-25.924725	18.248568
E180_1	14.814628	-45.040306
E181_1	-25.314125	20.440214
E182_1	-31.061493	13.83198
E183_1	-21.382492	21.717077
E184_1	-15.662856	-2.333067
E185_1	-12.380765	-13.132557
E186_1	-12.33692	-23.802422
E187_1	-10.647228	-26.50631
E188_1	-10.142862	-17.541906
E189_1	-7.596024	-40.507435
E190_1	-1.3820165	-54.306526
E191_1	10.262964	-56.326855
E192_1	-9.330864	-39.126385
E193_1	-26.301691	20.95861
E194_1	7.8987937	-54.422813
E195_1	-17.811768	-36.433586
E196_1	-13.236125	-0.4473765
E197_1	-23.878075	3.9666622
E198_1	-25.669865	-7.9724565
E199_1	14.447676	-49.770786
E200_1	-29.041412	-4.4727807
E201_1	-12.716518	-42.50293
E202_1	16.990957	-57.42199
E203_1	-29.591394	1.9517748
E204_1	-17.001116	-39.448204
E205_1	-25.386387	25.056168
E206_1	-29.926666	2.136267
E207_1	-23.556225	3.8160474
E208_1	-17.843107	-11.469995
E209_1	-13.648231	9.749439
E210_1	-8.025255	-8.4937935
E211_1	-30.413507	12.208228
E212_1	-2.4411976	-8.529353
E213_1	-11.980351	-13.871088
E214_1	-7.2578	-29.776512
E215_1	-25.25015	-7.968468
E216_1	28.155844	-61.047947
E217_1	-2.516756	-55.6051
E218_1	-7.369143	-26.916574
E219_1	-26.087145	-24.85211
E220_1	-23.251825	-18.242477
E221_1	-13.820498	-19.443632
E222_1	-25.274906	-8.980165
E223_1	-21.00187	-4.096732
E224_1	-24.457594	18.228426
E225_1	-23.985271	9.138714
E226_1	-21.405544	-1.3103055
E227_1	-0.4185563	-26.343973
E228_1	-27.446795	25.375963
E229_1	9.70816	-36.189262
E230_1	-21.438442	-7.5627327
E231_1	-24.969566	-13.842274
E232_1	-26.780949	25.043447
E233_1	7.4781117	-55.441383
E234_1	-23.263805	-28.252428
E235_1	-3.7092617	-15.347924
E236_1	25.922403	-61.13338
E237_1	-23.177	8.343609
E238_1	5.678992	15.3675165
E239_1	-19.75115	15.349282
E240_1	-6.0506916	46.947918
E241_1	-4.8398705	13.75404
E242_1	5.9807262	49.162647
E243_1	6.455496	-50.673653
E244_1	-19.043499	25.520159
E245_1	-27.714632	-5.707964
E246_1	-13.652231	9.836893
E247_1	16.593033	-59.330563
E248_1	29.06796	-62.440754
E249_1	-20.32475	-4.7002
E250_1	-27.397142	4.157633
E251_1	-27.686245	2.1449893
E252_1	-25.280909	27.02955
E253_1	14.745019	-60.608025
E254_1	-23.19483	3.4056003
E255_1	-6.58524	-25.883406
E256_1	-19.619339	-26.4866
E257_1	-31.896364	-4.228605
E258_1	18.305155	-57.92457
E259_1	-13.813777	-35.688435
E260_1	-23.393658	-7.8883805
E261_1	-2.0836842	-41.777554
E262_1	-13.441916	-35.447353
E263_1	-26.079243	0.7069302
E264_1	10.275711	-57.947136
E265_1	-24.457388	-12.879188
E266_1	-7.580669	-47.493103
E267_1	-16.217592	6.581864
E268_1	-22.532612	13.849591
E269_1	-11.537667	-35.556873
E270_1	-23.328339	-14.08334
E271_1	-4.5057425	-48.38889
E272_1	-29.88471	11.071992
E273_1	-25.971083	-13.288548
E274_1	-22.142214	-2.6136243
E275_1	-15.831363	-23.947538
E276_1	-20.282503	-9.341442
E277_1	-18.042927	-4.2425632
E278_1	-22.310837	1.2379415
E279_1	-22.442036	-10.558598
E280_1	-24.05146	12.161695
E281_1	-3.684697	-6.2440505
E282_1	-29.338678	3.8870938
E283_1	-26.738317	8.956295
E284_1	-7.4134483	-7.482227
E285_1	10.063402	-18.112816
E286_1	-14.231195	-11.57749
E287_1	-14.7598715	-8.183956
E288_1	-19.896435	5.686383
E289_1	1.6682314	15.835441
E290_1	-0.5977126	-30.393353
E291_1	-32.25596	-3.4512508
E292_1	-7.9883914	2.9214153
E293_1	-21.511723	-5.277959
E294_1	-23.64892	5.0964403
E295_1	-17.435398	51.100418
E296_1	-5.5773973	45.992607
E297_1	-16.22704	-32.860443
E298_1	-9.439865	-33.757713
E299_1	-29.520374	-7.8951783
E300_1	27.264397	-60.813393
E301_1	-3.4082515	-40.111435
E302_1	-28.86305	-3.3190174
E303_1	-8.077413	0.40017113
E304_1	15.241701	-57.936607
E305_1	-16.282887	-33.265327
E306_1	-27.620705	9.435078
E307_1	-23.63984	-8.771691
E308_1	-11.571644	-18.767763
E309_1	-27.281446	15.239854
E310_1	-26.626879	18.429697
E311_1	-26.318262	-0.42746916
E312_1	6.3654327	-40.2033
E313_1	-18.96578	-4.635558
E314_1	3.9764023	-52.3326
E315_1	-19.470955	22.2138
E316_1	-13.592871	0.11458828
E317_1	-9.944453	0.42033273
E318_1	-5.2445083	-14.051375
E319_1	-6.4519	-49.623913
E320_1	-31.20929	4.864318
E321_1	-18.562134	-0.887737
E322_1	-20.92918	-13.882505
E323_1	-24.782005	-10.752735
E324_1	-29.794493	-2.28372
E325_1	-24.80354	-7.9410768
E326_1	-10.1534605	-39.397682
E327_1	-27.63698	25.620972
E328_1	10.379423	-54.862946
E329_1	-5.133072	-49.33737
E330_1	-10.552957	27.217154
E331_1	-25.519701	1.1145394
E332_1	-3.9401999	-53.650707
E333_1	-1.5840563	24.681324
E334_1	-20.506903	1.4914051
E335_1	-25.648363	17.190617
E336_1	1.1270097	3.1928422
E337_1	21.188503	-58.894596
E338_1	-15.700308	-1.7853017
E339_1	-20.262505	16.384396
E340_1	-23.077414	26.398434
E341_1	-23.714975	-16.839529
E342_1	-32.923225	1.7274616
E343_1	32.13046	-62.612537
E344_1	-21.987474	-8.814043
E345_1	-14.059428	-4.189798
E346_1	9.035639	-56.01457
E347_1	19.445002	-45.817295
E348_1	-24.586254	-9.758799
E349_1	-28.073437	27.310505
E350_1	-11.224927	42.62853
E351_1	-24.946766	16.434618
E352_1	-7.803981	-43.550114
E353_1	-6.39555	-9.850022
E354_1	-22.743086	-31.47969
E355_2	-27.549992	4.3076754
E356_2	-27.222553	-7.8271933
E357_2	11.988723	-58.17458
E358_2	-22.191034	5.432409
E359_2	-21.8457	-1.3680612
E360_2	-27.151733	9.98435
E361_2	-21.872007	3.882471
E362_2	-11.169484	-33.60258
E363_4	-15.711687	-36.213795
E364_4	-27.269442	7.634135
E365_4	-21.635616	-11.706058
E366_4	-21.39852	-16.977467
E367_5	-23.077385	26.397694
E368_5	-16.784348	2.9483573
E369_7	-11.824421	-14.756254
E370_7	-3.3493109	-29.952984
E371_7	30.940033	-62.644806
E372_7	29.231836	-59.305138
E373_7	18.732588	-57.213173
E374_7	-12.758757	-42.51093
E375_7	-20.169958	-28.755896
E376_7	23.14789	-60.086388
E377_7	4.2231035	-44.83702
E378_7	-9.958525	0.43158022
E379_7	27.668583	-57.26667
E380_7	-1.6061101	-40.10998
E381_7	-17.75862	13.857524
E382_7	3.8085794	-51.1678
E383_7	-31.641123	5.448341
E384_7	-8.15669	-13.560059
E385_7	23.845007	-53.268036
E386_7	1.8808624	-37.519493
E387_7	-5.514502	-22.135973
E388_7	-7.7714596	-40.776203
E389_7	-2.6887603	-42.143536
E390_7	-13.571244	-24.417551
E391_7	35.302277	-66.7929
E392_7	-3.3404453	-45.766373
E393_7	-2.71802	-47.110687
E394_7	10.821259	-58.769924
E395_7	21.686993	-53.825607
E396_7	32.18674	-59.938503
E397_7	9.886121	-51.20483
E398_7	-31.085518	13.800324
E399_7	-16.777742	1.3576065
E400_7	-24.41246	26.416325
E401_7	-23.323948	-4.7812505
E402_7	-25.381153	19.55595
E403_7	-22.106081	17.462805
E404_7	-26.14102	15.242807
E405_7	-22.695482	32.959297
E406_7	-25.437412	-18.346087
E407_7	-21.187958	6.161797
E408_7	-20.890203	23.788933
E409_7	-23.765736	-32.54158
E410_7	-18.206177	-23.170609
E411_7	10.977455	-57.08583
E412_7	-18.580748	-26.155767
E413_8	-16.645325	22.37169
E414_8	18.98024	-58.027115
E415_8	-16.877575	-9.815513
E416_8	-26.86318	3.2591996
E417_8	-19.674126	13.674188
E418_8	-5.329316	-46.641552
E419_8	-11.278025	-14.954587
E420_8	-8.277166	-24.632952
E421_8	30.668549	-60.46702
E422_8	11.701239	-57.92002
E423_8	15.47818	-55.43741
E424_8	-4.144579	-42.81528
E425_8	21.627447	-53.376713
E426_8	-9.00439	31.5241
E427_8	-9.542108	-30.406912
E428_8	-2.4665537	-45.531174
E429_8	-5.65939	-3.4662282
E430_8	-17.214334	-30.335957
E431_8	2.01811	-0.011247989
E432_8	9.845992	-36.87804
E433_8	-15.506135	-25.54443
E434_8	-27.960302	15.129507
E435_8	1.9509577	-9.3133745
E436_8	-5.072875	-42.30963
E437_8	6.6255364	-14.756898
E438_8	8.8522215	-51.53122
E439_8	20.873241	-50.881874
E440_8	-26.527397	9.372867
E441_8	-14.845779	15.223409
E442_8	0.9523744	-48.023468
E443_8	9.047862	-13.210927
E444_8	-11.653319	-8.108892
E445_8	-5.0011396	-14.7530775
E446_8	1.3455851	-38.12244
E447_8	-17.928165	-28.611189
E448_8	11.351933	-55.595615
E449_8	-17.536396	-18.347322
E450_8	-16.125435	-1.965431
E451_8	-10.568453	-15.023105
E452_8	-23.004457	8.549545
E453_8	-24.604397	8.663756
E454_8	-18.64404	-18.786644
E455_8	-10.13648	-20.448544
E456_8	-1.9199146	-48.471725
E457_8	6.8088274	-51.917015
E458_8	-6.1175795	-5.848926
E459_8	21.631279	-52.41488
E460_8	3.0132973	-47.61172
E461_8	-19.392523	-26.237139
E462_8	-3.3587644	-29.858446
E463_8	-21.161411	-30.825197
E464_8	-21.995407	13.100577
E465_8	-19.053354	-6.735879
E466_8	-5.715064	10.26612
E467_8	5.5197105	-8.756916
E468_8	6.822493	-51.224464
E469_8	-19.319424	20.286098
E470_8	11.6038	-51.28564
E471_8	-23.803299	3.4753115
E472_8	22.5072	-58.391804
E473_8	31.158379	-60.15187
E474_8	20.809011	-52.92251
E475_8	-28.94125	5.000178
E476_8	-0.7244283	-41.08164
E477_8	-3.772608	-9.174354
E478_8	-25.187445	-2.313679
E479_10	-4.515135	-38.71872
E480_10	-26.47739	-8.230451
E481_10	34.806637	-65.15839
E482_10	-7.415605	-8.043929
E483_10	-5.515503	-8.004221
E484_10	-6.732864	-38.54257
E485_10	-6.657295	-5.7855124
E486_10	-4.089867	-6.4489174
E487_10	-16.956827	-19.569374
E488_10	14.799341	-50.88467
E489_10	11.826649	-52.847694
E490_10	-19.149494	-35.96963
E491_10	-15.834774	-18.79929
E492_10	-24.8044	-11.852933
E493_10	-1.5535158	-29.392769
E494_10	1.8770851	-35.157646
E495_10	-28.827488	3.0561326
E496_10	-5.3557353	-0.9991454
E497_10	-7.6275315	-40.98453
E498_10	-6.7002726	39.263702
E499_10	-16.870949	3.3184686
E500_10	33.962963	-65.570145
E501_10	-4.355162	-45.65981
E502_10	-14.203656	-3.2129023
E503_10	-20.635565	10.660459
E504_10	-24.11158	7.6176715
E505_10	25.368006	-55.104073
E506_10	-21.687866	23.200981
E507_10	-2.0075095	-29.267033
E508_10	3.0879145	-36.173717
E509_10	12.943018	10.201346
E510_10	-19.070778	-22.124178
E511_10	-9.901255	-8.12246
E512_10	-17.098858	-33.040718
E513_10	-23.70846	12.85424
E514_10	-18.397316	25.79715
E515_10	18.827654	-52.149944
E516_10	4.4145904	-6.614064
E517_10	-12.194293	-2.1277504
E518_10	-16.122166	43.36825
E519_10	-11.335651	45.8967
E520_10	-22.915836	19.503946
E521_10	32.32063	-59.938858
E522_10	-27.39111	18.426386
E523_10	-20.326036	32.5827
E524_10	-22.526403	24.39686
E525_10	14.690789	19.555836
E526_10	-17.197393	26.510311
E527_10	-18.653936	-21.881035
E528_10	-26.926046	-9.374733
E529_10	-31.679256	0.7061226
E530_10	-24.400822	11.950126
E531_10	11.728133	25.539215
E532_11	-16.055779	60.055237
E533_11	-17.058258	-8.141563
E534_11	2.5987244	39.40867
E535_11	-6.619503	-1.4243035
E536_11	-7.2341337	2.1343908
E537_11	35.308266	-66.79366
E538_11	-3.1927378	-43.001118
E539_11	-3.606577	-1.3263608
E540_11	-18.876272	-35.513542
E541_11	-27.957262	-10.212373
E542_11	-16.594265	27.57181
E543_11	5.0624714	-39.82633
E544_11	-16.152403	-9.731823
E545_11	9.89504	-51.915195
E546_11	19.053738	-50.746483
E547_11	3.8649633	-10.319858
E548_11	-22.379885	-20.22136
E549_11	-7.7599015	-5.4613028
E550_11	-20.32356	-7.1394315
E551_11	25.667358	-56.067234
E552_11	-18.158815	-33.5375
E553_11	-22.526535	24.396263
E554_11	-2.9034534	-0.67460954
E555_11	-18.060385	-3.5979793
E556_11	-22.998415	11.775124
E557_11	28.53009	-54.97664
E558_11	14.031345	-39.811707
E559_11	-5.887583	-16.515993
E560_11	25.251795	-53.436054
E561_11	-25.949812	9.643823
E562_11	10.310218	16.660345
E563_11	-8.600411	-0.72072667
E564_11	-18.889235	-19.802748
E565_11	-5.320221	10.651839
E566_11	-8.255485	15.936871
E567_11	-11.765481	23.408562
E568_11	-1.1101693	-27.053007
E569_11	13.12168	-20.152277
E570_11	-16.007395	6.911617
E571_11	-14.440828	14.084775
E572_11	-4.7913833	-45.859703
E573_11	-5.1665497	-47.584156
E574_11	13.757471	-36.100533
E575_11	25.976175	-52.33269
E576_11	-3.667855	-30.61233
E577_11	-13.007918	-28.004822
E578_11	-12.78785	-33.018696
E579_11	23.204077	-46.173515
E580_11	9.6855955	-11.047802
E581_11	14.744339	-40.61701
E582_11	28.307573	-54.276924
E583_11	11.962974	-21.956823
E584_11	-7.4867425	-28.825153
E585_11	-4.305648	-27.970264
E586_11	27.357643	-52.79728
E587_11	-27.377	-5.8563504
E588_11	34.200882	-66.57303
E589_11	-4.7066383	-47.305054
E590_11	-3.407769	12.458515
E591_11	-21.997702	12.548712
E592_11	-7.7864122	-35.818993
E593_11	11.022164	14.336064
E594_11	-14.874328	14.922381
E595_11	-12.304217	-9.453535
E596_11	-20.22073	-18.593918
E597_11	1.644615	-6.9328823
E598_11	2.2354543	12.515286
E599_11	17.559732	10.923673
E600_11	-26.614096	-10.603963
E601_11	12.867391	-17.427471
E602_11	-5.5114975	-34.66742
E603_11	-0.9242622	26.554188
E604_11	-13.513625	18.210089
E605_11	-9.121961	-10.045829
E606_11	1.4013315	3.2568865
E607_11	-14.583143	-20.802256
E608_11	-18.88959	21.459152
E609_11	-16.646557	24.764456
E610_11	-17.04366	-32.335968
E611_11	-25.241575	13.0458355
E612_11	-22.880066	22.385168
E613_11	1.0003434	27.451862
E614_11	-22.403395	29.535595
E615_11	6.315672	-12.961416
E616_12	28.56578	-58.920135
E617_12	-10.569997	21.230005
E618_12	-10.972197	-1.8519735
E619_12	10.982425	-38.926685
E620_12	-14.941478	-22.606482
E621_12	-11.175526	-38.905643
E622_12	12.370574	-22.927807
E623_12	4.072581	-36.43359
E624_12	-12.60749	-7.0802503
E625_12	-19.420736	-17.69289
E626_12	-20.55266	3.8499112
E627_12	5.9679594	-37.001762
E628_12	23.42208	-49.58935
E629_12	-8.856099	-46.55718
E630_12	14.935583	-29.273014
E631_12	11.624517	-13.066216
E632_12	26.401278	-57.967697
E633_12	10.164203	-39.215343
E634_12	27.881289	-49.99118
E635_12	14.077962	-27.756504
E636_12	10.66599	-13.695434
E637_12	10.932863	-38.435753
E638_12	12.151334	-22.738338
E639_12	14.799522	-37.062534
E640_12	-20.65332	-21.96306
E641_12	14.392712	-37.364037
E642_12	14.363761	8.792654
E643_12	5.758742	-34.784035
E644_12	26.4598	-57.192734
E645_12	14.167357	-53.639446
E646_12	11.318779	-39.440193
E647_12	8.585391	-9.241706
E648_12	11.712939	-1.8700382
E649_12	-1.5059482	-4.3198433
E650_12	6.98527	-36.831802
E651_12	-14.177173	-27.7931
E652_12	-10.708918	-1.0734875
E653_12	8.031145	-10.748498
E654_12	-17.875631	-18.746353
E655_12	-13.144508	-32.053455
E656_12	16.033777	-44.31318
E657_12	-26.08711	15.168364
E658_12	-13.325715	-20.00864
E659_12	-11.248781	-9.723128
E660_12	15.227656	10.261009
E661_12	9.991074	-19.778969
E662_12	32.134296	-57.049614
E663_12	-3.4031353	-35.905098
E664_12	9.119163	-8.026014
E665_12	8.640974	-6.7743177
E666_12	23.901548	-49.952866
E667_12	-25.214314	-4.08064
E668_12	24.379047	-52.230602
E669_12	6.563341	-9.814905
E670_12	-3.70851	9.92461
E671_12	-10.735464	-6.2088976
E672_12	-9.25082	12.533517
E673_12	-7.114996	9.366779
E674_12	-21.727766	2.7867146
E675_12	-20.591183	-4.1461806
E676_12	31.994242	-57.289833
E677_12	-13.263774	-6.0867558
E678_12	-0.84648675	-24.833166
E679_12	-9.58366	-16.847273
E680_12	-10.12845	-18.355003
E681_12	2.4050953	26.209137
E682_12	-4.4749923	-28.082363
E683_12	-11.431401	-26.172739
E684_12	1.6910301	-42.826786
E685_12	-10.825812	-5.931806
E686_12	4.3101764	-43.083324
E687_12	-12.311231	-9.313358
E688_12	-4.0480046	-37.744995
E689_12	-4.4376116	-34.088314
E690_12	1.4573997	-8.399504
E691_12	-18.704393	-30.716072
E692_12	-20.928198	-8.849413
E693_12	-4.8325434	-29.220274
E694_12	-2.2236824	14.699587
E695_12	-3.6877112	-38.138744
E696_12	1.7787786	16.47185
E697_12	-25.831306	-13.652004
E698_12	5.0539875	-35.759632
E699_12	-18.210718	24.39245
E700_12	-10.154471	-18.21118
E701_12	2.5177147	-11.225069
E702_12	-4.7214165	-1.181641
E703_12	-11.973786	-30.460617
E704_12	-18.94459	12.383132
E705_12	-25.77733	1.9421681
E706_12	15.252064	7.888541
E707_12	-18.938953	16.661833
E708_12	-7.265095	-30.746124
E709_12	-8.699539	-9.508834
E710_12	6.574594	-35.029987
E711_12	-11.996387	-20.458189
E712_12	-17.880869	-4.6643057
E713_12	-15.776647	-26.41515
E714_12	1.172926	-3.8807693
E715_12	-14.782832	-29.143663
E716_12	-20.143549	-19.969486
E717_12	1.0251639	-6.56887
E718_12	19.599604	-49.98014
E719_12	-25.886532	-16.82547
E720_12	12.792199	8.739895
E721_12	-15.9094305	-35.70713
E722_12	-13.848701	13.879257
E723_12	1.8963791	-5.34266
E724_12	-2.1605458	-5.950882
E725_12	18.204525	-49.718628
E726_12	-24.898926	-4.5005727
E727_12	-19.092543	11.07179
E728_12	28.129658	-54.209736
E729_12	-16.743408	-9.422163
E730_12	-18.223597	-0.415637
E731_12	-13.16345	-29.307463
E732_12	-7.999019	-39.38812
E733_12	5.2640247	-44.42902
E734_12	-3.5286784	-21.801888
E735_12	-19.55227	-33.84734
E736_12	-11.846439	-3.0269969
E737_12	-16.611332	18.854382
E738_12	-1.9454774	0.87960875
E739_12	-9.152277	-33.08867
E740_12	-16.21069	-31.764345
E741_12	-16.749756	-6.2421427
E742_12	-7.836436	9.150592
E743_12	-19.284029	28.173403
E744_12	7.1468644	-1.3166274
E745_12	10.385256	-53.145145
E746_12	10.411097	-52.070755
E747_12	-7.379418	-26.996016
E748_12	10.959648	-38.8997
E749_12	-14.67746	-27.762316
E750_12	-10.665368	-44.9318
E751_12	3.2452204	-38.649975
E752_12	-12.686718	-22.10245
E753_12	29.03851	-50.785603
E754_12	2.4889421	-3.5104175
E755_12	-13.111851	-41.71025
E756_12	-5.7356887	-4.7625427
E757_12	-9.190252	-19.140211
E758_12	-3.9127254	-32.922493
E759_12	-16.324198	-23.134624
E760_12	-1.5855461	-38.23355
E761_12	4.849428	-45.94049
E762_12	-6.640861	-39.03265
E763_12	26.25581	-58.018234
E764_12	2.962574	-42.288414
E765_12	-6.5348625	-2.7727165
E766_12	-11.416274	-21.232708
E767_12	-25.397408	-3.4629557
E768_12	-11.609178	-26.49504
E769_12	-6.9634657	-29.56344
E770_12	-18.353106	-23.564026
E771_12	-3.6771595	-21.801455
E772_12	0.26300094	-8.580062
E773_12	3.7165008	-1.2369138
E774_12	-8.902409	-40.702984
E775_12	29.380375	-60.841576
E776_12	6.540748	-46.04052
E777_12	-0.59219134	-25.804163
E778_12	19.640741	-49.68704
E779_12	-11.447112	-33.680252
E780_12	2.6005306	-11.412174
E781_12	15.189311	-35.39648
E782_12	-5.9208975	-31.590593
E783_12	-13.324255	-24.996841
E784_12	0.9367539	-1.0739202
E785_12	-7.441817	-16.030184
E786_12	-13.759959	-33.734093
E787_12	7.0913854	-43.582962
E788_12	-10.179923	-22.999487
E789_12	-6.1987624	-48.649853
E790_12	12.749675	-33.326664
E791_12	-19.054071	-6.7748885
E792_12	-15.249851	-7.4936957
E793_12	-20.34247	-20.356901
E794_12	-0.55584735	-40.401825
E795_12	12.005566	-23.948618
E796_12	20.92642	-56.410465
E797_12	-1.5839286	-10.834659
E798_12	-4.400881	-36.636753
E799_12	-11.21271	-29.132812
E800_12	26.3539	-51.224567
E801_12	-8.261639	-37.53892
E802_12	-7.3420467	-37.638187
E803_12	-16.061985	-28.325768
E804_12	6.2926264	-35.206234
E805_12	-7.46725	-26.356
E806_12	15.066695	-13.756153
E807_12	22.7135	-47.305523
E808_12	-8.450349	-24.633213
E809_12	13.574256	-51.590916
E810_12	-4.2861147	-34.41156
E811_12	0.16477846	-5.9657784
E812_12	5.5964646	-36.724747
E813_12	3.3576171	-46.441013
E814_12	21.470297	-51.157063
E815_12	10.083272	-14.323758
E816_12	11.352003	-24.771917
E817_12	-15.120794	-9.406026
E818_12	2.8132727	-42.833424
E819_12	-15.530026	-21.960453
E820_12	9.69048	-41.421196
E821_12	6.878603	-46.309826
E822_12	-7.645499	-32.828392
E823_12	5.9487567	-48.36206
E824_12	3.9959428	-35.17659
E825_12	-7.8013124	-37.782883
E826_12	11.326328	-37.19067
E827_12	10.05442	-50.658092
E828_12	0.14777108	-39.845486
E829_12	-5.679965	-42.49684
E830_12	2.361975	-1.2586155
E831_12	13.838631	-49.908875
E832_12	8.814242	-52.722897
