,PseudoTime0,PseudoTime1,PseudoTime2
E136_0_32,,,0.32
E46_7_93,,,7.93
E68_7_289,,,7.289
E88_1_202,1.202,,
E20_3_044,,,3.044
E31_6_248,,6.248,
E42_6_088,,,6.088
E134_3_845,3.845,,
E125_1_362,1.362,,
E62_5_287,,5.287,
E62_7_85,,7.85,
E77_7_369,7.369,,
E113_3_364,,,3.364
E13_1_442,,,1.442
E98_3_204,,,3.204
E73_0_721,,0.721,
E139_1_922,,,1.922
E6_6_648,,,6.648
E77_7_85,7.85,,
E17_6_568,,6.568,
E17_1_121,,1.121,
E89_5_447,5.447,,
E126_6_008,,6.008,
E123_1_041,,1.041,
E45_4_646,,4.646,
E46_5_367,,,5.367
E1_7_69,,,7.69
E100_6_088,,6.088,
E106_5_847,5.847,,
E96_7_369,7.369,,
E133_2_323,,2.323,
E110_3_524,,3.524,
E145_6_408,,,6.408
E66_5_287,,,5.287
E18_3_605,3.605,,
E129_2_964,,,2.964
E12_2_003,2.003,,
E21_5_527,5.527,,
E85_1_522,,1.522,
E13_7_69,,,7.69
E16_7_369,7.369,,
E95_7_77,,,7.77
E85_1_682,,1.682,
E76_7_77,7.77,,
E129_3_845,,,3.845
E134_3_204,3.204,,
E15_2_643,,2.643,
E124_4_486,4.486,,
E16_7_61,7.61,,
E121_3_284,,,3.284
E102_4_806,,,4.806
E102_1_602,,,1.602
E5_2_403,2.403,,
E111_7_85,7.85,,
E74_3_605,,3.605,
E6_1_442,,,1.442
E85_7_369,,7.369,
E93_7_69,7.69,,
E67_3_364,,3.364,
E12_2_403,2.403,,
E29_2_964,,,2.964
E117_7_85,,7.85,
E77_5_527,5.527,,
E66_2_723,,,2.723
E40_0_641,0.641,,
E47_4_806,,,4.806
E100_6_728,,6.728,
E35_6_488,,6.488,
E62_1_522,,1.522,
E96_0_16,0.16,,
E14_6_728,,,6.728
E74_5_767,,5.767,
E70_5_287,5.287,,
E78_1_442,,,1.442
E33_7_69,,7.69,
E100_2_243,,2.243,
E101_7_69,,7.69,
E70_0_881,0.881,,
E3_6_328,,6.328,
E0_3_444,,3.444,
E134_4_165,4.165,,
E2_5_687,5.687,,
E33_6_809,,6.809,
E134_1_362,1.362,,
E31_5_687,,5.687,
E87_6_408,6.408,,
E144_4_886,4.886,,
E17_6_488,,6.488,
E31_2_323,,2.323,
E142_0_08,,,0.08
E88_3_685,3.685,,
E18_3_765,3.765,,
E139_3_845,,,3.845
E74_2_884,,2.884,
E99_3_044,,,3.044
E68_6_408,,,6.408
E12_5_046,5.046,,
E87_2_563,2.563,,
E144_3_685,3.685,,
E113_6_488,,,6.488
E143_7_85,,,7.85
E87_4_486,4.486,,
E88_6_809,6.809,,
E14_5_046,,,5.046
E51_7_209,,7.209,
E74_7_85,,7.85,
E58_1_762,,,1.762
E46_1_362,,,1.362
E64_0_401,0.401,,
E49_1_442,1.442,,
E3_2_003,,2.003,
E142_7_369,,,7.369
E66_2_643,,,2.643
E111_1_522,1.522,,
E94_2_723,,2.723,
E79_1_922,1.922,,
E134_2_723,2.723,,
E103_1_522,,1.522,
E13_6_809,,,6.809
E107_2_964,,2.964,
E35_7_449,,7.449,
E113_4_806,,,4.806
E110_7_93,,7.93,
E148_4_085,,4.085,
E18_3_685,3.685,,
E125_4_325,4.325,,
E148_3_685,,3.685,
E53_4_646,,4.646,
E145_1_442,,,1.442
E129_3_605,,,3.605
E78_6_568,,,6.568
E67_3_124,,3.124,
E4_4_886,,,4.886
E7_7_77,7.77,,
E145_1_842,,,1.842
E33_4_245,,4.245,
E28_4_005,,4.005,
E100_7_049,,7.049,
E133_3_444,,3.444,
E44_3_204,3.204,,
E42_7_209,,,7.209
E81_5_046,5.046,,
E33_4_966,,4.966,
E62_3_044,,3.044,
E26_6_728,6.728,,
E56_2_003,,,2.003
E84_0_16,,,0.16
E144_0_721,0.721,,
E113_2_083,,,2.083
E95_0_32,,,0.32
E74_1_282,,1.282,
E111_3_204,3.204,,
E104_6_809,,6.809,
E60_6_408,,6.408,
E126_1_602,,1.602,
E102_7_209,,,7.209
E4_5_527,,,5.527
E26_3_364,3.364,,
E3_2_163,,2.163,
E11_7_449,,7.449,
E107_2_884,,2.884,
E29_6_168,,,6.168
E128_1_442,,1.442,
E143_6_648,,,6.648
E145_0_961,,,0.961
E3_4_806,,4.806,
E113_3_044,,,3.044
E123_6_008,,6.008,
E134_3_685,3.685,,
E56_1_121,,,1.121
E52_0_801,,,0.801
E58_6_088,,,6.088
E31_0_16,,0.16,
E95_4_245,,,4.245
E5_5_607,5.607,,
E140_3_284,,,3.284
E139_6_728,,,6.728
E68_6_248,,,6.248
E83_4_005,,,4.005
E147_1_522,,,1.522
E106_0_16,0.16,,
E35_0_881,,0.881,
E34_4_406,4.406,,
E42_2_163,,,2.163
E145_2_163,,,2.163
E35_1_522,,1.522,
E118_6_088,6.088,,
E42_0_721,,,0.721
E4_0_481,,,0.481
E70_0_721,0.721,,
E2_2_643,2.643,,
E64_6_728,6.728,,
E40_6_088,6.088,,
E95_6_328,,,6.328
E117_0_721,,0.721,
E118_2_723,2.723,,
E111_5_447,5.447,,
E114_4_005,4.005,,
E5_7_209,7.209,,
E86_3_364,3.364,,
E124_1_282,1.282,,
E105_1_922,1.922,,
E71_5_847,,5.847,
E79_6_088,6.088,,
E7_0_0,0.0,,
E94_1_682,,1.682,
E53_2_884,,2.884,
E35_5_207,,5.207,
E107_3_204,,3.204,
E62_0_561,,0.561,
E75_0_0,0.0,,
E12_5_287,5.287,,
E79_1_362,1.362,,
E73_3_524,,3.524,
E28_7_049,,7.049,
E95_3_845,,,3.845
E145_2_003,,,2.003
E45_1_842,,1.842,
E143_6_728,,,6.728
E121_5_447,,,5.447
E136_4_486,,,4.486
E123_1_522,,1.522,
E102_4_726,,,4.726
E140_2_483,,,2.483
E101_3_284,,3.284,
E102_7_61,,,7.61
E42_4_406,,,4.406
E126_5_687,,5.687,
E92_1_362,,,1.362
E133_5_607,,5.607,
E17_5_527,,5.527,
E5_5_126,5.126,,
E93_2_403,2.403,,
E79_3_284,3.284,,
E117_5_126,,5.126,
E102_5_126,,,5.126
E53_7_85,,7.85,
E53_0_961,,0.961,
E60_0_801,,0.801,
E80_3_044,,3.044,
E29_3_685,,,3.685
E3_7_049,,7.049,
E93_0_721,0.721,,
E68_4_486,,,4.486
E66_3_444,,,3.444
E52_6_488,,,6.488
E49_3_765,3.765,,
E46_3_204,,,3.204
E42_2_003,,,2.003
E2_0_961,0.961,,
E26_6_168,6.168,,
E39_2_323,,2.323,
E37_2_884,2.884,,
E83_6_568,,,6.568
E133_7_529,,7.529,
E73_1_522,,1.522,
E96_6_088,6.088,,
E16_0_481,0.481,,
E94_6_728,,6.728,
E85_3_685,,3.685,
E45_3_524,,3.524,
E17_7_449,,7.449,
E10_0_24,,,0.24
E56_0_0,,,0.0
E7_4_566,4.566,,
E142_6_568,,,6.568
E0_0_401,,0.401,
E111_1_842,1.842,,
E17_3_444,,3.444,
E143_0_0,,,0.0
E75_6_728,6.728,,
E35_3_765,,3.765,
E71_4_406,,4.406,
E51_4_325,,4.325,
E143_1_041,,,1.041
E78_2_723,,,2.723
E56_6_248,,,6.248
E52_1_282,,,1.282
E68_2_643,,,2.643
E134_4_566,4.566,,
E148_7_93,,7.93,
E65_6_248,6.248,,
E78_6_088,,,6.088
E125_3_925,3.925,,
E104_6_328,,6.328,
E2_4_966,4.966,,
E28_5_847,,5.847,
E117_0_801,,0.801,
E31_2_884,,2.884,
E103_1_121,,1.121,
E128_0_961,,0.961,
E14_0_401,,,0.401
E84_7_129,,,7.129
E122_1_762,,,1.762
E76_1_362,1.362,,
E74_0_641,,0.641,
E66_6_648,,,6.648
E68_0_961,,,0.961
E98_1_682,,,1.682
E83_2_243,,,2.243
E66_4_165,,,4.165
E60_6_088,,6.088,
E85_6_408,,6.408,
E96_2_163,2.163,,
E113_4_966,,,4.966
E12_5_126,5.126,,
E106_5_527,5.527,,
E111_0_32,0.32,,
E17_5_447,,5.447,
E45_5_687,,5.687,
E11_1_362,,1.362,
E104_4_726,,4.726,
E58_3_284,,,3.284
E54_2_723,2.723,,
E33_7_529,,7.529,
E4_6_568,,,6.568
E63_3_124,,,3.124
E101_2_163,,2.163,
E118_7_049,7.049,,
E83_3_044,,,3.044
E147_7_129,,,7.129
E96_2_884,2.884,,
E56_2_483,,,2.483
E95_7_85,,,7.85
E52_2_163,,,2.163
E20_7_529,,,7.529
E34_6_728,6.728,,
E87_6_168,6.168,,
E121_4_806,,,4.806
E34_6_969,6.969,,
E9_6_088,,6.088,
E56_3_364,,,3.364
E89_1_282,1.282,,
E46_4_966,,,4.966
E103_4_806,,4.806,
E58_1_442,,,1.442
E60_1_682,,1.682,
E58_7_449,,,7.449
E94_7_85,,7.85,
E129_5_046,,,5.046
E114_0_24,0.24,,
E133_3_524,,3.524,
E53_0_0,,0.0,
E65_3_444,3.444,,
E104_5_207,,5.207,
E53_7_449,,7.449,
E14_7_049,,,7.049
E115_4_486,,4.486,
E101_5_126,,5.126,
E45_1_121,,1.121,
E7_3_124,3.124,,
E76_2_884,2.884,,
E133_6_648,,6.648,
E87_4_245,4.245,,
E26_0_32,0.32,,
E106_0_881,0.881,,
E65_4_085,4.085,,
E3_5_847,,5.847,
E93_0_08,0.08,,
E35_6_328,,6.328,
E133_5_207,,5.207,
E100_1_682,,1.682,
E67_2_243,,2.243,
E54_6_889,6.889,,
E103_3_925,,3.925,
E122_5_126,,,5.126
E80_6_248,,6.248,
E130_0_481,,0.481,
E80_1_602,,1.602,
E73_0_24,,0.24,
E100_4_486,,4.486,
E10_4_325,,,4.325
E9_5_767,,5.767,
E105_6_168,6.168,,
E15_3_284,,3.284,
E111_5_927,5.927,,
E67_5_607,,5.607,
E34_2_323,2.323,,
E4_5_847,,,5.847
E86_0_881,0.881,,
E70_5_447,5.447,,
E125_0_24,0.24,,
E53_3_765,,3.765,
E58_3_124,,,3.124
E106_2_483,2.483,,
E77_0_961,0.961,,
E3_1_842,,1.842,
E58_5_367,,,5.367
E104_2_643,,2.643,
E31_0_721,,0.721,
E15_2_163,,2.163,
E136_4_886,,,4.886
E113_3_765,,,3.765
E6_4_325,,,4.325
E115_2_003,,2.003,
E121_6_488,,,6.488
E4_0_881,,,0.881
E126_4_726,,4.726,
E2_7_69,7.69,,
E105_1_762,1.762,,
E68_4_005,,,4.005
E14_1_762,,,1.762
E106_1_202,1.202,,
E18_6_488,6.488,,
E133_6_328,,6.328,
E16_5_287,5.287,,
E107_6_648,,6.648,
E102_7_77,,,7.77
E105_5_767,5.767,,
E46_5_927,,,5.927
E87_3_044,3.044,,
E74_1_682,,1.682,
E92_0_961,,,0.961
E125_3_204,3.204,,
E134_4_806,4.806,,
E29_4_245,,,4.245
E68_5_927,,,5.927
E133_7_129,,7.129,
E94_2_003,,2.003,
E99_0_961,,,0.961
E58_4_005,,,4.005
E115_4_566,,4.566,
E92_7_369,,,7.369
E67_4_726,,4.726,
E31_4_806,,4.806,
E56_3_124,,,3.124
E133_0_881,,0.881,
E17_1_602,,1.602,
E11_2_163,,2.163,
E12_5_607,5.607,,
E122_6_488,,,6.488
E29_1_041,,,1.041
E95_1_522,,,1.522
E126_0_24,,0.24,
E7_6_889,6.889,,
E15_4_886,,4.886,
E84_5_367,,,5.367
E37_6_889,6.889,,
E63_2_884,,,2.884
E87_0_32,0.32,,
E0_0_32,,0.32,
E140_4_165,,,4.165
E80_6_088,,6.088,
E144_2_163,2.163,,
E0_7_529,,7.529,
E6_0_24,,,0.24
E121_2_403,,,2.403
E17_4_005,,4.005,
E124_0_16,0.16,,
E65_7_529,7.529,,
E93_2_804,2.804,,
E106_0_481,0.481,,
E20_1_442,,,1.442
E5_0_08,0.08,,
E0_6_408,,6.408,
E28_7_289,,7.289,
E147_2_563,,,2.563
E84_2_003,,,2.003
E123_0_721,,0.721,
E39_0_801,,0.801,
E87_0_721,0.721,,
E60_2_884,,2.884,
E83_2_003,,,2.003
E148_7_85,,7.85,
E128_6_809,,6.809,
E60_4_806,,4.806,
E121_2_083,,,2.083
E65_0_881,0.881,,
E144_5_367,5.367,,
E111_5_367,5.367,,
E118_6_728,6.728,,
E143_5_367,,,5.367
E76_4_245,4.245,,
E87_7_69,7.69,,
E75_7_129,7.129,,
E134_2_003,2.003,,
E62_2_243,,2.243,
E139_3_605,,,3.605
E49_6_809,6.809,,
E53_4_886,,4.886,
E2_0_561,0.561,,
E105_0_08,0.08,,
E81_3_204,3.204,,
E20_3_925,,,3.925
E28_4_646,,4.646,
E37_3_284,3.284,,
E100_2_884,,2.884,
E60_1_762,,1.762,
E63_6_488,,,6.488
E83_3_605,,,3.605
E85_1_842,,1.842,
E105_7_77,7.77,,
E63_4_806,,,4.806
E70_7_289,7.289,,
E16_7_77,7.77,,
E70_1_121,1.121,,
E70_4_806,4.806,,
E95_0_401,,,0.401
E94_1_522,,1.522,
E7_7_529,7.529,,
E47_0_24,,,0.24
E45_7_77,,7.77,
E35_5_447,,5.447,
E144_5_287,5.287,,
E129_0_801,,,0.801
E89_2_723,2.723,,
E110_1_842,,1.842,
E21_6_168,6.168,,
E64_7_289,7.289,,
E140_6_728,,,6.728
E140_0_08,,,0.08
E133_1_282,,1.282,
E129_3_284,,,3.284
E3_3_845,,3.845,
E16_6_248,6.248,,
E67_5_126,,5.126,
E35_2_804,,2.804,
E52_3_524,,,3.524
E140_2_563,,,2.563
E37_6_008,6.008,,
E143_1_922,,,1.922
E13_7_209,,,7.209
E42_2_964,,,2.964
E64_7_69,7.69,,
E9_0_641,,0.641,
E113_2_243,,,2.243
E64_7_61,7.61,,
E21_0_16,0.16,,
E0_6_728,,6.728,
E42_4_726,,,4.726
E101_5_046,,5.046,
E121_3_685,,,3.685
E101_0_881,,0.881,
E0_1_922,,1.922,
E133_7_85,,7.85,
E111_2_884,2.884,,
E130_7_369,,7.369,
E126_3_044,,3.044,
E85_4_005,,4.005,
E148_2_804,,2.804,
E70_3_044,3.044,,
E143_0_961,,,0.961
E54_5_687,5.687,,
E2_4_325,4.325,,
E45_4_966,,4.966,
E65_3_364,3.364,,
E21_2_083,2.083,,
E106_2_403,2.403,,
E12_0_561,0.561,,
E77_7_209,7.209,,
E103_3_364,,3.364,
E87_5_046,5.046,,
E2_5_607,5.607,,
E65_0_0,0.0,,
E73_4_245,,4.245,
E128_0_721,,0.721,
E98_0_0,,,0.0
E134_1_282,1.282,,
E122_0_0,,,0.0
E110_2_083,,2.083,
E34_3_284,3.284,,
E44_6_488,6.488,,
E22_6_728,,,6.728
E5_6_809,6.809,,
E84_1_202,,,1.202
E3_5_687,,5.687,
E125_6_889,6.889,,
E111_6_248,6.248,,
E51_5_527,,5.527,
E20_1_922,,,1.922
E106_0_561,0.561,,
E6_5_687,,,5.687
E22_0_641,,,0.641
E47_2_323,,,2.323
E13_1_842,,,1.842
E96_0_24,0.24,,
E54_2_323,2.323,,
E26_5_287,5.287,,
E0_4_005,,4.005,
E93_2_323,2.323,,
E142_4_085,,,4.085
E142_3_444,,,3.444
E105_1_842,1.842,,
E87_6_328,6.328,,
E102_7_129,,,7.129
E133_2_403,,2.403,
E3_2_643,,2.643,
E130_3_044,,3.044,
E126_0_32,,0.32,
E96_5_126,5.126,,
E75_5_607,5.607,,
E100_2_003,,2.003,
E29_4_325,,,4.325
E106_2_323,2.323,,
E47_5_207,,,5.207
E28_5_687,,5.687,
E26_7_449,7.449,,
E93_6_648,6.648,,
E22_3_845,,,3.845
E88_4_085,4.085,,
E84_2_563,,,2.563
E9_7_289,,7.289,
E11_1_682,,1.682,
E1_2_243,,,2.243
E52_1_202,,,1.202
E65_6_488,6.488,,
E140_4_566,,,4.566
E74_6_648,,6.648,
E113_5_287,,,5.287
E144_7_209,7.209,,
E13_4_406,,,4.406
E12_5_207,5.207,,
E136_1_202,,,1.202
E128_7_85,,7.85,
E5_5_287,5.287,,
E105_7_289,7.289,,
E18_7_289,7.289,,
E128_5_447,,5.447,
E22_2_403,,,2.403
E87_3_524,3.524,,
E34_3_124,3.124,,
E33_5_767,,5.767,
E9_2_323,,2.323,
E79_0_801,0.801,,
E114_7_69,7.69,,
E65_2_723,2.723,,
E88_4_165,4.165,,
E142_7_049,,,7.049
E18_5_207,5.207,,
E114_3_845,3.845,,
E124_2_243,2.243,,
E75_0_481,0.481,,
E95_2_163,,,2.163
E70_3_925,3.925,,
E121_1_682,,,1.682
E9_3_765,,3.765,
E110_2_964,,2.964,
E125_3_044,3.044,,
E113_4_486,,,4.486
E121_5_126,,,5.126
E92_7_61,,,7.61
E18_1_362,1.362,,
E44_0_881,0.881,,
E89_2_884,2.884,,
E64_7_129,7.129,,
E104_2_323,,2.323,
E107_3_845,,3.845,
E64_4_245,4.245,,
E73_4_486,,4.486,
E35_5_287,,5.287,
E130_3_284,,3.284,
E125_6_248,6.248,,
E102_2_804,,,2.804
E92_2_964,,,2.964
E148_5_126,,5.126,
E136_0_08,,,0.08
E93_0_481,0.481,,
E49_3_605,3.605,,
E114_6_008,6.008,,
E118_6_568,6.568,,
E88_3_284,3.284,,
E88_5_927,5.927,,
E94_3_845,,3.845,
E142_3_204,,,3.204
E53_0_881,,0.881,
E3_3_284,,3.284,
E134_7_529,7.529,,
E143_5_126,,,5.126
E104_0_641,,0.641,
E83_6_408,,,6.408
E103_1_762,,1.762,
E136_0_641,,,0.641
E40_3_044,3.044,,
E136_7_77,,,7.77
E92_5_207,,,5.207
E39_3_204,,3.204,
E42_5_687,,,5.687
E16_0_881,0.881,,
E46_1_602,,,1.602
E1_6_408,,,6.408
E16_4_886,4.886,,
E11_1_602,,1.602,
E56_5_767,,,5.767
E107_5_207,,5.207,
E86_0_08,0.08,,
E74_2_243,,2.243,
E42_7_93,,,7.93
E28_7_449,,7.449,
E28_0_24,,0.24,
E64_0_641,0.641,,
E133_4_726,,4.726,
E45_6_648,,6.648,
E2_7_449,7.449,,
E66_3_284,,,3.284
E7_1_041,1.041,,
E54_5_927,5.927,,
E35_5_927,,5.927,
E121_2_243,,,2.243
E33_4_406,,4.406,
E66_3_364,,,3.364
E121_0_401,,,0.401
E84_4_486,,,4.486
E125_6_328,6.328,,
E44_0_561,0.561,,
E60_3_444,,3.444,
E7_7_69,7.69,,
E92_0_641,,,0.641
E31_1_922,,1.922,
E40_6_648,6.648,,
E45_4_806,,4.806,
E80_1_202,,1.202,
E140_1_362,,,1.362
E28_6_408,,6.408,
E113_1_602,,,1.602
E115_1_121,,1.121,
E66_1_202,,,1.202
E148_5_767,,5.767,
E12_0_08,0.08,,
E136_7_529,,,7.529
E107_0_0,,0.0,
E92_6_008,,,6.008
E122_7_369,,,7.369
E125_3_765,3.765,,
E139_3_044,,,3.044
E85_4_966,,4.966,
E9_0_961,,0.961,
E15_6_168,,6.168,
E87_4_806,4.806,,
E29_6_328,,,6.328
E1_6_969,,,6.969
E45_4_325,,4.325,
E79_6_008,6.008,,
E99_5_447,,,5.447
E96_4_806,4.806,,
E3_5_207,,5.207,
E99_6_088,,,6.088
E26_7_61,7.61,,
E58_0_961,,,0.961
E101_2_003,,2.003,
E78_1_282,,,1.282
E71_6_088,,6.088,
E123_2_083,,2.083,
E1_4_406,,,4.406
E40_0_0,0.0,,
E147_6_969,,,6.969
E145_0_481,,,0.481
E113_7_049,,,7.049
E78_1_522,,,1.522
E54_2_083,2.083,,
E98_6_568,,,6.568
E114_7_209,7.209,,
E51_2_083,,2.083,
E46_1_682,,,1.682
E101_7_93,,7.93,
E58_2_884,,,2.884
E133_0_481,,0.481,
E66_2_884,,,2.884
E139_7_209,,,7.209
E125_6_648,6.648,,
E67_2_884,,2.884,
E17_4_486,,4.486,
E44_5_287,5.287,,
E31_6_889,,6.889,
E6_5_046,,,5.046
E123_6_728,,6.728,
E83_5_367,,,5.367
E84_3_444,,,3.444
E67_1_842,,1.842,
E100_6_809,,6.809,
E14_7_129,,,7.129
E35_0_721,,0.721,
E126_6_328,,6.328,
E115_4_646,,4.646,
E96_3_044,3.044,,
E6_6_408,,,6.408
E126_7_209,,7.209,
E5_2_083,2.083,,
E7_6_328,6.328,,
E75_0_801,0.801,,
E68_7_61,,,7.61
E28_4_886,,4.886,
E40_4_165,4.165,,
E67_0_961,,0.961,
E20_4_406,,,4.406
E77_2_323,2.323,,
E9_6_248,,6.248,
E124_1_362,1.362,,
E106_7_209,7.209,,
E20_5_607,,,5.607
E18_4_886,4.886,,
E129_6_088,,,6.088
E123_0_08,,0.08,
E31_5_367,,5.367,
E113_7_129,,,7.129
E16_1_362,1.362,,
E10_7_049,,,7.049
E128_6_648,,6.648,
E34_6_488,6.488,,
E110_7_209,,7.209,
E144_3_845,3.845,,
E73_4_806,,4.806,
E66_6_488,,,6.488
E95_1_362,,,1.362
E94_0_08,,0.08,
E73_1_602,,1.602,
E76_5_046,5.046,,
E96_4_165,4.165,,
E47_7_85,,,7.85
E89_0_961,0.961,,
E106_3_524,3.524,,
E9_5_527,,5.527,
E5_2_723,2.723,,
E80_4_966,,4.966,
E78_7_049,,,7.049
E18_6_168,6.168,,
E115_3_364,,3.364,
E56_7_049,,,7.049
E80_6_648,,6.648,
E83_5_527,,,5.527
E123_4_085,,4.085,
E89_3_124,3.124,,
E94_4_245,,4.245,
E144_2_563,2.563,,
E101_3_845,,3.845,
E6_7_129,,,7.129
E99_4_165,,,4.165
E104_2_563,,2.563,
E42_6_008,,,6.008
E88_2_563,2.563,,
E53_3_044,,3.044,
E29_7_289,,,7.289
E93_6_488,6.488,,
E31_1_362,,1.362,
E14_5_527,,,5.527
E133_4_966,,4.966,
E115_5_367,,5.367,
E49_5_367,5.367,,
E74_4_646,,4.646,
E5_3_204,3.204,,
E133_6_088,,6.088,
E140_0_961,,,0.961
E28_7_369,,7.369,
E17_1_682,,1.682,
E49_7_529,7.529,,
E142_6_088,,,6.088
E4_6_889,,,6.889
E96_4_005,4.005,,
E103_3_845,,3.845,
E148_3_605,,3.605,
E11_6_648,,6.648,
E102_7_93,,,7.93
E39_2_804,,2.804,
E21_6_088,6.088,,
E7_1_682,1.682,,
E0_1_682,,1.682,
E89_1_762,1.762,,
E52_4_245,,,4.245
E99_2_804,,,2.804
E33_7_61,,7.61,
E101_6_408,,6.408,
E20_1_121,,,1.121
E76_1_682,1.682,,
E6_1_282,,,1.282
E88_2_243,2.243,,
E62_2_323,,2.323,
E101_0_16,,0.16,
E106_5_367,5.367,,
E49_0_24,0.24,,
E140_7_85,,,7.85
E87_5_847,5.847,,
E21_4_726,4.726,,
E86_7_61,7.61,,
E40_0_881,0.881,,
E66_7_369,,,7.369
E93_0_801,0.801,,
E62_1_682,,1.682,
E139_1_842,,,1.842
E105_6_488,6.488,,
E83_2_403,,,2.403
E87_2_804,2.804,,
E114_1_762,1.762,,
E31_2_643,,2.643,
E35_1_842,,1.842,
E1_6_728,,,6.728
E12_7_369,7.369,,
E76_7_69,7.69,,
E121_1_762,,,1.762
E100_6_168,,6.168,
E31_7_61,,7.61,
E107_5_046,,5.046,
E114_6_969,6.969,,
E89_4_566,4.566,,
E133_1_522,,1.522,
E101_3_605,,3.605,
E104_2_163,,2.163,
E99_5_126,,,5.126
E106_2_083,2.083,,
E60_1_041,,1.041,
E60_2_243,,2.243,
E122_1_442,,,1.442
E10_0_641,,,0.641
E21_1_602,1.602,,
E6_6_488,,,6.488
E15_3_124,,3.124,
E145_6_168,,,6.168
E107_4_806,,4.806,
E85_5_207,,5.207,
E26_6_568,6.568,,
E37_7_209,7.209,,
E76_3_364,3.364,,
E129_4_726,,,4.726
E15_6_408,,6.408,
E1_2_163,,,2.163
E77_2_003,2.003,,
E13_2_804,,,2.804
E78_7_449,,,7.449
E113_7_209,,,7.209
E139_3_204,,,3.204
E83_0_08,,,0.08
E63_6_168,,,6.168
E62_7_61,,7.61,
E143_0_481,,,0.481
E145_3_524,,,3.524
E14_2_403,,,2.403
E18_1_682,1.682,,
E66_5_126,,,5.126
E49_0_961,0.961,,
E106_5_687,5.687,,
E39_2_483,,2.483,
E0_2_884,,2.884,
E7_3_524,3.524,,
E34_6_168,6.168,,
E114_0_32,0.32,,
E52_6_408,,,6.408
E12_1_842,1.842,,
E37_7_369,7.369,,
E78_5_767,,,5.767
E68_1_041,,,1.041
E63_0_32,,,0.32
E98_0_561,,,0.561
E40_6_809,6.809,,
E101_1_362,,1.362,
E129_6_248,,,6.248
E130_3_605,,3.605,
E114_1_442,1.442,,
E34_7_529,7.529,,
E12_3_925,3.925,,
E6_7_049,,,7.049
E13_4_566,,,4.566
E16_4_245,4.245,,
E123_1_362,,1.362,
E62_6_728,,6.728,
E9_6_328,,6.328,
E143_6_889,,,6.889
E39_2_964,,2.964,
E49_4_085,4.085,,
E53_1_362,,1.362,
E134_7_129,7.129,,
E66_4_966,,,4.966
E92_2_323,,,2.323
