	dim1	dim2
E1_0_51	-14.973828	14.748159
E1_0_52	-16.775074	15.367226
E1_0_53	-17.167078	11.799352
E1_0_54	-11.705943	11.846683
E1_0_55	-12.320735	14.498535
E1_0_56	-17.925661	13.822597
E1_0_57	-17.517286	13.413969
E1_0_58	-14.461074	17.51004
E1_0_59	-21.482092	13.706236
E1_0_60	-18.971205	10.45954
E1_0_61	-13.466327	17.841463
E1_0_62	-20.267117	12.591923
E1_0_63	-12.171467	17.859854
E1_0_64	-13.219056	13.1911745
E1_0_65	-17.539282	11.117861
E1_0_66	-14.992417	15.109859
E1_0_67	-22.034197	13.509937
E1_0_68	-14.858639	18.86271
E1_0_69	-15.5274	15.698752
E1_0_70	-12.400686	12.747357
E1_0_71	-10.787434	17.33121
E1_0_72	-11.503737	13.62084
E1_0_73	-19.271412	20.260122
E1_0_74	-16.803185	17.039255
E1_0_75	-15.651019	20.02718
E1_0_76	-21.247496	14.057908
E1_0_77	-19.982553	16.047754
E1_0_78	-18.785421	16.489603
E1_0_79	-20.170969	13.063546
E1_0_80	-15.704108	16.922623
E1_0_81	-9.8962965	15.880015
E2_5_0	10.581206	6.379671
E3_5_0	7.860729	5.4827957
E3_5_1	8.101089	5.892684
E8_5_0	8.418047	0.53233
E8_5_1	3.7814813	-0.041629918
E7_5_0	10.698228	10.702648
E3_5_2	8.60717	6.467753
E8_5_2	4.8656487	-6.485166
E3_5_3	9.147388	7.8943715
E3_5_4	8.592847	3.3318624
E8_5_3	4.446549	-5.365808
E8_5_4	3.7152786	4.824506
E3_5_5	9.853697	4.591332
E7_5_1	11.571291	7.364261
E8_5_5	7.1937585	1.7971231
E3_5_6	6.542981	5.316994
E7_5_2	11.319765	7.2559223
E3_5_7	6.1556973	4.138346
E8_5_6	10.263783	2.1703882
E3_5_8	16.541655	1.0057683
E3_5_9	6.357755	6.4878945
E7_5_3	12.775065	8.890895
E7_5_4	12.662565	8.862619
E8_5_7	18.143042	-11.387555
E7_5_5	10.1628	9.187641
E3_5_10	-1.1531417	-13.699696
E8_5_8	-4.0070634	-13.781172
E3_5_11	7.333773	7.9792757
E3_5_12	9.034817	5.572152
E3_5_13	8.9303055	2.147566
E8_5_9	6.9351425	-10.610042
E3_5_14	6.9474597	3.5102892
E3_5_15	6.754011	3.977055
E3_5_16	7.8183684	2.4376605
E3_5_17	10.021775	6.6416764
E3_5_18	8.652427	3.6933024
E3_5_19	7.755038	6.9197044
E7_5_6	9.914555	8.252536
E7_5_7	10.88705	10.809761
E7_5_8	9.419699	10.260518
E8_5_10	-4.5184083	-12.76558
E3_5_20	7.3506813	7.475038
E8_5_11	5.47294	7.5759783
E8_5_12	-3.277101	-12.174619
E7_5_9	9.184008	10.406872
E8_5_13	-3.2431726	-14.423274
E7_5_10	13.37742	10.0295
E3_5_21	15.587917	4.7721925
E7_5_11	11.875093	11.788866
E8_5_14	-5.4341636	-12.159084
E8_5_15	4.2732058	-2.554375
E3_5_22	11.088289	4.760845
E2_5_1	-2.1421306	-17.268833
E7_5_12	8.545854	8.912213
E3_5_23	13.423479	4.2471433
E9_22_0	8.533002	-9.640625
E1_0_82	-18.883512	20.751438
E6_22_0	16.476728	6.621938
E9_22_1	10.155002	-10.791685
E9_22_2	7.0124173	-15.913548
E6_22_1	17.519909	6.106889
E9_22_3	12.078239	-12.011578
E9_22_4	8.1708555	-1.2905918
E6_22_2	15.728533	6.993774
E6_22_3	17.456928	7.4250193
E9_22_5	9.48685	-7.7296944
E6_22_4	14.904846	6.4093537
E4_2_51	-6.6069083	-2.0554886
E9_22_6	16.55379	3.1196663
E4_2_52	2.6591177	-3.7837899
E9_22_7	12.303238	-7.982275
E4_2_53	-5.841417	-5.8490896
E4_2_54	-8.606911	-4.8266954
E6_22_5	13.6829605	-4.9802613
E4_2_55	-0.8857304	-6.4560227
E9_22_8	11.082795	-7.84096
E4_2_56	-1.8612542	-1.1333219
E4_2_57	-0.12467735	-3.554767
E9_22_9	9.626322	-2.855855
E4_2_58	-7.1734433	0.08604326
E0_22_0	17.33443	-6.5997396
E9_20_10	17.240187	-11.067556
E9_20_11	15.557689	-10.514976
E6_20_6	14.8665285	-13.241184
E0_20_1	8.84248	-10.138292
E9_20_12	13.857825	-2.5180957
E6_20_7	12.590536	-1.0630158
E4_2_59	7.5041084	-1.3331019
E9_22_13	12.46209	-7.3814554
E4_2_60	0.10200277	-14.141727
E9_22_14	13.067433	-6.320584
E4_2_61	2.3916075	-7.3494124
E4_2_62	-5.0564966	-2.942756
E9_22_15	1.6596733	-10.014773
E4_2_63	-3.8348851	-3.9385707
E9_22_16	7.7380633	-7.976163
E4_2_64	-1.2800566	0.62278277
E9_22_17	7.101956	-4.60836
E4_2_65	-7.489215	-5.2778583
E4_2_66	-5.6741667	-12.364669
E9_22_18	14.903645	0.11388982
E0_20_2	16.595243	-5.6700745
E9_20_19	17.615538	-8.383054
E0_20_3	3.7781668	-16.19626
E9_20_20	18.930437	-7.5939865
E4_2_67	-5.419243	-2.61912
E9_22_21	4.805502	-8.460907
E4_2_68	-2.5007415	-1.5965765
E9_22_22	15.275446	-7.0364275
E4_2_69	-4.9242897	-1.1032377
E4_2_70	-4.468814	-5.9252915
E9_22_23	8.937136	-6.6871524
E4_2_71	0.49324724	-5.051926
E9_22_24	9.803603	-5.529354
E4_2_72	-5.295656	-5.0319395
E9_22_25	12.914336	-10.79108
E4_2_73	-2.3499982	-2.9811382
E0_22_4	16.228382	-4.6015205
E4_2_74	-8.469047	-2.0125158
E9_22_26	15.092489	3.2955425
E0_20_5	16.497757	8.533634
E9_20_27	13.324754	-13.007004
E9_20_28	5.023312	-9.419998
E4_2_75	-10.60553	-1.7614951
E9_22_29	11.715607	-5.9285874
E9_22_30	4.7414193	-8.281717
E9_22_31	4.714191	-12.456655
E9_22_32	7.209598	-14.866079
E9_22_33	4.2270675	-17.266884
E6_22_8	15.391673	4.5399904
E0_20_6	14.220736	-15.241723
E0_20_7	15.727132	7.711321
E9_20_34	12.793111	-1.7780687
E9_20_35	13.62639	-13.756002
E9_20_36	14.054032	-11.916849
E4_2_76	2.2899325	-12.905935
E9_22_37	16.036058	-9.385344
E4_2_77	-5.3565774	-8.769427
E9_22_38	10.14105	-7.5437045
E4_2_78	12.184922	12.235678
E4_2_79	1.2259473	-0.43964306
E9_22_39	9.026014	-14.6932955
E4_2_80	-0.09323808	0.6340081
E9_22_40	14.761209	-4.994107
E4_2_81	-9.581502	-3.0177567
E4_2_82	10.71633	-2.3988376
E4_2_83	-7.900066	-2.7182257
E9_20_41	12.920656	-2.8906026
E9_20_42	13.485502	0.6422285
E9_20_43	10.23555	-0.21361282
E9_20_44	14.405669	-2.9269621
E4_2_84	8.796935	-8.3715315
E9_22_45	2.6357079	-15.195743
E4_2_85	-2.807327	2.5648522
E9_22_46	7.416656	-4.1509724
E4_2_86	3.8014112	-5.3326683
E9_22_47	2.5601861	-15.274654
E4_2_87	-1.3094318	0.5229028
E9_22_48	3.7108903	-13.080244
E4_2_88	6.4705644	-0.010830843
E9_22_49	7.623899	-6.620182
E4_2_89	-0.7565421	1.5232781
E9_22_50	15.241547	-2.1321683
E4_2_90	-1.3734517	-12.495938
E9_22_51	14.6339	-9.573562
E4_2_91	-7.8512654	-6.711817
E9_22_52	4.1597753	-17.113008
E0_20_8	12.019253	-1.1660405
E0_20_9	11.293056	-13.525544
E6_20_9	12.928883	-0.70940983
E0_20_10	13.08918	6.99162
E0_20_11	11.809087	0.82498795
E0_20_12	16.388048	-5.6211095
E4_2_92	11.007294	-14.086462
E9_22_53	17.125141	2.5914042
E4_2_93	-5.1075153	-5.6822886
E9_22_54	14.620806	-7.264464
E4_2_94	-0.5800153	-3.7759948
E6_22_10	11.223807	-2.634292
E4_2_95	-3.9597948	-6.4095097
E9_22_55	0.5474393	-9.634074
E4_2_96	6.68336	-6.224916
E9_22_56	17.120417	-0.3952752
E4_2_97	-2.4272768	-6.7087293
E9_22_57	12.909955	-7.3017235
E9_22_58	14.227763	-5.8832498
E9_20_59	13.208836	0.33738756
E6_20_11	10.817811	0.8308753
E9_20_60	12.138004	-9.3920145
E0_20_13	8.739043	-11.780438
E9_20_61	10.643082	-9.995157
E9_22_62	14.847611	-13.20165
E9_22_63	9.125853	-7.674794
E9_22_64	16.138336	-8.128991
E9_22_65	14.698074	1.1447548
E9_22_66	11.800757	-9.714586
E9_22_67	11.931964	-4.643015
E6_22_12	10.176342	11.78953
E9_22_68	7.5611095	-15.826712
E9_22_69	18.406654	-4.777092
E9_22_70	10.674404	-8.73477
E9_22_71	15.616059	-12.247556
E9_22_72	17.421118	-0.6261326
E9_22_73	15.451428	-0.036464445
E9_22_74	17.72446	-5.162498
E9_22_75	14.500305	-2.8418033
E9_22_76	8.129897	-16.180363
E9_22_77	5.8910027	-3.2679179
E9_22_78	14.7166605	-8.04121
E9_22_79	14.30533	-6.078542
E9_22_80	10.575908	-6.565818
E9_22_81	10.467217	-4.37904
E9_22_82	15.441076	-14.533455
E9_22_83	-0.7661638	-7.8018546
E9_22_84	16.478125	-9.535508
E9_22_85	12.152399	-10.55061
E9_22_86	13.395758	-9.481527
E9_22_87	13.525733	-8.195475
E9_22_88	8.518073	-6.199662
E0_22_14	19.377945	-4.073336
