Bptf,Cbfa2t3h,Cdkn2a,Csf1r,Dnmt3a,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv6,Fli1,Gata1,Gata2,Gata3,Gfi1,Gfi1b,Hhex,Hoxa5,Hoxa9,Hoxb4,Ikzf1,Itga2b,Kit,Ldb1,Time
1.894822844,1.64326587,15.86607454,15.46771341,0.43351819,2.269039018,1.941739699,1.825902784,10.67431202,2.268097467,0.946044063,0.092173053,15.69306221,2.74429444,14.75622375,14.73312711,14.44388817,16.25766877,16.31432611,1.855510773,15.63240278,0.6090243,15.5748238,-0.669923825,15.99623809,0
1.77843767,3.193340135,6.451507073,15.46771341,1.894215739,6.444409992,2.154663419,3.23502802,6.778572715,2.584060778,1.431671061,2.288235537,7.126176479,5.816966787,6.601741427,2.05586503,3.229195858,2.479348859,16.31432611,2.758922281,7.938583978,2.688024988,6.887553365,0.479143973,2.990482999,0
0.314956513,1.997138386,15.86607454,15.46771341,2.462911519,1.985182338,1.761215711,-0.367199957,15.82707562,15.52134433,2.771688507,1.115101729,15.69306221,15.18592906,14.75622375,3.812571818,14.44388817,2.013014756,16.31432611,2.416801164,15.63240278,2.808522692,15.5748238,0.124531033,0.976106206,0
1.920928953,6.565891,15.86607454,15.46771341,1.374468387,2.206599971,1.845260612,3.710331548,4.503544327,2.021468279,2.169390673,-0.084709786,15.69306221,15.18592906,14.75622375,3.607840152,14.44388817,2.395273001,16.31432611,4.807434362,4.85622884,1.536420308,15.5748238,1.75898142,3.539122754,0
-0.179260551,1.43057336,6.913024444,6.906057079,1.138044306,0.887482764,2.053279512,0.008091463,2.63261172,8.203302261,0.524039583,-0.868052731,6.980047893,15.18592906,0.005761028,2.093076637,14.44388817,8.522142582,7.470591586,3.471528868,8.629340142,1.235628857,7.869644978,-0.662484648,2.126830757,0
0.857918233,15.21193392,15.86607454,15.46771341,2.771313001,2.700377244,2.066273999,1.53347959,3.671351212,15.52134433,2.44735203,0.09010719,15.69306221,15.18592906,14.75622375,2.489915913,14.44388817,1.259930109,16.31432611,3.94683544,15.63240278,1.545244141,15.5748238,1.264119847,5.201098877,0
0.948361741,3.158924279,15.86607454,15.46771341,1.26556507,1.088317936,2.304586018,0.412877634,3.974655696,15.52134433,0.644587679,-1.299333143,15.69306221,15.18592906,14.75622375,1.102950142,14.44388817,-0.132800921,16.31432611,14.91062576,15.63240278,0.884486387,15.5748238,-1.0470486,2.098827542,0
-0.275189523,3.273069369,15.86607454,15.46771341,0.508176662,-7.505644321,1.318433257,14.72072366,15.82707562,15.52134433,1.084248986,0.148725473,15.69306221,4.147142884,14.75622375,1.158407623,2.784079917,16.25766877,16.31432611,3.650649967,15.63240278,0.502343615,15.5748238,-1.174809631,2.06050248,0
-0.011473237,1.503789311,15.86607454,15.46771341,1.211562091,2.371674142,13.83879088,0.537605108,3.629958815,15.52134433,1.405350081,-0.108499681,15.69306221,15.18592906,1.721212706,3.961393932,14.44388817,16.25766877,16.31432611,2.522982218,15.63240278,0.986939172,15.5748238,-0.300809008,2.704389377,0
-0.659006043,15.21193392,15.86607454,15.46771341,1.46878655,0.003389934,13.83879088,-0.337725622,15.82707562,15.52134433,0.490771718,-0.65485428,15.69306221,15.18592906,14.75622375,-0.223396578,1.151597616,16.25766877,16.31432611,2.064263639,3.437257699,-0.430871787,15.5748238,-1.28010179,1.014579137,0
2.698451464,2.407058364,6.462246616,6.652929326,2.30584842,1.542280554,1.485507683,1.396173659,6.53017351,8.327322998,2.612488032,0.552411778,6.600063694,4.792317607,2.790176589,1.927113993,3.140883886,2.054535559,7.354478048,1.911371508,8.32503851,1.731962106,7.554118482,8.263270346,3.092911352,0
1.841933317,3.440968141,15.86607454,0.104722708,1.891069102,1.474058784,0.420411565,2.621704008,4.019211404,15.52134433,2.228762313,-0.199160776,15.69306221,15.18592906,14.75622375,4.169664434,14.44388817,2.125322485,16.31432611,1.198249181,15.63240278,0.962634488,15.5748238,3.094933712,2.910178369,0
0.912127453,1.484881073,15.86607454,15.46771341,14.43891392,14.86803568,3.333660297,0.911204294,15.82707562,4.642732959,3.369847752,-0.149221505,15.69306221,15.18592906,14.75622375,1.676277466,14.44388817,2.278392926,16.31432611,4.522587686,15.63240278,1.913340765,15.5748238,1.295192882,3.007995336,0
-0.85174883,0.487285134,7.912384569,0.181269886,1.02188442,-2.682838941,0.563526148,-0.691964916,2.704770466,1.438109575,-0.051778475,-0.578781035,15.69306221,15.18592906,14.75622375,0.589934161,0.90094705,-0.301960693,16.31432611,1.407233974,15.63240278,-0.054735479,15.5748238,-0.458344272,-0.124468792,0
1.332463512,1.893302311,15.86607454,15.46771341,1.76982707,1.279942844,2.9136902,9.460522025,15.82707562,1.845233543,4.554448071,-0.215726461,15.69306221,15.18592906,14.75622375,1.623749574,14.44388817,16.25766877,16.31432611,3.469631736,15.63240278,1.723563408,15.5748238,0.632018685,0.868953365,0
0.566634874,3.30356185,15.86607454,15.46771341,2.993054909,14.86803568,13.83879088,2.651580288,3.229818761,3.090965786,3.074128285,1.476325468,15.69306221,15.18592906,14.75622375,4.020594094,14.44388817,2.169334959,16.31432611,14.91062576,4.337670073,0.85340997,15.5748238,0.988530616,3.399640942,0
0.730315231,15.21193392,15.86607454,15.46771341,14.43891392,0.452847083,2.512543991,1.622763073,3.213970161,15.52134433,2.97613064,-0.214163953,15.69306221,15.18592906,14.75622375,5.104440988,14.44388817,1.484354464,2.577084414,8.759605104,15.63240278,1.07367617,15.5748238,0.06523086,2.047616545,0
0.584933827,2.474959281,15.86607454,15.46771341,2.723854081,1.000797817,3.190109354,2.667233153,3.228051879,15.52134433,2.904546012,0.758107071,15.69306221,15.18592906,14.75622375,3.953453638,2.126552428,2.425668064,16.31432611,2.211010264,15.63240278,2.036662889,15.5748238,0.426882206,1.329158659,0
-1.337912079,1.705805254,15.86607454,15.46771341,-0.562330142,-1.637793041,0.380345778,0.883944074,15.82707562,15.52134433,0.059535671,-1.009986503,15.69306221,15.18592906,14.75622375,2.767706704,1.490114226,0.388644193,16.31432611,14.91062576,15.63240278,0.35491333,15.5748238,-1.56180041,15.99623809,0
2.34777174,15.21193392,15.86607454,15.46771341,1.851223881,-3.58021726,2.058391208,0.272051956,6.870384622,15.52134433,2.737783504,0.315103403,15.69306221,4.02452493,2.216999543,9.226201463,2.359988227,16.25766877,16.31432611,4.117324357,15.63240278,1.549591962,15.5748238,0.020831578,2.455103152,0
1.609187273,2.695091993,15.86607454,15.46771341,1.23456209,-7.669471748,2.223473661,14.72072366,15.82707562,15.52134433,0.445039902,-0.649747412,15.69306221,15.18592906,14.75622375,1.081368642,14.44388817,1.761207841,16.31432611,14.91062576,15.63240278,0.037063676,15.5748238,0.876478276,1.814970065,0
1.545708986,3.044975181,15.86607454,2.270351501,3.271552314,0.209027394,13.83879088,1.386910458,15.82707562,2.657998239,1.980915895,-0.088459694,15.69306221,15.18592906,14.75622375,1.744584516,14.44388817,16.25766877,16.31432611,2.774899845,15.63240278,2.161135357,15.5748238,0.57070738,15.99623809,0
1.12881679,15.21193392,11.52927041,3.266900702,1.593576294,-4.1826047,1.648595625,1.723177202,4.322788611,4.954733205,2.502931642,0.071889704,15.69306221,15.18592906,2.378073068,4.149863795,14.44388817,16.25766877,16.31432611,2.494018844,15.63240278,1.973757666,15.5748238,1.041205254,2.941758872,0
0.601743517,2.572335003,15.86607454,1.516836264,-0.868474354,-0.15883724,0.969069594,1.36295052,1.709680714,0.26907166,-0.23186579,-1.147588702,15.69306221,15.18592906,14.75622375,2.175535277,1.337802794,16.25766877,16.31432611,2.831888792,15.63240278,-0.019823371,15.5748238,0.224141085,0.841292048,0
1.20541383,3.884302099,15.86607454,15.46771341,1.159031176,0.438154185,1.290903733,0.479911062,4.633981248,3.17366583,1.562642164,-0.654031963,15.69306221,4.702697495,14.75622375,4.37104083,14.44388817,16.25766877,16.31432611,3.996392318,15.63240278,1.296839061,15.5748238,0.500111037,15.99623809,0
0.099201753,15.21193392,15.86607454,1.631568687,0.964902541,-1.048247164,3.408857041,1.833356571,4.503055721,15.52134433,3.115520364,0.48450204,15.69306221,4.681344799,14.75622375,14.73312711,14.44388817,1.58442166,16.31432611,3.761380884,15.63240278,0.978359801,15.5748238,0.057690007,15.99623809,0
1.466356666,4.601979855,15.86607454,0.335220309,3.140558808,1.641203966,2.055745131,0.967040592,3.0446133,12.22134433,2.379438418,1.504060975,10.56986672,15.18592906,14.75622375,3.184343165,14.44388817,16.25766877,16.31432611,3.138709885,3.613691154,1.452632248,15.5748238,1.378864094,15.99623809,0
0.225113392,1.500466873,15.86607454,15.46771341,1.259477527,-4.506600699,3.546250621,0.926007683,15.82707562,15.52134433,2.261652603,-1.206714669,15.69306221,15.18592906,14.75622375,3.228044047,0.413081563,1.519441055,16.31432611,1.859415551,15.63240278,0.59880159,15.5748238,0.304691068,2.354458366,0
1.001967479,4.07094705,15.86607454,15.46771341,1.246678072,14.86803568,4.18765676,1.531180933,15.82707562,15.52134433,1.741643774,0.178368718,15.69306221,4.060092514,14.75622375,14.73312711,14.44388817,2.510531524,16.31432611,14.91062576,15.63240278,2.335643863,15.5748238,0.583773658,15.99623809,0
0.201019435,3.297291735,15.86607454,15.46771341,2.155443963,-2.359431944,2.411991899,-0.351807385,15.82707562,15.52134433,0.598878274,-0.554958605,15.69306221,15.18592906,14.75622375,0.766695501,2.078360207,2.227207769,16.31432611,14.91062576,15.63240278,1.291240091,15.5748238,-0.846913519,15.99623809,0
2.130760098,3.409800404,15.86607454,1.510090467,1.668410461,1.217818581,3.06217902,1.476549286,5.199367396,3.715817642,2.835532222,0.63411635,15.69306221,15.18592906,14.75622375,2.123294413,14.44388817,2.882977554,16.31432611,3.051833196,15.63240278,2.113426626,15.5748238,2.094521048,15.99623809,0
1.33940624,1.858823101,15.86607454,15.46771341,2.605289199,1.197002084,13.83879088,2.357284858,4.444406438,15.52134433,14.51825021,1.180006463,15.69306221,15.18592906,14.75622375,14.73312711,14.44388817,16.25766877,16.31432611,2.35212468,15.63240278,0.868463458,15.5748238,0.835169465,1.898235963,0
-0.505161947,1.37154228,15.86607454,15.46771341,-0.38933205,0.094848455,1.384802643,-1.089061914,2.76038559,0.918138845,0.275761493,-0.413395735,15.69306221,15.18592906,14.75622375,1.25875192,14.44388817,4.064117696,16.31432611,0.572219835,15.63240278,-0.022872194,15.5748238,-0.914088686,15.99623809,0
1.145393616,2.715460891,15.86607454,15.46771341,0.088228234,14.86803568,2.83635919,0.262047346,3.65835773,15.52134433,0.436054443,-1.987174684,15.69306221,3.800641307,14.75622375,14.73312711,14.44388817,16.25766877,16.31432611,1.373103803,15.63240278,0.942206381,15.5748238,-0.900374616,15.99623809,0
1.365968995,3.996889667,10.00223053,11.21366473,1.181739879,1.095772735,1.889222545,1.181145257,3.510708535,2.657387118,2.008338141,2.239231437,15.69306221,5.065885498,10.04688057,3.175710145,11.10108623,1.508183737,2.931832395,2.139236505,15.63240278,1.323272547,15.5748238,0.904666289,1.705331185,0
0.647888932,15.21193392,15.86607454,0.937621735,1.024960714,0.307402223,0.593121639,0.586729348,2.670417694,15.52134433,0.024230897,-1.745805179,15.69306221,15.18592906,14.75622375,3.112825463,14.44388817,1.320298234,16.31432611,0.579711178,15.63240278,-0.35353775,15.5748238,-0.278933497,1.439474042,0
0.43697993,2.016426815,15.86607454,15.46771341,1.827895025,1.369856216,2.10055692,0.516613719,15.82707562,2.630291413,2.084884614,-1.417248143,15.69306221,15.18592906,14.75622375,3.464649394,14.44388817,16.25766877,16.31432611,3.133882496,15.63240278,2.454822901,2.637858481,-0.324978469,1.765397382,0
2.208230647,3.796732834,15.86607454,6.725898089,4.453095059,-0.368985427,2.387816357,4.24027424,6.028191991,3.60657429,1.138528243,0.086894314,15.69306221,15.18592906,14.75622375,2.925562034,14.44388817,16.25766877,16.31432611,3.227919158,15.63240278,2.686165622,15.5748238,-0.006953109,2.727345675,0
0.96834947,2.20649634,15.86607454,2.48584346,2.670118927,3.455636512,1.456537888,1.379978114,4.74375559,4.776828008,2.665792057,0.146313257,15.69306221,15.18592906,4.553281892,3.192057622,14.44388817,3.537053343,16.31432611,6.897381328,15.63240278,1.376009698,3.651494891,0.383860233,1.546582158,0
0.534255987,15.21193392,15.86607454,15.46771341,0.212181764,0.9867443,13.83879088,-0.405710937,15.82707562,15.52134433,0.781676126,0.486634393,15.69306221,15.18592906,14.75622375,11.35490518,14.44388817,0.85148736,16.31432611,0.730911469,15.63240278,1.514615696,15.5748238,-0.659365081,2.48229051,0
0.505089253,3.117172018,15.86607454,2.909905273,2.406993569,2.653442235,2.101106342,1.851520525,15.82707562,3.307958758,0.830389142,0.204035344,15.69306221,15.18592906,14.75622375,5.254347011,14.44388817,2.637353945,16.31432611,3.38202058,15.63240278,2.136035591,15.5748238,0.606657032,3.272414692,0
1.372023356,1.427333133,15.86607454,15.46771341,2.262564913,14.86803568,13.83879088,1.035484047,15.82707562,15.52134433,2.336202504,0.202163361,15.69306221,4.022323,14.75622375,1.447699217,1.701235143,1.637739879,16.31432611,2.010511237,15.63240278,1.038576858,15.5748238,-0.316427412,15.99623809,0
0.324942306,15.21193392,15.86607454,2.60490102,1.65993537,-0.824022131,13.83879088,2.297299272,15.82707562,15.52134433,14.51825021,-0.623348859,15.69306221,15.18592906,14.75622375,4.721071256,14.44388817,16.25766877,16.31432611,2.717483792,15.63240278,2.103725519,15.5748238,0.513346813,15.99623809,0
-0.216799988,1.400081901,15.86607454,15.46771341,14.43891392,-6.286764485,2.672748976,2.035548151,3.877094009,15.52134433,-0.016587234,-0.106458052,15.69306221,15.18592906,14.75622375,2.074021265,14.44388817,1.571104267,16.31432611,1.811189029,15.63240278,-0.284017305,15.5748238,2.629984925,2.502775992,0
0.466032138,2.698929318,9.619517358,10.16552239,11.13891392,1.160766482,1.69314561,2.46064281,10.13763924,1.719503344,2.69362717,0.948809263,10.09147989,15.18592906,14.75622375,1.209169762,11.14388817,16.25766877,16.31432611,1.940793528,3.918373443,0.809502212,15.5748238,-0.079558177,3.067079043,0
-0.411929346,1.803816408,15.86607454,2.082100721,0.395923934,1.150955316,1.258755219,1.911830272,4.654081723,2.791018656,1.018248885,-0.772965098,15.69306221,15.18592906,14.75622375,2.028319366,14.44388817,0.611049012,16.31432611,14.91062576,15.63240278,1.107407742,15.5748238,-0.375749424,2.560164626,0
1.107803093,2.653645105,15.86607454,15.46771341,1.502829643,-5.499837898,2.444818346,0.735231899,5.893054096,2.424156682,0.448961834,0.18512281,15.69306221,15.18592906,14.75622375,3.515850769,14.44388817,2.09905569,16.31432611,3.15253546,15.63240278,0.447956687,15.5748238,0.92640358,0.611935008,0
1.388556664,3.528836229,15.86607454,2.729062764,1.895308156,0.323851751,2.059724169,2.549745488,15.82707562,15.52134433,2.956096867,1.051618572,15.69306221,15.18592906,1.726067426,2.541460402,2.566565349,6.662559115,16.31432611,3.801447578,15.63240278,1.841252032,15.5748238,0.718509859,1.44968692,0
-0.639149585,0.485777632,15.86607454,15.46771341,1.172777485,-0.117151166,2.460956913,14.72072366,15.82707562,15.52134433,1.530936358,0.86961668,15.69306221,4.382587799,14.75622375,14.73312711,3.05580519,16.25766877,16.31432611,1.46328671,15.63240278,1.538449448,2.322813831,-1.123211885,1.418047851,0
13.82090772,1.793570471,15.86607454,15.46771341,14.43891392,2.056174172,1.251980472,0.80340671,2.509618589,1.062569053,-0.990724957,-0.958970102,15.69306221,15.18592906,14.75622375,14.73312711,14.44388817,16.25766877,16.31432611,7.513906712,15.63240278,0.443163813,15.5748238,-2.138748267,2.469341802,0
0.473383262,6.317620958,7.655191969,8.251151905,-0.429860177,1.069021265,0.855302105,0.039624282,3.620882609,2.27843376,1.323394455,0.444838696,8.026116454,15.18592906,14.75622375,1.982126248,14.44388817,1.593243598,16.31432611,1.155820197,15.63240278,0.289590021,15.5748238,0.383831559,0.94400302,0
-0.256411319,1.740552841,15.86607454,15.46771341,0.781324628,2.347159632,1.970039149,0.606882498,15.82707562,15.52134433,2.711935201,0.342580749,15.69306221,3.510431256,14.75622375,2.944569365,14.44388817,16.25766877,16.31432611,3.042333423,15.63240278,0.74417626,15.5748238,-1.05709173,0.334612757,0
0.129526106,1.650793022,15.86607454,1.468273768,1.230422012,6.228285137,1.60321556,0.749559064,15.82707562,2.104250165,0.664239535,-0.134211863,15.69306221,15.18592906,14.75622375,4.120457833,1.04513064,1.179876878,16.31432611,3.629342915,15.63240278,0.569773227,15.5748238,0.628291779,1.265731762,0
1.541138224,2.098142613,15.86607454,15.46771341,1.110796899,14.86803568,13.83879088,0.485919402,4.328106995,3.232707098,1.175070214,0.214713854,15.69306221,15.18592906,14.75622375,1.904984242,14.44388817,16.25766877,16.31432611,3.892343935,15.63240278,14.86054821,15.5748238,0.096888639,15.99623809,0
0.694467131,1.314658963,15.86607454,15.46771341,1.814938492,14.86803568,2.75887272,0.653317109,3.81476184,11.03401366,14.51825021,0.009678833,15.69306221,15.18592906,14.75622375,5.057352231,14.44388817,2.264046027,16.31432611,2.348998449,15.63240278,1.433030321,15.5748238,0.007513902,1.853658846,0
-0.213865809,2.596791955,15.86607454,15.46771341,-0.336831713,-3.019025537,-0.002234133,1.087590833,3.499305702,2.191085818,-0.235078252,-1.383030264,15.69306221,15.18592906,14.75622375,1.256139489,-0.016301116,16.25766877,16.31432611,3.331676594,15.63240278,0.923902861,15.5748238,0.69692989,15.99623809,0
-0.281752399,4.285955517,15.86607454,15.46771341,1.117993062,14.86803568,1.209110552,0.795419211,15.82707562,2.185356993,1.706010755,-2.108280367,15.69306221,3.785615533,14.75622375,3.335710852,3.236180779,1.561316368,16.31432611,2.383466653,15.63240278,1.021013906,15.5748238,-0.313116705,15.99623809,0
-0.702896751,0.728341254,7.908396111,0.146049038,0.089878201,0.464582952,13.83879088,1.415489218,15.82707562,4.514615653,0.869380157,-0.546062158,8.232525374,15.18592906,14.75622375,1.644700023,0.668269892,1.02031136,16.31432611,2.663966297,15.63240278,-1.023444836,15.5748238,8.263270346,2.036096699,0
-0.002952619,3.02231269,15.86607454,15.46771341,1.665531628,1.814357751,1.269344077,2.941353464,4.91428625,2.4295911,1.470784641,-1.116143326,15.69306221,5.079971996,14.75622375,3.387232365,4.135708717,2.807117329,16.31432611,3.378323712,15.63240278,1.095118746,15.5748238,-0.193309925,15.99623809,0
0.812484704,4.50573069,12.56607454,15.46771341,2.742589526,-4.630772808,2.239089705,3.281659532,5.197480117,3.821659277,1.413366507,1.004547862,12.39306221,15.18592906,14.75622375,4.229255834,14.44388817,3.350073084,16.31432611,2.738821796,15.63240278,1.348772033,15.5748238,0.360905166,15.99623809,0
0.75390135,2.416686767,15.86607454,15.46771341,0.210392826,4.383323194,1.413933177,0.005094448,4.512821911,15.52134433,3.673144298,0.033271529,15.69306221,15.18592906,14.75622375,2.487494829,3.430670833,16.25766877,16.31432611,2.715097555,15.63240278,2.985278369,15.5748238,-0.395306724,1.821059384,0
-0.881561128,2.27275549,15.86607454,15.46771341,1.509930839,-5.282730415,13.83879088,1.683351718,3.994263337,15.52134433,-0.859332947,-1.187466207,15.69306221,15.18592906,14.75622375,14.73312711,14.44388817,1.997736987,16.31432611,1.266935839,15.63240278,0.875744715,15.5748238,-1.313572217,0.741268528,0
1.745009459,15.21193392,15.86607454,2.549288657,1.605106148,1.383487424,3.032718415,-0.068435583,2.793441829,2.995451018,1.178705528,1.279189706,15.69306221,4.635663445,14.75622375,2.001127654,3.390968042,16.25766877,16.31432611,2.793207809,15.63240278,0.83084098,15.5748238,0.852105315,0.703449411,0
1.766873477,0.222792458,15.86607454,15.46771341,-0.497083051,2.320548678,1.359048463,-0.202876469,15.82707562,15.52134433,0.529711444,-1.2696959,15.69306221,2.397761778,14.75622375,2.161371553,14.44388817,1.407510624,16.31432611,0.499683861,15.63240278,1.322434811,2.201285097,-0.932113297,1.064154334,0
0.464851393,15.21193392,15.86607454,2.30753534,14.43891392,-7.43977881,1.674019802,2.256051623,15.82707562,7.849717502,2.545183949,0.880883929,15.69306221,15.18592906,14.75622375,3.334389092,14.44388817,16.25766877,16.31432611,3.390380641,15.63240278,0.049153366,15.5748238,-0.01610982,0.421929892,0
0.912836017,2.631630589,15.86607454,15.46771341,-0.340218531,1.317027837,0.771523068,0.188128458,15.82707562,7.047661367,0.403454351,-0.503033309,15.69306221,3.509284773,14.75622375,2.923063554,14.44388817,16.25766877,16.31432611,1.844991442,3.741420781,0.733460673,15.5748238,-0.727665318,-0.042407922,0
0.195737067,1.358806528,8.593450456,9.179818358,1.143647423,-0.881663728,3.079020833,0.302757106,4.20500622,2.983486035,5.035318585,-0.76740517,9.019835888,15.18592906,1.352133403,1.311324084,10.23626336,11.14009529,9.926795811,0.252684814,2.858024856,1.018177575,10.774325,0.360215757,1.457357029,0
0.615605317,4.539098054,15.86607454,15.46771341,1.275586572,14.86803568,1.957004569,2.65441439,3.766391895,15.52134433,2.15119376,-0.545142199,15.69306221,5.599977743,14.75622375,7.028117421,14.44388817,16.25766877,16.31432611,2.780171183,15.63240278,1.798188923,15.5748238,0.664050426,2.164197294,0
1.069258682,1.764409737,9.786071147,3.340980253,1.469458151,1.417703226,3.023862222,2.583325817,10.4174125,2.661952122,2.195800864,0.042544402,10.36390974,4.217458812,14.75622375,2.587228666,2.096792718,2.694008021,11.66451381,3.28024249,15.63240278,1.415982605,11.22315792,8.263270346,3.325887437,0
1.266199384,3.530512945,15.86607454,15.46771341,2.322798671,1.622486406,1.967846565,2.264112483,15.82707562,15.52134433,3.403591258,0.914142651,15.69306221,15.18592906,14.75622375,14.73312711,14.44388817,2.430543594,16.31432611,4.522532468,15.63240278,2.076495253,15.5748238,0.20912902,3.087775862,0
1.814052813,4.24611988,15.86607454,15.46771341,2.796601623,-1.134911652,2.150980081,1.390406735,3.193578943,2.910619967,2.738433005,0.648568579,15.69306221,15.18592906,14.75622375,2.593049205,3.266296377,1.544182963,16.31432611,1.522616958,15.63240278,1.316772804,15.5748238,3.025248756,3.03639561,0
-0.181234567,7.806657671,7.700606786,8.513664998,1.289816823,1.588084096,1.983926715,-0.089643939,8.045115706,2.605931915,1.678556844,0.660125871,7.858626528,15.18592906,8.551945208,4.368004985,14.44388817,16.25766877,9.828730454,3.171491581,10.07522563,1.50945948,9.320489796,0.048208376,1.007438604,0
1.531921617,1.75734286,8.096702097,15.46771341,1.543223809,2.34802583,13.83879088,2.551498016,3.904887696,15.52134433,1.756284872,-0.708659869,8.364387714,15.18592906,8.550692037,1.418329615,3.325219821,16.25766877,16.31432611,3.059214913,2.99257305,2.03434966,9.107479247,0.08913086,15.99623809,0
1.016519011,2.214405482,15.86607454,15.46771341,1.248270354,2.15324248,1.892469296,2.532126809,3.459077965,3.085524571,1.780461468,0.340905444,15.69306221,15.18592906,14.75622375,2.902623928,14.44388817,1.02467048,9.023854031,2.566314288,15.63240278,1.081353774,15.5748238,0.266888072,15.99623809,0
-1.407479127,0.724599391,15.86607454,15.46771341,0.707994256,0.288071262,-0.942193709,-1.923411008,15.82707562,15.52134433,-0.859465876,-2.736036249,15.69306221,15.18592906,14.75622375,0.70022361,0.347075216,16.25766877,16.31432611,-0.570659173,15.63240278,-0.359204984,15.5748238,-1.92545644,-1.062594711,0
1.543097336,3.849655052,15.86607454,15.46771341,1.704736467,14.86803568,2.109085777,1.783531736,15.82707562,15.52134433,2.672441059,-0.593149754,15.69306221,15.18592906,14.75622375,6.302929648,14.44388817,2.786758262,16.31432611,4.369848892,15.63240278,2.200702725,15.5748238,0.634747538,3.150256647,0
1.746490331,3.127376487,9.026580123,15.46771341,1.5663695,0.221584162,2.499025713,0.844455692,3.1452933,3.366493827,2.02175507,-0.807322548,15.69306221,5.478564281,14.75622375,3.944943338,14.44388817,2.479235177,16.31432611,2.152360048,15.63240278,1.691303046,15.5748238,-0.032241341,2.981696203,0
0.556072589,3.249446274,10.42562738,11.53612974,2.524278689,3.164966244,2.479678014,14.72072366,10.50425534,15.52134433,2.46086027,1.322387107,10.57694523,15.18592906,11.04624327,3.201914796,14.44388817,2.307569584,16.31432611,4.46878365,15.63240278,1.887153162,15.5748238,1.954745454,3.709387926,0
