,PseudoTime0,PseudoTime1,PseudoTime2
E1_3_444,,,3.444
E77_5_046,5.046,,
E12_5_847,5.847,,
E117_3_044,,3.044,
E70_7_209,7.209,,
E33_3_685,,3.685,
E98_4_646,,,4.646
E35_4_085,,4.085,
E21_2_243,2.243,,
E98_2_403,,,2.403
E77_7_529,7.529,,
E70_0_721,0.721,,
E49_2_723,2.723,,
E60_0_24,,0.24,
E128_0_24,,0.24,
E130_1_602,,1.602,
E104_5_046,,5.046,
E65_6_168,6.168,,
E56_6_328,,,6.328
E123_5_527,,5.527,
E62_4_085,,4.085,
E148_2_003,,2.003,
E6_7_85,,,7.85
E106_3_845,3.845,,
E17_1_762,,1.762,
E101_3_765,,3.765,
E21_6_568,6.568,,
E58_0_0,,,0.0
E28_0_32,,0.32,
E148_5_447,,5.447,
E53_5_046,,5.046,
E77_5_767,5.767,,
E144_7_129,7.129,,
E126_7_129,,7.129,
E124_6_088,6.088,,
E4_1_602,,,1.602
E74_3_925,,3.925,
E115_0_401,,0.401,
E101_1_121,,1.121,
E99_5_126,,,5.126
E53_3_925,,3.925,
E2_3_925,3.925,,
E134_7_61,7.61,,
E134_5_607,5.607,,
E96_2_643,2.643,,
E142_5_847,,,5.847
E56_6_728,,,6.728
E64_6_328,6.328,,
E73_5_367,,5.367,
E26_3_524,3.524,,
E129_3_364,,,3.364
E7_6_168,6.168,,
E87_2_083,2.083,,
E49_5_046,5.046,,
E89_1_202,1.202,,
E16_3_524,3.524,,
E101_6_088,,6.088,
E63_3_845,,,3.845
E13_7_209,,,7.209
E115_5_447,,5.447,
E46_4_085,,,4.085
E20_4_646,,,4.646
E81_2_884,2.884,,
E45_0_561,,0.561,
E126_2_163,,2.163,
E124_3_845,3.845,,
E95_3_204,,,3.204
E52_1_842,,,1.842
E71_4_886,,4.886,
E125_7_77,7.77,,
E102_4_005,,,4.005
E40_0_08,0.08,,
E95_3_444,,,3.444
E95_0_961,,,0.961
E136_6_488,,,6.488
E142_3_605,,,3.605
E143_7_289,,,7.289
E20_3_925,,,3.925
E89_3_925,3.925,,
E39_1_362,,1.362,
E46_4_646,,,4.646
E33_7_449,,7.449,
E28_6_328,,6.328,
E28_2_804,,2.804,
E107_0_401,,0.401,
E29_4_325,,,4.325
E100_0_721,,0.721,
E60_0_641,,0.641,
E28_0_801,,0.801,
E35_7_69,,7.69,
E80_4_005,,4.005,
E40_1_041,1.041,,
E102_1_522,,,1.522
E99_6_889,,,6.889
E14_0_881,,,0.881
E121_4_726,,,4.726
E143_4_005,,,4.005
E134_0_32,0.32,,
E80_1_602,,1.602,
E117_1_442,,1.442,
E15_1_362,,1.362,
E37_3_444,3.444,,
E95_4_726,,,4.726
E83_2_804,,,2.804
E31_6_168,,6.168,
E33_1_762,,1.762,
E22_5_527,,,5.527
E84_3_284,,,3.284
E128_4_726,,4.726,
E122_6_088,,,6.088
E60_5_607,,5.607,
E22_3_925,,,3.925
E40_5_687,5.687,,
E89_7_369,7.369,,
E3_2_403,,2.403,
E7_2_403,2.403,,
E44_6_889,6.889,,
E1_3_364,,,3.364
E7_7_69,7.69,,
E14_4_486,,,4.486
E84_2_804,,,2.804
E147_2_964,,,2.964
E113_5_287,,,5.287
E96_2_243,2.243,,
E65_6_008,6.008,,
E96_1_442,1.442,,
E9_3_605,,3.605,
E75_1_362,1.362,,
E93_0_801,0.801,,
E80_5_847,,5.847,
E107_7_129,,7.129,
E104_7_529,,7.529,
E128_3_124,,3.124,
E56_5_767,,,5.767
E98_0_401,,,0.401
E74_5_367,,5.367,
E80_0_801,,0.801,
E118_0_481,0.481,,
E73_0_0,,0.0,
E54_7_049,7.049,,
E84_3_364,,,3.364
E46_3_364,,,3.364
E89_1_041,1.041,,
E79_5_527,5.527,,
E100_7_529,,7.529,
E88_7_289,7.289,,
E31_7_049,,7.049,
E98_3_605,,,3.605
E84_6_648,,,6.648
E22_1_842,,,1.842
E53_2_964,,2.964,
E103_4_566,,4.566,
E105_7_61,7.61,,
E60_6_728,,6.728,
E79_0_24,0.24,,
E51_1_762,,1.762,
E39_6_168,,6.168,
E106_1_522,1.522,,
E87_3_124,3.124,,
E52_3_524,,,3.524
E56_1_682,,,1.682
E107_6_568,,6.568,
E62_5_607,,5.607,
E34_1_682,1.682,,
E16_7_529,7.529,,
E16_6_088,6.088,,
E81_7_209,7.209,,
E99_1_442,,,1.442
E95_6_648,,,6.648
E84_5_687,,,5.687
E136_3_444,,,3.444
E102_3_204,,,3.204
E44_7_449,7.449,,
E9_2_083,,2.083,
E130_4_325,,4.325,
E17_4_886,,4.886,
E58_7_69,,,7.69
E134_7_449,7.449,,
E67_5_126,,5.126,
E46_1_041,,,1.041
E148_1_362,,1.362,
E28_2_643,,2.643,
E37_2_403,2.403,,
E64_6_008,6.008,,
E78_0_961,,,0.961
E89_0_401,0.401,,
E49_5_607,5.607,,
E1_0_16,,,0.16
E96_4_646,4.646,,
E100_4_325,,4.325,
E96_5_126,5.126,,
E89_4_966,4.966,,
E89_6_648,6.648,,
E35_2_804,,2.804,
E111_6_328,6.328,,
E34_0_801,0.801,,
E148_0_32,,0.32,
E122_7_69,,,7.69
E87_4_085,4.085,,
E7_7_449,7.449,,
E92_4_886,,,4.886
E28_4_966,,4.966,
E5_5_767,5.767,,
E83_6_648,,,6.648
E103_2_643,,2.643,
E123_5_607,,5.607,
E147_6_008,,,6.008
E4_6_168,,,6.168
E14_5_527,,,5.527
E104_7_049,,7.049,
E39_0_32,,0.32,
E65_6_568,6.568,,
E84_7_69,,,7.69
E123_6_248,,6.248,
E105_3_845,3.845,,
E80_4_085,,4.085,
E4_3_845,,,3.845
E78_6_969,,,6.969
E56_5_287,,,5.287
E49_7_69,7.69,,
E77_0_801,0.801,,
E44_2_804,2.804,,
E84_1_922,,,1.922
E80_6_809,,6.809,
E56_3_524,,,3.524
E121_1_842,,,1.842
E60_5_207,,5.207,
E133_3_204,,3.204,
E139_0_721,,,0.721
E121_6_488,,,6.488
E21_5_687,5.687,,
E100_5_447,,5.447,
E29_2_483,,,2.483
E5_0_641,0.641,,
E71_2_964,,2.964,
E80_3_925,,3.925,
E88_7_049,7.049,,
E88_1_762,1.762,,
E26_2_243,2.243,,
E83_7_69,,,7.69
E35_3_204,,3.204,
E0_5_767,,5.767,
E83_5_767,,,5.767
E28_6_088,,6.088,
E140_7_93,,,7.93
E64_6_648,6.648,,
E64_5_207,5.207,,
E45_4_005,,4.005,
E100_2_483,,2.483,
E111_0_32,0.32,,
E15_0_801,,0.801,
E56_0_16,,,0.16
E10_4_325,,,4.325
E99_4_085,,,4.085
E49_4_085,4.085,,
E67_4_486,,4.486,
E122_3_605,,,3.605
E21_4_806,4.806,,
E11_4_486,,4.486,
E75_4_886,4.886,,
E76_0_561,0.561,,
E29_2_323,,,2.323
E39_1_121,,1.121,
E144_0_641,0.641,,
E113_0_721,,,0.721
E101_7_61,,7.61,
E62_3_284,,3.284,
E80_1_362,,1.362,
E104_3_765,,3.765,
E71_3_765,,3.765,
E96_4_486,4.486,,
E39_3_044,,3.044,
E44_5_687,5.687,,
E22_5_767,,,5.767
E117_4_486,,4.486,
E11_5_847,,5.847,
E15_4_486,,4.486,
E13_0_961,,,0.961
E63_1_121,,,1.121
E85_3_364,,3.364,
E14_6_648,,,6.648
E122_2_083,,,2.083
E39_1_682,,1.682,
E16_0_24,0.24,,
E93_5_367,5.367,,
E71_7_69,,7.69,
E87_0_32,0.32,,
E5_6_168,6.168,,
E29_1_362,,,1.362
E5_7_049,7.049,,
E66_6_328,,,6.328
E81_0_801,0.801,,
E134_6_328,6.328,,
E117_5_767,,5.767,
E3_5_927,,5.927,
E35_5_207,,5.207,
E70_1_041,1.041,,
E124_6_568,6.568,,
E1_0_08,,,0.08
E113_0_24,,,0.24
E124_1_922,1.922,,
E14_0_961,,,0.961
E51_6_809,,6.809,
E94_4_966,,4.966,
E67_4_005,,4.005,
E3_4_886,,4.886,
E37_2_884,2.884,,
E35_2_323,,2.323,
E3_0_641,,0.641,
E140_0_481,,,0.481
E39_5_527,,5.527,
E98_1_202,,,1.202
E107_1_762,,1.762,
E39_3_605,,3.605,
E80_4_726,,4.726,
E26_7_129,7.129,,
E39_3_524,,3.524,
E124_2_884,2.884,,
E143_1_842,,,1.842
E68_6_168,,,6.168
E21_3_124,3.124,,
E144_1_762,1.762,,
E63_2_483,,,2.483
E78_2_243,,,2.243
E77_7_289,7.289,,
E39_4_886,,4.886,
E76_1_602,1.602,,
E89_0_0,0.0,,
E26_2_403,2.403,,
E113_6_969,,,6.969
E47_2_323,,,2.323
E5_0_801,0.801,,
E33_5_046,,5.046,
E35_6_408,,6.408,
E15_2_964,,2.964,
E62_0_16,,0.16,
E80_3_765,,3.765,
E5_1_041,1.041,,
E84_6_969,,,6.969
E26_6_648,6.648,,
E51_7_93,,7.93,
E31_5_287,,5.287,
E68_5_447,,,5.447
E39_6_728,,6.728,
E52_4_806,,,4.806
E142_4_646,,,4.646
E103_6_969,,6.969,
E121_0_24,,,0.24
E29_3_845,,,3.845
E56_2_884,,,2.884
E53_6_488,,6.488,
E75_3_925,3.925,,
E60_0_721,,0.721,
E53_2_323,,2.323,
E95_1_602,,,1.602
E53_2_483,,2.483,
E44_4_085,4.085,,
E10_5_847,,,5.847
E77_6_809,6.809,,
E133_0_721,,0.721,
E68_5_367,,,5.367
E10_4_245,,,4.245
E124_7_449,7.449,,
E13_3_765,,,3.765
E35_1_842,,1.842,
E142_5_767,,,5.767
E20_1_922,,,1.922
E115_1_682,,1.682,
E44_4_566,4.566,,
E20_2_403,,,2.403
E133_6_889,,6.889,
E6_2_163,,,2.163
E84_7_85,,,7.85
E40_7_449,7.449,,
E86_6_168,6.168,,
E126_4_886,,4.886,
E136_3_204,,,3.204
E68_3_124,,,3.124
E66_5_847,,,5.847
E67_6_488,,6.488,
E93_5_767,5.767,,
E62_1_282,,1.282,
E0_7_449,,7.449,
E16_5_687,5.687,,
E89_2_964,2.964,,
E42_7_049,,,7.049
E111_0_961,0.961,,
E103_5_927,,5.927,
E2_7_77,7.77,,
E102_7_61,,,7.61
E28_7_61,,7.61,
E67_3_524,,3.524,
E83_0_801,,,0.801
E124_5_046,5.046,,
E145_6_008,,,6.008
E117_0_32,,0.32,
E58_4_165,,,4.165
E89_3_524,3.524,,
E145_6_408,,,6.408
E125_3_524,3.524,,
E4_3_524,,,3.524
E115_7_369,,7.369,
E110_7_61,,7.61,
E34_0_481,0.481,,
E52_0_481,,,0.481
E35_5_527,,5.527,
E115_3_124,,3.124,
E33_2_243,,2.243,
E78_7_209,,,7.209
E1_2_483,,,2.483
E66_3_204,,,3.204
E12_6_168,6.168,,
E66_3_044,,,3.044
E93_1_121,1.121,,
E26_0_08,0.08,,
E130_1_682,,1.682,
E11_6_728,,6.728,
E65_1_842,1.842,,
E45_4_566,,4.566,
E28_1_121,,1.121,
E42_2_723,,,2.723
E2_1_522,1.522,,
E148_0_641,,0.641,
E33_1_202,,1.202,
E34_7_61,7.61,,
E103_7_369,,7.369,
E58_7_449,,,7.449
E71_2_323,,2.323,
E145_2_563,,,2.563
E14_7_85,,,7.85
E85_3_605,,3.605,
E65_1_762,1.762,,
E20_1_041,,,1.041
E96_0_401,0.401,,
E83_6_728,,,6.728
E37_7_129,7.129,,
E9_4_005,,4.005,
E64_3_204,3.204,,
E75_2_804,2.804,,
E118_7_289,7.289,,
E88_6_328,6.328,,
E20_4_966,,,4.966
E9_6_168,,6.168,
E18_2_804,2.804,,
E75_3_845,3.845,,
E140_5_367,,,5.367
E54_5_767,5.767,,
E107_1_842,,1.842,
E148_6_889,,6.889,
E22_0_641,,,0.641
E143_4_726,,,4.726
E3_5_287,,5.287,
E81_4_806,4.806,,
E21_4_165,4.165,,
E62_7_93,,7.93,
E81_0_32,0.32,,
E58_7_77,,,7.77
E74_2_563,,2.563,
E122_2_964,,,2.964
E77_6_648,6.648,,
E3_6_008,,6.008,
E56_2_964,,,2.964
E142_7_209,,,7.209
E78_2_563,,,2.563
E86_3_444,3.444,,
E47_2_964,,,2.964
E74_7_61,,7.61,
E0_6_328,,6.328,
E139_1_202,,,1.202
E34_6_648,6.648,,
E122_5_287,,,5.287
E111_0_801,0.801,,
E104_1_522,,1.522,
E142_0_16,,,0.16
E26_6_969,6.969,,
E67_6_568,,6.568,
E147_2_643,,,2.643
E4_7_529,,,7.529
E114_1_442,1.442,,
E66_5_287,,,5.287
E117_5_207,,5.207,
E104_4_726,,4.726,
E134_7_77,7.77,,
E126_0_801,,0.801,
E110_1_041,,1.041,
E88_2_804,2.804,,
E145_1_522,,,1.522
E111_2_323,2.323,,
E22_1_362,,,1.362
