,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E61_6_889,,6.889,,
E96_2_243,2.243,,,
E65_7_289,,,,7.289
E57_1_442,1.442,,,
E20_2_483,2.483,,,
E105_0_801,,,0.801,
E106_0_401,0.401,,,
E62_5_207,,,,5.207
E129_1_762,,,1.762,
E122_1_522,1.522,,,
E60_2_403,,,2.403,
E50_0_481,,,0.481,
E35_1_362,,,,1.362
E16_1_442,1.442,,,
E47_3_044,,,3.044,
E46_7_129,,,7.129,
E49_4_406,,,4.406,
E31_5_527,,,5.527,
E81_6_168,6.168,,,
E13_0_481,0.481,,,
E60_5_447,,,5.447,
E98_4_726,,,4.726,
E122_4_406,4.406,,,
E113_0_24,,,0.24,
E114_4_646,4.646,,,
E146_2_563,2.563,,,
E105_4_726,,,4.726,
E105_1_202,,,1.202,
E79_2_563,,,,2.563
E72_6_568,,,6.568,
E2_7_77,,,,7.77
E79_4_406,,,,4.406
E16_7_93,7.93,,,
E144_6_889,,,6.889,
E62_5_367,,,,5.367
E31_2_884,,,2.884,
E32_5_927,,5.927,,
E30_4_806,,,4.806,
E120_7_77,,,7.77,
E26_3_524,,,,3.524
E145_7_449,,,7.449,
E108_2_243,2.243,,,
E28_0_641,,,0.641,
E137_6_889,,,6.889,
E140_3_605,,,3.605,
E27_5_126,,,5.126,
E74_2_003,2.003,,,
E25_3_204,3.204,,,
E45_1_202,,,,1.202
E132_6_568,,6.568,,
E141_3_925,3.925,,,
E37_1_362,,,1.362,
E75_5_927,,,5.927,
E14_7_529,,7.529,,
E139_7_049,7.049,,,
E41_0_641,,0.641,,
E93_2_643,2.643,,,
E133_6_568,6.568,,,
E129_3_364,,,3.364,
E73_3_204,,,3.204,
E130_3_605,3.605,,,
E20_4_245,4.245,,,
E27_5_767,,,5.767,
E45_0_16,,,,0.16
E123_3_124,,,3.124,
E6_3_605,3.605,,,
E104_6_728,,,6.728,
E37_0_961,,,0.961,
E129_0_961,,,0.961,
E91_5_126,,,5.126,
E102_2_643,,2.643,,
E57_7_529,7.529,,,
E65_0_721,,,,0.721
E105_1_041,,,1.041,
E65_7_93,,,,7.93
E33_0_32,,,0.32,
E49_5_607,,,5.607,
E26_7_85,,,,7.85
E148_0_32,,,0.32,
E123_4_726,,,4.726,
E11_7_85,,,7.85,
E140_3_685,,,3.685,
E37_5_126,,,5.126,
E123_4_806,,,4.806,
E78_0_721,,,0.721,
E34_7_369,,,7.369,
E45_3_444,,,,3.444
E134_1_682,,,1.682,
E27_0_881,,,0.881,
E14_1_362,,1.362,,
E27_3_925,,,3.925,
E105_7_529,,,7.529,
E16_3_685,3.685,,,
E84_3_925,,,,3.925
E71_0_961,0.961,,,
E92_7_61,,,7.61,
E34_2_804,,,2.804,
E14_3_685,,3.685,,
E25_7_77,7.77,,,
E145_6_248,,,6.248,
E2_3_284,,,,3.284
E34_3_284,,,3.284,
E58_1_121,1.121,,,
E115_3_524,3.524,,,
E140_3_124,,,3.124,
E58_2_884,2.884,,,
E47_4_806,,,4.806,
E108_2_723,2.723,,,
E73_2_884,,,2.884,
E2_7_129,,,,7.129
E28_3_524,,,3.524,
E17_7_61,7.61,,,
E88_0_801,,0.801,,
E139_4_886,4.886,,,
E83_2_884,,,2.884,
E82_0_0,,0.0,,
E146_7_61,7.61,,,
E13_5_927,5.927,,,
E141_4_165,4.165,,,
E80_1_442,,1.442,,
E79_3_364,,,,3.364
E6_2_884,2.884,,,
E23_6_728,,,6.728,
E83_5_847,,,5.847,
E53_1_041,1.041,,,
E47_2_804,,,2.804,
E132_2_083,,2.083,,
E79_0_0,,,,0.0
E83_0_08,,,0.08,
E60_7_61,,,7.61,
E73_7_449,,,7.449,
E91_5_527,,,5.527,
E44_1_682,,,1.682,
E33_0_961,,,0.961,
E80_7_529,,7.529,,
E75_7_93,,,7.93,
E28_7_049,,,7.049,
E38_7_529,,,,7.529
E114_2_483,2.483,,,
E84_4_966,,,,4.966
E93_5_287,5.287,,,
E6_2_003,2.003,,,
E121_3_685,,3.685,,
E127_5_927,,,5.927,
E86_5_126,,,5.126,
E140_1_442,,,1.442,
E123_2_643,,,2.643,
E146_3_524,3.524,,,
E25_6_648,6.648,,,
E148_6_728,,,6.728,
E99_2_323,,,2.323,
E61_2_163,,2.163,,
E113_5_126,,,5.126,
E21_5_687,5.687,,,
E148_4_005,,,4.005,
E14_1_202,,1.202,,
E139_5_527,5.527,,,
E55_5_767,,,5.767,
E11_1_041,,,1.041,
E148_4_486,,,4.486,
E117_5_287,5.287,,,
E21_3_444,3.444,,,
E37_5_687,,,5.687,
E86_2_243,,,2.243,
E79_6_408,,,,6.408
E81_1_922,1.922,,,
E119_7_369,,7.369,,
E58_7_85,7.85,,,
E139_6_568,6.568,,,
E34_5_447,,,5.447,
E35_7_369,,,,7.369
E77_0_961,,,0.961,
E71_3_845,3.845,,,
E6_5_927,5.927,,,
E29_2_323,2.323,,,
E50_7_209,,,7.209,
E71_5_126,5.126,,,
E132_5_447,,5.447,,
E53_6_408,6.408,,,
E148_1_842,,,1.842,
E123_0_641,,,0.641,
E115_4_486,4.486,,,
E30_6_568,,,6.568,
E73_6_328,,,6.328,
E106_2_643,2.643,,,
E80_3_524,,3.524,,
E82_3_845,,3.845,,
E122_4_005,4.005,,,
E68_7_289,,7.289,,
E146_1_922,1.922,,,
E58_6_728,6.728,,,
E122_1_041,1.041,,,
E130_2_563,2.563,,,
E78_5_287,,,5.287,
E26_1_362,,,,1.362
E117_0_16,0.16,,,
E24_6_728,,,6.728,
E124_7_93,7.93,,,
E132_0_961,,0.961,,
E119_1_362,,1.362,,
E14_4_245,,4.245,,
E90_4_566,,,4.566,
E55_2_804,,,2.804,
E30_5_367,,,5.367,
E31_3_685,,,3.685,
E34_4_325,,,4.325,
E10_4_886,,,4.886,
E14_3_124,,3.124,,
E90_5_607,,,5.607,
E105_6_648,,,6.648,
E130_0_561,0.561,,,
E11_0_481,,,0.481,
E88_7_369,,7.369,,
E141_7_93,7.93,,,
E140_7_93,,,7.93,
E102_6_328,,6.328,,
E126_7_369,,,7.369,
E35_7_61,,,,7.61
E112_2_804,,,2.804,
E113_0_961,,,0.961,
E102_5_847,,5.847,,
E91_5_927,,,5.927,
E10_7_449,,,7.449,
E123_6_168,,,6.168,
E30_6_248,,,6.248,
E23_1_202,,,1.202,
E105_1_762,,,1.762,
E58_4_486,4.486,,,
E74_5_367,5.367,,,
E114_1_041,1.041,,,
E16_3_364,3.364,,,
E20_4_165,4.165,,,
E77_5_767,,,5.767,
E29_0_641,0.641,,,
E91_1_282,,,1.282,
E134_1_922,,,1.922,
E71_2_563,2.563,,,
E22_5_847,5.847,,,
E137_6_408,,,6.408,
E20_5_527,5.527,,,
E132_0_481,,0.481,,
E53_5_527,5.527,,,
E45_3_925,,,,3.925
E61_5_287,,5.287,,
E146_1_202,1.202,,,
E104_6_408,,,6.408,
E96_4_406,4.406,,,
E102_1_041,,1.041,,
E110_4_566,,,4.566,
E133_6_728,6.728,,,
E31_5_927,,,5.927,
E6_2_964,2.964,,,
E84_6_248,,,,6.248
E31_6_008,,,6.008,
E122_5_607,5.607,,,
E114_6_648,6.648,,,
E37_6_488,,,6.488,
E106_7_61,7.61,,,
E127_5_207,,,5.207,
E92_6_488,,,6.488,
E126_0_721,,,0.721,
E133_6_648,6.648,,,
E1_6_488,,,6.488,
E136_0_721,0.721,,,
E136_0_641,0.641,,,
E57_1_842,1.842,,,
E57_7_449,7.449,,,
E24_6_328,,,6.328,
E20_6_328,6.328,,,
E71_4_886,4.886,,,
E25_4_486,4.486,,,
E18_3_284,3.284,,,
E8_2_964,,,2.964,
E47_4_085,,,4.085,
E78_2_243,,,2.243,
E96_5_126,5.126,,,
E145_6_328,,,6.328,
E81_5_847,5.847,,,
E68_4_486,,4.486,,
E3_5_607,,,5.607,
E58_2_403,2.403,,,
E141_6_809,6.809,,,
E108_1_202,1.202,,,
E132_2_483,,2.483,,
E23_1_442,,,1.442,
E115_3_364,3.364,,,
E124_2_563,2.563,,,
E107_1_362,,,1.362,
E88_4_005,,4.005,,
E18_7_93,7.93,,,
E37_5_447,,,5.447,
E146_0_32,0.32,,,
E84_2_884,,,,2.884
E72_7_049,,,7.049,
E122_6_168,6.168,,,
E107_2_804,,,2.804,
E80_0_881,,0.881,,
E110_2_964,,,2.964,
E55_7_61,,,7.61,
E95_1_682,1.682,,,
E74_3_765,3.765,,,
E148_6_408,,,6.408,
E65_6_328,,,,6.328
E104_3_204,,,3.204,
E108_3_364,3.364,,,
E98_7_129,,,7.129,
E31_2_003,,,2.003,
E71_4_085,4.085,,,
E110_3_845,,,3.845,
E84_7_77,,,,7.77
E117_1_922,1.922,,,
E104_4_325,,,4.325,
E146_6_488,6.488,,,
E34_0_881,,,0.881,
E24_1_522,,,1.522,
E126_6_088,,,6.088,
E121_3_284,,3.284,,
E58_4_165,4.165,,,
E104_1_762,,,1.762,
E96_0_481,0.481,,,
E37_5_927,,,5.927,
E28_1_922,,,1.922,
E35_1_442,,,,1.442
E31_2_723,,,2.723,
E106_3_685,3.685,,,
E38_4_886,,,,4.886
E60_5_847,,,5.847,
E129_3_925,,,3.925,
E117_0_32,0.32,,,
E4_5_607,,,5.607,
E62_2_884,,,,2.884
E28_4_165,,,4.165,
E34_2_643,,,2.643,
E85_1_442,,,1.442,
E53_3_284,3.284,,,
E26_0_08,,,,0.08
E127_5_607,,,5.607,
E45_1_922,,,,1.922
E133_2_643,2.643,,,
E132_5_527,,5.527,,
E65_4_325,,,,4.325
E8_5_847,,,5.847,
E31_7_129,,,7.129,
E18_3_925,3.925,,,
E47_5_767,,,5.767,
E53_2_483,2.483,,,
E75_6_088,,,6.088,
E130_5_847,5.847,,,
E127_7_69,,,7.69,
E19_3_845,,,3.845,
E7_7_69,,,,7.69
E83_3_845,,,3.845,
E48_2_563,,,2.563,
E46_6_969,,,6.969,
E17_3_685,3.685,,,
E85_4_966,,,4.966,
E115_5_207,5.207,,,
E115_5_287,5.287,,,
E107_3_765,,,3.765,
E117_3_204,3.204,,,
E114_3_284,3.284,,,
E38_0_961,,,,0.961
E19_4_005,,,4.005,
E62_5_687,,,,5.687
E99_2_804,,,2.804,
E122_3_444,3.444,,,
E137_3_685,,,3.685,
E90_4_165,,,4.165,
E18_3_685,3.685,,,
E129_3_204,,,3.204,
E145_7_61,,,7.61,
E130_7_529,7.529,,,
E102_7_77,,7.77,,
E94_2_403,,,2.403,
E28_4_245,,,4.245,
E110_5_527,,,5.527,
E81_0_641,0.641,,,
E8_3_845,,,3.845,
E132_2_723,,2.723,,
E2_4_486,,,,4.486
E107_0_08,,,0.08,
E50_0_401,,,0.401,
E47_1_842,,,1.842,
E38_7_289,,,,7.289
E46_5_046,,,5.046,
E78_3_124,,,3.124,
E113_2_083,,,2.083,
E44_3_685,,,3.685,
E48_3_605,,,3.605,
E91_0_08,,,0.08,
E82_2_964,,2.964,,
E65_5_046,,,,5.046
E94_1_202,,,1.202,
E130_1_442,1.442,,,
E2_4_406,,,,4.406
E23_5_126,,,5.126,
E98_4_406,,,4.406,
E47_1_202,,,1.202,
E78_1_762,,,1.762,
E78_6_168,,,6.168,
E136_2_804,2.804,,,
E2_3_605,,,,3.605
E16_1_202,1.202,,,
E148_0_0,,,0.0,
E107_4_165,,,4.165,
E117_4_726,4.726,,,
E140_2_403,,,2.403,
E140_7_209,,,7.209,
E16_3_925,3.925,,,
E49_7_129,,,7.129,
E75_6_488,,,6.488,
E38_7_049,,,,7.049
E13_5_287,5.287,,,
E129_6_568,,,6.568,
E134_5_367,,,5.367,
E23_6_969,,,6.969,
E27_7_369,,,7.369,
E55_6_969,,,6.969,
E18_6_889,6.889,,,
E14_4_886,,4.886,,
E74_1_282,1.282,,,
E53_6_809,6.809,,,
E89_7_529,,,7.529,
E102_0_641,,0.641,,
E10_7_049,,,7.049,
E71_6_809,6.809,,,
E68_0_801,,0.801,,
E18_2_563,2.563,,,
E1_2_723,,,2.723,
E3_3_845,,,3.845,
E122_0_801,0.801,,,
E58_5_046,5.046,,,
E61_3_925,,3.925,,
E112_4_566,,,4.566,
E72_4_165,,,4.165,
E112_5_207,,,5.207,
E7_0_16,,,,0.16
E38_2_723,,,,2.723
E119_1_442,,1.442,,
E19_1_682,,,1.682,
E108_1_362,1.362,,,
E65_0_16,,,,0.16
E81_4_886,4.886,,,
E99_1_922,,,1.922,
E61_2_884,,2.884,,
E32_2_884,,2.884,,
E24_5_287,,,5.287,
E32_5_527,,5.527,,
E31_0_401,,,0.401,
E14_6_648,,6.648,,
E71_0_641,0.641,,,
E78_4_726,,,4.726,
E144_2_403,,,2.403,
E123_7_85,,,7.85,
E126_2_243,,,2.243,
E78_6_008,,,6.008,
E137_6_168,,,6.168,
E72_1_842,,,1.842,
E129_5_607,,,5.607,
E53_6_728,6.728,,,
E22_2_563,2.563,,,
E35_4_486,,,,4.486
E25_7_69,7.69,,,
E31_7_77,,,7.77,
E19_5_046,,,5.046,
E53_1_602,1.602,,,
E46_2_083,,,2.083,
E49_7_529,,,7.529,
E140_0_16,,,0.16,
E138_5_927,,,5.927,
E139_5_447,5.447,,,
E110_4_085,,,4.085,
E145_2_083,,,2.083,
E60_2_483,,,2.483,
E29_6_168,6.168,,,
E35_6_168,,,,6.168
E2_1_842,,,,1.842
E26_6_648,,,,6.648
E74_2_083,2.083,,,
E50_7_449,,,7.449,
E129_5_767,,,5.767,
E92_3_284,,,3.284,
E113_1_522,,,1.522,
E107_0_881,,,0.881,
E25_2_884,2.884,,,
E106_6_889,6.889,,,
E7_4_886,,,,4.886
E148_5_927,,,5.927,
E21_4_966,4.966,,,
E93_5_207,5.207,,,
E119_6_728,,6.728,,
E13_3_605,3.605,,,
E75_4_165,,,4.165,
E17_0_0,0.0,,,
E4_7_209,,,7.209,
E115_2_483,2.483,,,
E99_1_362,,,1.362,
E77_0_481,,,0.481,
E49_4_566,,,4.566,
E127_7_77,,,7.77,
E34_3_845,,,3.845,
E75_4_886,,,4.886,
E16_0_481,0.481,,,
E61_3_845,,3.845,,
E106_7_85,7.85,,,
E88_7_449,,7.449,,
E130_0_32,0.32,,,
E108_6_809,6.809,,,
E123_4_886,,,4.886,
E79_4_005,,,,4.005
E27_3_204,,,3.204,
E121_2_804,,2.804,,
E110_1_922,,,1.922,
E146_6_969,6.969,,,
E124_2_323,2.323,,,
E24_6_809,,,6.809,
E99_1_041,,,1.041,
E140_4_325,,,4.325,
E141_4_406,4.406,,,
E139_3_204,3.204,,,
E98_1_682,,,1.682,
E105_0_08,,,0.08,
E127_2_483,,,2.483,
E119_4_646,,4.646,,
E18_0_0,0.0,,,
E98_2_643,,,2.643,
E127_2_003,,,2.003,
E14_3_044,,3.044,,
E68_4_966,,4.966,,
E144_0_721,,,0.721,
E120_0_641,,,0.641,
E113_2_884,,,2.884,
E127_0_641,,,0.641,
E148_7_449,,,7.449,
E112_5_527,,,5.527,
E35_2_243,,,,2.243
E23_4_486,,,4.486,
E107_6_648,,,6.648,
E28_1_282,,,1.282,
E129_1_682,,,1.682,
E29_5_447,5.447,,,
E21_5_607,5.607,,,
E8_5_447,,,5.447,
E95_6_408,6.408,,,
E33_4_646,,,4.646,
E107_6_088,,,6.088,
E91_4_245,,,4.245,
E46_2_483,,,2.483,
E27_0_16,,,0.16,
E126_0_401,,,0.401,
E19_1_362,,,1.362,
E31_2_163,,,2.163,
E83_1_762,,,1.762,
E2_0_08,,,,0.08
E132_4_726,,4.726,,
E94_4_005,,,4.005,
E71_1_682,1.682,,,
E102_6_168,,6.168,,
E53_0_0,0.0,,,
E8_2_804,,,2.804,
E38_0_32,,,,0.32
E74_1_362,1.362,,,
E31_5_687,,,5.687,
E123_6_648,,,6.648,
E14_0_24,,0.24,,
E3_7_85,,,7.85,
E17_2_804,2.804,,,
E61_3_444,,3.444,,
E45_7_209,,,,7.209
E110_0_32,,,0.32,
E33_6_969,,,6.969,
E66_0_08,,,0.08,
E32_1_522,,1.522,,
E74_4_325,4.325,,,
E81_6_728,6.728,,,
E129_3_765,,,3.765,
E146_1_442,1.442,,,
E25_3_685,3.685,,,
E127_2_643,,,2.643,
E93_1_202,1.202,,,
E44_6_809,,,6.809,
E16_4_646,4.646,,,
E133_4_406,4.406,,,
E105_7_61,,,7.61,
E11_6_648,,,6.648,
E10_0_721,,,0.721,
E53_2_563,2.563,,,
E24_3_204,,,3.204,
E1_7_85,,,7.85,
E61_3_685,,3.685,,
E27_4_646,,,4.646,
E38_2_003,,,,2.003
E7_6_008,,,,6.008
E35_1_121,,,,1.121
E58_5_607,5.607,,,
E95_3_605,3.605,,,
E16_7_61,7.61,,,
E16_7_449,7.449,,,
E18_7_289,7.289,,,
E13_4_165,4.165,,,
E99_4_005,,,4.005,
E50_0_721,,,0.721,
E71_2_243,2.243,,,
E104_3_364,,,3.364,
E28_0_24,,,0.24,
E21_4_245,4.245,,,
E1_4_886,,,4.886,
E30_6_889,,,6.889,
E85_6_568,,,6.568,
E19_5_126,,,5.126,
E21_4_005,4.005,,,
E50_6_088,,,6.088,
E104_0_481,,,0.481,
E24_0_16,,,0.16,
E61_4_325,,4.325,,
E13_3_284,3.284,,,
E60_0_881,,,0.881,
E80_4_726,,4.726,,
E75_1_362,,,1.362,
E10_2_163,,,2.163,
E77_5_847,,,5.847,
E17_1_602,1.602,,,
E108_0_08,0.08,,,
E83_5_207,,,5.207,
E45_0_881,,,,0.881
E132_1_522,,1.522,,
E83_4_005,,,4.005,
E129_3_845,,,3.845,
E102_7_209,,7.209,,
E119_1_202,,1.202,,
E13_7_61,7.61,,,
E80_6_969,,6.969,,
E82_7_61,,7.61,,
E86_6_168,,,6.168,
E65_4_886,,,,4.886
E124_3_685,3.685,,,
E31_2_243,,,2.243,
E129_4_966,,,4.966,
E139_7_85,7.85,,,
E1_0_16,,,0.16,
E3_6_088,,,6.088,
E113_5_687,,,5.687,
E20_6_648,6.648,,,
E60_2_723,,,2.723,
E129_0_0,,,0.0,
E89_1_682,,,1.682,
E102_4_165,,4.165,,
E2_2_804,,,,2.804
E47_2_163,,,2.163,
E10_5_367,,,5.367,
E32_6_568,,6.568,,
E148_3_605,,,3.605,
E30_6_809,,,6.809,
E72_0_961,,,0.961,
