SENP7	EGR1	2
EGR1	NFE2L3	0
EGR1	HNRNPAB	1
HNRNPAB	EGR1	2
EGR1	UPF1	0
EGR1	MEX3C	1
MEX3C	EGR1	2
EGR1	HOXB7	0
EGR1	SALL2	1
SALL2	EGR1	2
EGR1	DMBX1	0
EGR1	SMARCD3	1
SMARCD3	EGR1	2
EGR1	KLF6	0
EGR1	POLR3G	1
POLR3G	EGR1	2
EGR1	ANKRD13C	0
EGR1	TRIM33	1
TRIM33	EGR1	2
EGR1	DNAJB14	0
EGR1	TGFB1	1
TGFB1	EGR1	2
EGR1	LGALSL	0
EGR1	SKIL	1
SKIL	EGR1	2
EGR1	MCM5	0
EGR1	YBX1	1
YBX1	EGR1	2
EGR1	DYNC1I1	0
EGR1	PNPLA8	1
PNPLA8	EGR1	2
EGR1	DSCC1	0
EGR1	ANKZF1	1
ANKZF1	EGR1	2
EGR1	DNA2	0
EGR1	ANKRD26	1
ANKRD26	EGR1	2
EGR1	LRIG3	0
EGR1	PLAGL1	1
PLAGL1	EGR1	2
EGR1	FLRT2	0
EGR1	CXXC1	1
CXXC1	EGR1	2
EGR1	AMIGO2	0
EGR1	CNBP	1
CNBP	EGR1	2
EGR1	STK17B	0
EGR1	NUCB2	1
NUCB2	EGR1	2
EGR1	NLGN4X	0
EGR1	APEX1	1
APEX1	EGR1	2
EGR1	POLR2K	0
EGR1	TDRD7	1
TDRD7	EGR1	2
EGR1	CUL1	0
EGR1	KLF8	1
KLF8	EGR1	2
EGR1	ZNF516	0
EGR1	NEDD4	1
NEDD4	EGR1	2
EGR1	TCF7L1	0
EGR1	MED14	1
MED14	EGR1	2
EGR1	CCPG1	0
EGR1	ETV4	1
ETV4	EGR1	2
EGR1	GLRX	0
EGR1	VPS13C	1
VPS13C	EGR1	2
EGR1	RPE	0
EGR1	CBX3	1
CBX3	EGR1	2
EGR1	RNF13	0
EGR1	NUP35	1
NUP35	EGR1	2
EGR1	UNC5D	0
EGR1	DNAAF2	1
DNAAF2	EGR1	2
EGR1	KLF6	0
EGR1	TEX10	1
TEX10	EGR1	2
EGR1	ST8SIA1	0
EGR1	ECI2	1
ECI2	EGR1	2
EGR1	PSMD9	0
EGR1	PLAGL2	1
PLAGL2	EGR1	2
EGR1	FREM1	0
EGR1	B4GALT4	1
B4GALT4	EGR1	2
EGR1	PARN	0
EGR1	CCDC82	1
CCDC82	EGR1	2
EGR1	TLE2	0
EGR1	FOXJ1	1
FOXJ1	EGR1	2
EGR1	SUPT16H	0
EGR1	REL	1
REL	EGR1	2
EGR1	MLLT3	0
EGR1	PSIP1	1
PSIP1	EGR1	2
EGR1	PARN	0
EGR1	TCF19	1
TCF19	EGR1	2
EGR1	APBB1	0
EGR1	ZNF160	1
ZNF160	EGR1	2
EGR1	EHMT2	0
EGR1	ATG4C	1
ATG4C	EGR1	2
EGR1	SNX16	0
EGR1	ARHGAP42	1
ARHGAP42	EGR1	2
EGR1	KAT6A	0
EGR1	RHOBTB3	1
RHOBTB3	EGR1	2
EGR1	CREB3L4	0
EGR1	ARFGAP3	1
ARFGAP3	EGR1	2
EGR1	NFKBIB	0
EGR1	HOMER1	1
HOMER1	EGR1	2
EGR1	RGS5	0
EGR1	MIA3	1
MIA3	EGR1	2
EGR1	PTPRZ1	0
EGR1	JMJD1C	1
JMJD1C	EGR1	2
EGR1	HMGA1	0
EGR1	RGPD2	1
RGPD2	EGR1	2
EGR1	LGR4	0
EGR1	RBPJ	1
RBPJ	EGR1	2
EGR1	MME	0
EGR1	XRCC6	1
XRCC6	EGR1	2
EGR1	SLC6A15	0
EGR1	NONO	1
NONO	EGR1	2
EGR1	MYCN	0
EGR1	NDUFC2-KCTD14	1
NDUFC2-KCTD14	EGR1	2
EGR1	IL6ST	0
EGR1	TRAPPC8	1
TRAPPC8	EGR1	2
EGR1	MCC	0
EGR1	CUX1	1
CUX1	EGR1	2
EGR1	ANKRD28	0
EGR1	ZFYVE16	1
ZFYVE16	EGR1	2
EGR1	ARL4A	0
EGR1	TCF4	1
TCF4	EGR1	2
EGR1	RGS5	0
EGR1	RMI1	1
RMI1	EGR1	2
EGR1	ZNF239	0
EGR1	HNRNPK	1
HNRNPK	EGR1	2
EGR1	PBX1	0
EGR1	WDR35	1
WDR35	EGR1	2
EGR1	IL6ST	0
EGR1	FARSB	1
FARSB	EGR1	2
EGR1	CPE	0
EGR1	MCM7	1
MCM7	EGR1	2
EGR1	MFAP4	0
EGR1	ETV3	1
ETV3	EGR1	2
EGR1	ZNF239	0
EGR1	ZNF24	1
ZNF24	EGR1	2
EGR1	SKA3	0
EGR1	HIF1A	1
HIF1A	EGR1	2
EGR1	NFATC3	0
EGR1	KHSRP	1
KHSRP	EGR1	2
EGR1	TCOF1	0
EGR1	ZNF8	1
ZNF8	EGR1	2
EGR1	DTL	0
EGR1	PRICKLE1	1
PRICKLE1	EGR1	2
EGR1	MRPS30	0
EGR1	ANXA3	1
ANXA3	EGR1	2
EGR1	VIM	0
EGR1	PARP1	1
PARP1	EGR1	2
EGR1	NXT2	0
EGR1	TFE3	1
TFE3	EGR1	2
EGR1	LRIG3	0
EGR1	ZNF280B	1
ZNF280B	EGR1	2
EGR1	ETV1	0
EGR1	RFESD	1
RFESD	EGR1	2
EGR1	NFKBIB	0
EGR1	KIAA1324L	1
KIAA1324L	EGR1	2
EGR1	WDR12	0
EGR1	SLC36A4	1
SLC36A4	EGR1	2
EGR1	AES	0
EGR1	TJP2	1
TJP2	EGR1	2
EGR1	SMAD2	0
EGR1	MIF	1
MIF	EGR1	2
EGR1	SRSF10	0
EGR1	ATP2B4	1
ATP2B4	EGR1	2
EGR1	TLR4	0
EGR1	POU2F1	1
POU2F1	EGR1	2
EGR1	SEMA3E	0
EGR1	RAI14	1
RAI14	EGR1	2
EGR1	SOX5	0
EGR1	MDM4	1
MDM4	EGR1	2
EGR1	MYBL2	0
EGR1	REV3L	1
REV3L	EGR1	2
EGR1	NR0B1	0
EGR1	MAN1A1	1
MAN1A1	EGR1	2
EGR1	KLHL12	0
EGR1	YAF2	1
YAF2	EGR1	2
EGR1	ATP11B	0
EGR1	ZNF142	1
ZNF142	EGR1	2
EGR1	TGFB1I1	0
EGR1	RUVBL1	1
RUVBL1	EGR1	2
EGR1	NTS	0
EGR1	MEF2D	1
MEF2D	EGR1	2
EGR1	DDAH1	0
EGR1	TIPARP	1
TIPARP	EGR1	2
EGR1	MLLT3	0
EGR1	PRKACB	1
PRKACB	EGR1	2
EGR1	MATN3	0
EGR1	RUVBL2	1
RUVBL2	EGR1	2
EGR1	HAND1	0
EGR1	PHB2	1
PHB2	EGR1	2
EGR1	GSC	0
EGR1	KLF5	1
KLF5	EGR1	2
EGR1	NFATC3	0
EGR1	HCFC1	1
HCFC1	EGR1	2
EGR1	PLSCR4	0
EGR1	GLDC	1
GLDC	EGR1	2
EGR1	PHLDA1	0
EGR1	SLC39A11	1
SLC39A11	EGR1	2
EGR1	LRAT	0
EGR1	ZKSCAN1	1
ZKSCAN1	EGR1	2
EGR1	ANKRD13C	0
EGR1	ALG6	1
ALG6	EGR1	2
EGR1	DSCC1	0
EGR1	PRTG	1
PRTG	EGR1	2
EGR1	CRX	0
EGR1	RBFOX2	1
RBFOX2	EGR1	2
EGR1	OXTR	0
EGR1	ANKRD50	1
ANKRD50	EGR1	2
EGR1	TCOF1	0
EGR1	ELOVL2	1
ELOVL2	EGR1	2
EGR1	SORL1	0
EGR1	GATAD2A	1
GATAD2A	EGR1	2
EGR1	SNX16	0
EGR1	ADAMTS3	1
ADAMTS3	EGR1	2
EGR1	SRC	0
EGR1	MYOF	1
MYOF	EGR1	2
EGR1	EPB41L3	0
EGR1	TP53	1
TP53	EGR1	2
EGR1	STK38L	0
EGR1	SEMA6A	1
SEMA6A	EGR1	2
EGR1	PTPRZ1	0
EGR1	ZNF398	1
ZNF398	EGR1	2
EGR1	BRWD1	0
EGR1	WWTR1	1
WWTR1	EGR1	2
EGR1	ALPK2	0
EGR1	ST8SIA4	1
ST8SIA4	EGR1	2
EGR1	AKAP2	0
EGR1	MCM4	1
MCM4	EGR1	2
EGR1	SFMBT1	0
EGR1	ZNF202	1
ZNF202	EGR1	2
EGR1	ELMOD2	0
EGR1	PPARGC1B	1
PPARGC1B	EGR1	2
EGR1	CCDC81	0
EGR1	GRHL2	1
GRHL2	EGR1	2
EGR1	PMAIP1	0
EGR1	GTF2H2	1
GTF2H2	EGR1	2
EGR1	GRPR	0
EGR1	HDGF	1
HDGF	EGR1	2
EGR1	BCLAF1	0
EGR1	PDGFA	1
PDGFA	EGR1	2
EGR1	COL1A2	0
EGR1	ODC1	1
ODC1	EGR1	2
EGR1	NAP1L3	0
EGR1	CDC7	1
CDC7	EGR1	2
EGR1	COMMD10	0
EGR1	CA2	1
CA2	EGR1	2
EGR1	EWSR1	0
EGR1	STAT3	1
STAT3	EGR1	2
EGR1	RNF13	0
EGR1	FBXO28	1
FBXO28	EGR1	2
EGR1	LPIN1	0
EGR1	LIFR	1
LIFR	EGR1	2
EGR1	GCA	0
EGR1	PDE3B	1
PDE3B	EGR1	2
EGR1	MAGI3	0
EGR1	ZNF165	1
ZNF165	EGR1	2
EGR1	AMN1	0
EGR1	CITED2	1
CITED2	EGR1	2
EGR1	HTRA1	0
EGR1	JUND	1
JUND	EGR1	2
EGR1	KIF23	0
EGR1	ABLIM1	1
ABLIM1	EGR1	2
EGR1	CYP1B1	0
EGR1	ZRANB2	1
ZRANB2	EGR1	2
EGR1	CCDC141	0
EGR1	ARNT2	1
ARNT2	EGR1	2
EGR1	TNC	0
EGR1	ELL2	1
ELL2	EGR1	2
EGR1	MPHOSPH9	0
EGR1	DDX54	1
DDX54	EGR1	2
EGR1	DKK1	0
EGR1	ZNF219	1
ZNF219	EGR1	2
EGR1	PFKFB2	0
EGR1	TRIP11	1
TRIP11	EGR1	2
EGR1	SRC	0
EGR1	XRCC5	1
XRCC5	EGR1	2
EGR1	AMIGO2	0
EGR1	ENC1	1
ENC1	EGR1	2
EGR1	ALPK2	0
EGR1	PER3	1
PER3	EGR1	2
EGR1	CHAF1A	0
EGR1	MXI1	1
MXI1	EGR1	2
EGR1	ROR2	0
EGR1	LEF1	1
LEF1	EGR1	2
EGR1	COL4A1	0
EGR1	IRF1	1
IRF1	EGR1	2
EGR1	RIN2	0
EGR1	ARID3B	1
ARID3B	EGR1	2
EGR1	QPCT	0
EGR1	SMAD5	1
SMAD5	EGR1	2
EGR1	NFIB	0
EGR1	LHX1	1
LHX1	EGR1	2
EGR1	DNAJB14	0
EGR1	PITX2	1
PITX2	EGR1	2
EGR1	ZFPM2	0
EGR1	UTP18	1
UTP18	EGR1	2
EGR1	SNX16	0
EGR1	AGL	1
AGL	EGR1	2
EGR1	MXD4	0
EGR1	E2F4	1
E2F4	EGR1	2
EGR1	DNMT3B	0
EGR1	MAML3	1
MAML3	EGR1	2
EGR1	POU3F1	0
EGR1	TADA1	1
TADA1	EGR1	2
EGR1	ILF2	0
EGR1	MECOM	1
MECOM	EGR1	2
EGR1	NUSAP1	0
EGR1	ARID3A	1
ARID3A	EGR1	2
EGR1	GATM	0
EGR1	SPPL2A	1
SPPL2A	EGR1	2
EGR1	POLR1B	0
EGR1	WDFY1	1
WDFY1	EGR1	2
EGR1	B3GNT5	0
EGR1	SNRPB	1
SNRPB	EGR1	2
EGR1	FOXJ2	0
EGR1	TFB2M	1
TFB2M	EGR1	2
EGR1	ZBTB38	0
EGR1	PELI2	1
PELI2	EGR1	2
EGR1	THY1	0
EGR1	ZNF518B	1
ZNF518B	EGR1	2
EGR1	FUBP1	0
EGR1	PLXNA2	1
PLXNA2	EGR1	2
EGR1	TCF7L1	0
EGR1	DNMT3A	1
DNMT3A	EGR1	2
EGR1	FZD5	0
EGR1	RFXANK	1
RFXANK	EGR1	2
EGR1	UPF1	0
EGR1	RPP40	1
RPP40	EGR1	2
EGR1	SEMA6D	0
EGR1	FER	1
FER	EGR1	2
EGR1	KDM6A	0
EGR1	PPP1R9A	1
PPP1R9A	EGR1	2
EGR1	EMB	0
EGR1	PHF21A	1
PHF21A	EGR1	2
EGR1	AFF1	0
EGR1	DNMT1	1
DNMT1	EGR1	2
EGR1	TIPIN	0
EGR1	PLK2	1
PLK2	EGR1	2
EGR1	APOBEC3C	0
EGR1	NR2C1	1
NR2C1	EGR1	2
EGR1	SRSF1	0
EGR1	ARHGAP29	1
ARHGAP29	EGR1	2
EGR1	YPEL5	0
EGR1	TRAF6	1
TRAF6	EGR1	2
EGR1	NTS	0
EGR1	TBX3	1
TBX3	EGR1	2
EGR1	CPVL	0
EGR1	ETS1	1
ETS1	EGR1	2
EGR1	TFDP1	0
EGR1	SNRPD1	1
SNRPD1	EGR1	2
EGR1	ZEB2	0
EGR1	FBXO34	1
FBXO34	EGR1	2
EGR1	RIN2	0
EGR1	NFIC	1
NFIC	EGR1	2
EGR1	MME	0
EGR1	NCOA6	1
NCOA6	EGR1	2
EGR1	HOPX	0
EGR1	LPGAT1	1
LPGAT1	EGR1	2
EGR1	GSC	0
EGR1	SMARCD1	1
SMARCD1	EGR1	2
EGR1	DEK	0
EGR1	NOC3L	1
NOC3L	EGR1	2
EGR1	PTPRZ1	0
EGR1	E2F7	1
E2F7	EGR1	2
EGR1	KLHL6	0
EGR1	TFAP2A	1
TFAP2A	EGR1	2
EGR1	DAB2	0
EGR1	ST3GAL6	1
ST3GAL6	EGR1	2
EGR1	CBR1	0
EGR1	SOX2	1
SOX2	EGR1	2
EGR1	PRPS2	0
EGR1	SLC35A3	1
SLC35A3	EGR1	2
EGR1	FOXD3	0
EGR1	GATA6	1
GATA6	EGR1	2
EGR1	MED16	0
EGR1	MCM2	1
MCM2	EGR1	2
EGR1	GDAP1	0
EGR1	RRN3	1
RRN3	EGR1	2
EGR1	TGFBR3	0
EGR1	BAMBI	1
BAMBI	EGR1	2
EGR1	TNC	0
EGR1	PALLD	1
PALLD	EGR1	2
EGR1	ALPK2	0
EGR1	XRN1	1
XRN1	EGR1	2
EGR1	DDHD2	0
EGR1	CDCA7L	1
CDCA7L	EGR1	2
EGR1	GLIPR2	0
EGR1	MMP16	1
MMP16	EGR1	2
EGR1	ZNF471	0
EGR1	FOXN3	1
FOXN3	EGR1	2
EGR1	SLITRK2	0
EGR1	SATB1	1
SATB1	EGR1	2
EGR1	GPR83	0
EGR1	MYBBP1A	1
MYBBP1A	EGR1	2
EGR1	DLC1	0
EGR1	RTKN2	1
RTKN2	EGR1	2
EGR1	PTPRZ1	0
EGR1	PHLDB2	1
PHLDB2	EGR1	2
EGR1	STK17B	0
EGR1	WDR3	1
WDR3	EGR1	2
EGR1	UBTF	0
EGR1	MSX1	1
MSX1	EGR1	2
EGR1	GRPR	0
EGR1	EOMES	1
EOMES	EGR1	2
EGR1	TLE2	0
EGR1	NCAM1	1
NCAM1	EGR1	2
EGR1	RALB	0
EGR1	WWP1	1
WWP1	EGR1	2
EGR1	MATN3	0
EGR1	COBLL1	1
COBLL1	EGR1	2
EGR1	ZNF471	0
EGR1	BMP4	1
BMP4	EGR1	2
EGR1	DYNC2LI1	0
EGR1	CALB1	1
CALB1	EGR1	2
EGR1	RUNX1	0
EGR1	PDGFRA	1
PDGFRA	EGR1	2
EGR1	BTBD10	0
EGR1	DUSP4	1
DUSP4	EGR1	2
EGR1	CPE	0
EGR1	AR	1
AR	EGR1	2
EGR1	TRIM27	0
EGR1	PLAU	1
PLAU	EGR1	2
EGR1	DLC1	0
EGR1	CLDN10	1
CLDN10	EGR1	2
EGR1	SH3BGRL	0
EGR1	MITF	1
MITF	EGR1	2
EGR1	PDCD4	0
EGR1	IFI16	1
IFI16	EGR1	2
EGR1	STK38L	0
EGR1	AEBP1	1
AEBP1	EGR1	2
EGR1	HELZ	0
EGR1	PAM	1
PAM	EGR1	2
EGR1	GPSM2	0
EGR1	MEIS2	1
MEIS2	EGR1	2
EGR1	FLRT3	0
EGR1	TEAD4	1
TEAD4	EGR1	2
EGR1	TFDP1	0
EGR1	WLS	1
WLS	EGR1	2
EGR1	PENK	0
EGR1	GABRB3	1
GABRB3	EGR1	2
EGR1	VPS54	0
EGR1	ZFHX3	1
ZFHX3	EGR1	2
EGR1	TLR4	0
EGR1	FOXK1	1
FOXK1	EGR1	2
EGR1	CEBPZ	0
EGR1	APBB2	1
APBB2	EGR1	2
EGR1	NHLH2	0
EGR1	FOXF1	1
FOXF1	EGR1	2
EGR1	CBR1	0
EGR1	ALCAM	1
ALCAM	EGR1	2
EGR1	ARHGAP28	0
EGR1	HIST1H1B	1
HIST1H1B	EGR1	2
EGR1	BLM	0
EGR1	DCLK1	1
DCLK1	EGR1	2
EGR1	TFAP4	0
EGR1	CCDC80	1
CCDC80	EGR1	2
EGR1	SMARCC1	0
EGR1	COL5A1	1
COL5A1	EGR1	2
EGR1	SSB	0
EGR1	ZNF521	1
ZNF521	EGR1	2
EGR1	GPSM2	0
EGR1	LDB2	1
LDB2	EGR1	2
EGR1	PIP4K2A	0
EGR1	FLI1	1
FLI1	EGR1	2
EGR1	SLITRK2	0
EGR1	ZFP42	1
ZFP42	EGR1	2
EGR1	HOPX	0
EGR1	SPIB	1
SPIB	EGR1	2
EGR1	NTS	0
EGR1	RORB	1
RORB	EGR1	2
EGR1	DPF2	0
EGR1	TRERF1	1
