	Fli1	Eklf	Scl	Pu1	Gfi1	EgrNab	cJun	Gata1	Cebpa	Fog1	Gata2
E1_3	0.6020724596909842	0.9275158776862976	0.8353935636753472	0.2564979779000288	0.8880284666866559	0.2555789609288092	0.7382068443121707	0.7957783532140598	0.07213483717390001	0.9891004326245	0.4188478224162981
E1_6	0.4285735927235543	0.8410319973839397	0.4809334696113526	0.4348193042666118	0.8995743979166578	0.4461001426849189	0.9317080130452082	0.6658245216760511	0.1486268837183254	0.9733628025836609	0.5787955218812167
E1_9	0.5397003939601412	0.772995344638672	0.6961285501405801	0.5126620781095533	0.4805266967502465	0.5824109973339222	0.980787809450636	0.5895699729161289	0.21659476811989292	0.9638050600470556	0.07253051404542518
E1_12	0.2368353298499045	0.7049378570458738	0.633889579358854	0.566659876113451	0.6936602331023338	0.6880300815783665	0.9931824778341156	0.5870059639604157	0.28215224096292346	0.9291677918383326	0.02688161507891454
E1_15	0.2304770208056175	0.6302156429520734	0.7519370894217279	0.6362278297500806	0.6126938513291972	0.7724215646379005	0.9924757614889852	0.561878929407629	0.3467817741591715	0.8640054826771868	0.20866971785608104
E1_18	0.17933678840907505	0.5650211135740424	0.9752826318936284	0.6815504951708152	0.391632619489218	0.8224552683957009	0.9970152271606292	0.5315617991291458	0.4084280417405369	0.8057415001923796	0.3663682636553156
E1_21	0.1682700011112115	0.4858783202118152	0.5540970565461018	0.7454068385479686	0.2276350989187929	0.8664344612663032	0.9968041000754844	0.4151802619513241	0.467788296646529	0.7101290376912193	0.7227697285192781
E1_24	0.12162780286367793	0.4446717955038541	0.25449626182581964	0.7411893003199579	0.08617480117032518	0.8859481813489637	0.9974133368200928	0.3511908796908817	0.5169756240311395	0.6719850831460493	0.34744232782874185
E1_27	0.18162010735913145	0.3998737505302349	0.1084374817886839	0.7534431304984783	0.30509536173587604	0.9046260639372132	0.9963318271119718	0.3904515843941122	0.5682698485046677	0.6208431801724293	0.2695993043957797
E1_30	0.2027354605170391	0.3654037765378708	0.09378099077908142	0.7660315165792931	0.31930497054615586	0.9276281428104958	0.9927616482088952	0.3140209443533572	0.6108263514563667	0.5813742265766808	0.07445806056189201
E1_33	0.1628292416249882	0.3223137203454821	0.11387803317896675	0.7960800134013146	0.1930868978841651	0.9367918633209522	0.9962670533794196	0.2499340418260007	0.6594975687833338	0.5231085392452477	0.3213181687625821
E1_36	0.21476647359482987	0.28089597094802266	0.11782319221215673	0.8220219326111756	0.1412378763098862	0.9395533796159279	0.9937443740141562	0.20444403160172114	0.7039384857816854	0.4583657379537446	0.3776790912389553
E1_39	0.04304119586449129	0.2402358474935595	0.1050651945652022	0.8625760384717167	0.23014145951753706	0.9506047643074262	0.9951955362960891	0.12819610951090868	0.7486266655818186	0.40110494574019	0.23484000936458385
E1_42	0.058977088658483334	0.19168314879568046	0.026764797451167024	0.9041595274156126	0.015423065676788375	0.9562000905729059	0.9980304156079116	0.09827712199735407	0.7906195459514151	0.3200471541621056	0.01712589279889332
E1_45	0.041432169520004614	0.15054751508545028	0.039610822994720685	0.9243985740778988	0.21212756553655127	0.9565354213957192	0.9962536698040132	0.10857957575528708	0.8311540382955765	0.25325728942199605	0.0037022477844270187
E1_48	0.15448634686423451	0.1135845713217256	0.000594765695712246	0.9507146732165312	0.1830843947656113	0.978423667860675	0.9928459425463622	0.08964705344981161	0.8675569871096848	0.18903556077332348	0.03386183092094643
E1_51	0.03606182807387892	0.07438785396651831	0.007520026190187077	0.9710899635394581	0.16049911696407787	0.9757437021187187	0.9948029344602882	0.07407883209282959	0.904867061782866	0.12740451947744438	0.4117936003781184
E1_54	0.09247978348214307	0.04504660716726999	0.006932726415808605	0.9864654822296248	0.4151116416148847	0.9713126432227128	0.9978217042982848	0.024387120410093374	0.9390192857112224	0.07519365701378079	0.13720059282878838
E1_57	0.08254984363985875	0.019696614848514853	0.00098943940344626	0.9936085257766925	0.3851856588607677	0.9848229096581694	0.9980226526621472	0.02208665059681713	0.9736860981467612	0.032417400597191406	0.013412492439816005
E2_3	0.8151840318662035	0.9937003911414524	0.8217610190530705	0.1338453214199136	0.3251220240223677	0.7334867809669656	0.3190101082718498	0.9241995541625754	0.06375509732682061	0.9776258705807374	0.5378496145006973
E2_6	0.7347231948287462	0.9989860421677859	0.7306413751206369	0.19968668300997047	0.16331213919133775	0.5597477766903574	0.11597977569875585	0.8250988995340571	0.12508339532486992	0.9508930753386804	0.00432388466775776
E2_9	0.6433212108680504	0.93981752278844	0.6293485750059046	0.35986326386064804	0.11444912085788367	0.4283729473352851	0.08061152527197928	0.6834494998602615	0.194755448986274	0.8698041102649583	0.16979640453269115
E2_12	0.4394754101522126	0.8781183164599666	0.6899151011532937	0.4523240804220549	0.14211052716345693	0.3127146470911474	0.042013991001760516	0.5725930268810465	0.2616398244118285	0.7944285063492246	0.016140757862307144
E2_15	0.3752476290676936	0.8104694759734808	0.5967083811101681	0.5234476520812585	0.14781662025376516	0.25486506329584424	0.0451017806434384	0.4201683715389125	0.3245202238751161	0.7221188743543365	0.02621645581734986
E2_18	0.3652537337587858	0.7440682668041845	0.389078945128456	0.5805200294398916	0.1490000471259932	0.19005222539507327	0.06997952293242804	0.35985712839876843	0.38571196389557655	0.6537706984375685	0.0198281001069814
E2_21	0.3618906212129451	0.6765280008733908	0.2182635937583688	0.637555557682178	0.4688421818890618	0.13692559504321802	0.005240646855463236	0.3069242730397668	0.4454159133033233	0.5884377150195387	0.0480653550177368
E2_24	0.259939832452092	0.6112154502103768	0.15868582881552382	0.6829856597944669	0.5543345041456943	0.11713973818071463	0.048153545371012976	0.25767058343875304	0.5033483651379951	0.5196120648475613	0.13284235738607855
E2_27	0.21398631425552775	0.5605197422907671	0.02854327117436252	0.7080931998987623	0.5687826778512485	0.09356858806231627	0.05957504195588854	0.20584639015468806	0.5537912538858027	0.4733108494999483	0.0012804532499592508
E2_30	0.2117834173555201	0.4695297160075626	0.01284922800248177	0.7937077434664594	0.7612117226792552	0.0773136130424252	0.05579776760754143	0.12780392512602146	0.6084869320214293	0.3914878403359578	0.0082036484601672
E2_33	0.22163739004211144	0.4074431673280613	0.035863003564496294	0.8356449740842159	0.6578807253609869	0.05861985720445116	0.06119898633222074	0.06367233833196494	0.6577768221638075	0.33259048818468273	0.026928396807722653
E2_36	0.2851313489492921	0.33107793971930805	0.00708256173297929	0.8945776904478155	0.749896164473033	0.04137816287508299	0.011645025086977442	0.03157881102431544	0.7087585046463156	0.2621833602362075	0.007022219905348922
E2_39	0.26428507211772245	0.25900410333489554	0.00034915461045317874	0.9428428771959962	0.8368337165016071	0.027677904478334844	0.06482972027440331	0.05120991422880245	0.7581957268465904	0.19675197701895145	0.01765042317883951
E2_42	0.3256877690833238	0.19766895668031867	0.0040208120500183075	0.9653811669575616	0.6805932807486614	0.026276071796898497	0.04966433625612246	0.07730808003925367	0.8015267445260583	0.1445793678040516	0.011393866834932436
E2_45	0.2364867694578841	0.14756722222717275	0.01076277401204354	0.982108014126188	0.49663877216705105	0.008638809599789776	0.010188205891985576	0.04037601153330693	0.8438333224675616	0.10176411332569277	0.01530648149870225
E2_48	0.2290557696906906	0.10112800775808292	0.0010916937607335184	0.9871144726758118	0.6124973425139386	0.009394639279264523	0.030686591454668607	0.05504895604836717	0.8777869075569243	0.06975873786604146	0.08525393495116226
E2_51	0.17543834661453314	0.07015028418692572	0.002528022018366664	0.991877394076478	0.2203824692702584	0.007817948252596945	0.0410367308459035	0.013233378722776915	0.9145140963409256	0.04764985969269818	0.019428499741655832
E2_54	0.12137058249548632	0.045043694223789135	0.006764027483454203	0.9967845433770229	0.19119650499661944	0.010080917041508954	0.04928650601158824	0.022952557241822224	0.944267156850626	0.027622465421201156	0.012199082674043992
E2_57	0.03178008227127748	0.02160709553998854	0.002948237025886804	0.985545352329792	0.2940886542243787	0.007377341834901405	0.048066247843680535	0.00038930864529705726	0.9735995421219418	0.013886406345038849	0.0012429761032681911
E3_3	0.8207341905595985	0.9149566156774194	0.9916287941436523	0.03708932196041835	0.39508595654838297	0.2588123725201269	0.7307956931686749	0.8362766765256474	0.07089892885659398	0.9609181760261104	0.3522467511746824
E3_6	0.8508520738630609	0.8289401029740131	0.5852333002394008	0.0324024098708712	0.5286204025916994	0.4534828851380715	0.9112450965003471	0.7579766448480353	0.13989282276359222	0.902302669351815	0.20012739727538065
E3_9	0.8467953049504046	0.7318206724279256	0.5158932477953513	0.15817675659125446	0.046472140275470725	0.5898867068382693	0.9651035230578572	0.7264159309211784	0.2170906114516742	0.8053037947748742	0.014233222298692984
E3_12	0.7362699076913577	0.6481297854452643	0.4726404694982091	0.2376530718732521	0.5855505732836188	0.6975671130774782	0.9806445626064404	0.5302197902572736	0.28598275879139384	0.7222156438460762	0.4769744835569066
E3_15	0.5370608972106192	0.590777392816263	0.3358508451003771	0.23254461140405394	0.5898431212186728	0.7805219048053916	0.9865143476465538	0.5055141731912891	0.34848195915687696	0.6738885723535407	0.04532709096565563
E3_18	0.503796124711664	0.560836771198225	0.1922653814486573	0.14894519577609405	0.7717756699401088	0.8367224041908793	0.97289782119692	0.4273855069617155	0.3959937154142401	0.6654290704766255	0.04356479548721411
E3_21	0.4442053749268549	0.5009283139990257	0.20311158729179735	0.2616649770667304	0.5566231724427392	0.8721861000051034	0.9789853968141672	0.2908306262883983	0.4506002427365898	0.6086555823770303	0.007686177904455899
E3_24	0.4947089777816454	0.4465098579175824	0.14000959754755196	0.3789740484121204	0.7178656898966359	0.8996038834136969	0.9792373009878248	0.2774788291791906	0.5065843139128573	0.5438202287271886	0.037574851977426334
E3_27	0.4369883824719773	0.3703693638439968	0.08318921176811747	0.5892331204199228	0.6297407266597177	0.9262797519117324	0.9857710344506224	0.27933089655490273	0.5633617266315072	0.4371268366097037	0.3461898273646947
E3_30	0.35891536489857523	0.2884297077225473	0.16546502703483554	0.7590996628886548	0.6673767995099973	0.9403308406555596	0.9888352836520891	0.2275571965583203	0.6242135557578181	0.3259305561418656	0.07521101902469142
E3_33	0.3872011037803143	0.22337919249819	0.16757450613374444	0.8252516457717914	0.1651135650780538	0.9556827539730941	0.9798346451264572	0.217462513424205	0.6800168586003428	0.2460602280143045	0.0028826307534729266
E3_36	0.3533488337055715	0.1984527690788077	0.1578329864094184	0.7369934751718868	0.24042032990749698	0.9648962135307692	0.975884325018922	0.15479345642336415	0.7212257454421055	0.22703400656949616	0.0037804592265861217
E3_39	0.2807666810385728	0.17856825713818494	0.09484558476233798	0.6793667983622171	0.32434866595936285	0.9770971374174584	0.9810986762055802	0.16148411540909868	0.7605921773674387	0.2159965329631438	0.0679444610070109
E3_42	0.22351291921231994	0.15298970840559814	0.09431354309333202	0.7133821045861405	0.2566284621733833	0.9866828670356272	0.9775368615607136	0.1340400875486576	0.7965516101913254	0.19177534938111374	0.08479959965835547
E3_45	0.1224582375071787	0.13994013704807345	0.008510361556077428	0.6745973820887241	0.3640274422071324	0.988616962514596	0.987908824799746	0.15456471093644206	0.8303852440205773	0.19044740019734568	0.16840988332416168
E3_48	0.11425680132603125	0.12162802065735333	0.005479803433865852	0.7247751261888287	0.3567170338694624	0.9936560035762696	0.9793807887806958	0.10947117763067434	0.863464548732263	0.17256480212824574	0.02804629684612888
E3_51	0.04309158350501906	0.09367484406020493	0.0008671674761561091	0.7961052603909619	0.2186764747519893	0.999376234416224	0.9979445488338852	0.1096748255964512	0.8977842736281375	0.13417271724608915	0.0005052942262678872
E3_54	0.013130738435236098	0.053438792736555364	0.004165808788728857	0.9097139167326498	0.4196381974137547	0.9938619953018482	0.9805388379305636	0.082773773069433	0.9356065381800874	0.07233205521158773	0.0164888210276145
E3_57	0.019397988001957318	0.01990272558173203	0.01805250418601818	0.9876457655311977	0.4596554744336153	0.9945556749632809	0.9841591328040508	0.039381826463739625	0.9686780638025392	0.02635572555541264	0.021687501097942943
E4_3	0.8109221147565898	0.911762837104521	0.7006059507795747	0.112119873321971	0.7807581301391329	0.2582924668975604	0.707662261529468	0.8899744760505804	0.05613460103010201	0.9338642218653276	0.4931684884397833
E4_6	0.7283437997347348	0.8427918399497275	0.5118591100489551	0.0015773669111315432	0.5418612423277412	0.4274380663311676	0.8724857333661123	0.7892686933644191	0.10450989885412323	0.8848768431934225	0.662622013763504
E4_9	0.6479107967052511	0.7523155275132648	0.2526150893946978	0.10313738361402876	0.5016397654187682	0.5690314527987966	0.9512824007513664	0.7206704674630507	0.16695168613824388	0.7967328629440399	1.0
E4_12	0.69450811481483	0.6674478238495315	0.25213641967149186	0.21370368306479745	0.4225060760690741	0.6571851321306224	0.996797612637488	0.4698450953783098	0.2307898810348579	0.7102467654073503	0.2409964589118985
E4_15	0.5860336980067713	0.5763281757024541	0.16991209740199947	0.389165834512221	0.4959023275170822	0.7684862425117731	0.9607212524994334	0.3684266303769025	0.29962724862317724	0.6072530983681924	0.029427674557029836
E4_18	0.4359843118319817	0.5032598563589955	0.12595136086367914	0.4595224060231752	0.4845219875011689	0.8218584074386223	0.9692309263357642	0.2923700666840213	0.3635316195294969	0.5289114576685839	0.057420888666501566
E4_21	0.4119592084330467	0.4370090643328998	0.0300041980745836	0.5169656039948177	0.2367450007109452	0.865954662210619	0.966301383383133	0.2874423900493178	0.4265264772635409	0.4638831524183004	0.03272141136192705
E4_24	0.3375916350504486	0.3724060860754082	0.020835661118701842	0.6153183912645515	0.34131350884332723	0.8859814136749113	0.961606226019334	0.22053715983806288	0.4858165693759969	0.38996867612927816	0.05052933609360607
E4_27	0.4041962223344844	0.3191542016361899	0.0011332073027041682	0.6540586166406166	0.4381540875740606	0.9157807067723622	0.9582103190895922	0.21928277562769705	0.5425995271245674	0.3333294302506067	0.021360558125753087
E4_30	0.3484608557714813	0.26657544936263505	0.016231134099036044	0.7186900707486611	0.6243435697421792	0.9134109034842388	0.9524912353423488	0.16879047941695152	0.5979482996854055	0.2785940053665599	0.037472511549896864
E4_33	0.3661034354420348	0.2276550934214183	0.0006302394945467825	0.7422792869797498	0.3862345906539657	0.9343527841411164	0.969474930995063	0.16097046788618222	0.6516497668751626	0.2380634818183839	0.023903273124044014
E4_36	0.4896958007644003	0.1904936342876646	0.0030562694520428874	0.7892090802032542	0.3146393140868551	0.9454217303009196	0.9455302956206296	0.11762212540851184	0.7003317624212145	0.19865744966911505	0.003268484055645649
E4_39	0.4571923632541474	0.15650227371105455	0.003967757588623964	0.8172850066525634	0.1503208511829676	0.9657027524955328	0.9635453377160502	0.05297791198327938	0.7448938824342192	0.16564700505063515	0.034805749544965355
E4_42	0.5376178910270452	0.12264270807749555	0.03440392779795288	0.8719400460525937	0.3128081813412014	0.9579391741393006	0.9294341920073168	0.059053056262496476	0.7888281891227875	0.12958875529055075	0.005872285920437423
E4_45	0.4081328017371647	0.0955777212342972	0.008690453191374063	0.8982935787136803	0.24807879832535196	0.9581120891860024	0.9661423968986784	0.04201027539976425	0.8297742845381688	0.10172180550319182	0.006528175863886643
E4_48	0.28373073460375897	0.07122276245723475	0.012345087694376616	0.9272804443599	0.4431529157645606	0.9547385909177178	0.9698520256705412	0.011306606048970972	0.8706158079460565	0.0768473516752626	0.007553452459516535
E4_51	0.1930200207271188	0.049010391002264286	0.03556510333055481	0.9570051510508956	0.25069187844311763	0.9707447769807894	0.9551495568779648	0.007774831052379233	0.9071667209431666	0.05080804774774906	0.1796563511079199
E4_54	0.16453670601797574	0.029189695471321213	0.02908700419651292	0.9726940423161652	0.09127981481248244	0.980400980790394	0.9736079782481616	0.012114979512065778	0.9368692069113806	0.02899590588173829	0.008447205364535493
E4_57	0.06488531698269484	0.01247083199136112	0.032108140126532035	0.9919822322710254	0.23013151329304696	0.9873877549028698	0.948725798408218	0.018005147929274545	0.9676973469872236	0.011201337846239558	0.06942242937381628
E5_3	0.8290360576425116	0.911179608529218	0.7234234596310937	0.0926817790720616	0.6842110775325586	0.2559497962622016	0.2768673012050127	0.6960080486798835	0.05138723103059751	0.9174204741874848	0.4983367212845416
E5_6	0.955102724143163	0.8302150121540732	0.4875181916225028	0.18144439410351365	0.7741572292605214	0.4467218278559895	0.08751355394648573	0.5088892611679895	0.10720883487246584	0.9769046829308218	0.3856990617020616
E5_9	0.8397990341029488	0.7494737336712646	0.3562262220192948	0.2776077559084679	0.8097187527719326	0.5946922137779729	0.03781451784455603	0.4165014857428246	0.16370138368275824	0.98406317540724	0.5584143049905994
E5_12	0.6238935322198947	0.6657518139519664	0.4319879066403811	0.3767625437089984	0.5474199067695591	0.6966825288859679	0.027118085611612032	0.3335868823119083	0.22724887811008654	0.9466615994116484	0.852477605037538
E5_15	0.4771729279106323	0.5873065877431571	0.4585778219627579	0.4833664833844286	0.4873961704664795	0.7774160164170816	0.018190663442967905	0.4048705319875279	0.2880978568842804	0.8770868455993821	0.6700825869411936
E5_18	0.3435413345054844	0.5141133976570725	0.16815220536559086	0.55729069626391	0.5175819210646878	0.8341084756266891	0.02669606259481028	0.3876319706141906	0.35439154833517345	0.7956438122396235	0.507907482935895
E5_21	0.41066438892190144	0.454742046718905	0.20616273963117404	0.5902193407399355	0.4279595037495508	0.8703118997041215	0.025911568396449886	0.3551889106558269	0.4200631161330437	0.7261785307072359	0.43348816200522
E5_24	0.28035248717763145	0.40512317450673796	0.18576036583665176	0.6097280071423081	0.4540924729194215	0.9018326195422164	0.0213301281441408	0.31047985065904143	0.4744323518756448	0.6785802958496091	0.14645829910691072
E5_27	0.25250070152541826	0.3668964365939278	0.1864714326317126	0.6038074940477767	0.495011812395715	0.926203099491036	0.015180401360134238	0.2413398996159487	0.5191045893952891	0.6465477864206798	0.14003803976353754
E5_30	0.2427365686829887	0.3317526310664352	0.2492084613584916	0.6149141814657272	0.5641638204231928	0.9465549232626786	0.023940438332884503	0.1900082153923015	0.5604304294363962	0.6178623231870548	0.0679002683393306
E5_33	0.2721754414004505	0.2784088140632108	0.36003376386248936	0.7292553456732249	0.6618881576108688	0.9572155121022332	0.022199139508559455	0.15246272365475808	0.6150430134741619	0.5209776769736629	0.07927814093173985
E5_36	0.2695127001065719	0.2276202901251141	0.3133062032872105	0.7978221717052454	0.2186153436795116	0.9633259145684296	0.021132471981859472	0.18071465290042688	0.6689339395833634	0.4249254117190617	0.01583612621544081
E5_39	0.3427413575458529	0.1888898436311736	0.4284386776488373	0.8431193925008578	0.5428932255303777	0.9730101112969192	0.021949324498047918	0.12319869364388507	0.7168651416830516	0.35513725809186164	0.05814386328722415
E5_42	0.2533701410190507	0.16058743554952712	0.4046854328838772	0.8349665381082272	0.5671851744602421	0.9758325671488164	0.011260484246517466	0.07174223443932391	0.7544099065944203	0.31257349675901946	0.1351781442390309
E5_45	0.2757541213557651	0.13215268552018022	0.4639258806651058	0.8798398379400252	0.5458121674590625	0.9825565429809764	0.002413696430161883	0.042726848392825784	0.7986257532337526	0.2566789706614201	0.006891608463099511
E5_48	0.30223155146123315	0.08478923910709459	0.3374152663546966	0.9701684261806024	0.30806263736238604	0.981772234071327	0.006514019531468667	0.10894445738197107	0.8528281495996832	0.14930815430118058	0.02587308824190152
E5_51	0.1977948224053032	0.050268789268908834	0.17567274235874375	0.9940230262779279	0.21354802461440173	0.9871958180982586	0.016190443553023088	0.09360850008275337	0.9018312931548254	0.08427307251857932	0.004104158142611303
E5_54	0.15443443820904731	0.03407771586976905	0.2684707322963852	0.9578822353113434	0.03578354935803207	0.9923689396446626	0.01898323522725294	0.07448885359842385	0.9398896650140018	0.06324748650623263	0.004389126135407109
E5_57	0.042169205042957784	0.02459061549059589	0.12948129937676225	0.940030227839722	0.4087098953198451	0.9964873665399112	0.020500317878052187	0.06243532192665618	0.9650707855169384	0.05581930342970344	0.13561022270351486
E6_3	0.9873410511893288	0.9175399537567754	0.7265307420776316	0.14388339869579372	0.6743554634648944	0.2605944477275917	0.26538519521175097	0.8768808224594995	0.0713036244301033	0.9059122492883394	0.2551644422347509
E6_6	0.8604517332063708	0.8700605979238965	0.6326183608549316	0.06390705083051873	0.6855775790487385	0.4553251311364507	0.08590011228074915	0.7179271233864695	0.12958070939942673	0.8529517304151254	0.07938657555011255
E6_9	0.6547465443941527	0.8397523008698726	0.3370031932203813	0.029806824767340024	0.5769662280998222	0.5862361161622194	0.03635247545113951	0.5473731741871929	0.18097356878885806	0.8186544010697528	0.016874021797347306
E6_12	0.4281562545734217	0.7558959356907191	0.24442119199622134	0.21751758511339345	0.6624159752117152	0.6896865925994979	0.03981616431129605	0.4593442459466476	0.2461422013766621	0.7243583193026767	0.030876209032252463
E6_15	0.4105172533973613	0.6741510692353998	0.12077980016954105	0.3798452774147548	0.6098392769165388	0.7514700164774685	0.005590009611042314	0.2910711768217783	0.3123403927299305	0.6284634234543347	0.00699569492628445
E6_18	0.39108847758405735	0.5845329290429425	0.11724394678824812	0.5221314747169266	0.4902168623962394	0.7937823582808088	0.02434706680769717	0.24339401866917326	0.38171124852348026	0.5297167776464283	0.0036076358440821116
E6_21	0.3940761628487406	0.502207213662176	0.09440727871742303	0.6069895289916913	0.7130917665873109	0.8377481917814928	0.03560682317533663	0.24787220746492966	0.44620811187935705	0.4516670175842853	0.02756917399169807
E6_24	0.3729777041466191	0.44623522670733695	0.14673331218521965	0.635658094159526	0.6214495521126889	0.8679446402157927	0.03239138440850907	0.24381859231192898	0.5044948888008025	0.3955041610368918	0.037360889611339834
E6_27	0.32953366410635393	0.3989026193930205	0.2218643282762012	0.634383207668934	0.3589494761647083	0.8981629914334716	0.017752153114731155	0.2263392817258177	0.5553848692535857	0.35472898090803706	0.4018863245758773
E6_30	0.4005573921120115	0.36127173909595495	0.03136329108839755	0.6275269993701674	0.4807919806096905	0.9222731268541108	0.022731451489743183	0.15774655226293288	0.6027830207509296	0.3279946515587348	0.5961981553104926
E6_33	0.3267217338680099	0.3168021182734984	0.03478472970343213	0.6925427829243264	0.7672802592112483	0.9168378591959	0.02186379321295411	0.13935540237291336	0.6501840538975671	0.2888962873953045	0.7173564369053573
E6_36	0.31795121503603635	0.2603138874062747	0.026926421868405853	0.7826067325919497	1.0	0.9309154870020802	0.030750496180282163	0.0777664079358738	0.7046109476493548	0.23507491126913024	0.6448444217516413
E6_39	0.3054509152253324	0.20440407087279447	0.020001551546062868	0.8746422677947682	0.4256104024396271	0.947337185891384	0.04342813207609062	0.09988025643137212	0.7535481982925271	0.1791432201426924	0.3912526594604401
E6_42	0.29479896068637035	0.1480253946974273	0.006252343519478635	0.96205722267184	0.4198435370908836	0.9547356155392016	0.02056301787110607	0.10237296152503304	0.8052648403931452	0.12258180619413635	0.1684749299122448
E6_45	0.1894268249404926	0.10980447017661774	0.002158707677770321	0.9575516516530852	0.603479265715121	0.9617968985055686	0.02569698820400953	0.0810239167609402	0.8513881800682371	0.08775301886168546	0.2363053472070929
E6_48	0.15114294463721786	0.07792391622247011	0.010309742418826946	0.9744269393345096	0.28385964370145994	0.9797185699899018	0.03281725855373238	0.09015476311929932	0.8894421769012233	0.06018206933505778	0.19968223119097386
E6_51	0.06532617821152865	0.056954907256732086	0.007298099968517314	0.9639154191222864	0.4176735792682192	0.9920153982435134	0.038574657326193584	0.02835050357262223	0.9235415482645036	0.043324274186413485	0.04541979173230658
E6_54	0.04399855115746892	0.03769474542601705	0.014993702114883944	0.9617775175911372	0.4229459491284218	0.9761943543041042	0.03277911285207544	0.04471949404712716	0.946586388570369	0.03217115192942322	0.07081700501358944
E6_57	0.06974014354464418	0.0147636745201867	0.0019628349979059767	0.9849348081829036	0.06464093221578149	0.980706248744016	0.040478346118243386	0.03550588505459283	0.9769282926042852	0.012025560611972949	0.021642822118547542
E7_3	0.9884655604824569	0.9338048066567024	0.8981166404356089	0.17307827083241356	0.3666820745573228	0.02894610068178244	0.7168824852397969	0.8788164626316795	0.0728207504395075	0.9372692540336228	0.2882103636045225
